2025-07-29	20.8845	21.2415	19.635	20.8845	25269
2025-07-30	20.5275	21.42	20.5275	20.706	7989
2025-07-31	20.8845	21.2415	20.5275	20.8845	7319
2025-08-01	20.5275	20.5346	19.5458	20.5275	8876
2025-08-04	20.5275	21.7752	20.1705	20.8845	13596
2025-08-05	20.5275	21.777	20.5275	20.8845	9582
2025-08-06	20.8845	21.0594	20.5275	20.5275	6198
2025-08-07	20.706	20.7953	19.9991	20.5275	8836
2025-08-08	20.5275	20.8774	19.992	20.1705	5865
2025-08-11	20.349	20.349	19.4565	19.8135	5657
2025-08-12	19.992	20.1705	19.635	19.8135	6011
2025-08-13	33.7365	43.554	26.775	34.0935	18122665
2025-08-14	30.345	31.773	26.9535	27.846	648548
2025-08-15	26.775	27.6675	24.633	25.5255	177912
2025-08-18	24.633	24.633	22.491	23.0265	113477
2025-08-19	22.134	23.7405	21.063	23.3835	79158
2025-08-20	22.848	24.0975	22.6695	22.848	63185
2025-08-21	22.491	23.7405	22.134	22.848	32241
2025-08-22	25.347	27.1124	24.633	25.8825	117619
2025-08-25	25.704	25.8771	23.919	23.919	50576
2025-08-26	24.276	25.1685	23.919	24.0975	39678
2025-08-27	24.8115	26.418	24.8115	25.5255	48147
2025-08-28	25.8825	25.8825	24.633	24.8115	27596
2025-08-29	24.4545	24.633	22.134	23.7405	23941
2025-09-02	23.205	23.7405	22.8837	23.3835	19241
2025-09-03	23.7405	24.0886	22.6695	22.6695	20677
2025-09-04	22.134	22.491	20.8845	21.777	37271
2025-09-05	22.134	22.491	20.9738	21.42	21260
2025-09-08	21.5985	21.5985	21.063	21.42	19119
2025-09-09	21.063	21.1523	20.5275	20.706	34381
2025-09-10	20.5275	21.063	20.1705	20.706	27732
2025-09-11	20.8845	21.777	20.349	20.706	30562
2025-09-12	21.1755	22.3125	20.349	22.3125	33737
2025-09-15	21.42	21.777	21.063	21.42	21027
2025-09-16	21.777	21.777	20.706	21.5985	22107
2025-09-17	21.777	21.777	20.706	21.2415	21761
2025-09-18	21.42	21.42	20.9738	21.2415	20242
2025-09-19	21.42	21.777	20.706	21.42	29168
2025-09-22	21.5985	22.491	20.8845	22.491	28254
2025-09-23	22.848	24.633	22.491	23.7405	56994
2025-09-24	23.3835	23.3835	22.3125	23.205	30081
2025-09-25	22.134	23.562	22.134	22.134	15562
2025-09-26	22.491	22.989	22.0448	22.491	14195
2025-09-29	22.6695	24.276	22.3125	23.919	85022
2025-09-30	24.4545	24.99	22.848	23.562	58169
2025-10-01	23.3835	24.4545	22.848	24.276	29704
2025-10-02	24.276	25.8825	24.0975	25.8825	50447
2025-10-03	26.2395	28.203	25.704	26.2395	65816
2025-10-06	26.775	29.0723	26.775	28.203	60962
2025-10-07	28.56	30.6574	27.6675	29.988	72914
2025-10-08	30.345	33.0225	29.631	30.345	79247
2025-10-09	34.3613	34.4505	25.3345	25.8825	1809032
2025-10-10	26.9535	27.489	23.919	24.4545	156027
2025-10-13	24.633	25.5255	22.6695	25.5255	784781
2025-10-14	29.274	34.4487	27.846	30.5235	3810255
2025-10-15	28.56	30.1665	25.1685	27.132	430685
2025-10-16	26.5965	27.132	24.4545	24.4545	141971
2025-10-17	23.919	25.1685	23.3835	23.7405	106079
2025-10-20	23.919	25.1685	23.0265	23.562	113220
2025-10-21	23.3835	23.4728	21.9555	22.6695	88042
2025-10-22	22.134	22.9373	20.5275	21.2415	111710
2025-10-23	21.063	23.0265	21.063	22.848	45175
2025-10-24	23.205	23.7405	22.7588	23.205	56566
2025-10-27	21.42	22.7588	21.2415	21.5985	89861
2025-10-28	21.9555	22.491	21.2415	21.42	41810
2025-10-29	21.5985	21.9501	20.8845	21.2415	41425
2025-10-30	22.3125	23.205	19.0995	19.1888	470666
2025-10-31	19.635	20.5275	19.635	20.2598	58296
2025-11-03	20.349	20.5275	18.921	19.278	59681
2025-11-04	18.921	20.1705	18.564	18.7425	46951
2025-11-05	18.207	19.635	18.207	19.0995	35268
2025-11-06	19.0995	19.0995	17.136	17.2717	61807
2025-11-07	16.9575	17.0878	15.7651	16.5577	47501
2025-11-10	17.5144	17.6715	16.2435	16.4666	30416
2025-11-11	16.422	16.7772	15.2528	15.9525	25570
2025-11-12	16.0507	16.6683	15.3938	15.7526	26885
2025-11-13	15.708	16.0668	14.1051	14.5852	37767
2025-11-14	13.4839	14.5495	13.4839	13.9569	26105
2025-11-17	13.923	14.0997	11.6918	11.7239	52580
2025-11-18	11.6025	14.28	11.6025	12.7574	101193
2025-11-19	12.5789	13.209	12.3165	12.6914	22049
2025-11-20	12.7628	13.8837	10.71	10.71	59130
2025-11-21	10.9313	11.2973	9.5622	10.9599	51149
2025-11-24	10.7439	11.781	10.71	10.9188	28536
2025-11-25	11.2312	11.4847	10.8528	11.1384	13239
2025-11-26	11.3348	12.138	11.3348	12.0541	29932
2025-11-28	12.3165	12.495	12.1398	12.3004	16381
2025-12-01	11.781	12.2862	10.71	10.7118	31052
2025-12-02	10.9885	12.1398	10.8921	11.9399	53655
2025-12-03	12.495	14.8155	12.387	14.28	166437
2025-12-04	14.6781	14.994	13.6481	14.1033	58923
2025-12-05	14.4585	16.3629	13.7445	14.2836	54686
2025-12-08	14.637	14.637	13.0323	13.4946	44620
2025-12-09	12.6521	14.637	12.495	13.6374	70107
2025-12-10	17.2377	18.7425	14.7691	15.8936	7943673
2025-12-11	14.6388	17.3163	14.2979	16.8807	524204
2025-12-12	17.136	18.207	14.2479	14.994	385635
2025-12-15	10.6645	10.71	7.9004	8.2646	798955
2025-12-16	8.7358	9.7497	8.5859	9.3373	321537
2025-12-17	9.2963	10.1745	8.9304	9.3445	153282
2025-12-18	8.9	9.8	7.35	7.79	394233
2025-12-19	7.54	9.5	7.5	8.73	606275
2025-12-22	9.16	10.4499	8.25	9	2867917
2025-12-23	8.61	8.665	6.02	6.05	1701836
2025-12-24	6.14	7.14	5.98	7	608363
2025-12-26	6.83	6.85	6.1	6.22	325932
2025-12-29	6.02	6.11	4.88	4.95	539769
2025-12-30	4.8	5.6	4.73	5.17	391768
2025-12-31	5.18	7.25	4.86	4.87	4673519
2026-01-02	5.05	6.42	5.05	5.74	1738805
2026-01-05	9.9	11.6999	7.15	8.82	69183143
2026-01-06	8.32	10.6	8.12	9.83	8627057
2026-01-07	11.7	15.9799	10.86	13.9	25697184
2026-01-08	14.88	15	11.5	12.86	4936106
2026-01-09	11.75	13.5	10.5705	12.46	2951173
2026-01-12	12.21	13.35	10.01	10.34	1728207
2026-01-13	10	10.18	8.37	9.5	1561434
2026-01-14	8.96	10.29	8.5	9.32	1070000
2026-01-15	9.52	10.39	8.835	9.11	1112480
2026-01-16	9	9.5	8.452	8.78	882993
2026-01-20	8.05	9	7.96	8.09	674593
2026-01-21	8.09	8.33	6.91	7.45	613853
2026-01-22	7.44	9.0229	7.44	8.3	931003
2026-01-23	8.45	9.6578	7.65	8.04	1151665
2026-01-26	8.01	8.2	7.47	7.58	383665
2026-01-27	7.67	8.4	7.2001	7.85	427546
2026-01-28	7.98	8.59	7.47	8.11	468763
2026-01-29	8	8.075	7.28	7.68	383877
2026-01-30	7.6	7.855	7	7.18	275027
2026-02-02	7	7.2599	6.2	6.37	449204
2026-02-03	6.32	6.95	6.09	6.57	350955
2026-02-04	6.57	6.57	5.66	6.11	252114
2026-02-05	5.79	5.96	5.2	5.51	313008
2026-02-06	5.53	6.4	5.53	6	1376971
2026-02-09	7.48	8	6.4	6.44	32748679
2026-02-10	5.95	5.98	4.9	5.12	1688607
2026-02-11	5.23	5.94	4.95	5.46	820400
2026-02-12	5.55	5.8	5.21	5.42	745444
2026-02-13	5.39	6.14	5.3001	5.71	495343
2026-02-17	5.74	5.8576	5.219	5.36	519110
2026-02-18	5.25	5.79	5.21	5.51	255800
2026-02-19	5.4	5.4799	5.24	5.28	192770
2026-02-20	5.25	5.54	4.85	4.97	290493
2026-02-23	4.87	5.0399	4.84	4.92	412459
2026-02-24	4.86	4.96	4.7	4.82	211404
2026-02-25	4.9	5.0299	4.71	4.85	252912
2026-02-26	4.92	5.09	4.65	4.76	330567
2026-02-27	4.65	4.65	4.27	4.5	350246
2026-03-02	4.26	4.57	4.1001	4.14	343263
2026-03-03	4	4.41	3.9213	4.34	292958
2026-03-04	4.28	4.59	4.18	4.57	226114
2026-03-05	4.53	4.5877	4.11	4.32	258290
2026-03-06	4.16	4.34	4.085	4.14	102174
2026-03-09	4.01	4.12	3.82	4.12	231754
2026-03-10	4.15	4.225	3.99	4.05	183148
2026-03-11	3.93	4.11	3.83	3.99	160419
2026-03-12	3.89	3.9995	3.815	3.92	153320
2026-03-13	3.92	4.0799	3.89	4.06	159975
2026-03-16	4.09	4.39	4.03	4.39	222272
2026-03-17	4.4	4.59	4.15	4.59	320545
2026-03-18	4.63	4.74	4.12	4.24	823024
2026-03-19	4	4.23	3.92	4.15	282805
2026-03-20	4.23	4.35	3.99	4.28	431612
2026-03-23	4.22	4.349	4.06	4.22	358451
2026-03-24	4.17	5.17	4.12	4.43	1583255
2026-03-25	4.58	5.15	4.25	4.26	2134815
2026-03-26	4.17	4.36	3.939	4.03	716906
2026-03-27	4.03	4.0351	3.7	3.88	473460
2026-03-30	4.23	4.69	3.38	3.77	1962094
2026-03-31	3.75	3.8799	3.46	3.68	592177
2026-04-01	3.68	3.9099	3.55	3.73	476435
2026-04-02	3.6	3.6099	3.16	3.28	1660661
2026-04-06	3.3	4.15	3.27	3.51	3136671
2026-04-07	3.34	3.385	3.11	3.23	1133512
2026-04-08	3.48	3.73	3.24	3.64	1236480
2026-04-09	3.55	3.56	3.36	3.38	446879
2026-04-10	3.4	4.07	3.39	3.48	2076685
2026-04-13	3.65	5.17	3.65	4.92	9509893
2026-04-14	5.15	5.9499	4.51	4.96	8488092
2026-04-15	5.42	7.47	5.42	6.91	15599359
2026-04-16	6.41	8.4499	5.81	7.63	7237132
2026-04-17	8.01	8.4	7.05	7.5	3701330
2026-04-20	7.17	7.47	6.17	6.42	2643719
2026-04-21	6.63	6.93	5.61	5.68	2021646
2026-04-22	5.77	6.151	5.25	5.55	1496275
2026-04-23	6.74	6.74	5.32	5.64	2803003
2026-04-24	5.57	5.79	5.39	5.66	809457
2026-04-27	5.65	6.78	5.48	6.28	2163118
2026-04-28	6	6.01	5.06	5.12	1450937
2026-04-29	5.45	5.45	4.0918	4.38	2387139
2026-04-30	4.41	4.85	4.3	4.64	800163
2026-05-01	4.69	4.7	4.39	4.57	535640
2026-05-04	4.51	4.7481	4.18	4.51	1239643
2026-05-05	4.83	4.9202	4.4	4.74	1227250
2026-05-06	4.68	4.97	4.41	4.8	1499181
2026-05-07	4.57	4.75	4.3801	4.41	829795
2026-05-08	4.48	5.57	4.46	5.46	4422365
2026-05-11	5.89	7.3	5.52	5.62	9246598
2026-05-12	5.85	6	5.04	5.34	2348393
2026-05-13	5.51	6.2	5.12	5.88	2301825
2026-05-14	5.73	6.42	5.42	5.56	2594275
2026-05-15	5.4	5.69	5.21	5.45	2095512
2026-05-18	5.82	6.19	5.48	6.13	2574322
2026-05-19	6.06	6.3	5.55	5.81	1875319
2026-05-20	5.72	6.41	5.46	6.22	1880334
2026-05-21	6	7.64	5.9	7.55	3864853
2026-05-22	7.4	7.93	7.02	7.38	2754322
2026-05-26	12.96	16.28	11.86	15.48	79762204
2026-05-27	19.455	22.2	17.47	19.5	43465310
2026-05-28	16.91	20.5099	16.25	19.4	14474029
2026-05-29	19.205	19.25	16	16.85	7047928
2026-06-01	16.75	18.48	16.40005	16.71	5506135
2026-06-02	16.5	16.96	14.02	14.08	4947712
2026-06-03	13.02	14.6	12.5	13.12	3871413
2026-06-04	13.41	17.18	13.02	15.79	8598077
2026-06-05	16.8981	17.69	14.11	14.91	7977301
2026-06-08	16.3756	16.3756	11.8	12.22	6472348
2026-06-09	12.65	13.85	11.85	12.69	5597380
2026-06-10	12.51	13.2756	10.36	11.34	5406889
2026-06-11	11.75	17.49	11.15	16.3	21375382
2026-06-12	13.935	14.41	11.545	11.95	10807833
