ticker|ep_date|mon|rung|stop|shape_policy|arm|n_attempts|end|ties|blind|missing|last_exit
ABCL|2026-08-10|2026-08|ep_close_reclaim|adr_075|new_high_break|none|1|abstain|0|0|0|2026-08-11
ABCL|2026-08-10|2026-08|ep_close_reclaim|adr_075|new_high_break|trail|1|abstain|0|0|0|2026-08-11
ABCL|2026-08-10|2026-08|ep_close_reclaim|adr_100|either|none|1|abstain|0|0|0|2026-08-11
ABCL|2026-08-10|2026-08|ep_close_reclaim|adr_100|either|trail|1|abstain|0|0|0|2026-08-11
ABCL|2026-08-10|2026-08|ep_close_reclaim|adr_100|same_pattern|none|1|abstain|0|0|0|2026-08-11
ABCL|2026-08-10|2026-08|ep_close_reclaim|adr_100|same_pattern|trail|1|abstain|0|0|0|2026-08-11
ABCL|2026-08-10|2026-08|ep_close_reclaim|adr_100|new_high_break|none|1|abstain|0|0|0|2026-08-11
ABCL|2026-08-10|2026-08|ep_close_reclaim|adr_100|new_high_break|trail|1|abstain|0|0|0|2026-08-11
ABSI|2026-06-24|2026-06|ep_high_break|adr_025|either|none|4|no_reentry|2|0|0|2026-07-10
ABSI|2026-06-24|2026-06|ep_high_break|adr_025|either|trail|4|no_reentry|2|0|0|2026-07-10
ABSI|2026-06-24|2026-06|ep_high_break|adr_025|same_pattern|none|4|no_reentry|0|0|0|2026-07-10
ABSI|2026-06-24|2026-06|ep_high_break|adr_025|same_pattern|trail|4|no_reentry|0|0|0|2026-07-10
ABSI|2026-06-24|2026-06|ep_high_break|adr_025|new_high_break|none|3|no_reentry|0|0|0|2026-06-29
ABSI|2026-06-24|2026-06|ep_high_break|adr_025|new_high_break|trail|3|no_reentry|0|0|0|2026-06-29
ABSI|2026-06-24|2026-06|ep_high_break|adr_050|either|none|4|no_reentry|2|0|0|2026-07-10
ABSI|2026-06-24|2026-06|ep_high_break|adr_050|either|trail|4|no_reentry|2|0|0|2026-07-10
ABSI|2026-06-24|2026-06|ep_high_break|adr_050|same_pattern|none|4|no_reentry|0|0|0|2026-07-10
ABSI|2026-06-24|2026-06|ep_high_break|adr_050|same_pattern|trail|4|no_reentry|0|0|0|2026-07-10
ABSI|2026-06-24|2026-06|ep_high_break|adr_050|new_high_break|none|3|no_reentry|0|0|0|2026-07-08
ABSI|2026-06-24|2026-06|ep_high_break|adr_050|new_high_break|trail|3|no_reentry|0|0|0|2026-07-08
ABSI|2026-06-24|2026-06|ep_high_break|adr_075|either|none|2|no_reentry|1|0|0|2026-07-13
ABSI|2026-06-24|2026-06|ep_high_break|adr_075|either|trail|2|exit|1|0|0|2026-06-26
ABSI|2026-06-24|2026-06|ep_high_break|adr_075|same_pattern|none|2|no_reentry|0|0|0|2026-07-13
ABSI|2026-06-24|2026-06|ep_high_break|adr_075|same_pattern|trail|2|exit|0|0|0|2026-06-26
ABSI|2026-06-24|2026-06|ep_high_break|adr_075|new_high_break|none|3|no_reentry|0|0|0|2026-07-08
ABSI|2026-06-24|2026-06|ep_high_break|adr_075|new_high_break|trail|3|no_reentry|0|0|0|2026-07-08
ABSI|2026-06-24|2026-06|ep_high_break|adr_100|either|none|2|no_reentry|1|0|0|2026-07-15
ABSI|2026-06-24|2026-06|ep_high_break|adr_100|either|trail|2|exit|1|0|0|2026-06-26
ABSI|2026-06-24|2026-06|ep_high_break|adr_100|same_pattern|none|2|no_reentry|0|0|0|2026-07-15
ABSI|2026-06-24|2026-06|ep_high_break|adr_100|same_pattern|trail|2|exit|0|0|0|2026-06-26
ABSI|2026-06-24|2026-06|ep_high_break|adr_100|new_high_break|none|2|no_reentry|0|0|0|2026-07-13
ABSI|2026-06-24|2026-06|ep_high_break|adr_100|new_high_break|trail|2|exit|0|0|0|2026-06-26
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_025|either|none|2|no_reentry|1|0|0|2026-07-15
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_025|either|trail|2|exit|1|0|0|2026-06-26
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_025|same_pattern|none|2|no_reentry|0|0|0|2026-07-15
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_025|same_pattern|trail|2|exit|0|0|0|2026-06-26
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_025|new_high_break|none|3|no_reentry|0|0|0|2026-06-29
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_025|new_high_break|trail|3|no_reentry|0|0|0|2026-06-29
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_050|either|none|2|no_reentry|1|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_050|either|trail|2|exit|1|0|0|2026-06-26
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_050|same_pattern|none|2|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_050|same_pattern|trail|2|exit|0|0|0|2026-06-26
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_050|new_high_break|none|3|no_reentry|0|0|0|2026-07-08
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_050|new_high_break|trail|3|no_reentry|0|0|0|2026-07-08
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_075|either|none|1|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_075|either|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_075|same_pattern|none|1|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_075|same_pattern|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_075|new_high_break|none|1|no_reentry|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_075|new_high_break|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_100|either|none|1|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_100|either|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_100|same_pattern|none|1|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_100|same_pattern|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_100|new_high_break|none|1|no_reentry|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_reclaim|adr_100|new_high_break|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_025|either|none|1|no_reentry|0|2|2|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_025|either|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_025|same_pattern|none|1|no_reentry|0|2|2|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_025|same_pattern|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_025|new_high_break|none|1|no_reentry|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_025|new_high_break|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_050|either|none|1|no_reentry|0|2|2|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_050|either|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_050|same_pattern|none|1|no_reentry|0|2|2|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_050|same_pattern|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_050|new_high_break|none|1|no_reentry|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_050|new_high_break|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_075|either|none|1|no_reentry|0|2|2|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_075|either|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_075|same_pattern|none|1|no_reentry|0|2|2|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_075|same_pattern|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_075|new_high_break|none|1|no_reentry|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_075|new_high_break|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_100|either|none|1|no_reentry|0|2|2|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_100|either|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_100|same_pattern|none|1|no_reentry|0|2|2|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_100|same_pattern|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_100|new_high_break|none|1|no_reentry|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_close_620_prox|adr_100|new_high_break|trail|1|exit|0|0|0|2026-06-25
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_025|either|none|1|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_025|either|trail|1|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_025|same_pattern|none|1|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_025|same_pattern|trail|1|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_025|new_high_break|none|1|no_reentry|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_025|new_high_break|trail|1|no_reentry|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_050|either|none|1|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_050|either|trail|1|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_050|same_pattern|none|1|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_050|same_pattern|trail|1|no_reentry|0|6|6|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_050|new_high_break|none|1|no_reentry|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_050|new_high_break|trail|1|no_reentry|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_075|either|none|1|no_reentry|0|7|7|2026-07-17
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_075|either|trail|1|exit|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_075|same_pattern|none|1|no_reentry|0|7|7|2026-07-17
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_075|same_pattern|trail|1|exit|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_075|new_high_break|none|1|no_reentry|0|0|0|2026-07-17
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_075|new_high_break|trail|1|exit|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_100|either|none|1|no_reentry|0|7|7|2026-07-17
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_100|either|trail|1|exit|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_100|same_pattern|none|1|no_reentry|0|7|7|2026-07-17
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_100|same_pattern|trail|1|exit|0|0|0|2026-07-16
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_100|new_high_break|none|1|no_reentry|0|0|0|2026-07-17
ABSI|2026-06-24|2026-06|ep_low_reclaim|adr_100|new_high_break|trail|1|exit|0|0|0|2026-07-16
ABVX|2026-06-03|2026-06|ep_high_break|adr_025|either|none|3|exit|0|0|0|2026-06-26
ABVX|2026-06-03|2026-06|ep_high_break|adr_025|either|trail|1|exit|0|0|0|2026-06-04
ABVX|2026-06-03|2026-06|ep_high_break|adr_025|same_pattern|none|3|exit|0|0|0|2026-06-26
ABVX|2026-06-03|2026-06|ep_high_break|adr_025|same_pattern|trail|1|exit|0|0|0|2026-06-04
ABVX|2026-06-03|2026-06|ep_high_break|adr_025|new_high_break|none|2|exit|0|0|0|2026-06-30
ABVX|2026-06-03|2026-06|ep_high_break|adr_025|new_high_break|trail|1|exit|0|0|0|2026-06-04
ABVX|2026-06-03|2026-06|ep_high_break|adr_050|either|none|3|exit|0|0|0|2026-06-26
ABVX|2026-06-03|2026-06|ep_high_break|adr_050|either|trail|1|exit|0|0|0|2026-06-04
ABVX|2026-06-03|2026-06|ep_high_break|adr_050|same_pattern|none|3|exit|0|0|0|2026-06-26
ABVX|2026-06-03|2026-06|ep_high_break|adr_050|same_pattern|trail|1|exit|0|0|0|2026-06-04
ABVX|2026-06-03|2026-06|ep_high_break|adr_050|new_high_break|none|2|exit|0|0|0|2026-06-30
ABVX|2026-06-03|2026-06|ep_high_break|adr_050|new_high_break|trail|1|exit|0|0|0|2026-06-04
ABVX|2026-06-03|2026-06|ep_high_break|adr_075|either|none|3|exit|0|0|0|2026-06-26
ABVX|2026-06-03|2026-06|ep_high_break|adr_075|either|trail|1|exit|0|0|0|2026-06-04
ABVX|2026-06-03|2026-06|ep_high_break|adr_075|same_pattern|none|3|exit|0|0|0|2026-06-26
ABVX|2026-06-03|2026-06|ep_high_break|adr_075|same_pattern|trail|1|exit|0|0|0|2026-06-04
ABVX|2026-06-03|2026-06|ep_high_break|adr_075|new_high_break|none|2|exit|0|0|0|2026-06-30
ABVX|2026-06-03|2026-06|ep_high_break|adr_075|new_high_break|trail|1|exit|0|0|0|2026-06-04
ABVX|2026-06-03|2026-06|ep_high_break|adr_100|either|none|3|exit|0|0|0|2026-06-26
ABVX|2026-06-03|2026-06|ep_high_break|adr_100|either|trail|1|exit|0|0|0|2026-06-04
ABVX|2026-06-03|2026-06|ep_high_break|adr_100|same_pattern|none|3|exit|0|0|0|2026-06-26
ABVX|2026-06-03|2026-06|ep_high_break|adr_100|same_pattern|trail|1|exit|0|0|0|2026-06-04
ABVX|2026-06-03|2026-06|ep_high_break|adr_100|new_high_break|none|2|exit|0|0|0|2026-06-30
ABVX|2026-06-03|2026-06|ep_high_break|adr_100|new_high_break|trail|1|exit|0|0|0|2026-06-04
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_025|either|none|2|exit|0|0|0|2026-06-30
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_025|either|trail|2|exit|0|0|0|2026-06-30
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_025|same_pattern|none|1|no_reentry|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_025|same_pattern|trail|1|no_reentry|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_025|new_high_break|none|2|exit|0|0|0|2026-06-30
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_025|new_high_break|trail|2|exit|0|0|0|2026-06-30
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_050|either|none|2|exit|0|0|0|2026-06-30
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_050|either|trail|2|exit|0|0|0|2026-06-30
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_050|same_pattern|none|1|no_reentry|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_050|same_pattern|trail|1|no_reentry|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_050|new_high_break|none|2|exit|0|0|0|2026-06-30
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_050|new_high_break|trail|2|exit|0|0|0|2026-06-30
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_075|either|none|1|exit|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_075|either|trail|1|exit|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_075|same_pattern|none|1|exit|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_075|same_pattern|trail|1|exit|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_075|new_high_break|none|1|exit|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_075|new_high_break|trail|1|exit|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_100|either|none|1|exit|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_100|either|trail|1|exit|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_100|same_pattern|none|1|exit|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_100|same_pattern|trail|1|exit|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_100|new_high_break|none|1|exit|0|0|0|2026-06-24
ABVX|2026-06-03|2026-06|ep_low_reclaim|adr_100|new_high_break|trail|1|exit|0|0|0|2026-06-24
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_025|either|none|2|no_reentry|0|0|0|2026-06-30
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_025|either|trail|2|no_reentry|0|0|0|2026-06-30
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_025|same_pattern|none|2|no_reentry|0|0|0|2026-06-30
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_025|same_pattern|trail|2|no_reentry|0|0|0|2026-06-30
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_025|new_high_break|none|1|no_reentry|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_025|new_high_break|trail|1|no_reentry|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_050|either|none|2|no_reentry|0|0|0|2026-06-30
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_050|either|trail|2|no_reentry|0|0|0|2026-06-30
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_050|same_pattern|none|2|no_reentry|0|0|0|2026-06-30
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_050|same_pattern|trail|2|no_reentry|0|0|0|2026-06-30
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_050|new_high_break|none|1|no_reentry|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_050|new_high_break|trail|1|no_reentry|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_075|either|none|2|abstain|0|0|0|2026-08-05
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_075|either|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_075|same_pattern|none|1|no_reentry|0|0|0|2026-07-23
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_075|same_pattern|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_075|new_high_break|none|2|abstain|0|0|0|2026-08-05
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_075|new_high_break|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_100|either|none|2|abstain|0|0|0|2026-08-05
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_100|either|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_100|same_pattern|none|1|no_reentry|0|0|0|2026-07-23
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_100|same_pattern|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_100|new_high_break|none|2|abstain|0|0|0|2026-08-05
ACAD|2026-06-26|2026-06|ep_close_reclaim|adr_100|new_high_break|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_025|either|none|4|exit|0|0|0|2026-07-27
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_025|either|trail|3|exit|0|0|0|2026-07-14
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_025|same_pattern|none|4|exit|0|0|0|2026-07-27
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_025|same_pattern|trail|3|exit|0|0|0|2026-07-14
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_025|new_high_break|none|1|no_reentry|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_025|new_high_break|trail|1|no_reentry|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_050|either|none|2|exit|0|0|0|2026-07-27
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_050|either|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_050|same_pattern|none|2|exit|0|0|0|2026-07-27
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_050|same_pattern|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_050|new_high_break|none|2|abstain|0|0|0|2026-08-05
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_050|new_high_break|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_075|either|none|2|exit|0|0|0|2026-07-27
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_075|either|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_075|same_pattern|none|2|exit|0|0|0|2026-07-27
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_075|same_pattern|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_075|new_high_break|none|2|abstain|0|0|0|2026-08-05
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_075|new_high_break|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_100|either|none|2|exit|0|0|0|2026-07-27
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_100|either|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_100|same_pattern|none|2|exit|0|0|0|2026-07-27
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_100|same_pattern|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_100|new_high_break|none|2|abstain|0|0|0|2026-08-05
ACAD|2026-06-26|2026-06|ep_low_reclaim|adr_100|new_high_break|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_025|either|none|2|abstain|0|4|4|2026-08-05
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_025|either|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_025|same_pattern|none|1|no_reentry|0|4|4|2026-07-23
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_025|same_pattern|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_025|new_high_break|none|2|abstain|0|0|0|2026-08-05
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_025|new_high_break|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_050|either|none|2|abstain|0|4|4|2026-08-05
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_050|either|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_050|same_pattern|none|1|no_reentry|0|4|4|2026-07-23
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_050|same_pattern|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_050|new_high_break|none|2|abstain|0|0|0|2026-08-05
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_050|new_high_break|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_075|either|none|2|abstain|0|4|4|2026-08-05
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_075|either|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_075|same_pattern|none|1|no_reentry|0|4|4|2026-07-23
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_075|same_pattern|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_075|new_high_break|none|2|abstain|0|0|0|2026-08-05
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_075|new_high_break|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_100|either|none|2|abstain|0|4|4|2026-08-05
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_100|either|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_100|same_pattern|none|1|no_reentry|0|4|4|2026-07-23
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_100|same_pattern|trail|1|exit|0|0|0|2026-06-29
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_100|new_high_break|none|2|abstain|0|0|0|2026-08-05
ACAD|2026-06-26|2026-06|ep_close_620_prox|adr_100|new_high_break|trail|1|exit|0|0|0|2026-06-29
