POET|2026-05-14|EXTENDED|0|37.58|2026-05-14 09:31:00||||19.5
QH|2026-06-18|EXTENDED|0|12.17|2026-06-18 09:31:00||||15.8
REPL|2026-06-01|EXTENDED|0|13.00|2026-06-01 09:31:00||||39.7
RGNT|2026-06-17|EXTENDED|0|12.79|2026-06-17 09:31:00||||2.4
RGTU|2026-04-16|EXTENDED|0|12.21|2026-04-16 09:31:00||||7.7
RMAX|2026-04-28|EXTENDED|0|8.35|2026-04-28 09:31:00||||14.8
RUBI|2026-06-26|EXTENDED|0|17.15|2026-06-26 09:31:00||||14.6
SDOT|2026-06-08|EXTENDED|0|45.22|2026-06-08 09:31:00||||641.3
SDOT|2026-06-10|EXTENDED|0|22.53|2026-06-10 09:31:00||||640.7
SDOT|2026-06-11|EXTENDED|0|22.87|2026-06-11 09:31:00||||296.3
SDOT|2026-06-12|EXTENDED|0|13.79|2026-06-12 09:31:00||||326.9
SDOT|2026-07-20|EXTENDED|0|24.37|2026-07-20 09:31:00||||9.6
SIDU|2026-05-27|EXTENDED|0|11.29|2026-05-27 09:31:00||||0.4
SILC|2026-05-05|EXTENDED|0|14.74|2026-05-05 09:31:00||||15.5
SKK|2026-05-06|EXTENDED|0|21.22|2026-05-06 09:31:00||||15.6
SKLZ|2026-04-28|EXTENDED|0|8.49|2026-04-28 09:31:00||||58.1
SKYQ|2026-07-24|EXTENDED|0|14.27|2026-07-24 09:31:00||||8.0
SPCE|2026-06-01|EXTENDED|0|30.42|2026-06-01 09:31:00||||22.3
SPRC|2026-06-04|EXTENDED|0|46.41|2026-06-04 09:31:00||||16.5
STAK|2026-06-09|EXTENDED|0|36.06|2026-06-09 09:31:00||||58.3
STFS|2026-05-08|EXTENDED|0|20.68|2026-05-08 09:31:00||||142.6
STI|2026-06-05|EXTENDED|0|68.30|2026-06-05 09:31:00||||7.6
STI|2026-06-08|EXTENDED|0|10.97|2026-06-08 09:31:00||||0.3
SUGP|2026-05-20|EXTENDED|0|19.59|2026-05-20 09:31:00||||14.1
SUNE|2026-06-09|EXTENDED|0|20.92|2026-06-09 09:31:00||||4.6
SVRN|2026-05-26|EXTENDED|0|18.75|2026-05-26 09:31:00||||11.5
SWMR|2026-05-28|EXTENDED|0|15.49|2026-05-28 09:31:00||||66.4
TORO|2026-04-27|EXTENDED|0|16.59|2026-04-27 09:31:00||||6.8
TRT|2026-04-24|EXTENDED|0|8.49|2026-04-24 09:31:00||||80.1
TRT|2026-04-30|EXTENDED|0|11.94|2026-04-30 09:31:00||||84.3
TRT|2026-06-18|EXTENDED|0|11.97|2026-06-18 09:31:00||||9.8
UBXG|2026-06-15|EXTENDED|0|25.59|2026-06-15 09:31:00||||54.3
UBXG|2026-06-16|EXTENDED|0|16.17|2026-06-16 09:31:00||||31.3
UBXG|2026-06-18|EXTENDED|0|11.71|2026-06-18 09:31:00||||61.9
UBXG|2026-07-14|EXTENDED|0|48.57|2026-07-14 09:31:00||||32.2
UPC|2026-07-01|EXTENDED|0|21.46|2026-07-01 09:31:00||||17.4
VCIG|2026-06-01|EXTENDED|0|10.98|2026-06-01 09:31:00||||10.7
VCIG|2026-06-04|EXTENDED|0|11.58|2026-06-04 09:31:00||||13.4
VEEE|2026-07-15|EXTENDED|0|13.11|2026-07-15 09:31:00||||27.7
VEEE|2026-07-16|EXTENDED|0|29.90|2026-07-16 09:31:00||||59.4
VEEE|2026-07-17|EXTENDED|0|28.99|2026-07-17 09:31:00||||38.7
WSHP|2026-04-16|EXTENDED|0|294.28|2026-04-16 09:31:00||||69.5
WSHP|2026-04-17|EXTENDED|0|28.43|2026-04-17 09:31:00||||0.3
WSHP|2026-04-22|EXTENDED|0|21.46|2026-04-22 09:31:00||||25.3
WSHP|2026-06-29|EXTENDED|0|12.35|2026-06-29 09:31:00||||46.5
WYHG|2026-06-23|EXTENDED|0|14.26|2026-06-23 09:31:00||||21.5
WYHG|2026-06-24|EXTENDED|0|21.24|2026-06-24 09:31:00||||18.7
WYHG|2026-08-11|EXTENDED|0|63.29|2026-08-11 09:31:00||||17.3
XNDU|2026-04-16|EXTENDED|0|39.77|2026-04-16 09:31:00||||43.9
XNDU|2026-04-22|EXTENDED|0|20.47|2026-04-22 09:31:00||||42.8
XXII|2026-06-12|EXTENDED|0|10.76|2026-06-12 09:31:00||||14.0
ZOOZ|2026-06-02|EXTENDED|0|10.03|2026-06-02 09:31:00||||7.0
ZTG|2026-08-12|EXTENDED|0|32.15|2026-08-12 09:31:00||||32.3
