2026-06-08|Satellite Imagery & Geospatial Intelligence|Fading|SPIR,BKSY
2026-06-08|Semiconductor Burn-In & Final-Test Equipment Pure-Play|Retired|
2026-06-08|Semiconductor Probe Card & Front-End Test Equipment|Fading|TER,ONTO
2026-06-08|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Nascent|AMAT,KLAC,GFS,FORM,AEHR,UMC,UCTT,ACMR,TSEM,PDFS
2026-06-08|Silicon Carbide Power Semiconductors & EV Infrastructure|Mainstream|STM,WOLF
2026-06-08|Single-Cell Genomics & Spatial Biology Instrumentation|Retired|
2026-06-08|U.S. Shale & Onshore E&P|Fading|COP,ACDC,FANG,APA,SM,HAL,PTEN,EOG,LBRT,CHRD,BATL,PUMP,OXY
2026-06-08|Workforce Solutions & Technical Staffing Services|Fading|RCMT,KELYB
2026-06-09|Agricultural Commodities & Agri-Business|Fading|AGRO,DAR
2026-06-09|AI Datacenter Optical Transceivers & Components|Mainstream|MXL,COHR,LITE,AAOI
2026-06-09|AI Data Center Power Infrastructure|Mainstream|FCEL,PWR,BE,GEV,AGX,VRT
2026-06-09|AI Memory & Storage|Mainstream|SIMO,STX,WDC,SNDK,MRAM,MU
2026-06-09|Autonomous Military Drone Swarm & AI Defense Software|Fading|KYTX,SWMR
2026-06-09|Cell & Genome Engineering Oncology|Retired|
2026-06-09|Consumer Discretionary Home Furnishings Rebound|Fading|SEAT,LOVE
2026-06-09|Crypto Asset Recovery|Mainstream|RIOT,HUT,WULF
2026-06-09|Custom AI Silicon & Chip Architecture Licensing|Mainstream|CRDO,AIP,CEVA,ALAB,QUIK,INTC,ARM,MRVL,AMD
2026-06-09|Cybersecurity Network Edge & SD-WAN|Retired|
2026-06-09|Defense Electronics & Avionics Mission Systems|Fading|KTOS,AVEX
2026-06-09|Edge CDN & Cloud-Native Developer Platforms|Mainstream|FSLY,DOCN
2026-06-09|Enterprise Server & AI Infrastructure Hardware|Fading|TEN,CVE
2026-06-09|Firearms & Personal Defense Manufacturing|Fading|SWBI,LINC
2026-06-09|Gold & Precious Metals Mining|Fading|AU,ORLA
2026-06-09|Gold & Silver Junior Miners Momentum|Retired|
2026-06-09|Hemp & Cannabis-Derived Wellness Beverages|Retired|
2026-06-09|Hydraulic Fracturing & Completion Services|Fading|LBRT,ACDC
2026-06-09|Inflammatory Disease & Immunology Biologics|Accelerating|ORKA,DNTH,SYRE
2026-06-09|Lithium & Battery Critical Minerals Mining|Fading|SGML,BMM
2026-06-09|Network Security & Zero-Trust Edge|Mainstream|PANW,FTNT,DDOG,CRWD,GRRR,OKTA
2026-06-09|Nitrogen Fertilizer & Ammonia Producers|Fading|CLMT,CF
2026-06-09|Nitrogen Fertilizer & Crop Nutrient Producers|Retired|
2026-06-09|Nylon & Engineered Polymer Intermediates|Fading|ASIX,CC
2026-06-09|Optical Components & Transceiver Manufacturers|Fading|OPTX,AXTI,CIEN,GLW,LASR
2026-06-09|Physical AI & Robotics|Fading|IRBT,HYLN
2026-06-09|Power Semiconductor & Mixed-Signal Display Drivers|Fading|AOSL,NVTS,HIMX
2026-06-09|Precious & Streaming Metals Royalty & Junior Miners|Fading|AUGO,SSRM
2026-06-09|Precision Frequency & Timing Defense Electronics|Mainstream|ECOR,FEIM
2026-06-09|Primary Aluminum Smelting & Rolling|Retired|
2026-06-09|Pure-Play Hydraulic Fracturing & Completion Services|Fading|ACDC,HAL,PTEN,OXY,PUMP,EOG,SM,BATL,CHRD,FANG
2026-06-09|Rare Earth Magnets & Critical Battery Materials|Accelerating|AA,CENX,ALOY,CSTM
2026-06-09|Robo-Advisor & AI-Driven Wealth Management Platforms|Retired|
2026-06-09|Satellite Imagery & Geospatial Intelligence|Fading|SPIR,BKSY
2026-06-09|Semiconductor Probe Card & Front-End Test Equipment|Mainstream|TER,COHU
2026-06-09|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Nascent|AMAT,GFS,ACMR,TSEM,UMC,UCTT,KLAC,FORM,AEHR,PDFS,VECO
2026-06-09|Silicon Carbide Power Semiconductors & EV Infrastructure|Mainstream|WOLF,STM
2026-06-09|Single-Cell Genomics & Spatial Biology Instrumentation|Retired|
2026-06-09|U.S. Shale & Onshore E&P|Retired|
2026-06-09|Workforce Solutions & Technical Staffing Services|Fading|RCMT,KELYB
2026-06-10|Agricultural Commodities & Agri-Business|Fading|AGRO,DAR
2026-06-10|AI Datacenter Optical Transceivers & Components|Mainstream|COHR,MXL,AAOI,LITE
2026-06-10|AI Data Center Power Infrastructure|Mainstream|PWR,VRT,BE,AGX,FCEL
2026-06-10|AI Memory & Storage|Mainstream|MRAM,MU,WDC,SNDK,STX,SIMO
2026-06-10|Autonomous Military Drone Swarm & AI Defense Software|Fading|KYTX,SWMR
2026-06-10|Consumer Discretionary Home Furnishings Rebound|Fading|SEAT,LOVE
2026-06-10|Crypto Asset Recovery|Fading|HUT,WULF,RIOT
2026-06-10|Custom AI Silicon & Chip Architecture Licensing|Mainstream|AIP,QUIK,AMD,CRDO,INTC,ARM,MRVL,ALAB,CEVA
2026-06-10|Defense Electronics & Avionics Mission Systems|Fading|KTOS,AVEX
2026-06-10|Edge CDN & Cloud-Native Developer Platforms|Retired|
2026-06-10|Edge Cloud & Developer CDN Platforms|Accelerating|FSLY,DOCN
2026-06-10|Enterprise Server & AI Infrastructure Hardware|Retired|
2026-06-10|Firearms & Personal Defense Manufacturing|Retired|
2026-06-10|Gold & Precious Metals Mining|Fading|AU,ORLA
2026-06-10|Hydraulic Fracturing & Completion Services|Retired|
2026-06-10|Inflammatory Disease & Immunology Biologics|Nascent|SYRE,ORKA,DNTH
2026-06-10|Lithium & Battery Critical Minerals Mining|Fading|SGML,BMM
2026-06-10|Network Security & Zero-Trust Edge|Mainstream|PANW,CRWD,GRRR,FTNT,OKTA
2026-06-10|Nitrogen Fertilizer & Ammonia Producers|Fading|CLMT,CF
2026-06-10|Nylon & Engineered Polymer Intermediates|Fading|ASIX,CC
2026-06-10|Optical Components & Transceiver Manufacturers|Fading|CIEN,GLW,AXTI,LASR,OPTX
2026-06-10|Physical AI & Robotics|Fading|IRBT,HYLN
2026-06-10|Power Semiconductor & Mixed-Signal Display Drivers|Fading|NVTS,AOSL,HIMX
2026-06-10|Precious & Streaming Metals Royalty & Junior Miners|Fading|AUGO,SSRM
2026-06-10|Precision Frequency & Timing Defense Electronics|Mainstream|FEIM,ECOR
2026-06-10|Pure-Play Hydraulic Fracturing & Completion Services|Accelerating|HAL,PTEN,ACDC,LBRT,PUMP
2026-06-10|Rare Earth Magnets & Critical Battery Materials|Accelerating|CENX,AA,ALOY,CSTM
2026-06-10|Satellite Imagery & Geospatial Intelligence|Fading|SPIR,BKSY
2026-06-10|Semiconductor Probe Card & Front-End Test Equipment|Fading|TER,COHU
2026-06-10|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Mainstream|AMAT,UMC,KLAC,PDFS,GFS,FORM,UCTT,VECO,AEHR,ACMR,TSEM
2026-06-10|Silicon Carbide Power Semiconductors & EV Infrastructure|Mainstream|STM,WOLF
2026-06-10|Workforce Solutions & Technical Staffing Services|Fading|RCMT,KELYB
2026-06-11|Agricultural Commodities & Agri-Business|Fading|AGRO,DAR
2026-06-11|AI Datacenter Optical Transceivers & Components|Mainstream|COHR,MXL,AAOI,LITE
2026-06-11|AI Data Center Power Infrastructure|Mainstream|AGX,FCEL,BE,PWR,VRT
2026-06-11|AI Memory & Storage|Mainstream|MU,WDC,SNDK,STX,MRAM,SIMO
2026-06-11|Autonomous Military Drone Swarm & AI Defense Software|Fading|KYTX,SWMR
2026-06-11|Consumer Discretionary Home Furnishings Rebound|Fading|SEAT,LOVE
2026-06-11|Crypto Asset Recovery|Mainstream|HUT,RIOT,WULF
2026-06-11|Custom AI Silicon & Chip Architecture Licensing|Mainstream|CEVA,ARM,QUIK,INTC,AMD,MRVL,ALAB,AIP,CRDO
2026-06-11|Defense Electronics & Avionics Mission Systems|Fading|KTOS,AVEX
2026-06-11|Edge CDN & Cloud-Native Developer Platforms|Accelerating|DOCN,FSLY
2026-06-11|Gold & Precious Metals Mining|Fading|AU,ORLA
2026-06-11|Inflammatory Disease & Immunology Biologics|Nascent|SYRE,ORKA
2026-06-11|Lithium & Battery Critical Minerals Mining|Fading|SGML,BMM
2026-06-11|Network Security & Zero-Trust Edge|Mainstream|GRRR,PANW,FTNT,CRWD,OKTA
2026-06-11|Nitrogen Fertilizer & Crop Nutrient Producers|Fading|CLMT,CF
2026-06-11|Nylon & Engineered Polymer Intermediates|Fading|ASIX,CC
2026-06-11|Optical Components & Transceiver Manufacturers|Fading|LASR,GLW,OPTX,AXTI
2026-06-11|Physical AI & Robotics|Fading|IRBT,HYLN
2026-06-11|Power Semiconductor & Mixed-Signal Display Drivers|Mainstream|HIMX,AOSL,NVTS
2026-06-11|Precious & Streaming Metals Royalty & Junior Miners|Fading|AUGO,SSRM
2026-06-11|Precision Frequency & Timing Defense Electronics|Mainstream|ECOR,FEIM
2026-06-11|Pure-Play Hydraulic Fracturing & Completion Services|Fading|HAL,PTEN,ACDC,PUMP
2026-06-11|Rare Earth Magnets & Critical Battery Materials|Accelerating|ALOY,AA,CSTM,CENX
2026-06-11|Satellite Imagery & Geospatial Intelligence|Fading|SPIR,BKSY
2026-06-11|Semiconductor Probe Card & Front-End Test Equipment|Fading|TER,COHU
2026-06-11|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Mainstream|KLAC,FORM,UCTT,AEHR,PDFS,ACMR,UMC,VECO,TSEM,GFS,AMAT,ICHR
2026-06-11|Silicon Carbide Power Semiconductors & EV Infrastructure|Mainstream|WOLF,STM
2026-06-11|Workforce Solutions & Technical Staffing Services|Fading|RCMT,KELYB
2026-06-12|Agricultural Commodities & Agri-Business|Retired|
2026-06-12|AI Datacenter Optical Transceivers & Components|Mainstream|LITE,COHR,AAOI
2026-06-12|AI Data Center Power Infrastructure|Mainstream|FCEL,AGX,VRT,PWR,BE
2026-06-12|AI Memory & Storage|Mainstream|WDC,STX,SNDK,MRAM,MU,SIMO
2026-06-12|Autonomous Military Drone Swarm & AI Defense Software|Fading|KYTX,SWMR
2026-06-12|Consumer Discretionary Home Furnishings Rebound|Retired|
2026-06-12|Crypto Asset Recovery|Mainstream|HUT,RIOT,WULF
2026-06-12|Custom AI Silicon & Chip Architecture Licensing|Mainstream|INTC,AIP,ARM,ALAB,AMD,MRVL,CRDO,CEVA,QUIK
2026-06-12|Defense Electronics & Avionics Mission Systems|Fading|KTOS,AVEX,ELMT
2026-06-12|Edge CDN & Cloud-Native Developer Platforms|Retired|
2026-06-12|Edge Cloud & Developer CDN Platforms|Accelerating|FSLY,DOCN
2026-06-12|Gold & Precious Metals Mining|Fading|AU,ORLA
2026-06-12|Inflammatory Disease & Immunology Biologics|Accelerating|ORKA,SYRE
2026-06-12|Lithium & Battery Critical Minerals Mining|Retired|
2026-06-12|Network Security & Zero-Trust Edge|Mainstream|GRRR,OKTA,CRWD,PANW,FTNT
2026-06-12|Nitrogen Fertilizer & Ammonia Producers|Fading|CF,CLMT
2026-06-12|Nitrogen Fertilizer & Crop Nutrient Producers|Retired|
2026-06-12|Nylon & Engineered Polymer Intermediates|Retired|
2026-06-12|Optical Components & Transceiver Manufacturers|Retired|
2026-06-12|Physical AI & Robotics|Fading|IRBT,HYLN
2026-06-12|Power Semiconductor & Mixed-Signal Display Drivers|Mainstream|NVTS,AOSL,HIMX
2026-06-12|Precious & Streaming Metals Royalty & Junior Miners|Fading|AUGO,SSRM
2026-06-12|Precision Frequency & Timing Defense Electronics|Retired|
2026-06-12|Pure-Play Hydraulic Fracturing & Completion Services|Fading|ACDC,PUMP
2026-06-12|Rare Earth Magnets & Critical Battery Materials|Mainstream|AA,CENX,ALOY,CSTM
2026-06-12|Satellite Imagery & Geospatial Intelligence|Retired|
2026-06-12|Semiconductor Probe Card & Front-End Test Equipment|Accelerating|COHU,TER
2026-06-12|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Mainstream|PDFS,ICHR,UMC,FORM,TSEM,UCTT,AMAT,GFS,VECO,ACMR,KLAC,AEHR
2026-06-12|Silicon Carbide Power Semiconductors & EV Infrastructure|Mainstream|WOLF,STM
2026-06-12|Workforce Solutions & Technical Staffing Services|Fading|RCMT,KELYB
2026-06-15|AI Datacenter Optical Transceivers & Components|Mainstream|LITE,COHR,AAOI
2026-06-15|AI Data Center Power Infrastructure|Mainstream|FCEL,AGX,PWR,BE,VRT
2026-06-15|AI Memory & Storage|Mainstream|SNDK,STX,SIMO,MRAM,WDC,MU
2026-06-15|Autonomous Military Drone Swarm & AI Defense Software|Fading|KYTX,SWMR
2026-06-15|Crypto Asset Recovery|Mainstream|RIOT,WULF,HUT
2026-06-15|Custom AI Silicon & Chip Architecture Licensing|Mainstream|CRDO,INTC,ALAB,QUIK,AIP,AMD,ARM,MRVL,CEVA
2026-06-15|Defense Electronics & Avionics Mission Systems|Fading|KTOS,ELMT
2026-06-15|Edge CDN & Cloud-Native Developer Platforms|Accelerating|DOCN,FSLY
2026-06-15|Gold & Precious Metals Mining|Retired|
2026-06-15|Inflammatory Disease & Immunology Biologics|Nascent|SYRE,ORKA
2026-06-15|Network Security & Zero-Trust Edge|Mainstream|OKTA,PANW,CRWD,FTNT,GRRR
2026-06-15|Nitrogen Fertilizer & Crop Nutrient Producers|Fading|CF,CLMT
2026-06-15|Physical AI & Robotics|Fading|IRBT,HYLN
2026-06-15|Power Semiconductor & Mixed-Signal Display Drivers|Fading|NVTS,HIMX,AOSL
2026-06-15|Precious & Streaming Metals Royalty & Junior Miners|Fading|AUGO,SSRM
2026-06-15|Pure-Play Hydraulic Fracturing & Completion Services|Fading|ACDC,PUMP
2026-06-15|Rare Earth Magnets & Critical Battery Materials|Mainstream|CSTM,ALOY
2026-06-15|Semiconductor Probe Card & Front-End Test Equipment|Accelerating|COHU,TER
2026-06-15|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Mainstream|UCTT,ACMR,AMAT,AEHR,PDFS,VECO,FORM,GFS,KLAC,UMC,ICHR,TSEM
2026-06-15|Silicon Carbide Power Semiconductors & EV Infrastructure|Mainstream|WOLF,STM
2026-06-15|Workforce Solutions & Technical Staffing Services|Retired|
2026-06-16|AI Datacenter Optical Transceivers & Components|Mainstream|LITE,COHR,AAOI
2026-06-16|AI Data Center Power Infrastructure|Mainstream|PWR,BE,FCEL,AGX,VRT
2026-06-16|AI Memory & Storage|Mainstream|MU,SNDK,WDC,STX,SIMO,MRAM
2026-06-16|Autonomous Military Drone Swarm & AI Defense Software|Retired|
2026-06-16|Crypto Asset Recovery|Mainstream|RIOT,WULF,HUT
2026-06-16|Custom AI Silicon & Chip Architecture Licensing|Mainstream|QUIK,CEVA,MRVL,AMD,INTC,ALAB,CRDO,ARM,AIP
2026-06-16|Defense Electronics & Avionics Mission Systems|Retired|
2026-06-16|Edge CDN & Cloud-Native Developer Platforms|Fading|DOCN,FSLY
2026-06-16|Edge Cloud & Developer CDN Platforms|Retired|
2026-06-16|Inflammatory Disease & Immunology Biologics|Nascent|ORKA,SYRE
2026-06-16|Network Security & Zero-Trust Edge|Mainstream|GRRR,OKTA,FTNT,CRWD,PANW
2026-06-16|Nitrogen Fertilizer & Ammonia Producers|Fading|CLMT,CF
2026-06-16|Nitrogen Fertilizer & Crop Nutrient Producers|Retired|
2026-06-16|Physical AI & Robotics|Retired|
2026-06-16|Power Semiconductor & Mixed-Signal Display Drivers|Fading|HIMX,AOSL,NVTS
2026-06-16|Precious & Streaming Metals Royalty & Junior Miners|Retired|
2026-06-16|Pure-Play Hydraulic Fracturing & Completion Services|Fading|ACDC,PUMP
2026-06-16|Rare Earth Magnets & Critical Battery Materials|Mainstream|CSTM,ALOY
2026-06-16|Semiconductor Probe Card & Front-End Test Equipment|Mainstream|COHU,TER
2026-06-16|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Mainstream|PDFS,UCTT,AMAT,KLAC,TSEM,GFS,ICHR,ACMR,AEHR,FORM,VECO,UMC
2026-06-16|Silicon Carbide Power Semiconductors & EV Infrastructure|Fading|WOLF,STM
2026-06-17|AI Datacenter Optical Transceivers & Components|Fading|AAOI,COHR,LITE
2026-06-17|AI Data Center Power Infrastructure|Mainstream|PWR,FCEL,VRT,BE,AGX
2026-06-17|AI Memory & Storage|Mainstream|MRAM,MU,SNDK,WDC,STX,SIMO
2026-06-17|Crypto Asset Recovery|Mainstream|RIOT,WULF,HUT
2026-06-17|Custom AI Silicon & Chip Architecture Licensing|Mainstream|CRDO,QUIK,AMD,CEVA,INTC,AIP,ARM,ALAB,MRVL
2026-06-17|Edge Cloud & Developer CDN Platforms|Accelerating|DOCN,FSLY
2026-06-17|Inflammatory Disease & Immunology Biologics|Mainstream|SYRE,ORKA
2026-06-17|Network Security & Zero-Trust Edge|Mainstream|OKTA,CRWD,PANW,GRRR,FTNT
2026-06-17|Nitrogen Fertilizer & Ammonia Producers|Retired|
2026-06-17|Power Semiconductor & Mixed-Signal Display Drivers|Fading|AOSL,HIMX,NVTS
2026-06-17|Pure-Play Hydraulic Fracturing & Completion Services|Fading|ACDC,PUMP
2026-06-17|Rare Earth Magnets & Critical Battery Materials|Mainstream|CSTM,ALOY
2026-06-17|Semiconductor Probe Card & Front-End Test Equipment|Mainstream|TER,COHU
2026-06-17|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Mainstream|KLAC,ACMR,FORM,UMC,AEHR,UCTT,VECO,ICHR,PDFS,TSEM,AMAT,GFS
2026-06-17|Silicon Carbide Power Semiconductors & EV Infrastructure|Mainstream|STM,WOLF
2026-06-18|AI Datacenter Optical Transceivers & Components|Mainstream|LITE,AAOI,COHR
2026-06-18|AI Data Center Power Infrastructure|Accelerating|VRT,FCEL,AGX,PWR,BE
2026-06-18|AI Memory & Storage|Mainstream|SIMO,MRAM,WDC,STX,SNDK,MU
2026-06-18|Crypto Asset Recovery|Mainstream|RIOT,HUT,WULF
2026-06-18|Custom AI Silicon & Chip Architecture Licensing|Mainstream|ARM,MRVL,AIP,CRDO,ALAB,CEVA,AMD,QUIK,INTC
2026-06-18|Edge CDN & Cloud-Native Developer Platforms|Retired|
2026-06-18|Edge Cloud & Developer CDN Platforms|Fading|FSLY,DOCN
2026-06-18|Inflammatory Disease & Immunology Biologics|Mainstream|ORKA,SYRE
2026-06-18|Network Security & Zero-Trust Edge|Mainstream|FTNT,PANW,GRRR,CRWD,OKTA
2026-06-18|Power Semiconductor & Mixed-Signal Display Drivers|Mainstream|NVTS,HIMX,AOSL,VSH
2026-06-18|Pure-Play Hydraulic Fracturing & Completion Services|Retired|
2026-06-18|Rare Earth Magnets & Critical Battery Materials|Mainstream|CSTM,ALOY
2026-06-18|Semiconductor Probe Card & Front-End Test Equipment|Mainstream|TER,COHU
2026-06-18|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Mainstream|ACMR,AEHR,PDFS,UMC,VECO,KLAC,GFS,UCTT,FORM,ICHR,TSEM,AMAT
2026-06-18|Silicon Carbide Power Semiconductors & EV Infrastructure|Mainstream|WOLF,STM
2026-06-22|AI Datacenter Optical Transceivers & Components|Fading|AAOI,LITE,COHR
2026-06-22|AI Data Center Power Infrastructure|Accelerating|BE,AGX,PWR,VRT,FCEL
2026-06-22|AI Memory & Storage|Mainstream|MU,STX,MRAM,SNDK,SIMO,WDC,QMCO
2026-06-22|Crude & Product Tanker Shipping|Nascent|DHT,ECO,STNG,TNK,TRMD,NAT
2026-06-22|Crypto Asset Recovery|Mainstream|WULF,RIOT,HUT
2026-06-22|Custom AI Silicon & Chip Architecture Licensing|Mainstream|ALAB,QUIK,INTC,MRVL,AMD,CRDO,CEVA,AIP,ARM
2026-06-22|Edge Cloud & Developer CDN Platforms|Fading|FSLY,DOCN
2026-06-22|European Bank Stocks|Nascent|BBVA,BCS,ING,LYG,NWG,SAN
2026-06-22|Inflammatory Disease & Immunology Biologics|Nascent|ORKA,SYRE,APGE
2026-06-22|Network Security & Zero-Trust Edge|Mainstream|GRRR,PANW,CRWD,OKTA,FTNT
2026-06-22|Power Semiconductor & Mixed-Signal Display Drivers|Fading|NVTS,HIMX,AOSL
2026-06-22|Rare Earth Magnets & Critical Battery Materials|Mainstream|CSTM,ALOY
2026-06-22|Semiconductor Probe Card & Front-End Test Equipment|Mainstream|TER,COHU
2026-06-22|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Nascent|PDFS,UMC,UCTT,VECO,KLAC,AMAT,ACMR,FORM,ICHR,TSEM,AEHR,GFS,LRCX
2026-06-22|Silicon Carbide Power Semiconductors & EV Infrastructure|Accelerating|WOLF,STM
2026-06-23|AI Datacenter Optical Transceivers & Components|Fading|AAOI,LITE,COHR
2026-06-23|AI Data Center Power Infrastructure|Accelerating|BE,FCEL,AGX,VRT,PWR
2026-06-23|AI Memory & Storage|Mainstream|QMCO,WDC,MU,SIMO,STX,MRAM,SNDK
2026-06-23|Crude & Product Tanker Shipping|Nascent|TRMD,TNK,NAT,STNG,DHT
2026-06-23|Crypto Asset Recovery|Mainstream|HUT,WULF,RIOT
2026-06-23|Custom AI Silicon & Chip Architecture Licensing|Mainstream|CEVA,ALAB,INTC,QUIK,CRDO,AIP,ARM,MRVL,AMD
2026-06-23|Edge CDN & Cloud-Native Developer Platforms|Fading|FSLY,DOCN
2026-06-23|European Bank Stocks|Nascent|ING,BCS,SAN,BBVA,LYG,NWG
2026-06-23|Inflammatory Disease & Immunology Biologics|Nascent|APGE,ORKA,SYRE
2026-06-23|Network Security & Zero-Trust Edge|Fading|PANW,OKTA,FTNT,CRWD,GRRR
2026-06-23|Power Semiconductor & Mixed-Signal Display Drivers|Fading|AOSL,NVTS,HIMX
2026-06-23|Rare Earth Magnets & Critical Battery Materials|Mainstream|CSTM,ALOY
2026-06-23|Semiconductor Probe Card & Front-End Test Equipment|Mainstream|COHU,TER
2026-06-23|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Nascent|AMAT,ACMR,TSEM,GFS,UCTT,KLAC,UMC,AEHR,LRCX,VECO,ICHR,PDFS,FORM
2026-06-23|Silicon Carbide Power Semiconductors & EV Infrastructure|Fading|WOLF,STM
2026-06-24|AI Datacenter Optical Transceivers & Components|Fading|AAOI,LITE,COHR
2026-06-24|AI Data Center Power Infrastructure|Accelerating|AGX,VRT,PWR,FCEL,BE
2026-06-24|AI Memory & Storage|Mainstream|MRAM,SIMO,STX,SNDK,WDC,QMCO,MU
2026-06-24|Crude & Product Tanker Shipping|Nascent|NAT,DHT,TNK,TRMD,STNG
2026-06-24|Crypto Asset Recovery|Mainstream|HUT,RIOT,WULF
2026-06-24|Custom AI Silicon & Chip Architecture Licensing|Mainstream|INTC,AIP,ARM,CRDO,QUIK,AMD,MRVL,ALAB,CEVA
2026-06-24|Edge CDN & Cloud-Native Developer Platforms|Retired|
2026-06-24|Edge Cloud & Developer CDN Platforms|Fading|DOCN,FSLY
2026-06-24|European Bank Stocks|Accelerating|ING,LYG,SAN,NWG,BBVA,BCS
2026-06-24|Inflammatory Disease & Immunology Biologics|Nascent|ORKA,SYRE,APGE
2026-06-24|Network Security & Zero-Trust Edge|Fading|OKTA,FTNT,GRRR,CRWD,PANW
2026-06-24|Power Semiconductor & Mixed-Signal Display Drivers|Fading|AOSL,NVTS,HIMX
2026-06-24|Rare Earth Magnets & Critical Battery Materials|Fading|CSTM,ALOY
2026-06-24|Semiconductor Probe Card & Front-End Test Equipment|Mainstream|TER,COHU
2026-06-24|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Nascent|GFS,UCTT,VECO,LRCX,TSEM,UMC,AEHR,PDFS,ICHR,KLAC,FORM,AMAT,ACMR
2026-06-24|Silicon Carbide Power Semiconductors & EV Infrastructure|Fading|WOLF,STM
2026-06-25|AI Datacenter Optical Transceivers & Components|Fading|AAOI,LITE,COHR
2026-06-25|AI Data Center Power Infrastructure|Accelerating|AGX,VRT,PWR,BE,FCEL
2026-06-25|AI Memory & Storage|Mainstream|STX,SIMO,QMCO,SNDK,MRAM,WDC,MU
2026-06-25|Casual Dining Restaurant Turnaround|Nascent|EAT,CBRL
2026-06-25|Crude & Product Tanker Shipping|Nascent|DHT,TRMD,NAT,STNG,TNK
2026-06-25|Crypto Asset Recovery|Mainstream|WULF,RIOT,HUT
2026-06-25|Custom AI Silicon & Chip Architecture Licensing|Mainstream|ARM,QUIK,AMD,INTC,MRVL,ALAB,CRDO,CEVA,AIP
2026-06-25|Edge CDN & Cloud-Native Developer Platforms|Fading|DOCN,FSLY
2026-06-25|European Bank Stocks|Accelerating|LYG,NWG,SAN,BBVA,BCS,ING
2026-06-25|Inflammatory Disease & Immunology Biologics|Nascent|ORKA,APGE,SYRE
2026-06-25|Network Security & Zero-Trust Edge|Fading|OKTA,CRWD,GRRR,FTNT,PANW
2026-06-25|Peptide & Hormone Therapies for Metabolic & Endocrine Disorders|Nascent|MBX,VKTX,ASND,XERS
