theme_date	name	stage	rs_avg	source	tickers
2026-03-20	Custom AI Silicon & Chip Architecture Licensing	Fading	-1	live	MRVL,ARM
2026-03-20	Cybersecurity Network Edge & SD-WAN	Fading	-1	live	FTNT,DDOG
2026-03-20	Downstream Oil Refining & Midstream	Retired	-1	live	FANG,MPC,VLO
2026-03-20	Genome Editing & CRISPR Therapeutics	Retired	-1	live	EDIT,MRNA
2026-03-20	Large-Cap Integrated & Upstream Oil & Gas	Retired	-1	live	HAL,XLE,CVX
2026-03-20	Large-Cap Upstream Oil & Gas E&P	Nascent	-1	live	XOM,COP,EOG
2026-03-20	mRNA Platform & Next-Gen Therapeutics	Retired	-1	live	MRNA,BFLY
2026-03-20	Network Security & Zero-Trust Edge	Nascent	-1	live	FTNT,DDOG
2026-03-20	Oil & Gas	Retired	-1	live	FANG,COP,EOG,XOM,MPC,VLO
2026-03-20	Optical Networking & AI Data Transmission Infrastructure	Accelerating	-1	live	LITE,COHR,CIEN,MRVL,GLW
2026-03-20	Optical Networking & Photonics Infrastructure	Nascent	-1	live	COHR,LITE,CIEN
2026-03-20	Permian Basin Pure-Play E&P	Retired	-1	live	FANG,COP,EOG
2026-03-20	Pharma & Biotech Large-Cap Turnaround	Retired	-1	live	PFE,GILD,MRNA
2026-03-20	Physical AI & Robotics	Fading	-1	live	TSLA,IRBT,NVEI,BDTX,HYLN,FIG,BFLY,EDIT
2026-03-20	Satellite Intelligence & Earth Observation	Accelerating	-1	live	PL,LUNR,BKSY,SPIR
2026-03-20	Satellite & Space Intelligence Data Services	Accelerating	-1	live	BKSY,PL,SPIR
2026-03-20	Semiconductor Capital Equipment	Accelerating	-1	live	LRCX,AMAT,KLAC
2026-03-20	Space Economy	Accelerating	-1	live	KTOS,PL,LUNR,BKSY,RKLB,AJRD,SPIR,ASTS,MNTS,JOBY
2026-03-20	U.S. Defense Primes & Aerospace	Nascent	-1	live	RTX,NOC,LMT,GD
2026-03-21	Agri-Chemical & Crop Input Distributors	Nascent	-1	live	AGRO,SSL
2026-03-21	Agricultural Commodities & Agri-Business	Fading	-1	live	SSL,LYB
2026-03-21	AI Data Center Power Infrastructure	Accelerating	-1	live	GEV,NXT,VRT,PWR,BE
2026-03-21	AI Memory & Storage	Accelerating	-1	live	WDC,STX,MU,MRAM,LRCX,TSM,SNDK
2026-03-21	AI-Native Enterprise Software & Agentic Platforms	Fading	-1	live	BNAI,SVCO
2026-03-21	Chip Architecture Licensing & IP Royalty Platforms	Fading	-1	live	ARM,MRVL
2026-03-21	Compound Semiconductor & III-V Materials	Fading	-1	live	AXTI,SVCO
2026-03-21	Compound Semiconductor & Specialty Photonic Materials	Nascent	-1	live	TSEM,LASR,AXTI
2026-03-21	Crude Oil Price Momentum ETFs & Pure-Play E&P	Nascent	-1	live	USO,VET,WDS,DBO,EQNR,GTE,BNO,BATL,ACDC,SM,PTEN
2026-03-21	Crypto Asset Recovery	Fading	-1	live	COIN,MSTR,RIOT,MARA,HUT,CLSK,BTBT,CIFR
2026-03-21	Crypto Recovery	Fading	-1	live	CRCL
2026-03-21	Distributed Solar & Energy Storage Hardware	Fading	-1	live	SEDG,AMPX
2026-03-21	Edge CDN & Cloud-Native Developer Platforms	Nascent	-1	live	FSLY,BNAI,DOCN
2026-03-21	Industrial Gas Compression & Midstream Processing Equipment	Nascent	-1	live	AESI,ANNA,EOG,VLO,SOC,XOM,COP,TALO,CHRD,FANG,LBRT,MPC,VG,SM,APA,VET,PUMP,PARR,XLE,BW,AMPX,VIST,LYB,DOW,HAL,PTEN,PBF,CVX
2026-03-21	NAND Flash & Solid-State Storage Devices	Fading	-1	live	SNDK,TSEM
2026-03-21	Network Security & Zero-Trust Edge	Fading	-1	live	FTNT,DDOG
2026-03-21	Nitrogen Fertilizer & Crop Nutrient Producers	Nascent	-1	live	CF,LXU
2026-03-21	Optical Networking & Photonics Infrastructure	Nascent	-1	live	MRVL,CIEN,LITE,COHR,GLW
2026-03-21	Physical AI & Robotics	Fading	-1	live	TSLA,IRBT,NVEI,BDTX,HYLN,FIG,BFLY,EDIT
2026-03-21	Satellite & Space Intelligence Data Services	Accelerating	-1	live	LUNR,BKSY,MNTS,ASTS,KTOS,AJRD,JOBY,RKLB,SPIR,PL
2026-03-21	Semiconductor Capital Equipment	Accelerating	-1	live	LRCX,AMAT,KLAC
2026-03-21	U.S. Defense Primes & Aerospace	Accelerating	-1	live	LMT,GD,NOC,RTX
2026-03-23	Agri-Chemical & Crop Input Distributors	Fading	-1	live	AGRO,SSL
2026-03-23	Agricultural Commodities & Agri-Business	Fading	-1	live	SSL,LYB
2026-03-23	AI Data Center Power Infrastructure	Accelerating	-1	live	VRT,BE,PWR,GEV,NXT
2026-03-23	AI Memory & Storage	Fading	-1	live	TSM,STX,WDC,SNDK,MU,LRCX
2026-03-23	AI-Native Enterprise Software & Agentic Platforms	Fading	-1	live	BNAI,SVCO
2026-03-23	CLO & Structured Credit Income	Nascent	-1	live	XFLT,CRCL
2026-03-23	Compound Semiconductor & III-V Materials	Fading	-1	live	AXTI,SVCO
2026-03-23	Compound Semiconductor & Specialty Photonic Materials	Nascent	-1	live	LASR,AXTI,TSEM
2026-03-23	Crude Oil Price Momentum ETFs & Pure-Play E&P	Nascent	-1	live	DBO,BATL,GTE,VET,ACDC,PTEN,WDS,BNO,SM,USO,EQNR
2026-03-23	Crypto Asset Recovery	Fading	-1	live	COIN,MSTR,HUT,BTBT
2026-03-23	Custom AI Silicon & Chip Architecture Licensing	Fading	-1	live	ARM,MRVL
2026-03-23	Defense Electronics & Avionics Mission Systems	Nascent	-1	live	ISSC,KTOS
2026-03-23	Distributed Solar & Energy Storage Hardware	Fading	-1	live	SEDG,AMPX
2026-03-23	Edge CDN & Cloud-Native Developer Platforms	Nascent	-1	live	BNAI,DOCN,FSLY
2026-03-23	Industrial Gas Compression & Midstream Processing Equipment	Nascent	-1	live	PARR,FANG,PBR,DOW,CHRD,TALO,VG,VET,BW,APA,EOG,ANNA,VLO,LYB,PTEN,AESI,CVX,PBF,PUMP,VIST,SOC,XLE,XOM,COP,LBRT,SM,HAL,MPC,AMPX
2026-03-23	IP Licensing & Ad-Tech Royalty Software	Nascent	-1	live	ADEA,YOU
2026-03-23	NAND Flash & Solid-State Storage Devices	Fading	-1	live	SNDK,TSEM
2026-03-23	Network Security & Zero-Trust Edge	Fading	-1	live	DDOG,FTNT
2026-03-23	Nitrogen & Specialty Crop Nutrient Producers	Nascent	-1	live	LXU,CF
2026-03-23	Optical Networking & AI Data Transmission Infrastructure	Accelerating	-1	live	GLW,CIEN,ADTN,LITE,MRVL,COHR
2026-03-23	Physical AI & Robotics	Fading	-1	live	IRBT,NVEI,BDTX,HYLN,BFLY,EDIT
2026-03-23	Satellite & Space Intelligence Data Services	Accelerating	-1	live	PL,KTOS,RKLB,BKSY,ASTS,LUNR,AJRD,MNTS,SPIR
2026-03-23	Semiconductor Capital Equipment	Accelerating	-1	live	AMAT,KLAC,LRCX
2026-03-23	U.S. Defense Primes & Aerospace	Fading	-1	live	LMT,GD,NOC,RTX
2026-03-24	Agri-Chemical & Crop Input Distributors	Fading	-1	live	AGRO,SSL
2026-03-24	Agricultural Commodities & Agri-Business	Fading	-1	live	SSL,LYB
2026-03-24	AI Data Center Power Infrastructure	Mainstream	-1	live	BE,PWR,NXT,GEV,VRT
2026-03-24	AI Memory & Storage	Accelerating	-1	live	STX,SNDK,LRCX,WDC,TSM,MU
2026-03-24	AI-Native Enterprise Software & Agentic Platforms	Fading	-1	live	BNAI,SVCO
2026-03-24	Chip Architecture Licensing & IP Royalty Platforms	Fading	-1	live	MRVL,ARM
2026-03-24	CLO & Structured Credit Income	Fading	-1	live	XFLT,CRCL
2026-03-24	Compound Semiconductor & III-V Materials	Fading	-1	live	AXTI,SVCO
2026-03-24	Compound Semiconductor & Specialty Photonic Materials	Nascent	-1	live	TSEM,AXTI,LASR
2026-03-24	Crude Oil Price Momentum ETFs & Pure-Play E&P	Nascent	-1	live	EQNR,VET,LBRT,PTEN,BATL,XOM,ANNA,CHRD,SM,DBO,BNO,ACDC,HAL,GTE,LYB,CVX,PBR,XLE,MPC,DOW,WDS,EOG,USO,APA,ICHR,AESI,COP,BW,VLO,LRCX,VIST,PUMP,PARR,AMPX,VG,SOC,PBF,FANG,TALO
2026-03-24	Crypto Asset Recovery	Fading	-1	live	COIN,MSTR,HUT,BTBT
2026-03-24	Defense Electronics & Avionics Mission Systems	Fading	-1	live	ISSC,KTOS
2026-03-24	Distributed & Utility-Scale Energy Storage Systems	Fading	-1	live	SEDG,AMPX
2026-03-24	Edge CDN & Cloud-Native Developer Platforms	Nascent	-1	live	BNAI,FSLY,DOCN
2026-03-24	IP Licensing & Ad-Tech Royalty Software	Fading	-1	live	ADEA,YOU
2026-03-24	IP Licensing & Patent Monetization Software Platforms	Fading	-1	live	ADEA,RYAM
2026-03-24	LNG Export Infrastructure & Floating LNG	Nascent	-1	live	EQNR,GLNG,PTEN,E,VG,LNG,PUMP
2026-03-24	NAND Flash & Solid-State Storage Devices	Fading	-1	live	SNDK,TSEM
2026-03-24	Network Security & Zero-Trust Edge	Fading	-1	live	FTNT,DDOG
2026-03-24	Niche Specialty Chemicals & Industrial Intermediates	Accelerating	-1	live	RYAM,LXU,ASIX,CC,CE
2026-03-24	Nitrogen Fertilizer & Ammonia Producers	Nascent	-1	live	LXU,SSL,CF
2026-03-24	Optical Networking & AI Data Transmission Infrastructure	Accelerating	-1	live	AAOI,COHR,CIEN,ADTN,LITE,GLW,MRVL
2026-03-24	Physical AI & Robotics	Fading	-1	live	IRBT,NVEI,BDTX,HYLN,BFLY,EDIT
2026-03-24	Satellite Intelligence & Earth Observation	Accelerating	-1	live	PL,SPIR,ASTS,MNTS,AJRD,BKSY,LUNR,RKLB
2026-03-24	Semiconductor Capital Equipment	Mainstream	-1	live	KLAC,LRCX,AMAT,PLAB,FORM
2026-03-24	Semiconductor Front-End Interconnect & Wafer Processing Equipment	Fading	-1	live	TSEM,ICHR
2026-03-24	Specialty Cellulose & Bio-Based Materials	Fading	-1	live	RYAM,SSL
2026-03-24	U.S. Defense Primes & Aerospace	Mainstream	-1	live	GD,LMT,RTX,NOC
2026-03-25	Agri-Chemical & Crop Input Distributors	Fading	-1	live	AGRO,SSL
2026-03-25	Agricultural Commodities & Agri-Business	Fading	-1	live	SSL,LYB
2026-03-25	AI Data Center Power Infrastructure	Fading	-1	live	VRT,GEV,BE,PWR,NXT
2026-03-25	AI Memory & Storage	Accelerating	-1	live	STX,WDC,TSM,LRCX,SNDK,MU
2026-03-25	AI-Native Enterprise Software & Agentic Platforms	Fading	-1	live	BNAI,SVCO
2026-03-25	Chip Architecture Licensing & IP Royalty Platforms	Fading	-1	live	ARM,MRVL
2026-03-25	CLO & Structured Credit Income	Fading	-1	live	XFLT,CRCL
2026-03-25	Compound Semiconductor & III-V Materials	Fading	-1	live	AXTI,SVCO
2026-03-25	Compound Semiconductor & Specialty Photonic Materials	Nascent	-1	live	AAOI,LITE,CIEN,LASR,ADTN,TSEM,MRVL,COHR,GLW,AXTI,VIAV
2026-03-25	Crude Oil Price Momentum ETFs & Pure-Play E&P	Nascent	-1	live	VLO,XLE,BATL,LRCX,ICHR,BW,LYB,BNO,MPC,PBR,VIST,ACDC,COP,SM,AESI,LBRT,ANNA,TALO,VET,USO,FANG,GTE,EQNR,CVX,PUMP,EOG,HAL,AMPX,PARR,WDS,DOW,DBO,PTEN,PBF,XOM,CHRD,VG,APA,SOC
2026-03-25	Defense Electronics & Avionics Mission Systems	Fading	-1	live	ISSC,KTOS
2026-03-25	Distributed Solar & Energy Storage Hardware	Fading	-1	live	SEDG,AMPX
2026-03-25	Edge Cloud & Developer CDN Platforms	Nascent	-1	live	BNAI,FSLY,DOCN
2026-03-25	Enterprise Server & AI Infrastructure Hardware	Nascent	-1	live	DELL,BW
2026-03-25	IP Licensing & Ad-Tech Royalty Software	Fading	-1	live	ADEA,YOU
2026-03-25	IP Licensing & Patent Monetization Software Platforms	Fading	-1	live	ADEA,RYAM
2026-03-25	LNG Export Infrastructure & Floating LNG	Nascent	-1	live	LNG,GLNG,PTEN,E,EQNR,PUMP,VG
2026-03-25	NAND Flash & Solid-State Storage Devices	Fading	-1	live	SNDK,TSEM
2026-03-25	Network Security & Zero-Trust Edge	Fading	-1	live	FTNT,DDOG
2026-03-25	Niche Specialty Chemicals & Industrial Intermediates	Fading	-1	live	CE,ASIX,RYAM,CC,LXU
2026-03-25	Nitrogen Fertilizer & Ammonia Pure-Play Producers	Nascent	-1	live	CF,SSL,LXU
2026-03-25	Satellite Mobile & IoT Connectivity Services	Nascent	-1	live	RTX,NOC,LMT,PL,GD,IRDM
2026-03-25	Semiconductor Capital Equipment	Mainstream	-1	live	FORM,KLAC,PLAB,LRCX,AMAT,UCTT
2026-03-25	Semiconductor Front-End Interconnect & Wafer Processing Equipment	Fading	-1	live	TSEM,ICHR
2026-03-25	Space Economy	Accelerating	-1	live	MNTS,ASTS,BKSY,AJRD,RKLB,LUNR,PL,SPIR
2026-03-25	Specialty Cellulose & Bio-Based Materials	Fading	-1	live	RYAM,SSL
2026-03-26	Agri-Chemical & Crop Input Distributors	Fading	-1	live	AGRO,SSL
2026-03-26	AI Data Center Power Infrastructure	Accelerating	-1	live	BE,PWR,GEV,VRT,NXT
2026-03-26	AI Memory & Storage	Mainstream	-1	live	TSM,SNDK,MU,STX,WDC,LRCX
2026-03-26	CLO & Structured Credit Income	Fading	-1	live	XFLT,CRCL
2026-03-26	Compound Semiconductor & Specialty Photonic Materials	Mainstream	-1	live	LASR,AAOI,COHR,LITE,AXTI,ADTN,TSEM,MRVL,CIEN,GLW,VIAV
2026-03-26	Custom AI Silicon & Chip Architecture Licensing	Fading	-1	live	ARM,MRVL
2026-03-26	Cybersecurity Network Edge & SD-WAN	Fading	-1	live	DDOG,FTNT
2026-03-26	Defense Electronics & Avionics Mission Systems	Fading	-1	live	ISSC,KTOS
2026-03-26	Distributed & Utility-Scale Energy Storage Systems	Fading	-1	live	SEDG,AMPX
2026-03-26	Edge Cloud & Developer CDN Platforms	Fading	-1	live	DOCN,BNAI,FSLY
2026-03-26	Enterprise Server & AI Infrastructure Hardware	Fading	-1	live	DELL,BW
2026-03-26	Firearms & Personal Defense Manufacturing	Nascent	-1	live	SWBI,LINC
2026-03-26	IP Licensing & Ad-Tech Royalty Software	Fading	-1	live	ADEA,YOU
2026-03-26	IP Licensing & Patent Monetization Software Platforms	Fading	-1	live	ADEA,RYAM
2026-03-26	LNG Export Infrastructure & Floating LNG	Nascent	-1	live	PUMP,VG,LNG,E,GLNG,EQNR,PTEN
2026-03-26	Nitrogen Fertilizer & Ammonia Producers	Nascent	-1	live	SSL,LXU,CF
2026-03-26	Nylon & Engineered Polymer Intermediates	Nascent	-1	live	CE,CC,DOW,LXU,LYB,ASIX,RYAM
2026-03-26	Permian & U.S. Mid-Continent Pure-Play E&P	Nascent	-1	live	CVX,VAL,PBR,LBRT,AMPX,VG,BNO,MPC,HAL,OVV,MTDR,CHRD,DBO,APA,ANNA,CRGY,PTEN,PBF,ICHR,DOW,PARR,BATL,SM,SOC,TALO,OXY,PUMP,EOG,VIST,BW,AESI,XLE,WDS,VLO,COP,LYB,ACDC,GTE,FANG,USO,EQNR,XOM,VET,LRCX
2026-03-26	Satellite Intelligence & Earth Observation	Accelerating	-1	live	AJRD,BKSY,LUNR,SPIR,PL,ASTS,MNTS,RKLB
2026-03-26	Satellite Mobile & IoT Connectivity Services	Accelerating	-1	live	IRDM,NOC,GD,PL,RTX,LMT
2026-03-26	Semiconductor Capital Equipment	Mainstream	-1	live	AMAT,FORM,UCTT,KLAC,PLAB,LRCX
2026-03-26	Semiconductor Front-End Interconnect & Wafer Processing Equipment	Fading	-1	live	TSEM,ICHR
2026-03-26	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Fading	-1	live	TSEM,PLAB
2026-03-26	Specialty Cellulose & Bio-Based Materials	Fading	-1	live	RYAM,SSL
2026-03-27	Agri-Chemical & Crop Input Distributors	Fading	-1	live	AGRO,SSL
2026-03-27	Agricultural Commodities & Agri-Business	Fading	-1	live	SSL,LYB
2026-03-27	AI Data Center Power Infrastructure	Accelerating	-1	live	GEV,PWR,VRT,BE,NXT
2026-03-27	AI Memory & Storage	Mainstream	-1	live	SNDK,WDC,MU,STX,TSM,LRCX
2026-03-27	AI-Native Enterprise Software & Agentic Platforms	Fading	-1	live	BNAI,SVCO
2026-03-27	Chip Architecture Licensing & CPU/GPU Compute Revival	Nascent	-1	live	ARM,AMD
2026-03-27	Chip Architecture Licensing & IP Royalty Platforms	Fading	-1	live	ARM,MRVL
2026-03-27	CLO & Structured Credit Income	Fading	-1	live	XFLT,CRCL
2026-03-27	Compound Semiconductor & III-V Materials	Fading	-1	live	AXTI,SVCO
2026-03-27	Defense Electronics & Avionics Mission Systems	Fading	-1	live	ISSC,KTOS
2026-03-27	Distributed Solar & Energy Storage Hardware	Fading	-1	live	SEDG,AMPX
2026-03-27	Edge CDN & Cloud-Native Developer Platforms	Fading	-1	live	BNAI,FSLY,DOCN
2026-03-27	Enterprise Server & AI Infrastructure Hardware	Fading	-1	live	DELL,BW
2026-03-27	Firearms & Personal Defense Manufacturing	Fading	-1	live	SWBI,LINC
2026-03-27	Independent Semiconductor Foundry & Specialty IC Manufacturing	Nascent	-1	live	TSEM,PLAB
2026-03-27	IP Licensing & Ad-Tech Royalty Software	Fading	-1	live	ADEA,YOU
2026-03-27	IP Licensing & Patent Monetization Software Platforms	Fading	-1	live	ADEA,RYAM
2026-03-27	LNG Export Infrastructure & Floating LNG	Fading	-1	live	E,VG,PTEN,GLNG,LNG,PUMP,EQNR
2026-03-27	NAND Flash & Solid-State Storage Devices	Fading	-1	live	SNDK,TSEM
2026-03-27	Network Security & Zero-Trust Edge	Fading	-1	live	FTNT,DDOG
2026-03-27	Niche Specialty Chemicals & Industrial Intermediates	Accelerating	-1	live	LXU,LYB,CE,ASIX,RYAM,MEOH,CC,DOW
2026-03-27	Nitrogen Fertilizer & Ammonia Pure-Play Producers	Nascent	-1	live	LXU,SSL,CF
2026-03-27	Offshore Contract Drilling & Deepwater Services	Nascent	-1	live	WDS,XLE,VIST,VG,AESI,SM,MPC,PUMP,LRCX,OVV,DOW,PBF,LYB,CVX,MTDR,EOG,BATL,VAL,USO,HAL,XOM,COP,CHRD,EQNR,LBRT,DBO,SOC,FANG,PTEN,ANNA,AMPX,APA,VLO,GTE,OXY,BW,CRGY,PBR,TALO,ICHR,BNO,ACDC,PARR,VET
2026-03-27	Optical Networking & AI Data Transmission Infrastructure	Accelerating	-1	live	COHR,ADTN,TSEM,VIAV,LASR,MRVL,CIEN,AAOI,AXTI,GLW,LITE
2026-03-27	Optical Network Test & Monitoring Equipment	Nascent	-1	live	VIAV,ADTN
2026-03-27	Power Semiconductor & Mixed-Signal Display Drivers	Nascent	-1	live	AOSL,HIMX
2026-03-27	Satellite Intelligence & Earth Observation	Accelerating	-1	live	LUNR,ASTS,BKSY,RKLB,AJRD,SPIR,MNTS,PL
2026-03-27	Satellite Mobile & IoT Connectivity Services	Accelerating	-1	live	GD,NOC,IRDM,RTX,PL,LMT
2026-03-27	Semiconductor Capital Equipment	Mainstream	-1	live	KLAC,PLAB,AMAT,FORM,UCTT,LRCX
2026-03-27	Semiconductor Front-End Interconnect & Wafer Processing Equipment	Fading	-1	live	TSEM,ICHR
2026-03-27	Specialty Cellulose & Bio-Based Materials	Fading	-1	live	RYAM,SSL
2026-03-30	Agri-Chemical & Crop Input Distributors	Accelerating	-1	live	AGRO,SSL,DAR
2026-03-30	Agricultural Commodities & Agri-Business	Accelerating	-1	live	LYB,SSL,GPRE
2026-03-30	AI Data Center Power Infrastructure	Accelerating	-1	live	NXT,VRT,PWR,BE,GEV
2026-03-30	AI Memory & Storage	Fading	-1	live	MU,LRCX,TSM,STX,WDC,SNDK
2026-03-30	Chip Architecture Licensing & CPU/GPU Compute Revival	Fading	-1	live	ARM,AMD
2026-03-30	CLO & Structured Credit Income	Fading	-1	live	CRCL,XFLT
2026-03-30	Crude Oil Price Momentum ETFs & Pure-Play E&P	Nascent	-1	live	VIST,BW,TALO,CVX,BATL,EQNR,PTEN,BNO,MPC,CHRD,LYB,XLE,GTE,VG,XOM,AESI,USO,HAL,VET,COP,LBRT,VLO,AMPX,ICHR,SM,ACDC,PARR,LRCX,WDS,ANNA,DOW,SOC,EOG,PBR,PBF,PUMP,APA,FANG,DBO
2026-03-30	Crypto Asset Recovery	Fading	-1	live	HUT,BTBT
2026-03-30	Custom AI Silicon & Chip Architecture Licensing	Fading	-1	live	ARM,MRVL
2026-03-30	Cybersecurity Network Edge & SD-WAN	Fading	-1	live	DDOG,FTNT
2026-03-30	Defense Electronics & Avionics Mission Systems	Fading	-1	live	ISSC,KTOS
2026-03-30	Distributed & Utility-Scale Energy Storage Systems	Fading	-1	live	AMPX,SEDG
2026-03-30	Edge Cloud & Developer CDN Platforms	Accelerating	-1	live	DOCN,BNAI,FSLY
2026-03-30	Engineered Polymers & High-Performance Acetyl Chemicals	Nascent	-1	live	RYAM,CLMT,ASIX,CE,CC,LYB,LXU,MEOH,DOW
2026-03-30	Enterprise Server & AI Infrastructure Hardware	Accelerating	-1	live	BW,DELL
2026-03-30	Firearms & Personal Defense Manufacturing	Accelerating	-1	live	SWBI,LINC
2026-03-30	Independent Semiconductor Foundry & Specialty IC Manufacturing	Nascent	-1	live	PLAB,TSEM
2026-03-30	IP Licensing & Ad-Tech Royalty Software	Accelerating	-1	live	YOU,ADEA
2026-03-30	IP Licensing & Patent Monetization Software Platforms	Accelerating	-1	live	ADEA,RYAM
2026-03-30	NAND Flash & Solid-State Storage Devices	Accelerating	-1	live	SNDK,TSEM
2026-03-30	Nitrogen Fertilizer & Crop Nutrient Producers	Nascent	-1	live	CF,LXU,SSL
2026-03-30	Optical Networking & AI Data Transmission Infrastructure	Accelerating	-1	live	VIAV,COHR,LASR,AAOI,ADTN,GLW,LITE,TSEM,MRVL,AXTI,CIEN
2026-03-30	Permian & U.S. Onshore Pure-Play E&P Operators	Retired	-1	live	BW,CVX,BNO,GTE,GLNG,VET,COP,LBRT,CRGY,VLO,AMPX,ICHR,ACDC,PARR,E,OVV,DOW,PBR,PBF,FANG,MTDR,DBO,VIST,TALO,BATL,EQNR,PTEN,CHRD,MPC,LYB,LNG,XLE,VG,XOM,AESI,USO,HAL,VAL,OXY,SM,LRCX,WDS,ANNA,SOC,EOG,PUMP,APA
2026-03-30	Physical AI & Robotics	Fading	-1	live	IRBT,NVEI,BDTX,HYLN,BFLY,EDIT
2026-03-30	Power Semiconductor & Mixed-Signal Display Drivers	Fading	-1	live	AOSL,HIMX
2026-03-30	Satellite Intelligence & Earth Observation	Fading	-1	live	AJRD,BKSY,SPIR,PL,ASTS,LUNR,RKLB,MNTS
2026-03-30	Semiconductor Capital Equipment	Fading	-1	live	UCTT,LRCX,AMAT,KLAC,FORM,PLAB
2026-03-30	Semiconductor Front-End Interconnect & Wafer Processing Equipment	Accelerating	-1	live	TSEM,ICHR
2026-03-30	Specialty Cellulose & Bio-Based Materials	Accelerating	-1	live	RYAM,SSL
2026-03-30	U.S. Defense Primes & Aerospace	Fading	-1	live	PL,RTX,IRDM,LMT,NOC,GD
2026-03-31	Agri-Chemical & Crop Input Distributors	Accelerating	-1	live	AGRO,SSL,DAR
2026-03-31	AI Data Center Power Infrastructure	Accelerating	-1	live	GEV,PWR,NXT,BE,VRT
2026-03-31	AI Memory & Storage	Fading	-1	live	MU,SNDK,STX,LRCX,WDC,TSM
2026-03-31	Chip Architecture Licensing & CPU/GPU Compute Revival	Fading	-1	live	ARM,AMD
2026-03-31	Chip Architecture Licensing & IP Royalty Platforms	Retired	-1	live	ARM,MRVL
2026-03-31	Crude Oil Price Momentum ETFs & Pure-Play E&P	Retired	-1	live	SM,PBR,VIST,BW,MTDR,PTEN,BNO,VLO,CRGY,PUMP,APA,VAL,E,PARR,CVX,AMPX,DBO,LBRT,VET,LYB,LNG,OXY,BATL,OVV,FANG,XLE,GTE,VG,DOW,ICHR,XOM,GLNG,EQNR,MPC,TALO,ACDC,ANNA,PBF,LRCX,USO,COP,SOC,AESI,EOG,HAL,WDS,CHRD
2026-03-31	Crypto Asset Recovery	Fading	-1	live	HUT,BTBT
2026-03-31	Crypto Recovery	Retired	-1	live	CRCL
2026-03-31	Cybersecurity Network Edge & SD-WAN	Fading	-1	live	DDOG,FTNT
2026-03-31	Distributed Solar & Energy Storage Hardware	Retired	-1	live	SEDG,AMPX
2026-03-31	Edge CDN & Cloud-Native Developer Platforms	Accelerating	-1	live	BNAI,FSLY,DOCN
2026-03-31	Engineered Polymers & High-Performance Acetyl Chemicals	Nascent	-1	live	CLMT,LYB,LXU,CE,MEOH,RYAM,ASIX,CC,DOW
2026-03-31	Enterprise Server & AI Infrastructure Hardware	Accelerating	-1	live	BW,DELL
2026-03-31	Firearms & Personal Defense Manufacturing	Accelerating	-1	live	LINC,SWBI
2026-03-31	Independent Semiconductor Foundry & Specialty IC Manufacturing	Accelerating	-1	live	PLAB,TSEM
2026-03-31	IP Licensing & Ad-Tech Royalty Software	Accelerating	-1	live	YOU,ADEA,RYAM
2026-03-31	NAND Flash & Solid-State Storage Devices	Accelerating	-1	live	TSEM,SNDK
2026-03-31	Nitrogen Fertilizer & Ammonia Producers	Nascent	-1	live	CF,LXU,LYB,GPRE,SSL
2026-03-31	Optical Networking & Photonics Infrastructure	Nascent	-1	live	LITE,CIEN,GLW,COHR,MRVL
2026-03-31	Optical Network Test & Monitoring Equipment	Accelerating	-1	live	LITE,TSEM,AXTI,CIEN,LASR,ADTN,AAOI,VIAV,GLW,COHR,MRVL
