AVAV|2026-05-28|10.33|72|HIGH|||strong
AVAV|2026-06-30|25.3|54|HIGH|HIGH||routine
AVEX|2026-05-12|8.28|54.7|MODERATE|||strong
AVGU|2026-06-02|13.063814106890714|42|HIGH|none||routine
BBWI|2026-05-27|15|54.7|HIGH|||routine
BE|2026-08-12|15.16|84|HIGH|HIGH|mature_leader|strong
BHVN|2026-05-29|11.47|64.8|MODERATE|||strong
BIO|2026-05-18|10.984527128024896|54|HIGH|HIGH||strong
BIRK|2026-05-21|10.62932851550738|30|HIGH|none||routine
BKKT|2026-05-19|13.876146788990814|56.4|HIGH|none||routine
BLSH|2026-08-13|12.4|54|MODERATE|MODERATE|episodic_neglect|routine
BLZE|2026-07-31|13.06|72|HIGH|HIGH|unclassified|game_changer
BLZE|2026-08-04|19.14|80|HIGH|HIGH|unclassified|game_changer
BRUN|2026-08-12|12.04|60|none|none|unclassified|strong
BTDR|2026-08-04|24.1|80|HIGH|HIGH|episodic_neglect|game_changer
BTGO|2026-05-26|15.87|50.4|MODERATE|||routine
BW|2026-05-11|26.07|96|HIGH|||strong
BW|2026-08-11|34.91|96|HIGH|HIGH|unclassified|game_changer
BZH|2026-05-11|19.93|84|HIGH|||strong
CAI|2026-08-06|17.11|50.4|HIGH|HIGH|episodic_neglect|routine
CAMT|2026-06-02|10.37|50.4|MODERATE|||strong
CAT|2026-08-04|10|60|HIGH|HIGH|unclassified|game_changer
CBRL|2026-06-10|25.33|54.7|MODERATE|none||routine
CCOI|2026-05-26|10.958149779735674|68.4|HIGH|HIGH||strong
CCUP|2026-05-11|11.458333333333336|50.4|HIGH|none||routine
CGEM|2026-08-13|12.24|72|HIGH|HIGH|unclassified|game_changer
CHA|2026-05-29|12.48|50.4|MODERATE|||routine
CHTR|2026-06-29|26.14|55|none|none||routine
CLF|2026-07-23|15.03|84|MODERATE|MODERATE|episodic_neglect|strong
CLSK|2026-07-14|17.15|96|HIGH|HIGH||game_changer
CMPS|2026-05-18|12.198649951783999|72|HIGH|HIGH||game_changer
COHU|2026-07-31|22.71|80|HIGH|HIGH|unclassified|game_changer
CORT|2026-07-30|24.21|96|HIGH|HIGH|mature_leader|strong
CORZ|2026-07-28|11.28|72|HIGH|HIGH|unclassified|game_changer
CPA|2026-05-14|10.415941524538809|54|HIGH|MODERATE||strong
CRCG|2026-05-11|10.353010975971527|48|HIGH|none||routine
CRCL|2026-07-10|10.76|60|HIGH|HIGH||game_changer
CRMD|2026-05-14|12.35|64.8|HIGH|||strong
CRMD|2026-08-13|10|64.8|HIGH|HIGH|unclassified|strong
CRSR|2026-05-27|15.33|100.8|HIGH|||strong
CRSR|2026-05-28|12.932790224032582|51.6|HIGH|MODERATE||routine
CRSR|2026-08-07|16.87|84|MODERATE|MODERATE|unclassified|strong
CRWG|2026-06-01|10.271178305735544|44.4|HIGH|none||routine
CRWV|2026-08-12|19.51|51.6|HIGH|HIGH|mature_leader|routine
CSCO|2026-05-14|16.32|100.8|HIGH|||strong
CTRN|2026-05-28|14.377682403433468|72|HIGH|HIGH||game_changer
D|2026-05-18|11.19390895836709|32.4|HIGH|none||mna
DCTH|2026-08-06|21.3|54|HIGH|HIGH|unclassified|routine
DDS|2026-05-14|10.335510020265716|54|HIGH|MODERATE||strong
DELL|2026-05-29|36.26|115.2|HIGH|||strong
DFTX|2026-06-22|14.38|60|HIGH|HIGH||game_changer
DGXX|2026-05-11|11.91553544494721|45.6|HIGH|none||routine
DLLL|2026-05-22|11.517355834345413|42|HIGH|none||routine
DLTR|2026-05-28|15.79221862939397|84|HIGH|HIGH||strong
DOCN|2026-07-07|15.62|115.2|HIGH|HIGH||game_changer
DOCS|2026-08-07|178.8|54|MODERATE|MODERATE|unclassified|routine
DOO|2026-05-28|10.046527658107872|36|HIGH|none||routine
DPRO|2026-05-28|11.54422788605698|74.4|HIGH|HIGH||strong
DRTS|2026-05-11|10.46|50.4|MODERATE|||strong
DY|2026-05-27|14.16|50.4|HIGH|||strong
DYN|2026-05-20|17.86|84|HIGH|||strong
ECG|2026-08-05|10.96|72|HIGH|HIGH|unclassified|game_changer
EFOR|2026-07-22|12.37|50.4|MODERATE|MODERATE|unclassified|routine
EL|2026-05-22|12.736028386769735|26.4|HIGH|none||routine
ELMT|2026-06-01|24.672774869109958|96|HIGH|HIGH||game_changer
ELVN|2026-06-11|18.33|84|HIGH|HIGH||strong
EME|2026-07-30|10.56|60|HIGH|HIGH|mature_leader|game_changer
EOSE|2026-05-13|31.11|115.2|HIGH|||strong
EOSU|2026-05-13|49.631694206649414|62.4|HIGH|none||routine
EROC|2026-08-12|16.09|96|HIGH|HIGH|unclassified|game_changer
ESLT|2026-05-26|11.678518402750639|50.4|HIGH|HIGH||strong
ETHD|2026-06-05|12.437139703176745|40|HIGH|none||routine
ETON|2026-08-14|23.28|96|HIGH|HIGH|unclassified|game_changer
EVTC|2026-05-19|11.25|54.7|MODERATE|||strong
EWTX|2026-06-01|18.852459016393457|36|HIGH|none||mna
FCEL|2026-06-24|17.51|84|HIGH|HIGH||strong
FET|2026-07-31|16.04|84|HIGH|HIGH|unclassified|strong
FIG|2026-05-15|8.65|57.6|MODERATE|||strong
FIGS|2026-08-07|26.69|96|HIGH|HIGH|unclassified|game_changer
FLNC|2026-06-01|24.04661016949154|54|HIGH|none||routine
FLNC|2026-07-31|10.02|60|HIGH|HIGH|unclassified|game_changer
FPS|2026-05-14|17.75|84|HIGH|||strong
FRMI|2026-08-11|17.01|96|HIGH|HIGH|episodic_neglect|game_changer
FROG|2026-08-07|17.51|100.8|HIGH|HIGH|mature_leader|strong
FTK|2026-08-03|10.45|60|HIGH|HIGH|unclassified|game_changer
FTNT|2026-07-30|10.1|60|HIGH|HIGH|mature_leader|game_changer
FUTU|2026-05-26|15.53|51.6|MODERATE|||routine
GEMI|2026-05-15|22.24|96|HIGH|||strong
GFS|2026-05-21|10.283938409379836|56.4|HIGH|HIGH||strong
GH|2026-05-20|17.01|96|HIGH|||game_changer
GIII|2026-06-05|11.86017478152311|45|HIGH|HIGH||strong
GLBE|2026-08-12|10.67|72|HIGH|HIGH|unclassified|game_changer
GLOB|2026-05-15|10.59|89.3|HIGH|||strong
GLWG|2026-06-02|11.307565789473683|36|HIGH|none||routine
GME|2026-06-03|11.281070745697894|72|HIGH|HIGH||game_changer
GMEU|2026-06-03|22.23667100130039|60|HIGH|none||routine
GO|2026-05-14|17.38|84|HIGH|||strong
GRND|2026-07-01|13.26|56.4|MODERATE|MODERATE||strong
GRRR|2026-06-02|17.64|100.8|HIGH|||strong
HAS|2026-07-21|10.61|72|HIGH|HIGH|unclassified|game_changer
HGTY|2026-08-05|11.69|60.5|HIGH|HIGH|unclassified|strong
HLIT|2026-05-12|15.2|84|HIGH|||strong
HLIT|2026-05-22|12.598425196850405|32.4|HIGH|none||routine
HLIT|2026-08-13|23.79|96|HIGH|HIGH|unclassified|game_changer
HPE|2026-05-29|11.960219837738812|32.4|HIGH|none||routine
HPE|2026-06-02|25.28|115.2|HIGH|||strong
HPEpC|2026-05-29|10.871101241546393|36|HIGH|none||routine
HQ|2026-06-15|19.71|84|MODERATE|MODERATE||strong
HRB|2026-08-12|16.76|100.8|MODERATE|MODERATE|unclassified|strong
HTCO|2026-05-11|20.20547945205479|66|HIGH|none||routine
HTCO|2026-05-12|24.822695035461006|72|HIGH|none||routine
HTFL|2026-08-14|25.12|96|HIGH|HIGH|unclassified|game_changer
HUT|2026-07-20|11.54|72|HIGH|HIGH|mature_leader|game_changer
HYMC|2026-06-15|13.82|53.3|MODERATE|MODERATE||routine
IBRX|2026-05-20|10.18|72|HIGH|||strong
IDCC|2026-06-11|15.2|84|HIGH|HIGH||strong
IDR|2026-06-15|18.71|50.4|none|none||routine
IMAX|2026-05-22|13.695395513577333|36|HIGH|none||mna
IMRX|2026-05-22|14.75095785440614|78|HIGH|HIGH||strong
IMVT|2026-05-20|15.785469760365167|84|HIGH|HIGH||strong
INBX|2026-05-11|11.648678823967254|75.6|HIGH|HIGH||game_changer
INFQ|2026-05-21|22|115.2|HIGH|||strong
INOD|2026-08-07|14.83|51.6|MODERATE|MODERATE|episodic_neglect|strong
INSM|2026-08-06|16.14|96|HIGH|HIGH|mature_leader|game_changer
INSP|2026-08-04|22.29|55|MODERATE|MODERATE|unclassified|routine
IPWR|2026-05-26|13.438045375218142|48|HIGH|none||routine
IPWR|2026-05-27|27.89017341040462|63.6|HIGH|none||routine
IREN|2026-07-20|13.15|72|HIGH|HIGH|mature_leader|game_changer
JBIO|2026-06-22|10.11|66|none|none||strong
JBL|2026-06-17|10.77|60|HIGH|HIGH||game_changer
JOYY|2026-05-26|11.852260198456442|54|HIGH|MODERATE||strong
KC|2026-07-08|11.76|50|MODERATE|MODERATE||strong
KLAR|2026-05-14|19.57|84|HIGH|||strong
KMT|2026-08-05|14.39|72|HIGH|HIGH|unclassified|game_changer
KODK|2026-08-05|10.86|54.7|HIGH||unclassified|strong
KOPN|2026-05-12|13.883299798792764|72|HIGH|HIGH||game_changer
KRNT|2026-05-13|12.997512437810968|66|HIGH|HIGH||strong
KSS|2026-05-28|19.953596287703018|45.6|HIGH|none||routine
KTOS|2026-05-28|10.54|64.8|MODERATE|||strong
KTOS|2026-08-05|11.26|64.8|HIGH|HIGH|episodic_neglect|strong
KURA|2026-08-13|13.43|60.5|HIGH|HIGH|unclassified|strong
KYMR|2026-06-25|21.17|80|MODERATE|MODERATE||strong
LAC|2026-06-02|11.43|54.7|MODERATE|||strong
LFST|2026-08-06|18.8|96|HIGH|HIGH|unclassified|game_changer
LIFE|2026-08-04|16.29|80|HIGH|HIGH|unclassified|game_changer
LIND|2026-08-03|15.55|70|HIGH|HIGH|unclassified|strong
LPTH|2026-08-14|10.03|54.7|MODERATE|MODERATE|unclassified|strong
LRCX|2026-07-30|18.95|84|HIGH|HIGH|mature_leader|strong
LTRX|2026-05-28|16.689655172413804|44.4|HIGH|none||routine
LUNL|2026-05-26|20.781171757636464|60|HIGH|none||routine
LUNR|2026-05-26|10.350235232618926|39.6|HIGH|none||routine
LZB|2026-06-17|26.5|54|HIGH|HIGH||routine
MANE|2026-07-15|11.08|72|HIGH|HIGH||game_changer
MGM|2026-06-01|10.96862834898099|32.4|HIGH|none||mna
MICC|2026-05-15|13.01597869507325|32.4|HIGH|none||routine
MLTX|2026-06-22|19.1|96|HIGH|HIGH||game_changer
MMYT|2026-06-15|12.81|60.5|MODERATE|MODERATE||routine
MNDY|2026-05-11|19.16|100.8|HIGH|||strong
MNTS|2026-05-26|75.60975609756099|72|HIGH|none||routine
MOD|2026-05-26|17.829725165054526|96|HIGH|HIGH||game_changer
MPWR|2026-07-31|13.96|60|HIGH|HIGH|mature_leader|game_changer
MRAM|2026-05-11|29.68|115.2|HIGH|||strong
MRLN|2026-06-05|27.99|60|MODERATE|||routine
MRVL|2026-06-02|24.87|115.2|HIGH|||strong
MRVU|2026-06-02|31.37514918445829|54|HIGH|none||routine
MRX|2026-08-12|12.45|53.3|HIGH|HIGH|unclassified|strong
MTW|2026-08-07|33.08|50.4|HIGH|HIGH|unclassified|routine
MU|2026-06-25|17.71|96|HIGH|HIGH||game_changer
MVLL|2026-06-02|30.96959665476086|54|HIGH|none||routine
MX|2026-05-29|17.967599410898377|54|HIGH|none||routine
NAVN|2026-06-11|17.87|80|HIGH|HIGH||game_changer
NBIG|2026-05-13|27.726809378185514|48|HIGH|none||routine
NBIL|2026-05-13|27.680798004987544|48|HIGH|none||routine
NBIS|2026-05-13|13.809949193233198|72|HIGH|HIGH||game_changer
NBIS|2026-08-12|12.2|54.7|MODERATE|MODERATE|mature_leader|strong
NEBX|2026-05-13|29.421408140890186|48|HIGH|none||routine
NESR|2026-08-10|11.99|53.3|HIGH|HIGH|unclassified|strong
NET|2026-08-07|15.67|100.8|HIGH|HIGH|mature_leader|strong
NMAX|2026-08-14|16.75|100.8|HIGH|HIGH|unclassified|strong
NNE|2026-05-26|13.15|50.4|MODERATE|||routine
NNE|2026-07-27|10.38|57|HIGH|HIGH|unclassified|strong
NOW|2026-06-01|10.31|54.7|MODERATE|||strong
NRIX|2026-06-08|11.5|75.6|HIGH|||game_changer
NTAP|2026-05-29|24.080056179775276|96|HIGH|HIGH||strong
NVCR|2026-07-23|15.54|84|HIGH|HIGH|unclassified|strong
NVEC|2026-05-11|10.830284890810344|54|HIGH|none||strong
NVTS|2026-06-03|15.39|84|HIGH|||strong
NVTX|2026-06-03|37.68545994065282|62.4|HIGH|none||routine
NWL|2026-07-31|13.42|60|HIGH|HIGH|unclassified|game_changer
NXT|2026-05-29|13.698330538747555|44.4|HIGH|HIGH||strong
OKLO|2026-05-26|11.68|64.8|MODERATE|||strong
OMER|2026-08-13|22.54|60|HIGH|HIGH|unclassified|routine
ONDG|2026-05-14|24.634655532359076|62.4|HIGH|none||routine
ONDG|2026-05-28|12.74961597542243|50.4|HIGH|none||routine
ONDL|2026-05-14|24.471299093655592|62.4|HIGH|none||routine
ONDL|2026-05-28|13.654390934844193|50.4|HIGH|none||routine
ONDS|2026-05-14|12.753950338600461|72|HIGH|HIGH||game_changer
ONTO|2026-08-07|15.31|96|HIGH|HIGH|mature_leader|game_changer
OUST|2026-06-29|16.02|70|MODERATE|MODERATE||strong
PACS|2026-05-12|22.26|96|HIGH|||strong
PCT|2026-05-14|13.382352941176473|48|HIGH|none||routine
PD|2026-05-29|18.15|50.4|MODERATE|||routine
PENG|2026-07-08|10.52|72|HIGH|HIGH||game_changer
PGY|2026-06-04|10.21|66|HIGH|||strong
PHR|2026-05-28|18.07228915662649|84|HIGH|HIGH||strong
PLTR|2026-08-04|15.96|96|HIGH|HIGH|mature_leader|game_changer
POET|2026-05-14|21.155184411969387|96|HIGH|HIGH||strong
PONY|2026-05-26|12.66|64.8|HIGH|||strong
POWI|2026-05-26|11.834862385321108|30|HIGH|none||routine
PPTA|2026-05-22|11|72|HIGH|||game_changer
PRAA|2026-08-07|16.61|84|MODERATE|MODERATE|unclassified|strong
PRG|2026-07-15|21.65|80|MODERATE|MODERATE||strong
PRGO|2026-08-05|13.17|54|MODERATE|MODERATE|unclassified|strong
PSIX|2026-08-07|25.77|68.4|MODERATE|MODERATE|unclassified|routine
PSNL|2026-05-13|12.913907284768216|48|HIGH|HIGH||strong
PUBM|2026-08-07|36.87|96|MODERATE|MODERATE|unclassified|strong
PWR|2026-07-30|12.09|60|HIGH|HIGH|mature_leader|game_changer
QBTS|2026-05-21|13.42|64.8|MODERATE|||strong
QBTS|2026-07-27|11.29|54|HIGH|HIGH|episodic_neglect|strong
QBTX|2026-05-21|25.963149078726964|62.4|HIGH|none||routine
QDEL|2026-06-29|33.47|54|MODERATE|MODERATE||routine
QFIN|2026-05-27|10.405083399523434|68.4|HIGH|MODERATE||strong
QNST|2026-08-07|27.92|96|HIGH|HIGH|unclassified|game_changer
QNTM|2026-05-26|13.74458874458874|54|HIGH|MODERATE||routine
QPUX|2026-05-21|18.524040253447644|54|HIGH|none||routine
QUBT|2026-05-12|24.754420432220037|96|HIGH|HIGH||strong
QUBT|2026-05-21|11.51|64.8|MODERATE|||strong
QUBX|2026-05-12|50.100066711140755|66|HIGH|none||routine
QUBX|2026-05-21|21.659751037344392|62.4|HIGH|none||routine
QURE|2026-05-29|15.694164989939633|50.4|HIGH|none||routine
QURE|2026-06-17|75.2|80|HIGH|HIGH||game_changer
RAMP|2026-05-18|27.44436952124072|48|HIGH|none||mna
RCAT|2026-05-28|16.07|100.8|HIGH|||strong
RDDT|2026-08-14|12.24|54.7|MODERATE|MODERATE|mature_leader|strong
RDW|2026-05-26|15.04|84|HIGH|||strong
RDW|2026-08-06|12.46|64.8|HIGH|HIGH|episodic_neglect|strong
RDWU|2026-05-26|26.68621700879766|56.4|HIGH|none||routine
REPL|2026-05-29|69.44444444444446|96|HIGH|HIGH||game_changer
RGTI|2026-05-21|10.693127962085306|68.4|HIGH|HIGH||strong
RGTX|2026-05-21|20.907079646017706|62.4|HIGH|none||routine
RIOT|2026-08-11|17.92|115.2|HIGH|HIGH|unclassified|game_changer
RLAY|2026-05-21|11.6|72|HIGH|||game_changer
RLAY|2026-06-02|16.760168302945296|84|HIGH|none||strong
ROCK|2026-08-05|14.9|60.5|MODERATE|MODERATE|unclassified|strong
RPD|2026-08-11|16.78|84|none|none|unclassified|strong
RUM|2026-06-04|13.205282112845135|72|HIGH|HIGH||game_changer
RVI|2026-05-13|18.788558609085804|84|HIGH|none||strong
RXT|2026-06-16|17.5|84|HIGH|HIGH||strong
SAIC|2026-06-01|15.345489443378113|84|HIGH|MODERATE||strong
SATG|2026-05-18|12.747353888633222|42|HIGH|none||routine
SE|2026-05-12|13.26|54|HIGH|||strong
SE|2026-08-11|10.58|54.7|HIGH|HIGH|unclassified|strong
SEDG|2026-06-30|10.19|54.7|MODERATE|MODERATE||strong
SG|2026-05-22|10.467706013363024|54|HIGH|none||strong
SG|2026-07-17|15.16|56.4|none|none||routine
SHAZ|2026-05-18|11.348043760430182|72|HIGH|HIGH||game_changer
SHAZ|2026-06-12|11.87|86.4|HIGH|HIGH||game_changer
SIBN|2026-05-12|13.35|51.6|HIGH|||strong
SIMO|2026-07-30|19.18|80|HIGH|HIGH|unclassified|game_changer
SITM|2026-08-06|28.88|96|HIGH|HIGH|mature_leader|game_changer
SKM|2026-06-01|10.69|50.4|MODERATE|||strong
SLN|2026-08-10|18.83|84|MODERATE|MODERATE|unclassified|strong
SLS|2026-05-13|20.97701149425289|96|HIGH|HIGH||game_changer
SLS|2026-05-20|19.89|100.8|HIGH|||strong
SMCI|2026-07-22|15.88|70|HIGH|HIGH|mature_leader|strong
SNOW|2026-05-28|35.22766175967135|96|HIGH|HIGH||game_changer
SNX|2026-06-25|11.22|72|HIGH|HIGH||game_changer
SOFX|2026-05-26|10.18181818181818|44.4|HIGH|none||routine
SOFX|2026-05-29|14.74226804123713|48|HIGH|none||routine
SOUN|2026-08-06|25.19|62.4|MODERATE|MODERATE|episodic_neglect|routine
STAA|2026-05-14|17.31|96|HIGH|||game_changer
STC|2026-05-19|10.54|50.4|MODERATE|||strong
STDN|2026-08-14|12.9|53.3|MODERATE|MODERATE|unclassified|strong
STUB|2026-05-14|14.3|54|HIGH|||strong
SWBI|2026-06-18|15.59|70|HIGH|HIGH||strong
SYRE|2026-06-22|12.35|60|HIGH|HIGH||game_changer
TASK|2026-08-06|11.39|50.4|MODERATE|MODERATE|unclassified|routine
TATT|2026-05-20|16.05995717344754|84|HIGH|HIGH||strong
TATT|2026-08-05|11.79|61.9|HIGH|HIGH|unclassified|strong
TE|2026-05-12|18.21|84|HIGH|||strong
TE|2026-05-18|18.165784832451504|48|HIGH|none||routine
TEAM|2026-08-07|31.66|115.2|HIGH|HIGH|mature_leader|strong
TER|2026-07-29|10.4|60|HIGH|HIGH|mature_leader|game_changer
TEVA|2026-07-29|11.4|50.4|HIGH|HIGH|mature_leader|strong
TH|2026-08-10|12.17|50.4|HIGH|HIGH|unclassified|strong
THC|2026-07-24|14.31|60|HIGH|HIGH|mature_leader|game_changer
TMHC|2026-06-01|22.350427350427353|48|HIGH|none||mna
TNDM|2026-06-01|10.52|54.7|MODERATE|||strong
TRT|2026-05-14|11.731843575418992|84|HIGH|HIGH||game_changer
TRUP|2026-08-06|18|60|MODERATE|MODERATE|unclassified|routine
TSAT|2026-08-04|14.46|60|HIGH|HIGH|unclassified|game_changer
TSEM|2026-05-13|14.99796223339219|72|HIGH|HIGH||game_changer
TSEM|2026-07-14|18.57|80|HIGH|HIGH||game_changer
TSSI|2026-05-29|15.952732644017727|62.4|HIGH|none||routine
TTAN|2026-06-05|16.28|100.8|HIGH|||strong
TWLO|2026-08-07|17.97|84|HIGH|HIGH|mature_leader|strong
U|2026-08-06|18.41|96|HIGH|HIGH|mature_leader|game_changer
UMAC|2026-05-28|32.766861391396716|54|HIGH|none||routine
UUUU|2026-06-18|12.36|72|HIGH|HIGH||game_changer
VELO|2026-05-13|19.061166429587466|84|HIGH|MODERATE||strong
VERA|2026-08-14|14.23|86.4|HIGH|HIGH|episodic_neglect|game_changer
VG|2026-05-12|10.07|54.7|HIGH|||strong
VIK|2026-05-14|11.36|57.6|HIGH|||strong
VNET|2026-05-13|22.50554323725057|96|HIGH|HIGH||strong
VOYG|2026-08-04|16.96|80|HIGH|HIGH|unclassified|game_changer
VPG|2026-05-12|17.12|100.8|HIGH|||strong
VSNT|2026-05-14|15.38|100.8|HIGH|||strong
VSTS|2026-05-12|20.22|115.2|HIGH|||strong
WDFC|2026-07-10|14.23|72|HIGH|HIGH||game_changer
WEN|2026-05-12|12.573964497041429|42|HIGH|none||routine
WEN|2026-06-24|25.34|54|MODERATE|MODERATE||routine
WKC|2026-07-24|11.63|60|HIGH|HIGH|unclassified|game_changer
WLDN|2026-08-07|14.67|51.6|MODERATE||unclassified|strong
WOLF|2026-05-13|24.032017870439308|72|HIGH|none||routine
WULF|2026-07-06|19.92|96|HIGH|HIGH||game_changer
WW|2026-05-22|12.19028741328048|50.4|HIGH|MODERATE||routine
WYFI|2026-05-11|12.99|51.6|MODERATE|||strong
WYFI|2026-08-12|17.34|84|MODERATE|MODERATE|unclassified|strong
XE|2026-06-15|17.64|50.4|none|none||routine
ZBRA|2026-05-12|15.33|100.8|HIGH|||strong
ZBRA|2026-08-04|10.75|60|HIGH|HIGH|mature_leader|game_changer
