theme_date	name	stage	rs_avg	source	tickers
2026-06-03	AI Datacenter Optical Transceivers & Components	Mainstream	84.3	live	MXL,COHR,AAOI,LITE
2026-06-03	AI Data Center Power Infrastructure	Mainstream	87	live	FCEL,AGX,BE,VRT,PWR,GEV,FPS
2026-06-03	AI Memory & Storage	Mainstream	98.4	live	MRAM,MU,WDC,SIMO,SNDK,STX
2026-06-03	Autonomous Military Drone Swarm & AI Defense Software	Fading	-1	live	KYTX,SWMR
2026-06-03	Cell & Genome Engineering Oncology	Fading	-1	live	VOR,ARCT
2026-06-03	Consumer Discretionary Home Furnishings Rebound	Fading	-1	live	SEAT,LOVE
2026-06-03	Crypto Asset Recovery	Mainstream	96.6	live	RIOT,HUT
2026-06-03	Custom AI Silicon & Chip Architecture Licensing	Mainstream	98.4	live	AIP,ARM,INTC,MRVL,CEVA,QUIK,ALAB,AMD
2026-06-03	Cybersecurity Network Edge & SD-WAN	Accelerating	97.8	live	FTNT,DDOG
2026-06-03	Defense Electronics & Avionics Mission Systems	Fading	-1	live	KTOS,AVEX
2026-06-03	Edge CDN & Cloud-Native Developer Platforms	Retired	-1	live	""
2026-06-03	Edge Cloud & Developer CDN Platforms	Accelerating	84.5	live	DOCN,FSLY
2026-06-03	Enterprise Server & AI Infrastructure Hardware	Fading	-1	live	TEN,CVE
2026-06-03	Firearms & Personal Defense Manufacturing	Fading	-1	live	SWBI,LINC
2026-06-03	Gold & Precious Metals Mining	Fading	-1	live	AU,ORLA
2026-06-03	Gold & Silver Junior Miners Momentum	Fading	-1	live	HYMC,VMET
2026-06-03	Hemp & Cannabis-Derived Wellness Beverages	Fading	-1	live	RYM,MLEC
2026-06-03	Hydraulic Fracturing & Completion Services	Accelerating	77.4	live	LBRT,ACDC
2026-06-03	Inflammatory Disease & Immunology Biologics	Mainstream	69.3	live	SYRE,DNTH,ORKA
2026-06-03	Lithium & Battery Critical Minerals Mining	Fading	-1	live	SGML,BMM
2026-06-03	Network Security & Zero-Trust Edge	Mainstream	97.7	live	PANW,CRWD,FTNT,GRRR,DDOG
2026-06-03	Nitrogen Fertilizer & Ammonia Producers	Fading	-1	live	CLMT,CF
2026-06-03	Nitrogen Fertilizer & Crop Nutrient Producers	Retired	-1	live	""
2026-06-03	Nylon & Engineered Polymer Intermediates	Fading	-1	live	ASIX,CC
2026-06-03	Optical Components & Transceiver Manufacturers	Mainstream	87.2	live	GLW,AXTI,OPTX,LASR,VIAV,CIEN
2026-06-03	Physical AI & Robotics	Fading	-1	live	IRBT,HYLN
2026-06-03	Power Semiconductor & Mixed-Signal Display Drivers	Mainstream	98.8	live	HIMX,AOSL,SYNA,NVTS
2026-06-03	Precious & Streaming Metals Royalty & Junior Miners	Fading	-1	live	AUGO,SSRM
2026-06-03	Precision Frequency & Timing Defense Electronics	Mainstream	94.3	live	ECOR,FEIM
2026-06-03	Primary Aluminum Smelting & Rolling	Accelerating	89.3	live	AA,CENX,CSTM
2026-06-03	Pure-Play Frac & Completion Pressure Pumping Services	Retired	-1	live	""
2026-06-03	Pure-Play Hydraulic Fracturing & Completion Services	Fading	80.2	live	HAL,TALO,PUMP,APA,FANG,OXY,PTEN,CHRD,E,COP,EOG,BATL,SM,XOM,CVX
2026-06-03	Rare Earth Magnets & Critical Battery Materials	Retired	-1	live	""
2026-06-03	Robo-Advisor & AI-Driven Wealth Management Platforms	Fading	-1	live	WLTH,LIFE
2026-06-03	Satellite Imagery & Geospatial Intelligence	Mainstream	90	live	SPIR,BKSY,PL
2026-06-03	Semiconductor Burn-In & Final-Test Equipment Pure-Play	Retired	-1	live	""
2026-06-03	Semiconductor Capital Equipment	Retired	-1	live	""
2026-06-03	Semiconductor Probe Card & Front-End Test Equipment	Accelerating	88.2	live	ONTO,TER
2026-06-03	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	94.1	live	FORM,AMAT,UMC,AEHR,KLAC,UCTT,ACMR,ATOM,GFS,TSEM
2026-06-03	Silicon Carbide Power Semiconductors & EV Infrastructure	Mainstream	91.3	live	WOLF,STM
2026-06-03	Single-Cell Genomics & Spatial Biology Instrumentation	Accelerating	90.7	live	INKT,TXG
2026-06-03	U.S. Shale & Onshore E&P	Retired	-1	live	""
2026-06-03	Workforce Solutions & Technical Staffing Services	Fading	-1	live	KELYB,RCMT
2026-06-04	Agricultural Commodities & Agri-Business	Retired	-1	live	""
2026-06-04	AI Datacenter Optical Transceivers & Components	Mainstream	89.7	live	COHR,MXL,AAOI,LITE
2026-06-04	AI Data Center Power Infrastructure	Mainstream	80.4	live	AGX,BE,FPS,VRT,FCEL,GEV,PWR
2026-06-04	AI Memory & Storage	Mainstream	98	live	MU,SNDK,WDC,SIMO,STX,MRAM
2026-06-04	Autonomous Military Drone Swarm & AI Defense Software	Fading	-1	live	KYTX,SWMR
2026-06-04	Cell & Genome Engineering Oncology	Fading	-1	live	VOR,ARCT
2026-06-04	Consumer Discretionary Home Furnishings Rebound	Retired	-1	live	""
2026-06-04	Crypto Asset Recovery	Mainstream	96.3	live	RIOT,HUT
2026-06-04	Custom AI Silicon & Chip Architecture Licensing	Mainstream	98.8	live	AMD,ALAB,ARM,AIP,INTC,QUIK,MRVL,CEVA
2026-06-04	Cybersecurity Network Edge & SD-WAN	Accelerating	97.8	live	DDOG,FTNT
2026-06-04	Defense Electronics & Avionics Mission Systems	Fading	-1	live	KTOS,AVEX
2026-06-04	Edge CDN & Cloud-Native Developer Platforms	Retired	-1	live	""
2026-06-04	Edge Cloud & Developer CDN Platforms	Accelerating	84.4	live	FSLY,DOCN
2026-06-04	Enterprise Server & AI Infrastructure Hardware	Fading	-1	live	TEN,CVE
2026-06-04	Firearms & Personal Defense Manufacturing	Fading	-1	live	SWBI,LINC
2026-06-04	Gold & Precious Metals Mining	Fading	-1	live	AU,ORLA
2026-06-04	Gold & Silver Junior Miners Momentum	Fading	-1	live	HYMC,VMET
2026-06-04	Hemp & Cannabis-Derived Wellness Beverages	Fading	-1	live	RYM,MLEC
2026-06-04	Hydraulic Fracturing & Completion Services	Retired	-1	live	""
2026-06-04	Inflammatory Disease & Immunology Biologics	Mainstream	80.2	live	DNTH,SYRE,ORKA
2026-06-04	Lithium & Battery Critical Minerals Mining	Retired	-1	live	""
2026-06-04	Network Security & Zero-Trust Edge	Mainstream	97.2	live	PANW,GRRR,FTNT,CRWD,DDOG
2026-06-04	Nitrogen Fertilizer & Ammonia Producers	Retired	-1	live	""
2026-06-04	Nitrogen Fertilizer & Crop Nutrient Producers	Fading	-1	live	CF,CLMT
2026-06-04	Nylon & Engineered Polymer Intermediates	Retired	-1	live	""
2026-06-04	Optical Components & Transceiver Manufacturers	Mainstream	81.2	live	VIAV,AXTI,OPTX,GLW,CIEN,LASR
2026-06-04	Physical AI & Robotics	Fading	-1	live	IRBT,HYLN
2026-06-04	Power Semiconductor & Mixed-Signal Display Drivers	Mainstream	98.6	live	HIMX,SYNA,NVTS,AOSL
2026-06-04	Precious & Streaming Metals Royalty & Junior Miners	Fading	-1	live	AUGO,SSRM
2026-06-04	Precision Frequency & Timing Defense Electronics	Mainstream	94.8	live	ECOR,FEIM
2026-06-04	Primary Aluminum Smelting & Rolling	Accelerating	89.2	live	CENX,AA,CSTM
2026-06-04	Pure-Play Frac & Completion Pressure Pumping Services	Retired	-1	live	""
2026-06-04	Pure-Play Hydraulic Fracturing & Completion Services	Retired	-1	live	""
2026-06-04	Rare Earth Magnets & Critical Battery Materials	Retired	-1	live	""
2026-06-04	Robo-Advisor & AI-Driven Wealth Management Platforms	Fading	-1	live	WLTH,LIFE
2026-06-04	Satellite Imagery & Geospatial Intelligence	Mainstream	86.3	live	SPIR,PL,BKSY
2026-06-04	Semiconductor Burn-In & Final-Test Equipment Pure-Play	Retired	-1	live	""
2026-06-04	Semiconductor Capital Equipment	Retired	-1	live	""
2026-06-04	Semiconductor Probe Card & Front-End Test Equipment	Accelerating	83	live	ONTO,TER
2026-06-04	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	92.9	live	GFS,ACMR,FORM,AMAT,KLAC,UCTT,TSEM,AEHR,UMC,ATOM
2026-06-04	Silicon Carbide Power Semiconductors & EV Infrastructure	Mainstream	88.6	live	WOLF,STM
2026-06-04	Single-Cell Genomics & Spatial Biology Instrumentation	Mainstream	91.7	live	TXG,INKT
2026-06-04	U.S. Shale & Onshore E&P	Fading	71.2	live	EOG,PUMP,XOM,CHRD,HAL,SM,OXY,COP,APA,E,PTEN,BATL,LBRT,FANG,TALO,CVX,ACDC
2026-06-04	Workforce Solutions & Technical Staffing Services	Fading	-1	live	KELYB,RCMT
2026-06-05	Agricultural Commodities & Agri-Business	Fading	-1	live	AGRO,DAR
2026-06-05	AI Datacenter Optical Transceivers & Components	Mainstream	75	live	MXL,COHR,LITE,AAOI
2026-06-05	AI Data Center Power Infrastructure	Fading	78.5	live	PWR,FCEL,GEV,BE,FPS,AGX,VRT
2026-06-05	AI Memory & Storage	Mainstream	95.8	live	MRAM,WDC,STX,MU,SNDK,SIMO
2026-06-05	Autonomous Military Drone Swarm & AI Defense Software	Fading	-1	live	KYTX,SWMR
2026-06-05	Cell & Genome Engineering Oncology	Fading	-1	live	VOR,ARCT
2026-06-05	Consumer Discretionary Home Furnishings Rebound	Fading	-1	live	SEAT,LOVE
2026-06-05	Crypto Asset Recovery	Mainstream	94	live	RIOT,HUT
2026-06-05	Custom AI Silicon & Chip Architecture Licensing	Mainstream	97.9	live	CRDO,AMD,CEVA,ALAB,INTC,QUIK,MRVL,AIP,ARM
2026-06-05	Cybersecurity Network Edge & SD-WAN	Accelerating	97.8	live	FTNT,DDOG
2026-06-05	Defense Electronics & Avionics Mission Systems	Fading	-1	live	KTOS,AVEX
2026-06-05	Edge CDN & Cloud-Native Developer Platforms	Retired	-1	live	""
2026-06-05	Edge Cloud & Developer CDN Platforms	Accelerating	80.6	live	DOCN,FSLY
2026-06-05	Enterprise Server & AI Infrastructure Hardware	Fading	-1	live	TEN,CVE
2026-06-05	Firearms & Personal Defense Manufacturing	Fading	-1	live	SWBI,LINC
2026-06-05	Gold & Precious Metals Mining	Retired	-1	live	""
2026-06-05	Gold & Silver Junior Miners Momentum	Fading	-1	live	HYMC,VMET
2026-06-05	Hemp & Cannabis-Derived Wellness Beverages	Fading	-1	live	RYM,MLEC
2026-06-05	Hydraulic Fracturing & Completion Services	Retired	-1	live	""
2026-06-05	Inflammatory Disease & Immunology Biologics	Fading	-1	live	DNTH,SYRE,ORKA
2026-06-05	Lithium & Battery Critical Minerals Mining	Fading	-1	live	SGML,BMM
2026-06-05	Network Security & Zero-Trust Edge	Nascent	97.4	live	CRWD,OKTA,FTNT,DDOG,PANW,GRRR
2026-06-05	Nitrogen Fertilizer & Ammonia Producers	Retired	-1	live	""
2026-06-05	Nitrogen Fertilizer & Crop Nutrient Producers	Fading	-1	live	CLMT,CF
2026-06-05	Nylon & Engineered Polymer Intermediates	Fading	-1	live	ASIX,CC
2026-06-05	Optical Components & Transceiver Manufacturers	Fading	74	live	VIAV,AXTI,CIEN,GLW,LASR,OPTX
2026-06-05	Physical AI & Robotics	Fading	-1	live	IRBT,HYLN
2026-06-05	Power Semiconductor & Mixed-Signal Display Drivers	Fading	96	live	SYNA,HIMX,NVTS,AOSL
2026-06-05	Precious & Streaming Metals Royalty & Junior Miners	Fading	-1	live	AUGO,SSRM
2026-06-05	Precision Frequency & Timing Defense Electronics	Mainstream	95.5	live	FEIM,ECOR
2026-06-05	Primary Aluminum Smelting & Rolling	Retired	-1	live	""
2026-06-05	Pure-Play Frac & Completion Pressure Pumping Services	Retired	-1	live	""
2026-06-05	Pure-Play Hydraulic Fracturing & Completion Services	Retired	-1	live	""
2026-06-05	Rare Earth Magnets & Critical Battery Materials	Accelerating	90.6	live	AA,ALOY,CENX,CSTM
2026-06-05	Robo-Advisor & AI-Driven Wealth Management Platforms	Fading	-1	live	WLTH,LIFE
2026-06-05	Satellite Imagery & Geospatial Intelligence	Fading	-1	live	SPIR,BKSY
2026-06-05	Semiconductor Burn-In & Final-Test Equipment Pure-Play	Retired	-1	live	""
2026-06-05	Semiconductor Probe Card & Front-End Test Equipment	Fading	-1	live	TER,ONTO
2026-06-05	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Mainstream	87.4	live	KLAC,ATOM,UMC,AEHR,UCTT,TSEM,AMAT,ACMR,FORM,GFS
2026-06-05	Silicon Carbide Power Semiconductors & EV Infrastructure	Mainstream	85	live	STM,WOLF
2026-06-05	Single-Cell Genomics & Spatial Biology Instrumentation	Retired	-1	live	""
2026-06-05	U.S. Shale & Onshore E&P	Fading	62.9	live	EOG,CHRD,PUMP,OXY,APA,FANG,COP,LBRT,BATL,PTEN,ACDC,SM,HAL
2026-06-05	Workforce Solutions & Technical Staffing Services	Accelerating	87	live	RCMT,KELYB
2026-06-08	Agricultural Commodities & Agri-Business	Fading	-1	live	AGRO,DAR
2026-06-08	AI Datacenter Optical Transceivers & Components	Mainstream	91.4	live	MXL,AAOI,LITE,COHR
2026-06-08	AI Data Center Power Infrastructure	Fading	69.1	live	FCEL,VRT,AGX,PWR,BE,GEV
2026-06-08	AI Memory & Storage	Mainstream	98.2	live	STX,WDC,SNDK,MRAM,SIMO,MU
2026-06-08	Autonomous Military Drone Swarm & AI Defense Software	Retired	-1	live	""
2026-06-08	Cell & Genome Engineering Oncology	Fading	-1	live	VOR,ARCT
2026-06-08	Consumer Discretionary Home Furnishings Rebound	Fading	-1	live	SEAT,LOVE
2026-06-08	Crypto Asset Recovery	Mainstream	97	live	RIOT,HUT,WULF
2026-06-08	Custom AI Silicon & Chip Architecture Licensing	Mainstream	98.8	live	ARM,CRDO,AMD,QUIK,CEVA,MRVL,ALAB,AIP,INTC
2026-06-08	Cybersecurity Network Edge & SD-WAN	Retired	-1	live	""
2026-06-08	Defense Electronics & Avionics Mission Systems	Retired	-1	live	""
2026-06-08	Edge CDN & Cloud-Native Developer Platforms	Retired	-1	live	""
2026-06-08	Edge Cloud & Developer CDN Platforms	Accelerating	86	live	FSLY,DOCN
2026-06-08	Enterprise Server & AI Infrastructure Hardware	Fading	-1	live	TEN,CVE
2026-06-08	Firearms & Personal Defense Manufacturing	Fading	-1	live	SWBI,LINC
2026-06-08	Gold & Precious Metals Mining	Fading	-1	live	AU,ORLA
2026-06-08	Gold & Silver Junior Miners Momentum	Fading	-1	live	HYMC,VMET
2026-06-08	Hemp & Cannabis-Derived Wellness Beverages	Fading	-1	live	RYM,MLEC
2026-06-08	Hydraulic Fracturing & Completion Services	Retired	-1	live	""
2026-06-08	Inflammatory Disease & Immunology Biologics	Fading	89.3	live	DNTH,SYRE,ORKA
2026-06-08	Lithium & Battery Critical Minerals Mining	Fading	-1	live	SGML,BMM
2026-06-08	Network Security & Zero-Trust Edge	Mainstream	95.9	live	PANW,OKTA,DDOG,CRWD,GRRR,FTNT
2026-06-08	Nitrogen Fertilizer & Ammonia Producers	Fading	-1	live	CF,CLMT
2026-06-08	Nitrogen Fertilizer & Crop Nutrient Producers	Retired	-1	live	""
2026-06-08	Nylon & Engineered Polymer Intermediates	Fading	-1	live	ASIX,CC
2026-06-08	Optical Components & Transceiver Manufacturers	Fading	79.1	live	OPTX,AXTI,GLW,LASR,CIEN
2026-06-08	Physical AI & Robotics	Retired	-1	live	""
2026-06-08	Power Semiconductor & Mixed-Signal Display Drivers	Fading	98	live	NVTS,AOSL,HIMX
2026-06-08	Precious & Streaming Metals Royalty & Junior Miners	Retired	-1	live	""
2026-06-08	Precision Frequency & Timing Defense Electronics	Mainstream	95.3	live	FEIM,ECOR
2026-06-08	Primary Aluminum Smelting & Rolling	Retired	-1	live	""
2026-06-08	Pure-Play Hydraulic Fracturing & Completion Services	Retired	-1	live	""
2026-06-08	Rare Earth Magnets & Critical Battery Materials	Accelerating	90.8	live	CENX,CSTM,AA,ALOY
2026-06-08	Robo-Advisor & AI-Driven Wealth Management Platforms	Fading	-1	live	WLTH,LIFE
2026-06-08	Satellite Imagery & Geospatial Intelligence	Fading	-1	live	SPIR,BKSY
2026-06-08	Semiconductor Burn-In & Final-Test Equipment Pure-Play	Retired	-1	live	""
2026-06-08	Semiconductor Probe Card & Front-End Test Equipment	Fading	89.7	live	TER,ONTO
2026-06-08	Semiconductor Wafer Foundry & Advanced IC Manufacturing	Nascent	95.6	live	AMAT,KLAC,GFS,FORM,AEHR,UMC,UCTT,ACMR,TSEM,PDFS
2026-06-08	Silicon Carbide Power Semiconductors & EV Infrastructure	Mainstream	86.9	live	STM,WOLF
2026-06-08	Single-Cell Genomics & Spatial Biology Instrumentation	Retired	-1	live	""
2026-06-08	U.S. Shale & Onshore E&P	Fading	59.8	live	COP,ACDC,FANG,APA,SM,HAL,PTEN,EOG,LBRT,CHRD,BATL,PUMP,OXY
2026-06-08	Workforce Solutions & Technical Staffing Services	Fading	-1	live	RCMT,KELYB
2026-06-09	Agricultural Commodities & Agri-Business	Fading	-1	live	AGRO,DAR
2026-06-09	AI Datacenter Optical Transceivers & Components	Mainstream	76.2	live	MXL,COHR,LITE,AAOI
2026-06-09	AI Data Center Power Infrastructure	Mainstream	72.2	live	FCEL,PWR,BE,GEV,AGX,VRT
2026-06-09	AI Memory & Storage	Mainstream	97.6	live	SIMO,STX,WDC,SNDK,MRAM,MU
2026-06-09	Autonomous Military Drone Swarm & AI Defense Software	Fading	-1	live	KYTX,SWMR
2026-06-09	Cell & Genome Engineering Oncology	Retired	-1	live	""
2026-06-09	Consumer Discretionary Home Furnishings Rebound	Fading	-1	live	SEAT,LOVE
2026-06-09	Crypto Asset Recovery	Mainstream	97.7	live	RIOT,HUT,WULF
2026-06-09	Custom AI Silicon & Chip Architecture Licensing	Mainstream	98.3	live	CRDO,AIP,CEVA,ALAB,QUIK,INTC,ARM,MRVL,AMD
2026-06-09	Cybersecurity Network Edge & SD-WAN	Retired	-1	live	""
2026-06-09	Defense Electronics & Avionics Mission Systems	Fading	-1	live	KTOS,AVEX
2026-06-09	Edge CDN & Cloud-Native Developer Platforms	Mainstream	83.8	live	FSLY,DOCN
2026-06-09	Enterprise Server & AI Infrastructure Hardware	Fading	-1	live	TEN,CVE
2026-06-09	Firearms & Personal Defense Manufacturing	Fading	-1	live	SWBI,LINC
2026-06-09	Gold & Precious Metals Mining	Fading	-1	live	AU,ORLA
2026-06-09	Gold & Silver Junior Miners Momentum	Retired	-1	live	""
2026-06-09	Hemp & Cannabis-Derived Wellness Beverages	Retired	-1	live	""
2026-06-09	Hydraulic Fracturing & Completion Services	Fading	-1	live	LBRT,ACDC
2026-06-09	Inflammatory Disease & Immunology Biologics	Accelerating	93.8	live	ORKA,DNTH,SYRE
2026-06-09	Lithium & Battery Critical Minerals Mining	Fading	-1	live	SGML,BMM
2026-06-09	Network Security & Zero-Trust Edge	Mainstream	94.7	live	PANW,FTNT,DDOG,CRWD,GRRR,OKTA
