38|2026-03-20|Semiconductor Capital Equipment|Accelerating|live||LRCX,AMAT,KLAC
39|2026-03-20|AI Data Center Power Infrastructure|Accelerating|live||VRT,BE,GEV,NXT,PWR
40|2026-03-20|Space Economy|Accelerating|live||KTOS,PL,LUNR,BKSY,RKLB,AJRD,SPIR,ASTS,MNTS,JOBY
41|2026-03-20|AI Memory & Storage|Accelerating|live||LRCX,WDC,MU,SNDK,TSM,STX,MRAM
42|2026-03-20|Crypto Asset Recovery|Fading|live||COIN,MSTR,RIOT,MARA,HUT,CLSK,BTBT,CIFR
43|2026-03-20|Crypto Recovery|Fading|live||CRCL
44|2026-03-20|Physical AI & Robotics|Fading|live||TSLA,IRBT,NVEI,BDTX,HYLN,FIG,BFLY,EDIT
52|2026-03-20|Custom AI Silicon & Chip Architecture Licensing|Fading|live||MRVL,ARM
57|2026-03-20|Satellite & Space Intelligence Data Services|Accelerating|live||BKSY,PL,SPIR
59|2026-03-20|Cybersecurity Network Edge & SD-WAN|Fading|live||FTNT,DDOG
65|2026-03-20|Permian Basin Pure-Play E&P|Retired|live||FANG,COP,EOG
73|2026-03-20|Chip Architecture Licensing & IP Royalty Platforms|Nascent|live||ARM,MRVL
75|2026-03-20|Network Security & Zero-Trust Edge|Nascent|live||FTNT,DDOG
81|2026-03-20|mRNA Platform & Next-Gen Therapeutics|Retired|live||MRNA,BFLY
82|2026-03-20|Genome Editing & CRISPR Therapeutics|Retired|live||EDIT,MRNA
94|2026-03-21|AI Memory & Storage|Accelerating|live||WDC,STX,MU,MRAM,LRCX,TSM,SNDK
98|2026-03-21|AI Data Center Power Infrastructure|Accelerating|live||GEV,NXT,VRT,PWR,BE
100|2026-03-21|Semiconductor Capital Equipment|Accelerating|live||LRCX,AMAT,KLAC
102|2026-03-21|U.S. Defense Primes & Aerospace|Accelerating|live||LMT,GD,NOC,RTX
110|2026-03-21|Crypto Asset Recovery|Fading|live||COIN,MSTR,RIOT,MARA,HUT,CLSK,BTBT,CIFR
111|2026-03-21|Crypto Recovery|Fading|live||CRCL
112|2026-03-21|Physical AI & Robotics|Fading|live||TSLA,IRBT,NVEI,BDTX,HYLN,FIG,BFLY,EDIT
114|2026-03-21|Crude Oil Price Momentum ETFs & Pure-Play E&P|Nascent|live||USO,VET,WDS,DBO,EQNR,GTE,BNO,BATL,ACDC,SM,PTEN
117|2026-03-21|Compound Semiconductor & III-V Materials|Fading|live||AXTI,SVCO
132|2026-03-21|Agricultural Commodities & Agri-Business|Fading|live||SSL,LYB
135|2026-03-21|AI-Native Enterprise Software & Agentic Platforms|Fading|live||BNAI,SVCO
214|2026-03-21|Edge CDN & Cloud-Native Developer Platforms|Nascent|live||FSLY,BNAI,DOCN
215|2026-03-21|Compound Semiconductor & Specialty Photonic Materials|Nascent|live||TSEM,LASR,AXTI
216|2026-03-21|Distributed Solar & Energy Storage Hardware|Fading|live||SEDG,AMPX
218|2026-03-21|NAND Flash & Solid-State Storage Devices|Fading|live||SNDK,TSEM
221|2026-03-21|Chip Architecture Licensing & IP Royalty Platforms|Fading|live||ARM,MRVL
236|2026-03-21|Industrial Gas Compression & Midstream Processing Equipment|Nascent|live||AESI,ANNA,EOG,VLO,SOC,XOM,COP,TALO,CHRD,FANG,LBRT,MPC,VG,SM,APA,VET,PUMP,PARR,XLE,BW,AMPX,VIST,LYB,DOW,HAL,PTEN,PBF,CVX
240|2026-03-21|Nitrogen Fertilizer & Crop Nutrient Producers|Nascent|live||CF,LXU
241|2026-03-21|Optical Networking & Photonics Infrastructure|Nascent|live||MRVL,CIEN,LITE,COHR,GLW
242|2026-03-21|Satellite & Space Intelligence Data Services|Accelerating|live||LUNR,BKSY,MNTS,ASTS,KTOS,AJRD,JOBY,RKLB,SPIR,PL
248|2026-03-21|Network Security & Zero-Trust Edge|Fading|live||FTNT,DDOG
249|2026-03-21|Agri-Chemical & Crop Input Distributors|Nascent|live||AGRO,SSL
258|2026-03-23|Edge CDN & Cloud-Native Developer Platforms|Nascent|live||BNAI,DOCN,FSLY
259|2026-03-23|CLO & Structured Credit Income|Nascent|live||XFLT,CRCL
260|2026-03-23|Compound Semiconductor & Specialty Photonic Materials|Nascent|live||LASR,AXTI,TSEM
261|2026-03-23|Crude Oil Price Momentum ETFs & Pure-Play E&P|Nascent|live||DBO,BATL,GTE,VET,ACDC,PTEN,WDS,BNO,SM,USO,EQNR
262|2026-03-23|IP Licensing & Ad-Tech Royalty Software|Nascent|live||ADEA,YOU
263|2026-03-23|Nitrogen & Specialty Crop Nutrient Producers|Nascent|live||LXU,CF
264|2026-03-23|Industrial Gas Compression & Midstream Processing Equipment|Nascent|live||PARR,FANG,PBR,DOW,CHRD,TALO,VG,VET,BW,APA,EOG,ANNA,VLO,LYB,PTEN,AESI,CVX,PBF,PUMP,VIST,SOC,XLE,XOM,COP,LBRT,SM,HAL,MPC,AMPX
265|2026-03-23|AI Data Center Power Infrastructure|Accelerating|live||VRT,BE,PWR,GEV,NXT
266|2026-03-23|Satellite & Space Intelligence Data Services|Accelerating|live||PL,KTOS,RKLB,BKSY,ASTS,LUNR,AJRD,MNTS,SPIR
267|2026-03-23|Semiconductor Capital Equipment|Accelerating|live||AMAT,KLAC,LRCX
268|2026-03-23|Optical Networking & AI Data Transmission Infrastructure|Accelerating|live||GLW,CIEN,ADTN,LITE,MRVL,COHR
269|2026-03-23|U.S. Defense Primes & Aerospace|Fading|live||LMT,GD,NOC,RTX
270|2026-03-23|Distributed Solar & Energy Storage Hardware|Fading|live||SEDG,AMPX
271|2026-03-23|NAND Flash & Solid-State Storage Devices|Fading|live||SNDK,TSEM
272|2026-03-23|AI Memory & Storage|Fading|live||TSM,STX,WDC,SNDK,MU,LRCX
273|2026-03-23|Custom AI Silicon & Chip Architecture Licensing|Fading|live||ARM,MRVL
274|2026-03-23|Network Security & Zero-Trust Edge|Fading|live||DDOG,FTNT
275|2026-03-23|Agri-Chemical & Crop Input Distributors|Fading|live||AGRO,SSL
276|2026-03-23|Defense Electronics & Avionics Mission Systems|Nascent|live||ISSC,KTOS
277|2026-03-23|Compound Semiconductor & III-V Materials|Fading|live||AXTI,SVCO
278|2026-03-23|Agricultural Commodities & Agri-Business|Fading|live||SSL,LYB
279|2026-03-23|AI-Native Enterprise Software & Agentic Platforms|Fading|live||BNAI,SVCO
280|2026-03-23|Crypto Asset Recovery|Fading|live||COIN,MSTR,HUT,BTBT
281|2026-03-23|Physical AI & Robotics|Fading|live||IRBT,NVEI,BDTX,HYLN,BFLY,EDIT
282|2026-03-24|Edge CDN & Cloud-Native Developer Platforms|Nascent|live||BNAI,FSLY,DOCN
283|2026-03-24|Compound Semiconductor & Specialty Photonic Materials|Nascent|live||TSEM,AXTI,LASR
288|2026-03-24|AI Memory & Storage|Accelerating|live||STX,SNDK,LRCX,WDC,TSM,MU
289|2026-03-24|Optical Networking & AI Data Transmission Infrastructure|Accelerating|live||AAOI,COHR,CIEN,ADTN,LITE,GLW,MRVL
290|2026-03-24|AI Data Center Power Infrastructure|Mainstream|live||BE,PWR,NXT,GEV,VRT
291|2026-03-24|Semiconductor Capital Equipment|Mainstream|live||KLAC,LRCX,AMAT,PLAB,FORM
293|2026-03-24|CLO & Structured Credit Income|Fading|live||XFLT,CRCL
294|2026-03-24|IP Licensing & Ad-Tech Royalty Software|Fading|live||ADEA,YOU
295|2026-03-24|U.S. Defense Primes & Aerospace|Mainstream|live||GD,LMT,RTX,NOC
296|2026-03-24|Specialty Cellulose & Bio-Based Materials|Fading|live||RYAM,SSL
298|2026-03-24|NAND Flash & Solid-State Storage Devices|Fading|live||SNDK,TSEM
301|2026-03-24|Agri-Chemical & Crop Input Distributors|Fading|live||AGRO,SSL
302|2026-03-24|Defense Electronics & Avionics Mission Systems|Fading|live||ISSC,KTOS
303|2026-03-24|Compound Semiconductor & III-V Materials|Fading|live||AXTI,SVCO
304|2026-03-24|Agricultural Commodities & Agri-Business|Fading|live||SSL,LYB
305|2026-03-24|AI-Native Enterprise Software & Agentic Platforms|Fading|live||BNAI,SVCO
336|2026-03-24|LNG Export Infrastructure & Floating LNG|Nascent|live||EQNR,GLNG,PTEN,E,VG,LNG,PUMP
339|2026-03-24|Niche Specialty Chemicals & Industrial Intermediates|Accelerating|live||RYAM,LXU,ASIX,CC,CE
365|2026-03-24|Distributed & Utility-Scale Energy Storage Systems|Fading|live||SEDG,AMPX
368|2026-03-24|Semiconductor Front-End Interconnect & Wafer Processing Equipment|Fading|live||TSEM,ICHR
371|2026-03-24|Satellite Intelligence & Earth Observation|Accelerating|live||PL,SPIR,ASTS,MNTS,AJRD,BKSY,LUNR,RKLB
378|2026-03-24|IP Licensing & Patent Monetization Software Platforms|Fading|live||ADEA,RYAM
380|2026-03-24|Network Security & Zero-Trust Edge|Fading|live||FTNT,DDOG
392|2026-03-24|Crude Oil Price Momentum ETFs & Pure-Play E&P|Nascent|live||EQNR,VET,LBRT,PTEN,BATL,XOM,ANNA,CHRD,SM,DBO,BNO,ACDC,HAL,GTE,LYB,CVX,PBR,XLE,MPC,DOW,WDS,EOG,USO,APA,ICHR,AESI,COP,BW,VLO,LRCX,VIST,PUMP,PARR,AMPX,VG,SOC,PBF,FANG,TALO
395|2026-03-24|Nitrogen Fertilizer & Ammonia Producers|Nascent|live||LXU,SSL,CF
405|2026-03-24|Chip Architecture Licensing & IP Royalty Platforms|Fading|live||MRVL,ARM
416|2026-03-24|Crypto Asset Recovery|Fading|live||COIN,MSTR,HUT,BTBT
417|2026-03-24|Physical AI & Robotics|Fading|live||IRBT,NVEI,BDTX,HYLN,BFLY,EDIT
419|2026-03-25|Compound Semiconductor & Specialty Photonic Materials|Nascent|live||AAOI,LITE,CIEN,LASR,ADTN,TSEM,MRVL,COHR,GLW,AXTI,VIAV
421|2026-03-25|LNG Export Infrastructure & Floating LNG|Nascent|live||LNG,GLNG,PTEN,E,EQNR,PUMP,VG
422|2026-03-25|NAND Flash & Solid-State Storage Devices|Fading|live||SNDK,TSEM
424|2026-03-25|Crude Oil Price Momentum ETFs & Pure-Play E&P|Nascent|live||VLO,XLE,BATL,LRCX,ICHR,BW,LYB,BNO,MPC,PBR,VIST,ACDC,COP,SM,AESI,LBRT,ANNA,TALO,VET,USO,FANG,GTE,EQNR,CVX,PUMP,EOG,HAL,AMPX,PARR,WDS,DOW,DBO,PTEN,PBF,XOM,CHRD,VG,APA,SOC
425|2026-03-25|Semiconductor Capital Equipment|Mainstream|live||FORM,KLAC,PLAB,LRCX,AMAT,UCTT
426|2026-03-25|Space Economy|Accelerating|live||MNTS,ASTS,BKSY,AJRD,RKLB,LUNR,PL,SPIR
429|2026-03-25|Semiconductor Front-End Interconnect & Wafer Processing Equipment|Fading|live||TSEM,ICHR
430|2026-03-25|Niche Specialty Chemicals & Industrial Intermediates|Fading|live||CE,ASIX,RYAM,CC,LXU
431|2026-03-25|AI Data Center Power Infrastructure|Fading|live||VRT,GEV,BE,PWR,NXT
433|2026-03-25|IP Licensing & Patent Monetization Software Platforms|Fading|live||ADEA,RYAM
435|2026-03-25|CLO & Structured Credit Income|Fading|live||XFLT,CRCL
436|2026-03-25|IP Licensing & Ad-Tech Royalty Software|Fading|live||ADEA,YOU
437|2026-03-25|Specialty Cellulose & Bio-Based Materials|Fading|live||RYAM,SSL
439|2026-03-25|Agri-Chemical & Crop Input Distributors|Fading|live||AGRO,SSL
440|2026-03-25|Defense Electronics & Avionics Mission Systems|Fading|live||ISSC,KTOS
441|2026-03-25|Compound Semiconductor & III-V Materials|Fading|live||AXTI,SVCO
442|2026-03-25|Agricultural Commodities & Agri-Business|Fading|live||SSL,LYB
443|2026-03-25|AI-Native Enterprise Software & Agentic Platforms|Fading|live||BNAI,SVCO
444|2026-03-25|Edge Cloud & Developer CDN Platforms|Nascent|live||BNAI,FSLY,DOCN
445|2026-03-25|Satellite Mobile & IoT Connectivity Services|Nascent|live||RTX,NOC,LMT,PL,GD,IRDM
446|2026-03-25|Enterprise Server & AI Infrastructure Hardware|Nascent|live||DELL,BW
447|2026-03-25|Nitrogen Fertilizer & Ammonia Pure-Play Producers|Nascent|live||CF,SSL,LXU
452|2026-03-25|AI Memory & Storage|Accelerating|live||STX,WDC,TSM,LRCX,SNDK,MU
456|2026-03-25|Distributed Solar & Energy Storage Hardware|Fading|live||SEDG,AMPX
458|2026-03-25|Chip Architecture Licensing & IP Royalty Platforms|Fading|live||ARM,MRVL
460|2026-03-25|Network Security & Zero-Trust Edge|Fading|live||FTNT,DDOG
470|2026-03-26|Nitrogen Fertilizer & Ammonia Producers|Nascent|live||SSL,LXU,CF
471|2026-03-26|Compound Semiconductor & Specialty Photonic Materials|Mainstream|live||LASR,AAOI,COHR,LITE,AXTI,ADTN,TSEM,MRVL,CIEN,GLW,VIAV
472|2026-03-26|LNG Export Infrastructure & Floating LNG|Nascent|live||PUMP,VG,LNG,E,GLNG,EQNR,PTEN
474|2026-03-26|Semiconductor Capital Equipment|Mainstream|live||AMAT,FORM,UCTT,KLAC,PLAB,LRCX
475|2026-03-26|AI Memory & Storage|Mainstream|live||TSM,SNDK,MU,STX,WDC,LRCX
476|2026-03-26|Satellite Intelligence & Earth Observation|Accelerating|live||AJRD,BKSY,LUNR,SPIR,PL,ASTS,MNTS,RKLB
477|2026-03-26|Satellite Mobile & IoT Connectivity Services|Accelerating|live||IRDM,NOC,GD,PL,RTX,LMT
479|2026-03-26|Enterprise Server & AI Infrastructure Hardware|Fading|live||DELL,BW
480|2026-03-26|Distributed & Utility-Scale Energy Storage Systems|Fading|live||SEDG,AMPX
481|2026-03-26|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Fading|live||TSEM,PLAB
483|2026-03-26|AI Data Center Power Infrastructure|Accelerating|live||BE,PWR,GEV,VRT,NXT
484|2026-03-26|Custom AI Silicon & Chip Architecture Licensing|Fading|live||ARM,MRVL
485|2026-03-26|Semiconductor Front-End Interconnect & Wafer Processing Equipment|Fading|live||TSEM,ICHR
486|2026-03-26|Cybersecurity Network Edge & SD-WAN|Fading|live||DDOG,FTNT
487|2026-03-26|IP Licensing & Patent Monetization Software Platforms|Fading|live||ADEA,RYAM
488|2026-03-26|CLO & Structured Credit Income|Fading|live||XFLT,CRCL
489|2026-03-26|IP Licensing & Ad-Tech Royalty Software|Fading|live||ADEA,YOU
490|2026-03-26|Specialty Cellulose & Bio-Based Materials|Fading|live||RYAM,SSL
492|2026-03-26|Agri-Chemical & Crop Input Distributors|Fading|live||AGRO,SSL
493|2026-03-26|Defense Electronics & Avionics Mission Systems|Fading|live||ISSC,KTOS
499|2026-03-26|Permian & U.S. Mid-Continent Pure-Play E&P|Nascent|live||CVX,VAL,PBR,LBRT,AMPX,VG,BNO,MPC,HAL,OVV,MTDR,CHRD,DBO,APA,ANNA,CRGY,PTEN,PBF,ICHR,DOW,PARR,BATL,SM,SOC,TALO,OXY,PUMP,EOG,VIST,BW,AESI,XLE,WDS,VLO,COP,LYB,ACDC,GTE,FANG,USO,EQNR,XOM,VET,LRCX
500|2026-03-26|Nylon & Engineered Polymer Intermediates|Nascent|live||CE,CC,DOW,LXU,LYB,ASIX,RYAM
506|2026-03-26|Edge Cloud & Developer CDN Platforms|Fading|live||DOCN,BNAI,FSLY
508|2026-03-26|Firearms & Personal Defense Manufacturing|Nascent|live||SWBI,LINC
521|2026-03-27|Optical Networking & AI Data Transmission Infrastructure|Accelerating|live||COHR,ADTN,TSEM,VIAV,LASR,MRVL,CIEN,AAOI,AXTI,GLW,LITE
522|2026-03-27|Nitrogen Fertilizer & Ammonia Pure-Play Producers|Nascent|live||LXU,SSL,CF
523|2026-03-27|Offshore Contract Drilling & Deepwater Services|Nascent|live||WDS,XLE,VIST,VG,AESI,SM,MPC,PUMP,LRCX,OVV,DOW,PBF,LYB,CVX,MTDR,EOG,BATL,VAL,USO,HAL,XOM,COP,CHRD,EQNR,LBRT,DBO,SOC,FANG,PTEN,ANNA,AMPX,APA,VLO,GTE,OXY,BW,CRGY,PBR,TALO,ICHR,BNO,ACDC,PARR,VET
524|2026-03-27|Semiconductor Capital Equipment|Mainstream|live||KLAC,PLAB,AMAT,FORM,UCTT,LRCX
525|2026-03-27|AI Memory & Storage|Mainstream|live||SNDK,WDC,MU,STX,TSM,LRCX
526|2026-03-27|Satellite Intelligence & Earth Observation|Accelerating|live||LUNR,ASTS,BKSY,RKLB,AJRD,SPIR,MNTS,PL
527|2026-03-27|Satellite Mobile & IoT Connectivity Services|Accelerating|live||GD,NOC,IRDM,RTX,PL,LMT
528|2026-03-27|Chip Architecture Licensing & CPU/GPU Compute Revival|Nascent|live||ARM,AMD
529|2026-03-27|Edge CDN & Cloud-Native Developer Platforms|Fading|live||BNAI,FSLY,DOCN
530|2026-03-27|Optical Network Test & Monitoring Equipment|Nascent|live||VIAV,ADTN
531|2026-03-27|Niche Specialty Chemicals & Industrial Intermediates|Accelerating|live||LXU,LYB,CE,ASIX,RYAM,MEOH,CC,DOW
532|2026-03-27|LNG Export Infrastructure & Floating LNG|Fading|live||E,VG,PTEN,GLNG,LNG,PUMP,EQNR
533|2026-03-27|Independent Semiconductor Foundry & Specialty IC Manufacturing|Nascent|live||TSEM,PLAB
534|2026-03-27|AI Data Center Power Infrastructure|Accelerating|live||GEV,PWR,VRT,BE,NXT
535|2026-03-27|Power Semiconductor & Mixed-Signal Display Drivers|Nascent|live||AOSL,HIMX
536|2026-03-27|Enterprise Server & AI Infrastructure Hardware|Fading|live||DELL,BW
537|2026-03-27|Firearms & Personal Defense Manufacturing|Fading|live||SWBI,LINC
538|2026-03-27|Distributed Solar & Energy Storage Hardware|Fading|live||SEDG,AMPX
539|2026-03-27|Chip Architecture Licensing & IP Royalty Platforms|Fading|live||ARM,MRVL
540|2026-03-27|Semiconductor Front-End Interconnect & Wafer Processing Equipment|Fading|live||TSEM,ICHR
541|2026-03-27|Network Security & Zero-Trust Edge|Fading|live||FTNT,DDOG
542|2026-03-27|IP Licensing & Patent Monetization Software Platforms|Fading|live||ADEA,RYAM
543|2026-03-27|CLO & Structured Credit Income|Fading|live||XFLT,CRCL
544|2026-03-27|NAND Flash & Solid-State Storage Devices|Fading|live||SNDK,TSEM
545|2026-03-27|IP Licensing & Ad-Tech Royalty Software|Fading|live||ADEA,YOU
546|2026-03-27|Specialty Cellulose & Bio-Based Materials|Fading|live||RYAM,SSL
547|2026-03-27|Compound Semiconductor & III-V Materials|Fading|live||AXTI,SVCO
548|2026-03-27|Agri-Chemical & Crop Input Distributors|Fading|live||AGRO,SSL
549|2026-03-27|Defense Electronics & Avionics Mission Systems|Fading|live||ISSC,KTOS
550|2026-03-27|Agricultural Commodities & Agri-Business|Fading|live||SSL,LYB
551|2026-03-27|AI-Native Enterprise Software & Agentic Platforms|Fading|live||BNAI,SVCO
552|2026-03-30|Nitrogen Fertilizer & Crop Nutrient Producers|Nascent|live||CF,LXU,SSL
553|2026-03-30|Edge Cloud & Developer CDN Platforms|Accelerating|live||DOCN,BNAI,FSLY
554|2026-03-30|Engineered Polymers & High-Performance Acetyl Chemicals|Nascent|live||RYAM,CLMT,ASIX,CE,CC,LYB,LXU,MEOH,DOW
555|2026-03-30|Permian & U.S. Onshore Pure-Play E&P Operators|Retired|live||BW,CVX,BNO,GTE,GLNG,VET,COP,LBRT,CRGY,VLO,AMPX,ICHR,ACDC,PARR,E,OVV,DOW,PBR,PBF,FANG,MTDR,DBO,VIST,TALO,BATL,EQNR,PTEN,CHRD,MPC,LYB,LNG,XLE,VG,XOM,AESI,USO,HAL,VAL,OXY,SM,LRCX,WDS,ANNA,SOC,EOG,PUMP,APA
556|2026-03-30|Crude Oil Price Momentum ETFs & Pure-Play E&P|Nascent|live||VIST,BW,TALO,CVX,BATL,EQNR,PTEN,BNO,MPC,CHRD,LYB,XLE,GTE,VG,XOM,AESI,USO,HAL,VET,COP,LBRT,VLO,AMPX,ICHR,SM,ACDC,PARR,LRCX,WDS,ANNA,DOW,SOC,EOG,PBR,PBF,PUMP,APA,FANG,DBO
557|2026-03-30|NAND Flash & Solid-State Storage Devices|Accelerating|live||SNDK,TSEM
558|2026-03-30|Enterprise Server & AI Infrastructure Hardware|Accelerating|live||BW,DELL
559|2026-03-30|Optical Networking & AI Data Transmission Infrastructure|Accelerating|live||VIAV,COHR,LASR,AAOI,ADTN,GLW,LITE,TSEM,MRVL,AXTI,CIEN
560|2026-03-30|AI Memory & Storage|Fading|live||MU,LRCX,TSM,STX,WDC,SNDK
561|2026-03-30|Chip Architecture Licensing & CPU/GPU Compute Revival|Fading|live||ARM,AMD
562|2026-03-30|Agri-Chemical & Crop Input Distributors|Accelerating|live||AGRO,SSL,DAR
563|2026-03-30|Agricultural Commodities & Agri-Business|Accelerating|live||LYB,SSL,GPRE
564|2026-03-30|U.S. Defense Primes & Aerospace|Fading|live||PL,RTX,IRDM,LMT,NOC,GD
565|2026-03-30|Specialty Cellulose & Bio-Based Materials|Accelerating|live||RYAM,SSL
566|2026-03-30|Independent Semiconductor Foundry & Specialty IC Manufacturing|Nascent|live||PLAB,TSEM
567|2026-03-30|Semiconductor Front-End Interconnect & Wafer Processing Equipment|Accelerating|live||TSEM,ICHR
568|2026-03-30|Firearms & Personal Defense Manufacturing|Accelerating|live||SWBI,LINC
569|2026-03-30|IP Licensing & Ad-Tech Royalty Software|Accelerating|live||YOU,ADEA
570|2026-03-30|IP Licensing & Patent Monetization Software Platforms|Accelerating|live||ADEA,RYAM
571|2026-03-30|Satellite Intelligence & Earth Observation|Fading|live||AJRD,BKSY,SPIR,PL,ASTS,LUNR,RKLB,MNTS
572|2026-03-30|Semiconductor Capital Equipment|Fading|live||UCTT,LRCX,AMAT,KLAC,FORM,PLAB
573|2026-03-30|AI Data Center Power Infrastructure|Accelerating|live||NXT,VRT,PWR,BE,GEV
574|2026-03-30|Power Semiconductor & Mixed-Signal Display Drivers|Fading|live||AOSL,HIMX
575|2026-03-30|Distributed & Utility-Scale Energy Storage Systems|Fading|live||AMPX,SEDG
576|2026-03-30|Custom AI Silicon & Chip Architecture Licensing|Fading|live||ARM,MRVL
577|2026-03-30|Cybersecurity Network Edge & SD-WAN|Fading|live||DDOG,FTNT
578|2026-03-30|CLO & Structured Credit Income|Fading|live||CRCL,XFLT
579|2026-03-30|Defense Electronics & Avionics Mission Systems|Fading|live||ISSC,KTOS
580|2026-03-30|Crypto Asset Recovery|Fading|live||HUT,BTBT
581|2026-03-30|Physical AI & Robotics|Fading|live||IRBT,NVEI,BDTX,HYLN,BFLY,EDIT
582|2026-03-31|Edge CDN & Cloud-Native Developer Platforms|Accelerating|live||BNAI,FSLY,DOCN
583|2026-03-31|Nitrogen Fertilizer & Ammonia Producers|Nascent|live||CF,LXU,LYB,GPRE,SSL
584|2026-03-31|Engineered Polymers & High-Performance Acetyl Chemicals|Nascent|live||CLMT,LYB,LXU,CE,MEOH,RYAM,ASIX,CC,DOW
585|2026-03-31|Optical Network Test & Monitoring Equipment|Accelerating|live||LITE,TSEM,AXTI,CIEN,LASR,ADTN,AAOI,VIAV,GLW,COHR,MRVL
586|2026-03-31|Crude Oil Price Momentum ETFs & Pure-Play E&P|Retired|live||SM,PBR,VIST,BW,MTDR,PTEN,BNO,VLO,CRGY,PUMP,APA,VAL,E,PARR,CVX,AMPX,DBO,LBRT,VET,LYB,LNG,OXY,BATL,OVV,FANG,XLE,GTE,VG,DOW,ICHR,XOM,GLNG,EQNR,MPC,TALO,ACDC,ANNA,PBF,LRCX,USO,COP,SOC,AESI,EOG,HAL,WDS,CHRD
587|2026-03-31|Independent Semiconductor Foundry & Specialty IC Manufacturing|Accelerating|live||PLAB,TSEM
588|2026-03-31|NAND Flash & Solid-State Storage Devices|Accelerating|live||TSEM,SNDK
589|2026-03-31|Enterprise Server & AI Infrastructure Hardware|Accelerating|live||BW,DELL
590|2026-03-31|IP Licensing & Ad-Tech Royalty Software|Accelerating|live||YOU,ADEA,RYAM
591|2026-03-31|Optical Networking & Photonics Infrastructure|Nascent|live||LITE,CIEN,GLW,COHR,MRVL
592|2026-03-31|Chip Architecture Licensing & IP Royalty Platforms|Retired|live||ARM,MRVL
593|2026-03-31|Semiconductor Capital Equipment|Accelerating|live||KLAC,PLAB,FORM,UCTT,LRCX,AMAT
594|2026-03-31|Satellite Intelligence & Earth Observation|Accelerating|live||AJRD,PL,RKLB,ASTS,BKSY,SPIR,MNTS,LUNR
595|2026-03-31|Distributed Solar & Energy Storage Hardware|Retired|live||SEDG,AMPX
596|2026-03-31|Satellite Mobile & IoT Connectivity Services|Accelerating|live||GD,PL,LMT,IRDM,NOC,RTX
597|2026-03-31|Agri-Chemical & Crop Input Distributors|Accelerating|live||AGRO,SSL,DAR
598|2026-03-31|Semiconductor Front-End Interconnect & Wafer Processing Equipment|Accelerating|live||ICHR,TSEM
599|2026-03-31|Specialty Cellulose & Bio-Based Materials|Accelerating|live||SSL,RYAM
600|2026-03-31|Firearms & Personal Defense Manufacturing|Accelerating|live||LINC,SWBI
601|2026-03-31|AI Data Center Power Infrastructure|Accelerating|live||GEV,PWR,NXT,BE,VRT
602|2026-03-31|Chip Architecture Licensing & CPU/GPU Compute Revival|Fading|live||ARM,AMD
603|2026-03-31|AI Memory & Storage|Fading|live||MU,SNDK,STX,LRCX,WDC,TSM
604|2026-03-31|Power Semiconductor & Mixed-Signal Display Drivers|Fading|live||AOSL,HIMX
605|2026-03-31|Cybersecurity Network Edge & SD-WAN|Fading|live||DDOG,FTNT
606|2026-03-31|Crypto Asset Recovery|Fading|live||HUT,BTBT
