2026-04-13|XNDU|9.39|11.49|42.44|27.63
2026-04-14|AAL|12.055|12.13|13.41|11.77
2026-04-14|AALG|9.87|10.01|12.052658|9.3281
2026-04-14|AAOX|56.17|49.78|68.88|51.77
2026-04-14|ACET|6.84|7|8.79|8.06
2026-04-14|ALMU|16.235|14.26|19.2999|17.28
2026-04-14|ALSN|129.72|128.26|132.5|131.34
2026-04-14|AOSL|27.73|30.38|41.8399|39.12
2026-04-14|APLX|15.8|18.31|21.25|18.09
2026-04-14|APPX|31.24|31.84|40.6599|37.5846
2026-04-14|ARQQ|13.65|13.97|17.695|14.85
2026-04-14|ASST|12.22|12.43|16.22|15.31
2026-04-14|ASTN|9.13|12.08|16.1295|14.28
2026-04-14|ASTX|54.91|40.09|42.75|31.63
2026-04-14|AVNS|24.55|24.63|24.72|24.64
2026-04-14|BE|202.78|219.03|234.35|220.91
2026-04-14|BEG|51.5|58.64|66.05|59.0964
2026-04-14|BEX|36.02|41.12|46.3799|41.59
2026-04-14|BKKT|9.24|8.98|9.86|8.67
2026-04-14|BMM|7.85|7.92|8.42|7.64
2026-04-14|BNAI|54.07|52.7|57.87|32.69
2026-04-14|CHPT|5.95|6.26|6.87|6.71
2026-04-14|CIFU|23.92|24.11|27.348|22.22
2026-04-14|CLSK|11.235|11.27|12.2352|11.51
2026-04-14|CLSX|14.47|14.44|16.92|14.87
2026-04-14|COIA|11.58|11.94|16|13.1856
2026-04-14|COIG|7.3|7.58|10.24|8.4588
2026-04-14|CONX|8.95|9.3299|12.59|10.3751
2026-04-14|CRDO|154.23|159.57|184.4599|183.32
2026-04-14|CRDU|9.735|10.3175|13.5|13.4075
2026-04-14|CRMU|7.53|6.57|14.43|8.3
2026-04-14|CRMX|17.53|15.1|33.2701|18.8
2026-04-14|CRWU|9.5|9.86|10.65|9.48
2026-04-14|CVNX|16.43|17.04|20.655|19.5355
2026-04-14|CWVX|41.2|42.57|46.2|41.2
2026-04-14|ETHT|18.995|18.06|20.45|17.66
2026-04-14|ETHU|28.43|27|30.62|26.5
2026-04-14|ETU|7.515|7.15|8.07|6.99
2026-04-14|GLXU|8.19|8.16|10.64|8.905
2026-04-14|GSAT|78.8|79.91|80.93|80.35
2026-04-14|HODU|8.24|9.02|12.3357|10.5632
2026-04-14|HOOG|20|21.933|30.0001|25.65
2026-04-14|HOOW|23.98|25.5|30.82|27.85
2026-04-14|HOOX|22.64|24.86|34.06|29.1292
2026-04-14|IMSR|7|7.05|8.15|7.09
2026-04-14|IONL|12.9|15.92|28.37|25.6
2026-04-14|IONQ|31.78|35.76|48.73|46.28
2026-04-14|IONX|24.85|30.54|54.36|49.21
2026-04-14|IRDM|37.63|36.12|44.3596|42.93
2026-04-14|IRE|22.26|24.18|26.7|21.74
2026-04-14|IREG|16.52|17.87|19.71|16.1073
2026-04-14|IREX|29.79|32.335|35.67|29.04
2026-04-14|LCID|9.68|8.8|8.94|7.11
2026-04-14|LUNL|21.57|18.03|27.77|24.32
2026-04-14|MAKO|7.31|7.65|8.41|7.69
2026-04-14|MGTX|9.78|11.29|11.8499|10.17
2026-04-14|MRAM|11.78|11.6|13.01|12.55
2026-04-14|MRVU|62.43|60.28|79.95|76.4
2026-04-14|MST|23.4|23.2256|33.8|30.78
2026-04-14|MSTX|23.34|23.16|35.9|32.21
2026-04-14|MVLL|16|15.43|20.45|19.5167
2026-04-14|NBIG|17.03|17.26|18.63|15.93
2026-04-14|NBIL|24.205|24.43|26.45|22.77
2026-04-14|NEBX|25|25.32|27.3967|23.51
2026-04-14|NNE|23.33|23.52|27.05|23.78
2026-04-14|OCC|11.86|10.98|12.27|10.97
2026-04-14|OKLL|8.315|8.11|12.69|9.11
2026-04-14|OKLO|59.09|58.58|74.21|62.61
2026-04-14|OMDA|12.55|12.46|14.55|14.29
2026-04-14|ORCL|167.93|163|185.34|181.17
2026-04-14|ORCU|12.15|11.54|14.77|14.12
2026-04-14|ORCX|34.2|32.34|41.42|39.59
2026-04-14|PLU|38|34.91|48.58|42.22
2026-04-14|PONY|10.48|10.36|11.94|11.15
2026-04-14|PRAX|325.95|343.6|349.9999|340.84
2026-04-14|PSTV|6.02|5.43|7.6|7.14
2026-04-14|QBTX|8.69|10.52|17.7|14.57
2026-04-14|QPUX|18.19|21.02|32.74|28.55
2026-04-14|QUBX|9.07|10.29|15.5|13.48
2026-04-14|RDTL|18.42|19.17|22.69|19.53
2026-04-14|RDWU|12.46|10.9|14.29|11.79
2026-04-14|RENT|6.76|5.22|5.87|4.8
2026-04-14|RGTIW|6.5|7|9.61|8.276
2026-04-14|RGTU|17.72|20.37|28.28|23.13
2026-04-14|RGTX|18.1|20.5|28.75|23.5
2026-04-14|RIOX|30.41|31.07|32|28.2
2026-04-14|RKLX|33.045|31.81|50.5|44.89
2026-04-14|ROBN|19.93|21.97|30.1499|25.69
2026-04-14|ROLR|10.51|7.41|8.6432|7.56
2026-04-14|RONB|23.15|23.16|24.5303|24.12
2026-04-14|SBET|7.11|7.14|8.085|7.36
2026-04-14|SMCX|11.67|11.84|14.175|12.81
2026-04-14|SMR|10.34|10.25|13.3|11.67
2026-04-14|SMU|12.03|11.95|19.25|14.89
2026-04-14|SMUP|9.12|9.09|14.6395|11.34
2026-04-14|SNAG|6.25|7.03|8.58|7.11
2026-04-14|SNOU|13.64|13.73|17.9|16.835
2026-04-14|SOFX|11.25|11.73|14.6689|12.81
2026-04-14|TEMT|19.3|20.9|28.11|25.32
2026-04-14|TVTX|41.53|42.13|42.66|38.78
2026-04-14|USAX|16.75|15.9|31.5599|27.78
2026-04-14|WULX|36.46|39.01|39.88|34.48
2026-04-14|XNDU|12.55|14.83|42.44|22.9
2026-04-14|XZO|16.24|16.18|17.82|16.58
2026-04-16|ABX|8.86|8.86|9.74|9.21
2026-04-16|AEHR|84.66|80.85|101.99|95.51
2026-04-16|ALGS|8.08|7.66|7.4|6.13
2026-04-16|ANL|15|13.69|17.25|14.91
2026-04-16|APPX|39.65|36.56|40.6599|34.45
2026-04-16|ARCX|21.58|19.98|22.4999|17.76
2026-04-16|ARQQ|17.61|15.77|16.9|14.45
2026-04-16|BBGI|14.3|14|24.9|22.4
2026-04-16|CDNA|21.75|22.42|23.2399|20.06
2026-04-16|DLLL|5.1438|5.9613|7.6237|7.1806
2026-04-16|EOSU|44.58|43.4967|51.36|40.49
2026-04-16|GLND|5.84|7.96|7.47|7.31
2026-04-16|HIMS|26.15|26.99|31.855|28.15
2026-04-16|HIMZ|35.05|36.93|50.5|39.27
2026-04-16|HQ|13|11.75|13.48|11.5
2026-04-16|IONL|23.93|24.06|28.7|22.58
2026-04-16|IONQ|44.51|44.68|49.13|43.63
2026-04-16|IONX|45.81|46.06|55|43.22
2026-04-16|LITX|39.29|45.25|48.5899|40.49
2026-04-16|MGTX|9.55|9.48|10.64|9.32
2026-04-16|MOVE|15.13|15.89|17.52|16.42
2026-04-16|MRLN|17|16.09|16.79|12.73
2026-04-16|NEXA|16.455|14.87|16.75|14.79
2026-04-16|NN|18.665|21.49|24.1878|17.92
2026-04-16|NNE|25.5|24.55|28.33|25.33
2026-04-16|NUCL|10.25|12.2|13.85|13.21
2026-04-16|OFG|42.21|41.99|46.85|46.1
2026-04-16|OKLL|10.64|9.7|14.63|13.28
2026-04-16|OKLO|67.61|64.21|80.64|76.46
2026-04-16|OKTG|9.12|9.12|11.29|10.2127
2026-04-16|ONTO|288|267.15|301|292.31
2026-04-16|ORCU|13.435|13.75|15.385|13.31
2026-04-16|ORCX|37.68|38.53|43.12|37.28
2026-04-16|PLU|35.96|46.82|50.69|42.65
2026-04-16|PONX|50.6|45.4|53.4|39.8
2026-04-16|PPG|116|112.16|118.365|110.29
2026-04-16|QBTS|22|21.52|22.49|19.31
2026-04-16|QBTX|17.04|16.28|17.7|12.78
2026-04-16|QPUX|31.05|30.1|32.74|25.13
2026-04-16|QSU|16.21|14.27|25.09|15.61
2026-04-16|QUBX|14.83|13.73|15.65|12.41
2026-04-16|REXC|22.5|21.53|22.75|21.39
2026-04-16|RGTI|19.55|19.45|20.17|16.86
2026-04-16|RGTIW|9.11|9.13|9.59|7.54
2026-04-16|RGTU|27.1|26.74|28|19.42
2026-04-16|RGTX|27.28|26.93|28.75|19.72
2026-04-16|RKLB|76.97|82.93|93.1|84.6
2026-04-16|RKLX|35.99|41.35|51.4|42.42
2026-04-16|SGML|19.52|20.7|22.3187|20.16
2026-04-16|SKIL|5.89|6.64|7.61|6.54
2026-04-16|SMR|12.41|11.41|14.198|12.72
2026-04-16|SMU|17.23|14.54|21.34|17.19
2026-04-16|SMUP|13.16|11.05|16.12|13.19
2026-04-16|SOFX|13.96|13.19|14.6689|12.1
2026-04-16|SOUX|22.29|19.93|26.18|20.2004
2026-04-16|UMC|10.47|10.62|12.82|12
2026-04-16|VOYG|31.39|32.54|33.94|30.12
2026-04-16|WSHP|24.115|14.265|19.14|10.36
2026-04-16|XNDU|29.5|32.67|39.99|28.85
2026-04-17|AALG|11.61|11.08|10.32|9.8264
2026-04-17|ADV|27.79|30.69|35.27|33.39
2026-04-17|AFRU|8.86|9.22|10.32|8.76
2026-04-17|ALV|125.15|118.92|123.02|117.81
2026-04-17|ASMG|38.31|38.15|39.09|37.9256
2026-04-17|ASMU|25.1|24.94|25.62|24.79
2026-04-17|BIRD|12.53|10.8|12.5|7.02
2026-04-17|BJRI|38.04|39.19|39.75|38.17
2026-04-17|BTM|5.46|5.3|8.3|7.29
2026-04-17|CDRE|31.39|31.32|31.755|29.46
2026-04-17|COIA|14.68|14.84|15.6|13.68
2026-04-17|COIG|9.39|9.4799|9.96|8.715
2026-04-17|CONX|11.53|11.62|12.2464|10.7074
2026-04-17|CRDU|10.7675|10.3375|15.615|15
2026-04-17|CRML|11.31|12.56|13.68|11.51
2026-04-17|CRMU|10.34|12.44|14.43|9.75
2026-04-17|CRMX|23.7|28.36|33.2701|22.3
2026-04-17|CRVS|16.87|16.74|19.7|16.08
2026-04-17|DSU|9.82|9.85|9.9|9.89
2026-04-17|DUG|21.05|20.67|20.795|19.32
2026-04-17|GDXU|255.82|260.56|253.69|208.87
2026-04-17|HODU|11.56|11.71|12.1188|10.0991
2026-04-17|HOOG|28.11|28.5|29.48|24.5604
2026-04-17|HOOX|31.68|32.301|33.37|27.8208
2026-04-17|JOBX|24.05|22.76|23.63|19.1
2026-04-17|KORU|25.4085|25.7925|27.2955|26.322
2026-04-17|KPDD|9.78|9.26|9.19|8.0366
2026-04-17|KURA|9.5|9.68|10.035|9.26
2026-04-17|MGRT|119.1|116.16|157.04|137
2026-04-17|NFXS|16.14|16.01|16.98|16.8785
2026-04-17|NRXS|7.4|7.22|8.3999|7.86
2026-04-17|NUCL|12.79|11.21|14.22|13.09
2026-04-17|OILD|50.75|49.1|49.55|43.56
2026-04-17|P|68|66.97|72.09|71.43
2026-04-17|PBM|9.82|7.6|16.9593|7.91
2026-04-17|PDDL|24.08|22.62|22.5|19.77
2026-04-17|ROBN|28.11|28.51|29.5143|24.64
2026-04-17|ROLR|7.65|7.58|10.2|9.38
2026-04-17|SHMD|5.71|6.9|7.395|6.97
2026-04-17|SILC|29.39|28.7|32.845|30.57
2026-04-17|SMU|16.11|17.66|21.34|15.11
2026-04-17|SMUP|12.22|13.36|16.12|11.55
2026-04-17|SOUX|21.5|21.88|26.18|21.9
2026-04-17|TEMT|27.49|26.11|27.8632|22.47
2026-04-17|UMC|11.85|11.66|12.82|12.28
2026-04-17|USAX|20.95|21.76|35.595|25.05
2026-04-17|USGG|12.81|13.2|21.5604|15.1734
2026-04-17|WSHP|19.09|15.87|14.56|9.87
2026-04-17|WTID|5.91|5.8|5.82|5.1901
2026-04-17|XNDU|38.5|30.2|35.0796|30.95
2026-04-20|ACLS|121.5|131.02|147.94|137.46
2026-04-20|ALMR|22.34|22|27|26.69
2026-04-20|AOSL|35.66|39.9|45.9699|42.34
2026-04-20|ASTN|16.04|14.01|16.24|14.9
2026-04-20|ATXG|6.26|7.4|7.3851|5.6
2026-04-20|AVEX|30.4|33.41|38.97|33.95
2026-04-20|BIRD|11.2|11.02|11.49|6.7
2026-04-20|BLD|489|489.83|490.785|445.78
2026-04-20|BMNZ|15.11|14.68|15.9|15.73
2026-04-20|BWET|151.42|138.7|145.7|140.14
2026-04-20|CADL|6.382|7.22|7.555|6.29
2026-04-20|CMCT|5.99|6.4|6.99|5.26
2026-04-20|CMPS|8.645|9.46|9.9|8.89
2026-04-20|CODI|10.57|11.46|11.9799|11.6
2026-04-20|DFTX|25.63|23.18|24.17|20.98
2026-04-20|EDSA|6.03|6.75|11.8719|11.17
2026-04-20|ETHD|49.94|49.41|51.94|50.99
2026-04-20|FGI|7.4674|9.79|12.43|6.84
2026-04-20|GHRS|21.44|21.5|22.3599|19.595
2026-04-20|HELP|5.85|5.61|6.2586|5.4
2026-04-20|HIMZ|40.6118|48.15|48.745|42.31
2026-04-20|HQ|11.5|13.05|13.26|11.63
2026-04-20|IONZ|7.01|6.1|8.085|7.12
2026-04-20|JLHL|6.56|9.44|12.78|10.15
2026-04-20|JTAI|8.41|6.94|8.38|6.67
2026-04-20|KSPI|87.01|91.81|92.3|89.29
2026-04-20|LEGN|21.71|25.07|26.29|23.65
2026-04-20|LNZA|22.71|24.49|25.94|24.98
2026-04-20|LWLG|12.37|14.18|15.29|12.45
2026-04-20|LZM|5.69|5.45|5.94|4.94
2026-04-20|MAAS|9.72|10.34|14.25|8.75
2026-04-20|MRVL|147.51|147.84|170.84|158.21
2026-04-20|MRVU|72.94|73.18|96.64|82.95
2026-04-20|MVLL|18.6167|18.6667|24.6833|21.2067
2026-04-20|MXL|26.5|31.73|63.52|51.65
2026-04-20|NKTR|97.48|100.35|106.42|86.735
2026-04-20|NXTC|10.51|11.7|13.18|9.62
2026-04-20|ONDG|6.16|7.3|8.49|7.54
2026-04-20|ONDL|17.23|20.4|23.76|21.09
2026-04-20|ONDU|9.83|11.62|13.5|12.04
2026-04-20|OWLS|5.3952|5.92|6.39|5.905
2026-04-20|PBM|13.115|11.3|11.47|7.05
2026-04-20|POET|7.315|8.59|15.5|7.95
2026-04-20|ROMA|5.37|6|6.962|6.45
2026-04-20|SHIM|5.31|5.23|6.71|6.67
2026-04-20|SILA|30.505|30.4|30.455|30.42
2026-04-20|SKYQ|9.33|9.13|10.2486|5.45
2026-04-20|SOC|13.49|13.59|14.79|13.46
2026-04-20|STEL|37.84|37.94|38.105|37.56
2026-04-20|USAR|21.4|22.58|25.95|23.51
2026-04-20|USAX|24.67|27.37|35.595|28.61
2026-04-20|USGG|15.09|16.561|21.5604|17.4266
2026-04-20|VCX|86|91.92|99|85
2026-04-20|VMET|12.33|13.37|13.47|12.59
2026-04-20|VTIX|6.22|6.77|7.65|3.57
2026-04-21|ALAB|188.75|191.97|214.2374|183.31
2026-04-21|ALMU|18.07|17.28|21.25|18.91
2026-04-21|AVEX|37.39|35.99|37.66|29.9
2026-04-21|BIOA|18.8|19.61|20.36|17.44
2026-04-21|BTM|7.1|6.42|8.3|6.02
2026-04-21|BULL|7.43|7.02|7.42|7.1
2026-04-21|CAR|624|713.97|847.6999|182.005
2026-04-21|DHI|166.98|162.2|164.605|156.41
2026-04-21|EFOI|5.74|4.53|5.4|3.84
2026-04-21|EGY|5.58|5.94|6.6|6.56
2026-04-21|EWTX|33.95|32.45|32.93|30.99
2026-04-21|FJET|5.88|6.45|7.25|5.82
2026-04-21|FRMI|5.76|5.06|6.255|5.29
2026-04-21|GRPN|17.48|16.66|17.88|14.29
2026-04-21|HCAI|5.94|6.79|9.95|5.58
2026-04-21|HTCO|10.6|10.06|56.59|8.09
2026-04-21|IMOS|46.65|45.92|51.08|42.87
2026-04-21|JLHL|10.7|10|14.5|10.74
2026-04-21|LCID|7.18|7.11|7.22|5.87
2026-04-21|LZM|5.81|5.48|5.4|4.76
2026-04-21|MOB|5.48|6.08|6.85|6.67
2026-04-21|MXL|33.52|33.7|63.52|52.01
2026-04-21|NVTS|14.445|15.33|19.79|15.12
2026-04-21|PBI|14.25|14.63|15.95|15.82
2026-04-21|POET|9.03|10.25|15.5|8.03
2026-04-21|QTTB|6.99|6.42|6.84|5.72
2026-04-21|SNSE|32.81|30.36|33.23|29.11
2026-04-21|SOUN|8.85|7.85|8.43|8.06
2026-04-21|UNH|353.01|346.01|369.63|366.77
2026-04-21|UPBD|20.75|19.78|20.275|19.06
2026-04-21|VCX|95.5|89|94.16|78.65
2026-04-21|YSS|39.28|41.35|44.54|31.93
2026-04-22|AGL|25|28.32|29.19|27.89
2026-04-22|ANRO|26.22|27.16|27.87|24.3
2026-04-22|ARMP|14.98|13.91|14.24|9.55
2026-04-22|ASST|16.38|16.66|16.7633|14.41
2026-04-22|ASTS|84.66|84.66|83.43|69.85
2026-04-22|BNAI|34.2|33.67|32.76|27.68
2026-04-22|BSX|62.51|64.87|66.88|57.15
2026-04-22|BTGO|11.5|11.69|11.7|9.7
2026-04-22|BTM|6.53|7.6|8.29|5.94
2026-04-22|CAR|774.99|443.94|403.68|181.15
2026-04-22|CVKD|5.54|5.86|5.9552|5.59
2026-04-22|DQ|20.67|23.24|23.5899|19.35
2026-04-22|EXOD|8.05|8.73|9.0299|7.07
2026-04-22|FBYD|13.97|15.5|18|16.52
2026-04-22|FCEL|9.99|11.8|13.66|13.64
2026-04-22|FRMI|5.155|5.86|6.255|5.03
2026-04-22|GEV|1076.16|1127.56|1181.95|1063.11
2026-04-22|GLSI|24.05|24.94|25|21.6
2026-04-22|GSIT|6.74|7.55|7.97|7.09
2026-04-22|HCAI|8.64|9.74|9|5.47
2026-04-22|HCSG|24|22.89|22.89|21.33
2026-04-22|HQ|12.01|11.95|12.6999|10
2026-04-22|IMOS|49.1|50.74|46.73|42.52
2026-04-22|INBX|147.5|115.09|133.295|124.82
2026-04-22|JBIO|23.01|25.38|28|22.32
2026-04-22|KYTX|11.08|10.23|10.26|8.4
2026-04-22|KZIA|10.5|11.53|12.75|12.42
2026-04-22|LEU|196|217.08|230.49|191.98
2026-04-22|MAAS|8.78|10.3|12.9|10.24
2026-04-22|MAS|74.17|73.96|76.06|71.26
2026-04-22|MAZE|27.33|26.5|27.145|25.68
2026-04-22|MCRI|103|114.24|120.63|119.34
2026-04-22|MOB|6.3|6.6|6.8256|5.98
2026-04-22|MPLT|28.16|32.13|32.01|30.29
2026-04-22|MSTR|174.925|179.36|180.92|158.19
2026-04-22|NMAX|7.5|9.24|9.59|5.83
2026-04-22|NNE|24.89|27.39|28.33|22.42
2026-04-22|NUCL|10.94|12.46|14.22|11.17
2026-04-22|NVTS|16.125|18.47|19.79|15.48
2026-04-22|OCC|11.6|11.7|13.95|9.12
2026-04-22|POET|11.525|12.77|15.5|6.6
2026-04-22|PURR|6.01|6.14|6.48|5.83
2026-04-22|RCI|34.18|37.48|38.475|36.26
2026-04-22|RCUS|25|26.62|26.43|24.13
2026-04-22|RDW|10.73|11.93|11.18|8.6
2026-04-22|ROLR|7.85|8.5|12.8499|9.4
2026-04-22|SHLS|7.14|7.5|8.06|7.34
2026-04-22|SPRB|56.75|52.36|58.2885|55.52
2026-04-22|SUPX|8.43|10.47|11.93|7.94
2026-04-22|TFX|136|138.81|138.56|133.3
2026-04-22|TRT|7.11|8.26|19.1|11.14
2026-04-22|USAR|24.18|25.41|25.35|22.03
2026-04-22|VELO|15.87|14.96|18.05|12.89
2026-04-22|WATT|24.27|24.47|34.46|32.32
2026-04-22|WLAC|14|14.34|17.44|16.99
2026-04-22|WOLF|26.49|27.75|32.77|25.63
2026-04-22|WSHP|11.28|12.11|11.9582|8.77
2026-04-22|WW|9.15|10|11.72|10.13
2026-04-22|XNDU|26.91|34.75|34.85|27.9
2026-04-23|AKAN|12.69|9.37|54.6442|48.96
2026-04-23|AMSC|51.25|46.15|53.65|53.54
2026-04-23|APLD|34.8|36.35|38.54|34.25
2026-04-23|BTM|7.47|7.39|7.89|6.67
2026-04-23|CHDN|92.01|97.91|102.89|100.99
2026-04-23|CMCSA|30.5|31.64|31.03|27.04
2026-04-23|CMCT|5.83|5.54|6.27|5.18
2026-04-23|EGG|6.5|6.25|7.49|7.16
2026-04-23|EQPT|22.28|24.53|24.79|20.995
2026-04-23|GLND|6.24|7.31|7.99|3.06
2026-04-23|GSHD|53.37|50.77|50.71|44.79
2026-04-23|HAS|95.175|96.58|97.72|95.84
2026-04-23|HELE|24.81|23.82|24.42|23.15
2026-04-23|HIMS|30.33|28.15|31.3298|27.17
2026-04-23|HLX|10|9.7|10.45|10.35
2026-04-23|HRI|115|121.46|140.85|126.92
2026-04-23|HXL|90.965|91.32|94.0699|93.87
2026-04-23|IMSR|8.58|7.74|8.23|7.26
2026-04-23|LYTS|22.44|22.67|24.33|24.31
2026-04-23|MAAS|10.19|9.11|12.7|9.7
2026-04-23|MBLY|8.95|8.7|9.49|8.69
2026-04-23|MNTS|6.74|5.64|6.78|4.64
2026-04-23|MOH|164.76|174.7|198.415|194.62
2026-04-23|NOK|10.775|10.33|12.92|12.91
2026-04-23|NUCL|13.48|13.21|14.22|11.35
2026-04-23|OKLO|77.73|76.46|81.5|72.5
2026-04-23|ON|92.805|97.78|101.69|100.81
2026-04-23|PBM|8.57|9.03|10.14|6.59
2026-04-23|PENN|15.5|17.26|18.245|17.46
2026-04-23|QS|9.657|7.41|8.43|7.29
2026-04-23|RDY|13.66|13.58|14.2|13.64
2026-04-23|RYM|34|28.025|36.5|30.5
2026-04-23|SHMD|6.7|6.24|7.35|5.92
2026-04-23|STM|48.13|49.71|55.305|55.14
2026-04-23|SUNB|74.35|76.35|78.05|76.53
2026-04-23|SUPX|10.62|9.8|10|7.78
2026-04-23|THRM|31|29.61|31.19|30.1
2026-04-23|TLRY|9.3|6.94|6.96|6.24
2026-04-23|TRT|11|13.78|19.1|14.07
2026-04-23|TXN|260.31|282.23|287.83|281.08
2026-04-23|TZOO|9.77|9.48|10.53|9.79
2026-04-23|URI|943.01|986.78|1001.12|959.84
2026-04-23|WST|308.005|309.7|316|297.59
2026-04-24|AMD|336.755|347.81|362.79|360.54
2026-04-24|AMKR|77.755|78.1|79.23|71.09
2026-04-24|AOSL|43.11|44.45|45.43|43.08
2026-04-24|APOG|39|38.29|39.035|36.3
2026-04-24|APPF|166.85|169.29|177.47|173.1
2026-04-24|ARM|221.96|234.81|227.3|211.18
2026-04-24|ATOM|6.5|8.6|11.125|11.09
2026-04-24|CAR|235.4|204|206.1099|185.55
2026-04-24|CHE|444.5|421.11|431.14|422.16
2026-04-24|CMPS|9.715|9.58|9.88|9.01
2026-04-24|CTEV|22.535|23.81|27.05|24.93
2026-04-24|EGG|6.29|6.31|7.49|7.01
2026-04-24|ELVR|85.01|86.24|99.6|96.56
2026-04-24|GNTX|24.43|23.88|24.82|22.75
2026-04-24|INTC|82.2|82.54|100.45|99.62
2026-04-24|INTT|17.71|18.36|20|18.65
2026-04-24|LABT|86.5|73.5|60.565|34.3
2026-04-24|MAAS|9.21|9.2|12.7|9.64
2026-04-24|MIGI|6.3|7.37|8.5|
2026-04-24|MXL|54|60.32|80.06|77.18
2026-04-24|OGN|10.745|11.26|13.39|13.29
2026-04-24|PBM|9.84|7.91|7.4|6.25
2026-04-24|PDC|7.15|7.16|8.33|8.325
2026-04-24|PDFS|50.12|46.49|47.35|44.55
2026-04-24|POET|13.558|15.1|10.42|7.31
2026-04-24|QCOM|145.61|148.85|186.8899|177.01
2026-04-24|QS|7.5|7.22|7.75|7.26
2026-04-24|RMBS|149.67|158.4|157.035|111.93
2026-04-24|SPT|5.7|5.99|6.575|6.5
2026-04-24|SXT|108.47|123.15|129.35|112.93
2026-04-24|TRAX|20.2|18.16|25.58|22.38
2026-04-24|TRT|11.87|16.52|15.9144|14.06
2026-04-24|UVE|37.5|39.48|41.96|39.7
2026-04-24|WKC|28.745|26.11|27.627|27.1
2026-04-24|WOLF|29.1|31.23|37.55|36.76
2026-04-24|WSHP|10.46|9.87|11.16|8.8
2026-04-24|XNDU|32.02|30.95|38.44|36.12
2026-04-27|ALMU|19.99|19.98|26.22|22.96
2026-04-27|AMSC|52.39|49.64|54.2|50.3
2026-04-27|ASYS|18.64|17.73|17.94|16.48
2026-04-27|ATOM|8.5|7.63|11.125|10.37
2026-04-27|BBIO|75.86|74.52|84.75|68.99
2026-04-27|BEAM|27.43|29.165|31.93|30.08
2026-04-27|BW|14.97|15.45|15.83|15.08
2026-04-27|CADL|6.5|6.29|7.54|7.53
2026-04-27|CLF|10.32|10.61|10.59|10.25
2026-04-27|CRML|12.425|14.45|13.96|12.91
2026-04-27|CRSP|50.59|50.99|54.4127|53.58
2026-04-27|CVV|6.46|6.49|8.455|7.38
2026-04-27|DDI|9.64|9.19|11.0758|11
2026-04-27|EDSA|7.375|11.17|20.32|16.11
2026-04-27|ELWT|7|6.98|7.55|7.16
2026-04-27|FGI|9.5|6.84|8.8|7.365
2026-04-27|GLND|7.99|5.41|3.52|2.85
2026-04-27|HTCO|13|38.22|34.7899|7.36
2026-04-27|ICL|5.63|5.54|5.58|5.53
2026-04-27|INTT|18.85|17.86|20|18.54
2026-04-27|INV|6.95|7.12|6.76|6.28
2026-04-27|JOE|71.07|71.32|72.55|65.18
2026-04-27|LION|12.5|12.24|12.835|12.62
2026-04-27|MANE|81.07|100.1|114.5|105.26
2026-04-27|MRAM|14.4|13.81|22.69|18.75
2026-04-27|MX|5.61|5.21|5.07|3.56
2026-04-27|MXL|60.935|51.65|83.82|78.12
2026-04-27|NTLA|14.23|13.04|14.16|13.87
2026-04-27|OGN|13.215|13.16|13.39|13.26
2026-04-27|ORKA|90.02|76.39|84.97|66.46
2026-04-27|PENG|31|29.05|33.62|32.4
2026-04-27|POET|9.565|7.95|8.84|7.11
