KLAR|2026-05-14|HIGH|84|19.57|2026-05-14 07:50:00|strong|||1.08
KSS|2026-05-28|MODERATE|64.8|21.73|2026-05-28 09:45:00|routine|||3.34
KTOS|2026-05-28|MODERATE|64.8|10.54|2026-05-28 07:00:00|strong|||2.39
KURA|2026-04-17|HIGH|100|15.75|2026-04-17 07:30:10|strong|||
KYMR|2026-06-25|MODERATE|80|21.17|2026-06-25 09:50:00|strong|judge|HIGH|2.21
KYTX|2026-04-22|HIGH|100|21.11|2026-04-22 07:00:10|strong|||
LAC|2026-06-02|MODERATE|54.7|11.43|2026-06-02 07:20:00|strong|||-3.48
LASR|2026-05-08|HIGH|72|14.56|2026-05-08 07:00:00|game_changer|||17.37
LC|2026-04-28|MODERATE|50.4|8.93|2026-04-28 09:50:59|strong|||3.32
LIVN|2026-05-06|HIGH|72|14.43|2026-05-06 09:50:00|game_changer|||9.84
LZB|2026-06-17|HIGH|54|26.5|2026-06-17 09:50:00|routine|judge|MODERATE|5.21
MANE|2026-07-15|HIGH|72|11.08|2026-07-15 09:00:00|game_changer|judge|HIGH|
MAS|2026-04-22|MODERATE|57.6|12.67|2026-04-22 11:21:28|strong|||
MBLY|2026-04-23|MODERATE|64.8|10.76|2026-04-23 07:35:09|strong|||
MICC|2026-04-30|MODERATE|54.7|10.72|2026-04-30 08:15:18|strong|||3.82
MLTX|2026-06-22|HIGH|96|19.1|2026-06-22 07:00:00|game_changer|judge|HIGH|0.72
MMYT|2026-06-15|MODERATE|60.5|12.81|2026-06-15 09:50:00|routine|judge|MODERATE|5.59
MNDY|2026-05-11|HIGH|100.8|19.16|2026-05-11 07:20:00|strong|||2.03
MOH|2026-04-23|MODERATE|64.8|10.46|2026-04-23 09:50:47|strong|||
MRAM|2026-05-11|HIGH|115.2|29.68|2026-05-11 07:00:00|strong|||29.2
MRLN|2026-06-05|MODERATE|60|27.99|2026-06-05 07:00:00|routine|||5.99
MRVL|2026-06-02|HIGH|115.2|24.87|2026-06-02 07:00:00|strong|||11.49
MTSI|2026-05-07|HIGH|84|17.14|2026-05-07 08:20:00|strong|||16.48
MU|2026-06-25|HIGH|96|17.71|2026-06-25 07:00:00|game_changer|judge|HIGH|-1.22
NAVN|2026-06-11|HIGH|80|17.87|2026-06-11 07:00:00|game_changer|judge|HIGH|-2.34
NEO|2026-04-29|MODERATE|54.7|10.31|2026-04-29 07:00:36|strong|||8.2
NKTR|2026-04-20|HIGH|100|24.46|2026-04-20 11:18:12|strong|||
NMAX|2026-04-22|HIGH|93.6|28.35|2026-04-22 11:20:28|routine|||
NNE|2026-05-26|MODERATE|50.4|13.15|2026-05-26 08:25:00|routine|||8.67
NOW|2026-06-01|MODERATE|54.7|10.31|2026-06-01 07:20:00|strong|||-2.3
NRIX|2026-06-08|HIGH|75.6|11.5|2026-06-08 07:05:00|game_changer|||20.91
NTLA|2026-04-27|MODERATE|57.6|29.57|2026-04-27 07:00:12|routine|||8.59
NVTS|2026-06-03|HIGH|84|15.39|2026-06-03 09:00:00|strong|||2.3
NXPI|2026-04-29|HIGH|100|18.28|2026-04-29 07:00:24|strong|||5.07
OKLO|2026-05-26|MODERATE|64.8|11.68|2026-05-26 08:25:00|strong|||7.51
OLED|2026-05-01|MODERATE|54.7|13.5|2026-05-01 09:55:00|routine|||5.35
OMCL|2026-04-28|HIGH|96|22.24|2026-04-28 08:25:10|strong|||1.96
ORCX|2026-04-16|MODERATE|57.6|9.87|2026-04-16 08:30:18|strong|||
ORKA|2026-04-27|HIGH|100|48.04|2026-04-27 07:25:10|strong|||11.23
OUST|2026-06-29|MODERATE|70|16.02|2026-06-29 09:50:00|strong|judge|MODERATE|17.98
PACS|2026-05-12|HIGH|96|22.26|2026-05-12 07:00:00|strong|||3.71
PAR|2026-05-08|MODERATE|54|9.34|2026-05-08 07:40:00|strong|||8.51
PCT|2026-05-07|HIGH|100|22.7|2026-05-07 07:00:00|strong|||44.3
PD|2026-05-29|MODERATE|50.4|18.15|2026-05-29 08:35:00|routine|||7.54
PENG|2026-07-08|HIGH|72|10.52|2026-07-08 09:55:00|game_changer|judge|HIGH|14.52
PENN|2026-04-23|MODERATE|57.6|11.71|2026-04-23 09:50:35|strong|||
PGNY|2026-05-08|HIGH|84|18.11|2026-05-08 09:50:00|strong|||2.82
PGY|2026-06-04|HIGH|66|10.21|2026-06-04 09:55:00|strong|||3.49
PHR|2026-05-28|MODERATE|54|22.56|2026-05-28 09:45:00|routine|||12.8
PI|2026-04-30|HIGH|100|27.53|2026-04-30 09:45:42|strong|||9.14
PONY|2026-05-26|HIGH|64.8|12.66|2026-05-26 07:50:00|strong|||20.77
POWI|2026-05-26|HIGH|84|17.52|2026-05-26 09:50:00|strong|||5.84
PPTA|2026-05-22|HIGH|72|11|2026-05-22 07:00:00|game_changer|||9.95
PRCH|2026-04-29|MODERATE|54|10.01|2026-04-29 07:30:17|strong|||13.82
PRG|2026-07-15|MODERATE|80|21.65|2026-07-15 07:20:00|strong|judge|HIGH|
QBTS|2026-05-21|MODERATE|64.8|13.42|2026-05-21 09:30:00|strong|||22.57
QCOM|2026-04-30|MODERATE|60.5|10.44|2026-04-30 09:45:44|strong|||24.55
QDEL|2026-06-29|MODERATE|54|33.47|2026-06-29 09:50:00|routine|judge|MODERATE|5.16
QFIN|2026-05-27|HIGH|66|25.3|2026-05-27 09:50:00|routine|||9.59
QS|2026-04-23|MODERATE|57.6|24.56|2026-04-23 07:00:10|routine|||
QUBT|2026-05-21|MODERATE|64.8|11.51|2026-05-21 07:00:00|strong|||17.35
QURE|2026-06-17|HIGH|80|75.2|2026-06-17 08:10:00|game_changer|judge|HIGH|4.8
RCAT|2026-05-28|HIGH|100.8|16.07|2026-05-28 07:00:00|strong|||11.59
RDDT|2026-05-01|MODERATE|54.7|14.85|2026-05-01 07:00:00|strong|||6.4
RDW|2026-05-26|HIGH|84|15.04|2026-05-26 07:00:00|strong|||20.87
RIOT|2026-05-01|MODERATE|57.6|11.25|2026-05-01 09:50:00|strong|||32.27
RLAY|2026-05-21|HIGH|72|11.6|2026-05-21 09:05:00|game_changer|||8.86
RSI|2026-04-29|HIGH|84|18.67|2026-04-29 07:50:10|strong|||4.5
RUM|2026-06-04|HIGH|84|15.49|2026-06-04 09:40:00|strong|||1.69
RXT|2026-06-16|HIGH|84|17.5|2026-06-16 07:20:00|strong|judge|HIGH|38.49
SAIC|2026-06-01|MODERATE|50.4|15.51|2026-06-01 09:45:00|routine|||2.9
SE|2026-05-12|HIGH|54|13.26|2026-05-12 07:55:00|strong|||4.12
SEDG|2026-06-30|MODERATE|54.7|10.19|2026-06-30 07:35:00|strong|judge|MODERATE|2.53
SEZL|2026-05-07|HIGH|84|18.58|2026-05-07 08:10:00|strong|||6.69
SHAZ|2026-06-12|HIGH|86.4|11.87|2026-06-12 07:40:00|game_changer|judge|HIGH|56.42
SIBN|2026-05-12|HIGH|51.6|13.35|2026-05-12 07:00:00|strong|||8.27
SITM|2026-05-07|HIGH|96|31.63|2026-05-07 09:15:00|strong|||13.11
SKM|2026-06-01|MODERATE|50.4|10.69|2026-06-01 09:55:00|strong|||6.19
SLS|2026-05-20|HIGH|100.8|19.89|2026-05-20 18:40:37|strong|||2.95
SMCI|2026-05-06|HIGH|64.8|14.98|2026-05-06 07:00:00|strong|||4.93
SMU|2026-04-16|MODERATE|57.6|20.64|2026-04-16 07:00:12|routine|||
SNOW|2026-05-28|MODERATE|53.3|35.23|2026-05-28 09:45:00|routine|||19.14
SNX|2026-06-25|HIGH|72|11.22|2026-06-25 07:40:00|game_changer|judge|HIGH|1.68
STAA|2026-05-14|HIGH|96|17.31|2026-05-14 07:10:00|game_changer|||4.87
STC|2026-05-19|MODERATE|50.4|10.54|2026-05-19 07:00:00|strong|||3.33
STRL|2026-05-05|HIGH|96|29.37|2026-05-05 08:50:00|strong|||10.29
STUB|2026-05-14|HIGH|54|14.3|2026-05-14 07:00:00|strong|||20.58
STX|2026-04-29|HIGH|84|17.46|2026-04-29 07:00:31|strong|||23.12
SWBI|2026-06-18|HIGH|70|15.59|2026-06-18 07:20:00|strong|judge|HIGH|8.83
SXT|2026-04-24|MODERATE|56.4|13.81|2026-04-24 09:50:36|strong|||
SYRE|2026-06-22|HIGH|60|12.35|2026-06-22 07:00:00|game_changer|judge|MODERATE|1.73
TATT|2026-05-20|HIGH|64.8|21.57|2026-05-20 18:40:37|routine|||6.49
TE|2026-05-12|HIGH|84|18.21|2026-05-12 07:00:00|strong|||22.74
TEAM|2026-05-01|HIGH|100|26.11|2026-05-01 07:00:00|strong|||8.37
TLRY|2026-04-23|MODERATE|64.8|10.93|2026-04-23 08:40:17|strong|||
TNDM|2026-06-01|MODERATE|54.7|10.52|2026-06-01 08:45:00|strong|||7.85
TSEM|2026-07-14|HIGH|80|18.57|2026-07-14 07:00:00|game_changer|judge|HIGH|
TTAN|2026-06-05|HIGH|100.8|16.28|2026-06-05 07:00:00|strong|||1.78
TTMI|2026-04-30|HIGH|100|16|2026-04-30 07:45:21|strong|||5.28
TVTX|2026-04-14|HIGH|100|34.66|2026-04-14 09:40:16|game_changer|||
TWLO|2026-05-01|HIGH|100|19.88|2026-05-01 07:10:00|strong|||11.11
TXN|2026-04-23|MODERATE|60.5|14.12|2026-04-23 09:50:35|strong|||
UNH|2026-04-21|MODERATE|53.3|8.94|2026-04-21 09:45:20|strong|||
URI|2026-04-23|HIGH|84|17.4|2026-04-23 09:50:35|strong|||
USAX|2026-04-20|HIGH|74.9|19.62|2026-04-20 11:18:21|routine|||
USGG|2026-04-20|HIGH|79.2|19.09|2026-04-20 11:18:34|routine|||
UUUU|2026-06-18|HIGH|72|12.36|2026-06-18 08:00:00|game_changer|judge|HIGH|2.23
VCX|2026-05-05|MODERATE|60|20.65|2026-05-05 09:55:00|routine|||124.97
VG|2026-05-12|HIGH|54.7|10.07|2026-05-12 07:55:00|strong|||12.66
VIAV|2026-04-30|HIGH|100|20.92|2026-04-30 09:56:36|strong|||8.8
VIK|2026-05-14|HIGH|57.6|11.36|2026-05-14 09:55:00|strong|||0.21
VISN|2026-04-30|MODERATE|57.6|21.78|2026-04-30 09:45:42|routine|||0.98
VOYG|2026-05-05|MODERATE|54|12.51|2026-05-05 09:50:00|routine|||26.36
VPG|2026-05-12|HIGH|100.8|17.12|2026-05-12 07:25:00|strong|||26.21
VRDN|2026-05-05|MODERATE|50.4|17.16|2026-05-05 08:00:00|routine|||-1.28
VRNS|2026-04-29|MODERATE|64.8|12.62|2026-04-29 08:40:09|strong|||3.55
VSNT|2026-05-14|HIGH|100.8|15.38|2026-05-14 07:50:00|strong|||-1.44
VSTS|2026-05-12|HIGH|115.2|20.22|2026-05-12 08:55:00|strong|||5
WCC|2026-04-30|MODERATE|50.4|12.74|2026-04-30 09:56:47|strong|||5.67
WDFC|2026-07-10|HIGH|72|14.23|2026-07-10 07:40:00|game_changer|judge|HIGH|0.94
WEN|2026-06-24|MODERATE|54|25.34|2026-06-24 09:00:00|routine|judge|MODERATE|15.39
WEST|2026-05-08|HIGH|100|41.17|2026-05-08 09:50:00|strong|||8.8
WKC|2026-04-24|HIGH|84|15.78|2026-04-24 09:50:26|strong|||
WLDN|2026-05-08|HIGH|76.3|13.99|2026-05-08 09:50:00|strong|||10.87
WST|2026-04-23|HIGH|84|15.29|2026-04-23 09:55:21|strong|||
WULF|2026-07-06|HIGH|96|19.92|2026-07-06 08:20:00|game_changer|judge|HIGH|10.65
WYFI|2026-05-11|MODERATE|51.6|12.99|2026-05-11 07:00:00|strong|||15.7
ZBRA|2026-05-12|HIGH|100.8|15.33|2026-05-12 07:05:00|strong|||8.97
