ticker|d|bar_et|open|high|low|close|volume
ARM|2026-05-20|11:13|255.9899|256.2099|255.62|255.85|17416
ARM|2026-05-20|11:14|255.87|256.5899|255.21|256.44|31834
ARM|2026-05-20|11:15|256.589|257.89|255.91|257.3|65299
ARM|2026-05-20|11:16|257.27|258.58|257.06|258.03|62799
ARM|2026-05-20|11:17|258.38|258.38|257.2|257.23|35458
ARM|2026-05-20|11:18|257.38|257.695|256.7301|257.5|27358
ARM|2026-05-20|11:19|257.4901|258.415|257.4901|258.2001|32138
ARM|2026-05-20|11:20|258.34|258.9109|258.0801|258.81|57239
ARM|2026-05-20|11:21|258.85|259.36|258.69|258.7399|75632
ARM|2026-05-20|11:22|258.695|258.875|258.17|258.37|25945
ARM|2026-05-20|11:23|258.17|258.38|257.3101|257.41|37845
ARM|2026-05-20|11:24|257.42|257.52|256.8|257|25689
ARM|2026-05-20|11:25|256.91|257.4899|256.91|257.29|25412
ARM|2026-05-20|11:26|257.29|257.59|257.12|257.5218|18876
ARM|2026-05-20|11:27|257.475|257.5|257.1262|257.3|24970
ARM|2026-05-20|11:28|257.26|257.61|257.13|257.545|18848
ARM|2026-05-20|11:29|257.471|257.73|257.16|257.42|135957
ARM|2026-05-20|11:30|257.5799|258.36|257.27|258.025|32190
ARM|2026-05-20|11:31|257.995|258.71|257.95|258.23|26297
ARM|2026-05-20|11:32|258.0815|258.2|257.54|257.615|20470
ARM|2026-05-20|11:33|257.71|257.8899|257.11|257.365|23442
ARM|2026-05-20|11:34|257.48|257.74|256.79|257.66|47724
ARM|2026-05-20|11:35|257.6|257.81|257.2401|257.7325|12401
ARM|2026-05-20|11:36|257.765|258.34|257.765|258.0301|21430
ARM|2026-05-20|11:37|258.19|258.67|258.1|258.2|25815
ARM|2026-05-20|11:38|258.06|258.06|257.52|257.74|17863
ARM|2026-05-20|11:39|257.83|258.04|257.2801|257.8|28478
ARM|2026-05-20|11:40|257.81|257.83|256.91|256.91|23475
ARM|2026-05-20|11:41|256.84|257.06|256.59|257.0499|28265
ARM|2026-05-20|11:42|257.013|257.7599|257|257.7499|22809
ARM|2026-05-20|11:43|257.75|258.1|257.56|258.09|23869
ARM|2026-05-20|11:44|258.1099|258.1784|257.69|258.1|24952
ARM|2026-05-20|11:45|258.1839|258.1839|257.7701|257.86|19072
ARM|2026-05-20|11:46|257.9128|258.2|257.79|258.2|20174
ARM|2026-05-20|11:47|258.3|258.3|257.04|257.06|32568
ARM|2026-05-20|11:48|257.57|257.57|256.58|257.145|37169
ARM|2026-05-20|11:49|256.95|257.34|256.92|257.15|23812
ARM|2026-05-20|11:50|257.34|257.8599|257.22|257.55|16683
ARM|2026-05-20|11:51|257.5002|258.2|257.5002|258.11|20972
ARM|2026-05-20|11:52|258.18|258.18|257.67|257.835|16037
ARM|2026-05-20|11:53|257.835|258.1|257.27|257.5501|26604
ARM|2026-05-20|11:54|257.812|258.168|257.51|257.65|30747
ARM|2026-05-20|11:55|257.51|257.65|257.51|257.54|10685
ARM|2026-05-20|11:56|257.51|257.61|257.37|257.6|9895
ARM|2026-05-20|11:57|257.61|257.7499|256.87|257.56|28035
ARM|2026-05-20|11:58|257.31|258|257.26|257.91|17765
ARM|2026-05-20|11:59|257.7101|258.1|257.6001|257.945|23739
ARM|2026-05-20|12:00|257.82|258.18|257.705|257.79|19863
ARM|2026-05-20|12:01|257.8894|258.18|257.6701|257.79|29826
ARM|2026-05-20|12:02|257.9099|258.1638|257.42|257.6|25289
ARM|2026-05-20|12:03|257.724|257.724|257.0685|257.12|20740
ARM|2026-05-20|12:04|257.13|257.35|257.1|257.24|14590
ARM|2026-05-20|12:05|257.29|257.6799|257.21|257.525|12860
ARM|2026-05-20|12:06|257.4346|257.9019|257.2201|257.9019|33033
ARM|2026-05-20|12:07|257.92|257.99|257.32|257.39|22844
ARM|2026-05-20|12:08|257.3871|257.3899|256.4106|256.4908|36553
ARM|2026-05-20|12:09|256.47|256.895|256.4201|256.655|15340
ARM|2026-05-20|12:10|256.655|257|256.47|256.47|15321
ARM|2026-05-20|12:11|256.615|256.615|255.96|256.0701|30828
ARM|2026-05-20|12:12|256.13|256.585|256.08|256.5199|13955
ARM|2026-05-20|12:13|256.5|256.9799|256.5|256.915|11589
ARM|2026-05-20|12:14|256.83|256.91|256.5|256.62|16250
ARM|2026-05-20|12:15|256.69|256.77|255.6054|255.69|33468
ARM|2026-05-20|12:16|255.69|255.8|255.2201|255.435|23567
ARM|2026-05-20|12:17|255.44|255.7799|255.12|255.6337|28854
ARM|2026-05-20|12:18|255.44|255.6399|255.02|255.02|25302
ARM|2026-05-20|12:19|255.14|255.14|254.18|254.4|82013
ARM|2026-05-20|12:20|254.36|255.4099|254.29|255.29|52371
ARM|2026-05-20|12:21|255.3656|255.75|254.88|255.725|36061
ARM|2026-05-20|12:22|255.62|256.14|255.34|255.78|27154
ARM|2026-05-20|12:23|255.745|255.8|255.38|255.68|14704
ARM|2026-05-20|12:24|255.718|255.718|254.83|254.885|29422
ARM|2026-05-20|12:25|254.81|254.96|254.194|254.755|25079
ARM|2026-05-20|12:26|254.755|255.16|254.6207|254.81|22206
ARM|2026-05-20|12:27|254.94|255.55|254.8501|255.335|19549
ARM|2026-05-20|12:28|255.4499|255.45|254.7|254.875|35198
ARM|2026-05-20|12:29|254.6501|255.8593|254.595|255.695|23863
ARM|2026-05-20|12:30|255.89|256|255.3|255.44|23299
ARM|2026-05-20|12:31|255.43|256.1099|255.31|255.97|23023
ARM|2026-05-20|12:32|256.035|256.4999|255.8701|256.05|39335
ARM|2026-05-20|12:33|256.3799|256.3799|255.46|255.54|19329
ARM|2026-05-20|12:34|255.8899|255.9799|255.36|255.8871|18900
ARM|2026-05-20|12:35|255.855|256.11|255.6901|255.978|18364
ARM|2026-05-20|12:36|255.8863|256.38|255.86|256.12|18474
ARM|2026-05-20|12:37|256.38|256.61|255.2|255.31|60691
ARM|2026-05-20|12:38|255.315|256.263|255.11|255.965|17692
ARM|2026-05-20|12:39|255.97|255.97|254.7|254.702|31760
ARM|2026-05-20|12:40|254.7|255.0699|254.385|254.7|22301
ARM|2026-05-20|12:41|254.7|255.73|254.4|255.73|25592
ARM|2026-05-20|12:42|255.72|255.92|255.5|255.85|17627
ARM|2026-05-20|12:43|255.72|255.94|255.22|255.93|15635
ARM|2026-05-20|12:44|255.9|255.9822|255.15|255.52|27200
ARM|2026-05-20|12:45|255.55|255.59|254.8501|254.86|17277
ARM|2026-05-20|12:46|254.97|255.1|254.85|254.9|14814
ARM|2026-05-20|12:47|255.005|255.0175|254.54|254.73|17433
ARM|2026-05-20|12:48|254.735|254.9699|254.2415|254.69|17872
ARM|2026-05-20|12:49|254.7|255.22|254.6101|255.22|14004
ARM|2026-05-20|12:50|255.12|255.4856|254.9301|255.16|14428
ARM|2026-05-20|12:51|255.28|255.4999|255.1|255.3499|10845
ARM|2026-05-20|12:52|255.27|255.3499|254.8101|254.8101|22913
ARM|2026-05-20|12:53|254.9188|255.08|254.81|254.995|8682
ARM|2026-05-20|12:54|255|255.49|255|255.375|15298
ARM|2026-05-20|12:55|255.4|255.5|255.07|255.32|10501
ARM|2026-05-20|12:56|255.14|255.29|254.71|254.71|14358
ARM|2026-05-20|12:57|254.71|254.71|253.85|254.1301|36169
ARM|2026-05-20|12:58|254.385|254.7523|254.2|254.3|10066
ARM|2026-05-20|12:59|254.35|254.74|254.2|254.364|19450
ARM|2026-05-20|13:00|254.3575|254.6599|253.84|254.19|22905
ARM|2026-05-20|13:01|254.255|254.6099|254.09|254.285|11193
ARM|2026-05-20|13:02|254.1101|254.295|252.85|253.18|45347
ARM|2026-05-20|13:03|253|253.5299|252.7401|252.8001|21182
ARM|2026-05-20|13:04|252.86|252.935|252.3|252.6093|20839
ARM|2026-05-20|13:05|252.505|252.93|252.2001|252.665|31825
ARM|2026-05-20|13:06|252.4301|252.7199|252.4301|252.615|17630
ARM|2026-05-20|13:07|252.44|252.7652|251.9047|251.9047|35295
ARM|2026-05-20|13:08|251.985|252.2703|251.8|251.8|26376
ARM|2026-05-20|13:09|251.802|251.91|251.46|251.645|25621
ARM|2026-05-20|13:10|251.645|251.85|251.43|251.8|17978
ARM|2026-05-20|13:11|251.98|252.1199|251.6101|251.82|25482
ARM|2026-05-20|13:12|251.8299|251.96|251.3|251.8025|30606
ARM|2026-05-20|13:13|251.7458|253.18|251.7458|252.33|37941
ARM|2026-05-20|13:14|252.265|252.6225|252.18|252.5|16589
ARM|2026-05-20|13:15|252.69|252.69|252.0801|252.62|18335
ARM|2026-05-20|13:16|252.49|252.79|251.85|251.85|20769
ARM|2026-05-20|13:17|251.81|251.99|251.4808|251.8909|21231
ARM|2026-05-20|13:18|251.4601|252.11|251.45|252.11|14852
ARM|2026-05-20|13:19|251.97|252.57|251.94|252.27|17755
ARM|2026-05-20|13:20|252.3649|252.92|252.27|252.9|10010
ARM|2026-05-20|13:21|252.76|253.5|252.61|252.76|28976
ARM|2026-05-20|13:22|252.62|252.72|252.0501|252.4012|11571
ARM|2026-05-20|13:23|252.485|252.54|252.22|252.38|5003
ARM|2026-05-20|13:24|252.4|252.49|252.15|252.15|6234
ARM|2026-05-20|13:25|252.26|252.3299|252.1001|252.12|9432
ARM|2026-05-20|13:26|252.12|252.3443|252.12|252.28|11889
ARM|2026-05-20|13:27|252.28|252.5|252.18|252.375|13487
ARM|2026-05-20|13:28|252.54|252.7599|252.3365|252.495|10997
ARM|2026-05-20|13:29|252.6599|252.9999|252.33|252.7354|15655
ARM|2026-05-20|13:30|252.655|252.7699|252.11|252.24|26312
ARM|2026-05-20|13:31|252.39|252.56|252.2201|252.435|10365
ARM|2026-05-20|13:32|252.475|252.475|252|252.01|10684
ARM|2026-05-20|13:33|252.012|252.4644|251.86|252.28|21835
ARM|2026-05-20|13:34|252.29|252.29|251.5709|251.5709|10697
ARM|2026-05-20|13:35|251.7|252.37|251.3101|252.35|17570
ARM|2026-05-20|13:36|252.3899|253.2399|252.35|252.7899|17806
ARM|2026-05-20|13:37|252.7|252.79|252.3801|252.74|8131
ARM|2026-05-20|13:38|252.63|252.99|252.4601|252.47|33780
ARM|2026-05-20|13:39|252.4601|252.715|252.4601|252.665|2707
ARM|2026-05-20|13:40|252.56|252.7999|252.31|252.31|13820
ARM|2026-05-20|13:41|252.3101|252.45|252.25|252.45|10127
ARM|2026-05-20|13:42|252.48|252.89|252.32|252.82|5611
ARM|2026-05-20|13:43|252.69|252.9|252.58|252.684|7948
ARM|2026-05-20|13:44|252.65|253.0799|252.5401|252.945|12467
ARM|2026-05-20|13:45|252.82|253.1899|252.49|253.045|12010
ARM|2026-05-20|13:46|253.045|253.2987|252.94|252.94|26022
ARM|2026-05-20|13:47|252.94|253|252.5|252.855|9261
ARM|2026-05-20|13:48|252.78|252.99|252.77|252.83|5809
ARM|2026-05-20|13:49|252.835|252.86|252.64|252.64|14900
ARM|2026-05-20|13:50|252.65|252.95|252.5682|252.71|3950
ARM|2026-05-20|13:51|252.79|253.62|252.79|253.62|15167
ARM|2026-05-20|13:52|253.45|253.45|252.69|252.79|9816
ARM|2026-05-20|13:53|252.88|253.4069|252.72|252.91|12343
ARM|2026-05-20|13:54|253.005|253.3999|252.8801|253.025|8967
ARM|2026-05-20|13:55|252.93|253.26|252.92|253.14|12777
ARM|2026-05-20|13:56|253.0554|253.84|253.0554|253.6586|17586
ARM|2026-05-20|13:57|253.66|253.8|253.11|253.36|25656
ARM|2026-05-20|13:58|253.4068|253.7432|253.18|253.565|33022
ARM|2026-05-20|13:59|253.7399|253.75|253.2901|253.5999|22259
ARM|2026-05-20|14:00|253.36|253.8599|253.35|253.84|19291
ARM|2026-05-20|14:01|253.72|254.82|253.59|254.56|44577
ARM|2026-05-20|14:02|254.6|254.85|253.855|253.935|36397
ARM|2026-05-20|14:03|253.935|254|253.42|253.97|27736
ARM|2026-05-20|14:04|254.015|254.3199|253.9|254.035|10128
ARM|2026-05-20|14:05|253.9909|254|253.41|253.63|8467
ARM|2026-05-20|14:06|253.5201|253.61|253.11|253.32|17149
ARM|2026-05-20|14:07|253.36|253.9799|253.3201|253.77|13482
ARM|2026-05-20|14:08|253.9799|253.9799|253.4216|253.56|7680
ARM|2026-05-20|14:09|253.56|254.095|253.56|254.095|9886
ARM|2026-05-20|14:10|254.0925|254.2976|253.93|254|8091
ARM|2026-05-20|14:11|253.88|254.13|253.76|254.13|8695
ARM|2026-05-20|14:12|253.9|253.9|253.55|253.62|11284
ARM|2026-05-20|14:13|253.62|253.98|253.62|253.8|12460
ARM|2026-05-20|14:14|253.8|253.8|253.11|253.11|17768
ARM|2026-05-20|14:15|253.0601|253.3899|253.0601|253.38|8884
ARM|2026-05-20|14:16|253.37|253.49|253.31|253.485|7000
ARM|2026-05-20|14:17|253.485|253.58|253.2|253.24|6759
ARM|2026-05-20|14:18|253.24|253.36|252.7199|252.97|18333
ARM|2026-05-20|14:19|253.0444|253.3|252.8301|253.3|10085
ARM|2026-05-20|14:20|253.2999|253.39|253.0001|253.225|16730
ARM|2026-05-20|14:21|253.13|253.17|252.985|253.17|8760
ARM|2026-05-20|14:22|253.2|253.225|253.08|253.21|5709
ARM|2026-05-20|14:23|253.12|253.33|253.09|253.23|7532
ARM|2026-05-20|14:24|253.19|253.44|252.94|252.96|11649
ARM|2026-05-20|14:25|253.06|253.2699|252.599|252.765|10691
ARM|2026-05-20|14:26|252.765|252.865|252.5701|252.76|18532
ARM|2026-05-20|14:27|252.74|253.14|252.74|253.14|13100
ARM|2026-05-20|14:28|253.16|253.4835|253.16|253.2622|10892
ARM|2026-05-20|14:29|253.33|253.66|253.02|253.565|15267
ARM|2026-05-20|14:30|253.57|253.935|253.5|253.74|21999
ARM|2026-05-20|14:31|253.74|253.74|253.37|253.46|6107
ARM|2026-05-20|14:32|253.575|253.605|253.1|253.1|8569
ARM|2026-05-20|14:33|253.41|253.61|253.15|253.5899|4823
ARM|2026-05-20|14:34|253.475|253.6665|253.4001|253.53|10564
ARM|2026-05-20|14:35|253.4943|253.4943|252.6901|252.8901|26872
ARM|2026-05-20|14:36|253.2|253.2|252.63|252.765|7743
ARM|2026-05-20|14:37|252.69|253|252.6501|252.84|8383
ARM|2026-05-20|14:38|253|253.385|252.845|253.16|7730
ARM|2026-05-20|14:39|253.16|253.42|252.9401|253.18|14019
ARM|2026-05-20|14:40|253.1|253.36|252.7|252.8039|11376
ARM|2026-05-20|14:41|252.725|253.2|252.66|252.96|11911
ARM|2026-05-20|14:42|252.97|253.04|252.58|252.645|9790
ARM|2026-05-20|14:43|252.5101|252.86|252.39|252.67|10737
ARM|2026-05-20|14:44|252.55|252.64|251.99|252.1|20136
ARM|2026-05-20|14:45|252.04|253.2|252.04|253.03|20299
ARM|2026-05-20|14:46|253.03|253.11|252.545|252.62|9602
ARM|2026-05-20|14:47|252.6|252.6541|252.02|252.41|15386
ARM|2026-05-20|14:48|252.42|252.75|252.36|252.75|8124
ARM|2026-05-20|14:49|252.7001|252.9299|252.6|252.8399|5731
ARM|2026-05-20|14:50|252.68|252.97|252.501|252.77|10040
ARM|2026-05-20|14:51|252.68|253.0999|252.65|253.08|12528
ARM|2026-05-20|14:52|253.11|253.29|253.01|253.1987|13351
ARM|2026-05-20|14:53|253.16|253.2699|252.73|252.8907|20578
ARM|2026-05-20|14:54|253.1999|253.1999|252.2554|252.345|21289
ARM|2026-05-20|14:55|252.3451|252.7599|252.21|252.48|11428
ARM|2026-05-20|14:56|252.535|252.535|251.6201|251.93|22749
ARM|2026-05-20|14:57|251.895|252.7|251.895|252.32|30201
ARM|2026-05-20|14:58|252.32|252.41|251.81|252.1|28591
ARM|2026-05-20|14:59|252.1101|252.4|251.81|251.95|11988
ARM|2026-05-20|15:00|252.08|253.27|251.931|253.1|18837
ARM|2026-05-20|15:01|253.11|253.24|252.7501|253.07|14604
ARM|2026-05-20|15:02|253.1|253.453|253.0101|253.33|14029
ARM|2026-05-20|15:03|253.2|253.39|253.07|253.22|15089
ARM|2026-05-20|15:04|253.2848|253.85|253.2848|253.77|16134
ARM|2026-05-20|15:05|253.87|254.5645|253.83|254.29|34672
ARM|2026-05-20|15:06|254.29|255|254.0701|254.34|41517
ARM|2026-05-20|15:07|254.1401|254.2977|253.2801|253.6159|27375
ARM|2026-05-20|15:08|253.495|253.8099|253.34|253.69|16353
ARM|2026-05-20|15:09|253.5997|253.85|253.5801|253.82|12835
ARM|2026-05-20|15:10|253.79|253.88|253.4201|253.461|13580
ARM|2026-05-20|15:11|253.585|253.74|253.43|253.705|13964
ARM|2026-05-20|15:12|253.705|253.705|253.09|253.09|13530
ARM|2026-05-20|15:13|253.41|253.44|253|253.15|15753
ARM|2026-05-20|15:14|253.26|253.6755|253.15|253.42|11443
ARM|2026-05-20|15:15|253.45|253.62|253.45|253.59|7246
ARM|2026-05-20|15:16|253.59|253.99|253.51|253.975|18212
ARM|2026-05-20|15:17|253.7088|254.19|253.62|253.84|29048
ARM|2026-05-20|15:18|253.5501|253.735|253.42|253.57|13214
ARM|2026-05-20|15:19|253.645|253.7444|253.01|253.15|10338
ARM|2026-05-20|15:20|253.17|253.48|253.17|253.42|6577
ARM|2026-05-20|15:21|253.444|253.555|253.18|253.22|11000
ARM|2026-05-20|15:22|253.21|253.21|252.86|252.91|8724
ARM|2026-05-20|15:23|252.885|253.595|252.84|253.595|15918
ARM|2026-05-20|15:24|253.48|254.05|253.424|254.05|24612
ARM|2026-05-20|15:25|254.16|254.5|254.0189|254.3281|17334
ARM|2026-05-20|15:26|254.27|254.34|254.1|254.215|15549
ARM|2026-05-20|15:27|254.1936|254.82|254|254.52|23503
ARM|2026-05-20|15:28|254.7088|254.73|254.35|254.35|29250
ARM|2026-05-20|15:29|254.5599|254.7875|253.98|254.7875|19537
ARM|2026-05-20|15:30|254.83|255.5|254.83|255.22|35035
ARM|2026-05-20|15:31|255.25|255.25|254.385|254.85|19738
ARM|2026-05-20|15:32|254.99|255.1045|254.83|254.94|19170
ARM|2026-05-20|15:33|254.91|255.15|254.65|254.93|22667
ARM|2026-05-20|15:34|255.035|255.4|254.931|255.01|13722
ARM|2026-05-20|15:35|255.175|255.3554|255.0115|255.14|16635
ARM|2026-05-20|15:36|255.01|255.23|254.58|254.6|24954
ARM|2026-05-20|15:37|254.58|254.7699|254.11|254.1901|23182
ARM|2026-05-20|15:38|254.48|254.99|254.1901|254.82|18764
ARM|2026-05-20|15:39|254.74|254.91|254.441|254.57|20355
ARM|2026-05-20|15:40|254.57|254.6|254.16|254.26|17997
ARM|2026-05-20|15:41|254.16|254.26|253.66|253.865|15553
ARM|2026-05-20|15:42|253.86|253.88|253.4302|253.66|28172
ARM|2026-05-20|15:43|253.765|254.29|253.66|253.8|36243
ARM|2026-05-20|15:44|253.8|253.96|253.8|253.94|18147
ARM|2026-05-20|15:45|253.95|254.2699|253.8301|253.95|21065
ARM|2026-05-20|15:46|253.96|254.1799|253.81|253.9|26150
ARM|2026-05-20|15:47|253.98|254.6|253.95|254.4|19958
ARM|2026-05-20|15:48|254.7099|254.95|254.36|254.79|26031
ARM|2026-05-20|15:49|254.885|254.9|254.4|254.41|24386
ARM|2026-05-20|15:50|254.63|255.28|254.535|255.2|43661
ARM|2026-05-20|15:51|255.2|256|255.0703|255.9|63974
ARM|2026-05-20|15:52|255.9|256.005|255.46|255.46|46959
ARM|2026-05-20|15:53|255.55|255.86|255.28|255.755|67759
ARM|2026-05-20|15:54|255.69|255.83|255.41|255.6607|48038
ARM|2026-05-20|15:55|255.67|256.69|255.555|256.6|79639
ARM|2026-05-20|15:56|256.65|256.6999|256.09|256.26|79639
ARM|2026-05-20|15:57|256.31|256.7|255.94|256.6499|102318
ARM|2026-05-20|15:58|256.545|256.65|256.4|256.6|74765
ARM|2026-05-20|15:59|256.57|257.06|256.54|256.59|171027
ARWR|2026-07-22|09:30|85.46|87.92|84.34|87.92|229779
AVAV|2026-05-28|09:30|199.935|204.86|197.31|198.235|179164
AVAV|2026-06-30|09:30|176.5|178.5|170.02|175.06|204557
CLSK|2026-07-14|09:30|14.61|15.1|14.61|14.64|1652046
CRSR|2026-05-27|09:30|8.77|8.7964|8.4|8.74|187121
DELL|2026-05-29|09:30|418|421.85|416.98|418.6|82056
DFTX|2026-06-22|09:30|38.58|39.16|37.22|37.2501|502233
