AERT|2026-06-12|953|f|0.2892857142857143|0.33035714285714296
BNAI|2026-06-12|54|f|-0.06195965417867431|0.18635926993275692
EDHL|2026-06-12|129|t|-0.41252955082742326|0.3156028368794326
SDOT|2026-06-12|649|f|-0.6274667740636327|0.12323801852597674
XXII|2026-06-12|1900|f|-0.30062305295950154|0.1401869158878505
UBXG|2026-06-15|160|f|-0.1688622754491017|0.5425149700598804
UBXG|2026-06-16|213|f|-0.13455657492354742|0.3129459734964322
RGNT|2026-06-17|377|t|-0.4071428571428571|0.024271428571428593
UBXG|2026-06-18|140|f|-0.03387533875338754|0.24119241192411928
ICCM|2026-06-18|200|f|-0.0844854070660522|0.4485407066052227
QH|2026-06-18|224|f|-0.5018083182640145|0.15822784810126583
CAST|2026-06-18|771|t|-0.35768261964735515|0.024349286314021758
BGDE|2026-06-18|52|t|-0.2176628010704729|0.042818911685994526
TRT|2026-06-18|52|f|-0.264375|0.09812500000000002
ICCM|2026-06-22|154|t|-0.254957507082153|0.33569405099150146
BIRD|2026-06-22|63|f|-0.3052631578947368|0.2550607287449393
WYHG|2026-06-23|78|t|-0.44000000000000006|0.2151724137931035
ICCM|2026-06-23|178|t|-0.25914634146341453|0.43750000000000006
WYHG|2026-06-24|78|f|-0.3679525222551929|0.1869436201780415
CAST|2026-06-24|120|f|-0.43619489559164726|0.08584686774941999
FTH|2026-06-26|70|f|-0.05843906189926963|0.037677816224528905
RUBI|2026-06-26|2400|f|-0.13527397260273974|0.14041095890410965
PAVS|2026-06-29|9900|f|-0.1432432432432433|0.34054054054054045
WSHP|2026-06-29|70|f|-0.1573333333333333|0.4653333333333334
UPC|2026-07-01|115|f|-0.14136546184738955|0.1742971887550201
CCXI|2026-07-01|68|f|-0.13162118780096313|0.05350454788657035
CLRO|2026-07-06|106|f|0.024844720496894294|1.5621118012422357
CLRO|2026-07-07|117|t|-0.30969760166840454|0.7205422314911366
CLRO|2026-07-09|216|f|-0.3354838709677419|0.14193548387096783
NVVE|2026-07-10|80|f|-0.17924528301886786|2.7515618448637325
JLHL|2026-07-10|318|t|-0.3349928876244666|0.26813655761024163
UBXG|2026-07-14|57|t||0.32190265486725667
JEM|2026-07-14|1100|f|-0.4113924050632911|0.09177215189873418
NVVE|2026-07-14|220|f|-0.5502544529262087|1.2767111959287534
VEEE|2026-07-15|739|t|-0.5730388773867034|0.2765125373821027
JLHL|2026-07-15|158|f|-0.18362573099415205|0.45029239766081863
NVVE|2026-07-15|223|f|-0.663567693201627|1.0795990703079605
NXTC|2026-07-16|272|f|-0.3608562691131499|0.07033639143730887
VEEE|2026-07-16|479|t|-0.5834530307382936|0.5940821602987647
JLHL|2026-07-17|176|t|-0.37319587628865974|0.10206185567010312
VEEE|2026-07-17|688|t|-0.6757500000000001|0.38725000000000004
SDOT|2026-07-20|78|t|-0.4799258801729463|0.09635577516985785
ADVB|2026-07-23|150|t|-0.3346534653465347|0.5992739273927392
SKYQ|2026-07-24|66|t|-0.2824074074074074|0.08024691358024684
PN|2026-07-24|151|t|0.5742935278030993|1.1877848678213307
ADVB|2026-07-24|242|t|-0.653529666522304|0.04932871372888693
PN|2026-07-27|98|t|-0.0935483870967743|1.5806451612903223
NIPG|2026-07-27|228|f|-0.41870967741935483|0.8741935483870968
DFNS|2026-07-28|236|t|1.3136297020029313|3.445530043966781
DFNS|2026-07-29|515|t|0.17027784858526637|1.3196533265358146
PN|2026-07-29|126|t|-0.3231827111984283|1.3575638506876229
JEM|2026-07-30|53|f|-0.1876075731497418|0.04130808950086062
DFNS|2026-07-30|1188|t|-0.45277182964549134|0.08256007613609324
PN|2026-07-30|166|t|-0.5930289641629849|0.1782032400589101
DFNS|2026-08-03|536|t|-0.11476974469100443|0.6888570746838465
FCUV|2026-08-03|548|t|-0.5847840103159252|0.154094132817537
IMC|2026-08-05|62|f|-0.0675990675990676|0
DBGI|2026-08-05|80|t|-0.4515491100856954|0.019446275543836516
DFNS|2026-08-05|262|t|-0.34698581560283687|0.13297695035461
AMIX|2026-08-06|340|t|-0.48614232209737823|0.06741573033707868
CLRO|2026-08-10|176|f|-0.5357142857142857|0.3234962406015038
WYHG|2026-08-11|71|t|-0.3549190535491905|0.1731008717310088
ZTG|2026-08-12|87|f|-0.8228941684665227|0.3228941684665227
BOXL|2026-08-14|132|t|-0.36189402480270566|0.07102593010146571
WETO|2026-08-17|128|t|1.715551181102362|4.2745964566929135
XHLD|2026-08-17|191|f|0.27712854757929883|0.3856427378964942
FIEE|2026-08-17|51|t|-0.21709401709401704|0.06494017094017096
WETO|2026-08-18|581|t|-0.34239256678281066|0.244829268292683
BANL|2026-08-18|169|t|0.17187500000000006|0.24565972222222224
CURX|2026-08-20|2696|f|-0.18890814558058924|0.039861351819757446
IPST|2026-08-20|342|f|-0.46416382252559724|0.7373947667804324
WETO|2026-08-20|475|t|-0.6210873146622735|0.1957166392092256
IPST|2026-08-21|413|t|-0.635004397537379|0.07290237467018477
ELAB|2026-08-21|989|f|-0.19545454545454546|0.10454545454545461
SCTX|2026-08-21|61|f|-0.1610619469026548|0.14749262536873156
REAX|2026-08-25|900|f|-0.2505184570717544|0.19659892160929085
BRNX|2026-08-26|110|t|-0.5100775193798449|0.6062015503875968
SDOT|2026-08-26|94|t|-0.3396603396603396|0.05794205794205795
ZSTK|2026-08-27|212|f|-0.22508038585208995|0.09281350482315115
DAIC|2026-08-27|1126|t|-0.43003412969283283|0.044368600682593816
BRNX|2026-08-27|135|t|-0.5591007976794778|0.5025380710659899
PMI|2026-08-27|223|f|-0.5598039215686273|0.16372549019607843
USDE|2026-08-27|114|f|0.34846153846153854|0.4230769230769231
XPON|2026-08-28|132|f|-0.3233256351039261|0.2436258660508083
HCWC|2026-08-31|3400|f|0.06495098039215678|0.07928921568627453
BIAF|2026-09-03|114|t|-0.3977272727272727|0.5416590909090911
AEHL|2026-09-03|53|t|-0.029813664596273427|0.17888198757763968
BIAF|2026-09-09|96|t|-0.5091743119266056|0.13027522935779814
PCLA|2026-09-11|54|t||0.22813990461049277
TANH|2026-09-11|107|t||0.05172413793103444
TNON|2026-09-11|117|t||0.3316953316953316
GTBP|2026-09-14|64|f||0.3785960874568471
TNON|2026-09-15|128|t||0.08602999210734016
FTFT|2026-09-16|338|t||0.3927662616154396
AEHL|2026-09-17|79|t||0.37397708674304403
MKDW|2026-09-17|53|t||0.03010752688172036
