===Q1_LIVE_BOOK===
id|ticker|alert_date|regime|status|orb_high|orb_low|atr_14|entry_price|entry_shares|stop_price|hard_stop|position_size|risk_dollars|remaining_shares|total_pnl|partial_taken|pnl_attribution|signal_type|filled_et|closed_et|skip_reason
341|RIOT|buy|stop_limit|41|0||cancelled||23.66|23.78
341|RIOT|sell|stop|41|0||cancelled|stop_loss|22.86|
342|FRMI|buy|limit|134|134|7.29|filled|||7.29
342|FRMI|sell|stop|134|134|7.055|filled|stop_loss|7.05|
345|BW|buy|stop_limit|80|80|12.07|filled||12.08|12.14
345|BW|sell|stop|80|80|11.45|filled|stop_loss|11.5|
367|ETON|buy|limit|17|17|55.2012|filled|||55.56
367|ETON|sell|stop|17|0||canceled|stop_loss|53.01|
367|ETON|sell|stop|12|0||replaced|stop_loss|53.01|
367|ETON|sell|limit|5|5|59.58|filled|partial_exit||59.58
367|ETON|sell|stop|12|12|55.05|filled|stop_loss|55.2012|
372|AMLX|buy|stop_limit|16|16|30.211219|filled||30.07|30.22
372|AMLX|sell|stop|16|0||canceled|stop_loss|28.58|
372|AMLX|sell|stop|11|0||replaced|stop_loss|27.089999999999996|
372|AMLX|sell|limit|5|5|33.47|filled|partial_exit||33.47
372|AMLX|sell|stop|5|||cancelled|stop_loss|30.211219|
372|AMLX|sell|stop|11|||new|stop_loss|30.211219|
373|MRVL|buy|stop_limit|4|4|241.5|filled||241.53|242.74
373|MRVL|sell|stop|4|4|230.68|filled|stop_loss|235.84|
374|MRNA|buy|stop_limit|4|4|120.75|filled||120.15|120.75
374|MRNA|sell|stop|4|0||canceled|stop_loss|115|
374|MRNA|sell|stop|3|0||replaced|stop_loss|109.85|
374|MRNA|sell|limit|1|1|138.46|filled|partial_exit||132.25
374|MRNA|sell|stop|1|||cancelled|stop_loss|120.75|
374|MRNA|sell|stop|3|||new|stop_loss|120.75|
(118 rows)
===Q6_STRATEGIES===
strategy_id|name|family|phase|enabled|signal_type|outcomes_table|promotion_model|promotion_thresholds|notes|created_at|updated_at|live_real_enabled|position_size_multiplier|max_concurrent_positions
9m_day2|9M Day 2 ORB|orb_long|deprecated|f|9m_day2|mi_live_trades|unpaired_r|{"paper_to_live": {"min_closed": 30, "min_median_r": 0.5, "min_win_rate": 0.4, "max_drawdown_dollars": 5000}, "shadow_to_paper": {"min_closed": 30, "min_median_r": 0.0, "max_drawdown_pct": 0.3}}||2026-04-29 05:44:44.152925+00|2026-07-06 15:19:32.250819+00|f|1.0|
flag_continuation|Continuation Flag (post-runup tightening)|long_setup|deprecated|f|flag_continuation|mi_flag_candidates|telemetry_review|{"shadow_to_paper": {"min_count": 30, "metric_key": "n_triggers", "review_required": false, "min_fwd_5d_pos_rate": 0.5}}||2026-05-01 22:31:11.914866+00|2026-07-06 15:19:32.250819+00|f|1.0|
fishhook_v3|Fishhook (Gap-Up Undercut & Reclaim)|long|deprecated|f|fishhook_v3|mi_fishhook_anchors|telemetry_review|{"shadow_to_paper": {"min_count": 60, "metric_key": "n_settled", "min_hit_rate": 0.13, "min_median_r": 1.0, "review_required": false}}||2026-04-30 21:58:55.574885+00|2026-07-21 23:18:25.037188+00|f|1.0|
shadow_orb_5m|Shadow ORB 5-min|orb_long|shadow|t|shadow_orb_5m|mi_orb_shadow_trades|unpaired_r|{"paper_to_live": {"min_closed": 30, "min_median_r": 0.5, "min_win_rate": 0.30, "max_drawdown_dollars": 5000}, "shadow_to_paper": {"min_closed": 30, "min_median_r": 0.0, "max_drawdown_pct": 0.3}}||2026-04-29 05:44:44.152925+00|2026-04-29 05:44:44.152925+00|f|1.0|
parabolic_short|Parabolic Short|short|shadow|t|parabolic_short|mi_parabolic_candidates|telemetry_review|{"shadow_to_paper": {"min_climax_alerts": 20, "min_review_passed_pct": 0.6, "min_forward_5d_neg_rate": 0.5}}||2026-04-29 05:44:44.152925+00|2026-04-29 05:44:44.152925+00|f|1.0|
wick_fill|Wick-Fill (Negated Shooting Star)|orb_long|shadow|t|wick_fill|mi_wick_candidates|telemetry_review|{"shadow_to_paper": {"min_count": 30, "metric_key": "n_candidates", "min_fill_rate": 0.5, "review_required": false}}||2026-04-29 06:21:35.345418+00|2026-04-29 06:21:35.345418+00|f|1.0|
magna53|MAGNA53 EP|orb_long|live|t|magna53|mi_live_trades|unpaired_r|{"paper_to_live": {"min_closed": 30, "min_median_r": 0.5, "min_win_rate": 0.4, "max_drawdown_dollars": 5000}, "shadow_to_paper": {"min_closed": 30, "min_median_r": 0.0, "max_drawdown_pct": 0.3}}||2026-04-29 05:44:44.152925+00|2026-04-29 05:44:44.152925+00|t|1.0|
(7 rows)
===Q7_SAFEGUARD_STATE===
safeguard|account_mode|state|last_drawdown_pct|updated_at
ep_rt_gap_down_authoritative|global|on||2026-08-02 00:00:51.642252+00
ep_rt_entry_gap_recheck|global|on||2026-08-02 00:34:02.839426+00
ep_rt_sustain_enabled|global|on||2026-08-02 13:53:22.665283+00
partial_exit_leg_safe|global|on||2026-08-04 22:52:16.225706+00
entry_ask_aware|live|on||2026-08-07 14:55:32.320813+00
lane2_grouping_v2|paper|on||2026-08-09 14:04:29.905221+00
breakeven_at_broker|live|on||2026-08-10 12:22:26.209152+00
profit_take_resting_limit|live|on||2026-08-10 21:15:16.430312+00
holistic_judge_enabled|paper|on||2026-06-10 14:43:03.242215+00
theme_subtheme_arm|paper|on||2026-07-16 21:15:36.460811+00
broker_order_ingest|global|live_r1||2026-07-17 19:19:42.281428+00
profit_take_oco|live|on||2026-08-17 15:03:32.692265+00
kill_scale_band|live|HOLD||2026-06-19 21:40:00.248851+00
drawdown_breaker|paper|OK|-0.00009682293889016474063187456255974439045530743896961212158203125|2026-08-21 20:12:00.032606+00
drawdown_breaker|live|OK|-0.0253207455821834910569823051673665759153664112091064453125|2026-08-21 20:12:00.065686+00
manual_trading_halt|live|off||2026-06-29 01:54:14.214935+00
theme_birth_gate|paper|observe||2026-07-30 02:29:56.50867+00
(17 rows)
===Q8_DRAWDOWN_EVENTS===
event_type|to_char
drawdown_reduce_released|2026-07-06 16:12:00
drawdown_watch_released|2026-07-20 16:12:00
drawdown_watch_entered|2026-07-28 16:12:00
drawdown_watch_released|2026-08-10 16:12:00
(4 rows)
===Q9_PAPER_CONTEXT===
n_closed|avg_pos|max_pos|avg_risk
34|15390|20000|800
(1 row)
