ticker|ep_date|mon|rung|session_idx|cofire|stop_w|grade|gap_pct|dvol|rs|rs_stale_d|theme|ext|day1|mature|settled|r_none|r_trail|tail_none|tail_trail
AKTS|2026-06-12|2026-06|ep_high_break|1|4|7.256637168141595|strong|11.92|18537297.419999998|57.9|1|not_in_theme|4.736275565123804|stopped_day1|True|True|-1.0|-1.0|False|False
AKTS|2026-06-12|2026-06|ep_close_reclaim|1|4|1.8132366273798668|strong|11.92|18537297.419999998|57.9|1|not_in_theme|4.736275565123804|stopped_day1|True|True|-1.0|-1.0|False|False
AKTS|2026-06-12|2026-06|ep_low_reclaim|1|4|0.8291873963515788|strong|11.92|18537297.419999998|57.9|1|not_in_theme|4.736275565123804|stopped_day1|True|True|-1.0|-1.0|False|False
AKTS|2026-06-12|2026-06|ep_close_620_prox|1|4|0.8695652173912984|strong|11.92|18537297.419999998|57.9|1|not_in_theme|4.736275565123804|stopped_day1|True|True|-1.0|-1.0|False|False
ALAB|2026-05-20|2026-05|ep_close_reclaim|1|2|2.4110774556468972|strong|15.68|2941663823.28|97.0|1|null|19.4892867625477|abstain|True|True|21.649|4.0467|True|True
ALAB|2026-05-20|2026-05|ep_close_620_prox|1|2|4.038805208067382|strong|15.68|2941663823.28|97.0|1|null|19.4892867625477|abstain|True|True|12.2954|1.9625|True|False
ALOY|2026-06-01|2026-06|ep_close_reclaim|1|2|5.132743362831859|strong|14.25|46368458.5|6.3|3|null|0.0|survived_day1|True|True|-1.0|-1.0|False|False
ALOY|2026-06-01|2026-06|ep_close_620_prox|1|2|5.592250110083661|strong|14.25|46368458.5|6.3|3|null|0.0|survived_day1|True|True|-1.0|-1.0|False|False
AMBQ|2026-05-12|2026-05|ep_high_break|1|2|20.198227962156484|strong|18.68|198628352.91000003|95.8|1|null|20.184210526315795|stopped_day1|True|True|1.2491|0.8037|False|False
AMBQ|2026-05-12|2026-05|ep_close_reclaim|1|2|6.643876337693221|strong|18.68|198628352.91000003|95.8|1|null|20.184210526315795|stopped_day1|True|True|3.604|2.264|False|False
AMLX|2026-08-18|2026-08|ep_high_break|1|1|20.88160497315626|game_changer|21.33|836709885.89|88.6|1|not_in_theme|0.0|survived_day1|False|False|||False|False
AMLX|2026-08-18|2026-08|ep_close_620_prox|8|1|0.27862914460853|game_changer|21.33|836709885.89|88.6|1|not_in_theme|0.0|survived_day1|False|True|-1.0|-1.0|False|False
AMRC|2026-08-04|2026-08|ep_low_reclaim|6|1|12.053309481216457|routine|38.72|83713436.84|6.3|1|not_in_theme|22.798487304159906|never_triggered|False|True|-1.0|-0.7302|False|False
AMRC|2026-08-04|2026-08|ep_close_620_prox|7|1|1.7385005432814213|routine|38.72|83713436.84|6.3|1|not_in_theme|22.798487304159906|never_triggered|False|True|-1.0|-1.0|False|False
ANF|2026-05-27|2026-05|ep_low_reclaim|1|1|2.504672897196268|routine|11.23|389694439.5|8.4|1|null|3.9332870048644866|stopped_day1|True|True|-1.0|-1.0|False|False
ANF|2026-05-27|2026-05|ep_close_620_prox|9|1|1.1999756350124866|routine|11.23|389694439.5|8.4|1|null|3.9332870048644866|stopped_day1|True|True|7.2538|2.665|True|False
APPS|2026-08-05|2026-08|ep_low_reclaim|1|2|5.08474576271187|strong|28.29|271908781.41|62.2|1|not_in_theme|17.990074441687334|not_in_pop|False|True|-1.0|0.0794|False|False
APPS|2026-08-05|2026-08|ep_close_620_prox|1|2|13.46578366445916|strong|28.29|271908781.41|62.2|1|not_in_theme|17.990074441687334|not_in_pop|False|True|-1.0|-0.6284|False|False
ARGX|2026-08-17|2026-08|ep_close_reclaim|1|2|0.6992512710217215|game_changer|10.53|672174740.16|14.6|3|not_in_theme|0.0|not_in_pop|False|True|-1.0|-1.0|False|False
ARGX|2026-08-17|2026-08|ep_close_620_prox|1|2|1.5968123971255337|game_changer|10.53|672174740.16|14.6|3|not_in_theme|0.0|not_in_pop|False|False|||False|False
ARM|2026-05-20|2026-05|ep_high_break|1|1|12.856537156953435|strong|16.36|4560449028.0|96.7|1|null|7.324932666410167|survived_day1|True|True|4.4455|2.5031|True|False
ARM|2026-07-30|2026-07|ep_close_reclaim|1|2|0.5321782178217789|game_changer|10.77|3070308899.06|23.8|1|not_in_theme|0.0|never_triggered|True|True|-1.0|-1.0|False|False
ARM|2026-07-30|2026-07|ep_close_620_prox|1|2|0.5995054059989767|game_changer|10.77|3070308899.06|23.8|1|not_in_theme|0.0|never_triggered|True|True|-1.0|-1.0|False|False
ARM|2026-07-30|2026-07|ep_low_reclaim|2|1|6.880305602716471|game_changer|10.77|3070308899.06|23.8|1|not_in_theme|0.0|never_triggered|True|True|0.3893|0.2134|False|False
ARWR|2026-07-22|2026-07|ep_close_reclaim|1|2|2.7431141090500257|game_changer|19.57|621932379.3000001|36.1|1|not_in_theme|4.406304728546404|abstain|True|True|-1.0|-1.0|False|False
ARWR|2026-07-22|2026-07|ep_close_620_prox|1|2|2.3103057757644305|game_changer|19.57|621932379.3000001|36.1|1|not_in_theme|4.406304728546404|abstain|True|True|-1.0|-1.0|False|False
ARWR|2026-07-22|2026-07|ep_low_reclaim|4|1|1.6040983606557389|game_changer|19.57|621932379.3000001|36.1|1|not_in_theme|4.406304728546404|abstain|True|True|-1.0|-1.0|False|False
ARX|2026-05-14|2026-05|ep_close_reclaim|1|1|1.8336741649625092|strong|17.64|47309985.12|25.1|1|null|0.0|survived_day1|True|True|-1.0|5.948|False|True
ARX|2026-05-14|2026-05|ep_close_620_prox|14|1|2.210314802411253|strong|17.64|47309985.12|25.1|1|null|0.0|survived_day1|True|True|-1.0|-1.0|False|False
ARX|2026-05-14|2026-05|ep_low_reclaim|19|1|0.3636363636363688|strong|17.64|47309985.12|25.1|1|null|0.0|survived_day1|True|True|-1.0|-1.0|False|False
ASAN|2026-05-29|2026-05|ep_high_break|1|1|11.949685534591197|routine|11.56|146083268.1|15.7|1|null|4.716981132075468|not_in_pop|True|True|-1.0|-0.4316|False|False
ASAN|2026-05-29|2026-05|ep_close_620_prox|3|1|0.6966434452184892|routine|11.56|146083268.1|15.7|1|null|4.716981132075468|not_in_pop|True|True|-1.0|-1.0|False|False
ASAN|2026-05-29|2026-05|ep_close_reclaim|5|1|2.771115409413283|routine|11.56|146083268.1|15.7|1|null|4.716981132075468|not_in_pop|True|True|-1.0|-1.0|False|False
ASAN|2026-05-29|2026-05|ep_low_reclaim|14|1|3.3333333333333255|routine|11.56|146083268.1|15.7|1|null|4.716981132075468|not_in_pop|True|True|-1.0|-0.5532|False|False
ASPI|2026-05-26|2026-05|ep_close_reclaim|1|1|4.172661870503598|strong|10.63|96318884.97|68.3|4|null|14.669421487603303|not_in_pop|True|True|-1.0|-1.0|False|False
ASPI|2026-05-26|2026-05|ep_close_620_prox|9|1|4.468085106382972|strong|10.63|96318884.97|68.3|4|null|14.669421487603303|not_in_pop|True|True|-1.0|-0.6984|False|False
ASPI|2026-05-26|2026-05|ep_low_reclaim|10|1|5.242566510172144|strong|10.63|96318884.97|68.3|4|null|14.669421487603303|not_in_pop|True|True|-1.0|0.0299|False|False
ASTI|2026-05-27|2026-05|ep_close_reclaim|1|1|9.691629955947127|routine|13.48|45037479.16|92.0|1|null|38.57493857493856|not_in_pop|True|True|-1.0|-0.5455|False|False
ASTI|2026-05-27|2026-05|ep_close_620_prox|5|1|1.0511562718990917|routine|13.48|45037479.16|92.0|1|null|38.57493857493856|not_in_pop|True|True|-1.0|-1.0|False|False
ASTI|2026-05-27|2026-05|ep_low_reclaim|17|1|0.7765314926660902|routine|13.48|45037479.16|92.0|1|null|38.57493857493856|not_in_pop|True|True|-1.0|-1.0|False|False
ATRO|2026-08-12|2026-08|ep_close_reclaim|1|1|2.824858757062147|game_changer|11.29|189396534.03|72.5|1|not_in_theme|5.329021372328448|not_in_pop|False|True|-1.0|-1.0|False|False
ATRO|2026-08-12|2026-08|ep_low_reclaim|6|1|1.0401002506265644|game_changer|11.29|189396534.03|72.5|1|not_in_theme|5.329021372328448|not_in_pop|False|True|-1.0|-1.0|False|False
AUGO|2026-06-15|2026-06|ep_close_620_prox|1|1|1.4136904761904803|routine|13.39|88512705.72000001|5.7|3|not_in_theme|14.240150093808637|not_in_pop|True|True|-1.0|-0.8737|False|False
AUGO|2026-06-15|2026-06|ep_high_break|2|1|5.343485274303871|routine|13.39|88512705.72000001|5.7|3|not_in_theme|14.240150093808637|not_in_pop|True|True|-1.0|-1.0|False|False
AUGO|2026-06-15|2026-06|ep_low_reclaim|3|1|2.1221767470062236|routine|13.39|88512705.72000001|5.7|3|not_in_theme|14.240150093808637|not_in_pop|True|True|-1.0|-1.0|False|False
AVAV|2026-05-28|2026-05|ep_low_reclaim|4|1|0.16872028222302393|strong|10.33|880923793.42|28.2|1|null|13.137365037758231|abstain|True|True|-1.0|-1.0|False|False
AVAV|2026-06-30|2026-06|ep_close_reclaim|1|1|1.0199770656044407|routine|25.3|1317603761.37|1.2|1|not_in_theme|1.6973953760608669|abstain|True|True|-1.0|-1.0|False|False
AVAV|2026-06-30|2026-06|ep_close_620_prox|4|1|1.127546071774984|routine|25.3|1317603761.37|1.2|1|not_in_theme|1.6973953760608669|abstain|True|True|-1.0|-1.0|False|False
AVAV|2026-06-30|2026-06|ep_low_reclaim|5|1|0.5049229992426227|routine|25.3|1317603761.37|1.2|1|not_in_theme|1.6973953760608669|abstain|True|True|-1.0|-1.0|False|False
AVEX|2026-05-12|2026-05|ep_low_reclaim|1|1|3.1788586748372207|strong|8.28|98625354.75|1.3|1|null|2.4339068401175066|not_in_pop|True|True|-1.0|-0.2651|False|False
AVEX|2026-05-12|2026-05|ep_close_620_prox|5|1|2.4707412223667067|strong|8.28|98625354.75|1.3|1|null|2.4339068401175066|not_in_pop|True|True|-1.0|-1.0|False|False
BBWI|2026-05-27|2026-05|ep_close_reclaim|1|1|0.7157464212678785|routine|15.0|353958685.5|15.3|1|null|10.055865921787715|stopped_day1|True|True|-1.0|-1.0|False|False
BBWI|2026-05-27|2026-05|ep_low_reclaim|3|1|0.5978684689368258|routine|15.0|353958685.5|15.3|1|null|10.055865921787715|stopped_day1|True|True|-1.0|-1.0|False|False
BBWI|2026-05-27|2026-05|ep_close_620_prox|13|1|0.15560165975104323|routine|15.0|353958685.5|15.3|1|null|10.055865921787715|stopped_day1|True|True|-1.0|-1.0|False|False
BE|2026-08-12|2026-08|ep_close_reclaim|1|2|3.910430558985758|strong|15.16|3584769686.96|30.5|1|not_in_theme|0.2753643830413581|stopped_day1|False|True|-1.0|-1.0|False|False
BE|2026-08-12|2026-08|ep_close_620_prox|1|2|3.3574829227903185|strong|15.16|3584769686.96|30.5|1|not_in_theme|0.2753643830413581|stopped_day1|False|True|-1.0|-1.0|False|False
BE|2026-08-12|2026-08|ep_low_reclaim|2|1|1.489411714426144|strong|15.16|3584769686.96|30.5|1|not_in_theme|0.2753643830413581|stopped_day1|False|True|-1.0|-1.0|False|False
BHVN|2026-05-29|2026-05|ep_close_reclaim|1|1|2.9010889292195934|strong|11.47|53841410.28|58.6|1|null|22.050059594755655|not_in_pop|True|True|-1.0|-1.0|False|False
BHVN|2026-05-29|2026-05|ep_low_reclaim|2|1|3.230188679245279|strong|11.47|53841410.28|58.6|1|null|22.050059594755655|not_in_pop|True|True|-1.0|-1.0|False|False
BHVN|2026-05-29|2026-05|ep_close_620_prox|3|1|7.361085126286242|strong|11.47|53841410.28|58.6|1|null|22.050059594755655|not_in_pop|True|True|6.6972|6.6972|True|True
BLSH|2026-08-13|2026-08|ep_low_reclaim|1|1|1.396648044692729|routine|12.4|94817816.4|19.5|1|not_in_theme|7.413868294810289|not_in_pop|False|True|-1.0|-1.0|False|False
BLSH|2026-08-13|2026-08|ep_close_620_prox|4|1|9.256559766763859|routine|12.4|94817816.4|19.5|1|not_in_theme|7.413868294810289|not_in_pop|False|False|||False|False
BLZE|2026-07-31|2026-07|ep_close_reclaim|1|1|3.5208034433285516|game_changer|13.06|33030680.48|65.2|1|in_theme|10.984182776801406|stopped_day1|True|True|0.3871|5.9902|False|True
BLZE|2026-08-04|2026-08|ep_low_reclaim|4|1|11.274758760792292|game_changer|19.14|233344622.23|79.0|1|in_theme|36.994727592267125|stopped_day1|False|True|-1.0|-1.0|False|False
BLZE|2026-08-04|2026-08|ep_close_620_prox|6|1|2.1524896265560303|game_changer|19.14|233344622.23|79.0|1|in_theme|36.994727592267125|stopped_day1|False|True|-1.0|-1.0|False|False
BRUN|2026-08-12|2026-08|ep_close_reclaim|1|2|2.4663677130044874|strong|12.04|70951670.82000001|1.1|1|not_in_theme|8.260616637579977|not_in_pop|False|True|-1.0|-1.0|False|False
BRUN|2026-08-12|2026-08|ep_close_620_prox|1|2|2.41075567918405|strong|12.04|70951670.82000001|1.1|1|not_in_theme|8.260616637579977|not_in_pop|False|True|-1.0|-1.0|False|False
BRUN|2026-08-12|2026-08|ep_low_reclaim|7|1|11.298315163528251|strong|12.04|70951670.82000001|1.1|1|not_in_theme|8.260616637579977|not_in_pop|False|True|-1.0|-0.2939|False|False
BTDR|2026-08-04|2026-08|ep_close_reclaim|1|3|0.17559262510975723|game_changer|24.1|303644756.08000004|24.0|1|not_in_theme|27.752808988764034|stopped_day1|False|True|-1.0|-1.0|False|False
BTDR|2026-08-04|2026-08|ep_low_reclaim|1|3|0.17754105636929737|game_changer|24.1|303644756.08000004|24.0|1|not_in_theme|27.752808988764034|stopped_day1|False|True|-1.0|-1.0|False|False
BTDR|2026-08-04|2026-08|ep_close_620_prox|1|3|2.0824479388015384|game_changer|24.1|303644756.08000004|24.0|1|not_in_theme|27.752808988764034|stopped_day1|False|True|-1.0|-1.0|False|False
BTGO|2026-05-26|2026-05|ep_low_reclaim|1|1|8.36686390532545|routine|15.87|40510527.51|1.1|4|null|0.0|not_in_pop|True|True|-1.0|0.5759|False|False
BTGO|2026-05-26|2026-05|ep_close_620_prox|2|1|7.861300106566109|routine|15.87|40510527.51|1.1|4|null|0.0|not_in_pop|True|True|-1.0|-0.1032|False|False
BULL|2026-08-20|2026-08|ep_low_reclaim|1|2|3.1638418079095976|strong|15.16|447340728.75|92.0|1|not_in_theme|19.00826446280993|not_in_pop|False|True|-1.0|-1.0|False|False
BULL|2026-08-20|2026-08|ep_close_620_prox|1|2|5.041551246537397|strong|15.16|447340728.75|92.0|1|not_in_theme|19.00826446280993|not_in_pop|False|True|-1.0|-1.0|False|False
BW|2026-05-11|2026-05|ep_close_reclaim|1|2|6.492186507432346|strong|26.07|173282919.6|52.7|3|null|3.3404406538734817|survived_day1|True|True|-1.0|-1.0|False|False
BW|2026-05-11|2026-05|ep_close_620_prox|1|2|3.0219780219780263|strong|26.07|173282919.6|52.7|3|null|3.3404406538734817|survived_day1|True|True|-1.0|1.5273|False|False
BW|2026-05-11|2026-05|ep_low_reclaim|20|1|0.576923076923076|strong|26.07|173282919.6|52.7|3|null|3.3404406538734817|survived_day1|True|True|-1.0|-1.0|False|False
BW|2026-08-11|2026-08|ep_close_620_prox|1|1|1.5400955921401975|game_changer|34.91|184951994.07|1.5|1|not_in_theme|0.0|stopped_day1|False|True|-1.0|-1.0|False|False
BW|2026-08-11|2026-08|ep_close_reclaim|5|1|0.6518196632265127|game_changer|34.91|184951994.07|1.5|1|not_in_theme|0.0|stopped_day1|False|True|-1.0|-1.0|False|False
BW|2026-08-11|2026-08|ep_low_reclaim|6|1|5.0941306755260145|game_changer|34.91|184951994.07|1.5|1|not_in_theme|0.0|stopped_day1|False|True|-1.0|0.1739|False|False
BZH|2026-05-11|2026-05|ep_low_reclaim|1|2|0.7646207894192962|strong|19.93|139440041.12|8.5|3|null|4.104270660011084|stopped_day1|True|True|-1.0|-1.0|False|False
BZH|2026-05-11|2026-05|ep_close_620_prox|1|2|0.7682976142337294|strong|19.93|139440041.12|8.5|3|null|4.104270660011084|stopped_day1|True|True|-1.0|-1.0|False|False
CAI|2026-08-06|2026-08|ep_high_break|1|1|10.76578816509199|routine|17.11|225332860.0|14.2|1|not_in_theme|5.516356638871068|survived_day1|False|False|||False|False
CAMT|2026-06-02|2026-06|ep_close_620_prox|1|1|2.168846480765531|strong|10.37|254978632.32000002|35.3|1|null|0.0|not_in_pop|True|True|-1.0|-1.0|False|False
CAMT|2026-06-02|2026-06|ep_low_reclaim|2|1|1.1794871794871755|strong|10.37|254978632.32000002|35.3|1|null|0.0|not_in_pop|True|True|-1.0|-1.0|False|False
CAT|2026-08-04|2026-08|ep_close_reclaim|1|2|1.4716957627166638|game_changer|10.0|5403291460.139999|21.3|1|not_in_theme|6.04566186710275|never_triggered|False|True|-1.0|-0.9169|False|False
CAT|2026-08-04|2026-08|ep_close_620_prox|1|2|2.505715182213458|game_changer|10.0|5403291460.139999|21.3|1|not_in_theme|6.04566186710275|never_triggered|False|True|-1.0|-0.9517|False|False
CAT|2026-08-04|2026-08|ep_low_reclaim|2|1|1.2126521578753207|game_changer|10.0|5403291460.139999|21.3|1|not_in_theme|6.04566186710275|never_triggered|False|True|-1.0|-1.0038|False|False
CBRL|2026-06-10|2026-06|ep_low_reclaim|1|1|0.9900990099009894|routine|25.33|507802631.40000004|91.8|1|not_in_theme|9.999999999999991|not_in_pop|True|True|-1.0|-1.0|False|False
CBRL|2026-06-10|2026-06|ep_close_620_prox|3|1|0.25091240875913895|routine|25.33|507802631.40000004|91.8|1|not_in_theme|9.999999999999991|not_in_pop|True|True|-1.0|-1.0|False|False
CGEM|2026-08-13|2026-08|ep_low_reclaim|1|2|3.805332643023572|game_changer|12.24|35396995.24|89.3|1|not_in_theme|20.615384615384624|not_in_pop|False|False|||False|False
CGEM|2026-08-13|2026-08|ep_close_620_prox|1|2|4.717948717948726|game_changer|12.24|35396995.24|89.3|1|not_in_theme|20.615384615384624|not_in_pop|False|False|||False|False
CHA|2026-05-29|2026-05|ep_close_reclaim|1|2|5.783105022831051|routine|12.48|49283292.519999996|14.1|1|null|6.498951781970661|not_in_pop|True|True|-1.0|-1.0|False|False
CHA|2026-05-29|2026-05|ep_close_620_prox|1|2|3.4313572542901696|routine|12.48|49283292.519999996|14.1|1|null|6.498951781970661|not_in_pop|True|True|-1.0|-1.0|False|False
CHA|2026-05-29|2026-05|ep_low_reclaim|5|1|0.4405286343612241|routine|12.48|49283292.519999996|14.1|1|null|6.498951781970661|not_in_pop|True|True|-1.0|-1.0|False|False
CHRN|2026-08-27|2026-08|ep_low_reclaim|1|2|0.7740686985970011|game_changer|12.2|5351869.38|99.8|38|not_in_theme|0.0|stopped_day1|False|True|-1.0|-1.0|False|False
CHRN|2026-08-27|2026-08|ep_close_620_prox|1|2|1.2687427912341505|game_changer|12.2|5351869.38|99.8|38|not_in_theme|0.0|stopped_day1|False|True|-1.0|-1.0|False|False
CHTR|2026-06-29|2026-06|ep_low_reclaim|1|1|2.2403116955402482|routine|26.14|1845764890.7399998|10.1|3|not_in_theme|6.452126812171404|not_in_pop|True|True|-1.0|-1.0|False|False
CLF|2026-07-23|2026-07|ep_high_break|1|2|7.544701264718712|strong|15.03|737118362.0|37.7|1|not_in_theme|5.233853006681501|not_in_pop|True|True|-1.0|0.5029|False|False
CLF|2026-07-23|2026-07|ep_close_620_prox|1|2|0.8984725965858168|strong|15.03|737118362.0|37.7|1|not_in_theme|5.233853006681501|not_in_pop|True|True|-1.0|-1.0|False|False
CLF|2026-07-23|2026-07|ep_close_reclaim|7|1|1.2721490231712909|strong|15.03|737118362.0|37.7|1|not_in_theme|5.233853006681501|not_in_pop|True|True|-1.0|6.3929|False|True
CLF|2026-07-23|2026-07|ep_low_reclaim|20|1|2.2055373064289014|strong|15.03|737118362.0|37.7|1|not_in_theme|5.233853006681501|not_in_pop|False|False|||False|False
CLSK|2026-07-14|2026-07|ep_close_reclaim|1|1|0.8527994067482404|game_changer|17.15|1009382970.4499999|20.0|1|not_in_theme|0.0|abstain|True|True|-1.0|-1.0|False|False
CLSK|2026-07-14|2026-07|ep_low_reclaim|2|2|0.2724455304100764|game_changer|17.15|1009382970.4499999|20.0|1|not_in_theme|0.0|abstain|True|True|-1.0|-1.0|False|False
CLSK|2026-07-14|2026-07|ep_close_620_prox|2|2|1.5463917525773259|game_changer|17.15|1009382970.4499999|20.0|1|not_in_theme|0.0|abstain|True|True|-1.0|-1.0|False|False
COHU|2026-07-31|2026-07|ep_low_reclaim|1|2|4.713254524531864|game_changer|22.71|125247709.29|28.4|1|not_in_theme|18.073207930859173|never_triggered|True|True|-0.7524|0.4639|False|False
COHU|2026-07-31|2026-07|ep_close_620_prox|1|2|6.685175699211151|game_changer|22.71|125247709.29|28.4|1|not_in_theme|18.073207930859173|never_triggered|True|True|-0.8291|0.0107|False|False
CORT|2026-07-30|2026-07|ep_close_reclaim|13|2|9.472796288485874|strong|24.21|529904993.99999994|84.4|1|in_theme|2.277728873239445|not_in_pop|False|False|||False|False
CORT|2026-07-30|2026-07|ep_close_620_prox|13|2|1.6905564924114633|strong|24.21|529904993.99999994|84.4|1|in_theme|2.277728873239445|not_in_pop|False|True|-1.0|-1.0|False|False
CORZ|2026-07-28|2026-07|ep_low_reclaim|2|1|13.475006037189083|game_changer|11.28|573118982.505|21.2|1|not_in_theme|0.0|not_in_pop|True|True|-1.0|0.3961|False|False
CORZ|2026-07-28|2026-07|ep_close_620_prox|3|1|1.4506539833531498|game_changer|11.28|573118982.505|21.2|1|not_in_theme|0.0|not_in_pop|True|True|-1.0|-1.0|False|False
