ticker	trade_date	open_price	high_price	low_price	close	volume
AAL	2025-11-14	12.78	12.97	12.7	12.76	32782205
AAL	2025-11-17	12.76	12.78	12.25	12.34	43045327
AAL	2025-11-18	12.22	12.46	12.11	12.36	46492887
AAL	2025-11-19	12.58	12.655	12.145	12.33	53944085
AAL	2025-11-20	12.51	12.82	12.23	12.24	58129844
AAL	2025-11-21	12.34	13.06	12.32	12.87	64931991
AAL	2025-11-24	13	13.205	12.805	13.1	51225222
AAL	2025-11-25	13.1	13.79	13.1	13.46	67309723
AAL	2025-11-26	13.53	14.106	13.45	13.93	64265484
AAL	2025-11-28	13.99	14.09	13.87	14.05	37349214
AAL	2025-12-01	13.765	14.12	13.56	13.96	75377758
AAL	2025-12-02	14.055	14.33	13.82	14.24	64568215
AAL	2025-12-03	14.27	14.61	14.25	14.56	60466239
AAL	2025-12-04	14.65	14.67	14.215	14.34	52156924
AAL	2025-12-05	14.415	14.89	14.2525	14.81	56589193
AAL	2025-12-08	14.805	14.98	14.635	14.86	43134241
AAL	2025-12-09	14.725	15.2	14.5713	15.03	66411667
AAL	2025-12-10	14.99	15.21	14.78	15.14	51851642
AAL	2025-12-11	15.155	15.35	14.7	14.96	46405393
AAL	2025-12-12	15.15	15.3365	14.94	14.96	47638159
AAL	2025-12-15	15.135	15.345	14.865	15.33	80102031
AAL	2025-12-16	15.36	16.08	15.275	15.99	98380775
AAL	2025-12-17	15.9	16	15.44	15.51	56900692
AAL	2025-12-18	15.66	15.78	15.3801	15.61	49916422
AAL	2025-12-19	15.59	15.875	15.505	15.78	42626802
AAL	2025-12-22	15.8	16.35	15.77	16.26	62333114
AAL	2025-12-23	16.13	16.24	15.58	15.6	68195865
AAL	2025-12-24	15.61	15.74	15.49	15.68	25170356
AAL	2025-12-26	15.61	15.6199	15.31	15.44	37777143
AAL	2025-12-29	15.3	15.3963	15.015	15.14	44824955
AAL	2025-12-30	15.135	15.44	15.1	15.33	42935132
AAL	2025-12-31	15.325	15.42	15.22	15.33	27700917
AAL	2026-01-02	15.37	15.75	15.15	15.48	43940303
AAL	2026-01-05	15.46	16.0268	15.41	15.83	56022856
AAL	2026-01-06	15.85	16.16	15.6	15.67	84702030
AAL	2026-01-07	15.74	16.5	15.65	15.99	84844743
AAL	2026-01-08	15.88	16.08	15.68	15.73	45795308
AAL	2026-01-09	16.02	16.45	15.66	15.99	51614166
AAL	2026-01-12	15.7	16.26	15.4	16	91178832
AAL	2026-01-13	15.62	16	15.22	15.35	82996899
AAL	2026-01-14	15.25	15.42	14.93	15.14	65225514
AAL	2026-01-15	15.25	15.79	15.25	15.71	71323165
AAL	2026-01-16	15.67	15.69	15.31	15.37	44358784
AAL	2026-01-20	15.03	15.2	14.65	14.79	38152832
AAL	2026-01-21	15.01	15.33	14.86	15.15	52155099
AAL	2026-01-22	15.32	15.545	14.88	15.02	42175837
AAL	2026-01-23	14.81	14.9	14.65	14.67	36360396
AAL	2026-01-26	14.52	14.7758	14.5	14.57	42084528
AAL	2026-01-27	14.59	14.645	13.36	13.55	101768077
AAL	2026-01-28	13.65	13.74	13.38	13.44	52655482
AAL	2026-01-29	13.4	13.525	13.17	13.51	70190976
AAL	2026-01-30	13.385	13.625	13.23	13.3	47638503
AAL	2026-02-02	13.5	13.92	13.5	13.69	45012916
AAL	2026-02-03	13.87	14.345	13.81	14.01	48029001
AAL	2026-02-04	14.15	14.77	13.99	14.43	60700936
AAL	2026-02-05	14.37	14.5405	13.915	14.16	40456834
AAL	2026-02-06	14.32	15.33	14.32	15.24	55642648
AAL	2026-02-09	15.3	15.3275	14.99	14.99	34538245
AAL	2026-02-10	14.94	15.22	14.92	15.1	33681733
AAL	2026-02-11	15.18	15.375	14.2	14.35	44579083
AAL	2026-02-12	14.62	14.66	13.66	14.05	54294250
AAL	2026-02-13	14.09	14.2	13.84	13.88	41482198
AAL	2026-02-17	13.96	14.559	13.94	14.4	41742308
AAL	2026-02-18	14.03	14.3	13.66	14.1	63274112
AAL	2026-02-19	13.92	13.94	13.275	13.35	63955572
AAL	2026-02-20	13.35	13.71	13.33	13.59	56789754
AAL	2026-02-23	13.5	13.74	12.84	12.93	48145822
AAL	2026-02-24	12.93	13.34	12.89	13.15	64755857
AAL	2026-02-25	13.23	13.36	13.04	13.32	50424878
AAL	2026-02-26	13.58	14.1699	13.56	13.94	94386690
AAL	2026-02-27	13.42	13.435	12.98	13.07	93030423
AAL	2026-03-02	12.31	12.63	12.105	12.52	87714423
AAL	2026-03-03	12.06	12.77	11.77	12.46	97759150
AAL	2026-03-04	12.74	12.93	12.4	12.46	66960508
AAL	2026-03-05	12.02	12.215	11.53	11.79	126081884
AAL	2026-03-06	11.35	11.41	11.08	11.18	100933633
AAL	2026-03-09	10.89	11.48	10.43	11.44	153143067
AAL	2026-03-10	11.39	11.6	10.885	11.11	129253146
AAL	2026-03-11	11.12	11.35	10.96	11.04	90726249
AAL	2026-03-12	10.73	10.83	10.51	10.55	112427483
AAL	2026-03-13	10.6	10.65	10.26	10.3	106227058
AAL	2026-03-16	10.41	10.57	10.34	10.49	80802761
AAL	2026-03-17	10.94	11.03	10.695	10.86	91847992
AAL	2026-03-18	10.7	11.07	10.625	10.8	72893298
AAL	2026-03-19	10.51	10.99	10.51	10.8	57752828
AAL	2026-03-20	10.75	10.83	10.34	10.43	58417087
AAL	2026-03-23	11.14	11.335	10.75	10.81	77750701
AAL	2026-03-24	10.62	10.8299	10.44	10.71	54248155
AAL	2026-03-25	10.99	11.17	10.7	10.74	66484763
AAL	2026-03-26	10.53	10.815	10.515	10.71	41392037
AAL	2026-03-27	10.5	10.619	10.2	10.3	47334539
AAL	2026-03-30	10.23	10.36	10.09	10.18	40458829
AAL	2026-03-31	10.38	10.8	10.26	10.74	58408448
AAL	2026-04-01	10.99	11.2	10.87	11.13	52256970
AAL	2026-04-02	10.57	10.9	10.35	10.84	52443426
AAL	2026-04-06	10.89	11.04	10.78	10.91	37244562
AAL	2026-04-07	10.81	10.85	10.55	10.81	52749594
AAL	2026-04-08	12.03	12.2	11.38	11.41	99926547
AAL	2026-04-09	11.315	11.5	11.13	11.37	36527757
AAL	2026-04-10	11.45	11.49	11.24	11.32	31704489
AAL	2026-04-13	11	11.23	10.91	11.225	43686346
AAL	2026-04-14	12.055	12.32	11.81	12.13	91586443
AAL	2026-04-15	12.25	12.465	12.1	12.17	58564218
AAL	2026-04-16	12.355	12.56	12.03	12.27	54826826
AAL	2026-04-17	13.155	13.41	12.68	12.78	79911175
AAL	2026-04-20	12.375	12.47	12.03	12.24	62546675
AAL	2026-04-21	12.055	12.2	11.6	11.77	64812009
AAL	2026-04-22	11.8	11.88	11.46	11.5	59143822
AAL	2026-04-23	11.735	12.14	11.41	11.78	72932937
AAL	2026-04-24	11.935	12.22	11.8	12.1	40554691
AAL	2026-04-27	12.055	12.14	11.67	11.68	42284933
AAL	2026-04-28	11.555	11.78	11.49	11.64	43208983
AAL	2026-04-29	11.53	11.57	11.17	11.31	49539610
AAL	2026-04-30	11.54	11.75	11.465	11.71	37711399
AAL	2026-05-01	11.84	12.2099	11.625	11.84	48961777
AAL	2026-05-04	11.845	12.05	11.65	11.81	36609939
AAL	2026-05-05	11.95	12.45	11.87	12.37	46489094
AAL	2026-05-06	12.99	13.12	12.69	12.94	59543068
AAL	2026-05-07	13.14	13.33	12.91	13.18	82261172
AAL	2026-05-08	13.28	13.365	13.07	13.35	57408765
AAL	2026-05-11	13.02	13.1	12.73	12.79	45989039
AAL	2026-05-12	12.65	12.72	12.38	12.69	47849850
AAL	2026-05-13	12.67	12.77	12.555	12.71	37117496
AAL	2026-05-14	12.83	12.95	12.6	12.7	61348132
AAL	2026-05-15	12.51	12.595	12.28	12.31	37047490
AAL	2026-05-18	12.47	12.8	12.21	12.36	59042723
AAL	2026-05-19	12.175	12.29	11.965	12.06	67414907
AAL	2026-05-20	12.11	13.09	12.035	12.95	85260754
AAL	2026-05-21	12.7	13.6	12.65	13.59	108481328
AAL	2026-05-22	13.71	14.18	13.58	13.85	99218765
AAL	2026-05-26	14.3	14.935	14.29	14.845	109722681
AAL	2026-05-27	15.165	15.4	14.84	14.92	88729692
AAL	2026-05-28	14.5	15.1	14.4	14.65	55701284
AAL	2026-05-29	14.72	15.01	14.61	14.64	70988171
AAL	2026-06-01	14.26	14.46	14	14.34	68274836
AAL	2026-06-02	14.46	14.52	13.87	13.93	49368220
AAL	2026-06-03	13.712	13.84	13.5	13.57	71539461
AAL	2026-06-04	13.815	13.84	13.18	13.3	70765145
AAL	2026-06-05	13.22	13.53	13.175	13.5	105849437
AAL	2026-06-08	13.49	13.8	13.41	13.6	109004172
AAL	2026-06-09	13.94	14.38	13.635	14.09	149848378
AAL	2026-06-10	13.81	13.8797	13.34	13.42	136319919
AAL	2026-06-11	13.33	14.66	13.31	14.65	153875312
AAL	2026-06-12	14.81	15.02	14.5201	14.98	152189358
AAL	2026-06-15	15.54	15.895	15.2	15.46	178990302
AAL	2026-06-16	15.59	16.19	15.57	15.71	133328782
AAL	2026-06-17	15.71	16.055	15.395	15.42	129985629
AAL	2026-06-18	15.85	16.07	15.765	15.99	126089476
AAL	2026-06-22	15.915	16.59	15.83	16.08	177382144
AAL	2026-06-23	15.765	16.355	15.76	16.14	166417391
AAL	2026-06-24	16.46	17.47	16.44	17.44	207134639
AAL	2026-06-25	17.485	18.04	17.305	17.57	203347095
AAL	2026-06-26	17.49	17.94	17.425	17.87	161278426
AAL	2026-06-29	17.582	18.05	17.52	17.92	120169354
AAL	2026-06-30	17.92	18.36	17.7	18.07	157841097
AAL	2026-07-01	18.25	18.47	18.055	18.15	166614258
AAL	2026-07-02	18.459	18.79	17.71	17.92	129741742
AAL	2026-07-06	18.085	18.44	17.675	17.75	139835004
AAL	2026-07-07	17.6	17.76	17.03	17.2	134355983
AAL	2026-07-08	16.835	16.91	16.11	16.52	175745776
AAL	2026-07-09	16.62	17.38	16.585	17.06	123678613
AAL	2026-07-10	16.9	17	16.47	16.95	82035325
AAL	2026-07-13	16.81	16.865	16.17	16.31	152675918
AAL	2026-07-14	16.295	16.335	15.65	15.67	133840303
AAL	2026-07-15	15.675	16	15.45	15.63	181406351
AAL	2026-07-16	15.37	16.08	15.29	15.6	190839768
AAL	2026-07-17	15.22	15.34	14.945	14.98	176711959
AAL	2026-07-20	15.19	15.29	14.94	15.14	165862325
AAL	2026-07-21	15.33	15.4	15.035	15.28	90784967
AAL	2026-07-22	15.015	15.31	14.62	14.79	118381302
AAL	2026-07-23	13.985	14.17	13.305	13.555	121373193
AAL	2026-07-24	13.865	14.56	13.68	14.475	72973480
AAOI	2025-06-23	22.41	23.01	21.081	22.57	6023587
AAOI	2025-06-24	23.25	24.46	22.6	23.29	5190840
AAOI	2025-06-25	23.41	26.7	21.9	26.23	8489887
AAOI	2025-06-26	26	28.01	25.35	27.77	5632824
AAOI	2025-06-27	27.91	28	25.28	26.22	8123843
AAOI	2025-06-30	26.9	27.6	25.32	25.69	3408209
AAOI	2025-07-01	25.15	26.01	23.85	25.35	4575492
AAOI	2025-07-02	25.09	26.7399	23.9	26.69	4578602
AAOI	2025-07-03	26.76	31.015	26.42	28.66	6962092
AAOI	2025-07-07	27.81	28	25.73	26.44	6762162
AAOI	2025-07-08	27.16	27.66	26.07	26.88	4359494
AAOI	2025-07-09	27.58	28.86	26.2	27.92	5507010
AAOI	2025-07-10	27.89	29	26.68	28.25	3410453
AAOI	2025-07-11	27.647	29.07	27.647	28.4	3152059
AAOI	2025-07-14	28.235	29.82	27.1	29.495	4312412
AAOI	2025-07-15	31.24	31.58	28.46	29.24	4551903
AAOI	2025-07-16	28.93	29	26.36	28.985	4855330
AAOI	2025-07-17	29	30.1324	28.63	29.42	3816171
AAOI	2025-07-18	30	30.2	27.63	28.63	3935997
AAOI	2025-07-21	28.68	29.44	27.98	28.23	3092370
AAOI	2025-07-22	28.18	28.23	25.4	26.35	5039409
AAOI	2025-07-23	27.2	27.778	25.915	26.305	3038743
AAOI	2025-07-24	26.56	27.45	25.7	25.84	3064231
AAOI	2025-07-25	26.41	27.88	25.77	27.13	4194173
AAOI	2025-07-28	27.51	27.59	24.76	25.22	5495001
AAOI	2025-07-29	25.54	26.35	23.99	24.11	4077056
AAOI	2025-07-30	24.3	24.57	22.4	23.06	5050994
AAOI	2025-07-31	23.78	24.53	22.86	22.87	5361532
AAOI	2025-08-01	21.46	22.3	20.94	21.53	5885907
AAOI	2025-08-04	22.71	22.85	21.4539	22.19	3617413
AAOI	2025-08-05	22.36	22.36	20.48	21.415	4020382
AAOI	2025-08-06	21.72	23.375	21.52	23.23	5727556
AAOI	2025-08-07	23.56	23.6	21.8017	22.33	6412023
AAOI	2025-08-08	23.975	24.4	20.67	21.59	12222895
AAOI	2025-08-11	21.6	21.6	19.885	20.86	5699699
AAOI	2025-08-12	21.33	23.8106	21.305	22.79	5558993
AAOI	2025-08-13	23.645	24.3	22.095	23.02	4930741
AAOI	2025-08-14	22.13	22.5	20.459	21.01	4933253
AAOI	2025-08-15	21.81	22.96	21.315	22.365	4211058
AAOI	2025-08-18	22.78	26.968	22	26.13	8720260
AAOI	2025-08-19	25.52	25.79	22.52	22.77	6877937
AAOI	2025-08-20	22.5	22.5999	20.7189	21.93	4400340
AAOI	2025-08-21	21.82	23.75	21.6	23.7	4430630
AAOI	2025-08-22	23.47	25.99	23.35	24.79	5150343
AAOI	2025-08-25	25.075	26.33	24.33	24.34	5866378
AAOI	2025-08-26	25.79	26.3299	24.75	25.07	5071895
AAOI	2025-08-27	25.2	25.54	24.025	24.05	4676163
AAOI	2025-08-28	24.3	25.93	22.45	25.49	5717256
AAOI	2025-08-29	25.82	26.65	24.09	24.2	3700268
AAOI	2025-09-02	22.83	23.64	22.2	23.35	4528715
AAOI	2025-09-03	23.81	24.59	22.51	23.02	4953398
AAOI	2025-09-04	23.34	23.68	22.04	23.32	4102155
AAOI	2025-09-05	23.85	24.225	22.6304	23.99	3867467
AAOI	2025-09-08	24.27	24.49	23.165	23.63	3254745
AAOI	2025-09-09	23.555	24.1	22.74	23.72	2923504
AAOI	2025-09-10	24.7	28.03	24.35	27.72	10593043
AAOI	2025-09-11	27.35	27.6504	26.28	26.85	5414232
AAOI	2025-09-12	26.83	27.47	26.0216	27.07	3793462
AAOI	2025-09-15	28.09	29.8	27.75	29.56	8128902
AAOI	2025-09-16	29.7	29.7	27.3	28.93	6601938
AAOI	2025-09-17	28.41	30.05	28.23	29.47	5373236
AAOI	2025-09-18	30.37	30.415	28.4369	29.04	4777129
AAOI	2025-09-19	28.7	29.88	28.52	28.99	4323359
AAOI	2025-09-22	28.2	30.8	27.8	30.54	4741817
AAOI	2025-09-23	30.5	31.13	27.62	28.06	6163036
AAOI	2025-09-24	27.965	28.46	26.5	26.69	4704984
AAOI	2025-09-25	25.74	26.645	24.79	26.34	4339284
AAOI	2025-09-26	26.3	26.44	25.45	25.77	2730658
AAOI	2025-09-29	26.3	26.5	25.71	25.94	3107426
AAOI	2025-09-30	25.8	26.8	25.13	25.93	3542994
AAOI	2025-10-01	25.3	28.45	25.25	28.42	3735940
AAOI	2025-10-02	28.96	29.3805	27.84	27.98	3673704
AAOI	2025-10-03	28.05	28.79	26.871	27.93	3937586
AAOI	2025-10-06	29.1	34.473394	28.4	33.79	10810263
AAOI	2025-10-07	33.655	34.62	29.765	31.335	7945755
AAOI	2025-10-08	31.73	32.45	30.86	32.22	3170365
AAOI	2025-10-09	32.44	34.1	31.12	32.37	5021899
AAOI	2025-10-10	33.16	35.2	27.12	27.15	8797018
AAOI	2025-10-13	28.5	29.42	27.502	29.1	4528310
AAOI	2025-10-14	27.8	29.34	26.6622	28.48	4114251
AAOI	2025-10-15	30	33.03	29.1769	32.95	6786277
AAOI	2025-10-16	32.95	33.26	30.93	31.14	3988667
AAOI	2025-10-17	30.51	32.48	28.8701	31.92	4668742
AAOI	2025-10-20	32.89	35.85	32.6	34.14	6475181
AAOI	2025-10-21	34.01	35.3199	32.71	33.4	4134324
AAOI	2025-10-22	32.36	32.8517	28.85	29.975	5268996
AAOI	2025-10-23	29.9	32.08	29.85	31.4	3943218
AAOI	2025-10-24	32.13	34.3912	31.5	34.01	4461778
AAOI	2025-10-27	35	37.6765	34.38	37.22	5328418
AAOI	2025-10-28	36.79	37.61	35.01	36.87	5313032
AAOI	2025-10-29	37.33	38.99	34.75	35.48	7001426
AAOI	2025-10-30	34.49	36.3	34.1	35.07	3590419
AAOI	2025-10-31	35.7	36.4773	34.1801	35.56	3960386
AAOI	2025-11-03	36.14	37	32.83	33.04	4695057
AAOI	2025-11-04	31	31.61	28.2	29.5	7716614
AAOI	2025-11-05	30.74	32.2	29.8	31.51	4930458
AAOI	2025-11-06	31.48	31.57	28.66	29.1	7338802
AAOI	2025-11-07	25	30.25	24.76	28.57	10118549
AAOI	2025-11-10	28.01	28.05	24.05	25.42	9309040
AAOI	2025-11-11	24.72	24.8709	23.52	23.75	6066838
AAOI	2025-11-12	24.24	24.67	23.45	23.94	4482900
AAOI	2025-11-13	23.46	23.46	19.92	20.91	7722093
AAOI	2025-11-14	19.64	22.0465	19.2	21.465	6607524
AAOI	2025-11-17	21.42	23	21	21.63	4845394
AAOI	2025-11-18	21.11	22.23	20.79	20.89	3114912
AAOI	2025-11-19	20.84	21.44	20.54	20.87	3414523
AAOI	2025-11-20	22.3	22.82	19.395	19.49	6354153
AAOI	2025-11-21	19.28	20.8	18.5	20.58	5955039
AAOI	2025-11-24	20.81	22.897	20.63	22.47	4393009
AAOI	2025-11-25	21.96	22.85	21.4	22.73	2356606
AAOI	2025-11-26	23.45	26.68	23.12	25.57	7543924
AAOI	2025-11-28	25.61	27.29	25.56	26.78	3588353
AAOI	2025-12-01	25.78	26.95	25.7013	26.53	3694433
AAOI	2025-12-02	26.85	27.9	26.01	26.02	3471943
AAOI	2025-12-03	26.11	26.44	25.02	25.65	2817132
AAOI	2025-12-04	25.29	26.3	24.83	26.24	3491957
AAOI	2025-12-05	26.34	27.03	25.8	26.59	2879062
AAOI	2025-12-08	27.49	27.98	26.82	27.84	4119170
AAOI	2025-12-09	27.38	30.49	27.17	30.38	5809878
AAOI	2025-12-10	29.555	35.73	29.33	34.98	9850331
AAOI	2025-12-11	35.275	37.05	33.69	36.32	11947263
AAOI	2025-12-12	35.395	35.4899	31.94	32.06	5436242
AAOI	2025-12-15	33.68	33.9	29.69	29.9	4421854
AAOI	2025-12-16	29.32	30.1139	27.77	28.96	4068229
AAOI	2025-12-17	29.68	30.4	26.8	27.14	3400764
AAOI	2025-12-18	28.2	29.8	27.78	29.25	4536861
AAOI	2025-12-19	29.755	31.93	29.33	31.32	5123936
AAOI	2025-12-22	32.29	39.6	32.29	39.095	9773210
AAOI	2025-12-23	37.64	41.96	37.26	40.64	9343166
AAOI	2025-12-24	40.73	41.47	39.9688	41	2369979
AAOI	2025-12-26	41	41.2	37.1	37.17	3825354
AAOI	2025-12-29	36.5	39.22	36.25	36.75	3743731
AAOI	2025-12-30	36.61	37.73	35.86	36.02	2312479
AAOI	2025-12-31	35.75	35.9999	34.8	34.86	2744157
AAOI	2026-01-02	36.345	40.1	35.76	39.6	4857558
AAOI	2026-01-05	41.055	41.35	34.81	34.99	6609602
AAOI	2026-01-06	35.01	39.19	34.02	38.61	5061814
AAOI	2026-01-07	37.54	39.5	36.81	38.055	3814381
AAOI	2026-01-08	37.91	38	31.67	33.01	8578819
AAOI	2026-01-09	32.65	34.49	31.859	34.04	5546323
AAOI	2026-01-12	33.15	34.44	32.6	33.72	3848739
AAOI	2026-01-13	33.9	35.02	33.13	34.18	3169010
AAOI	2026-01-14	34.09	34.545	33.28	34.47	2088032
AAOI	2026-01-15	35.305	38.71	35.19	37	5691194
AAOI	2026-01-16	38.1	40.05	37	37.04	4257869
AAOI	2026-01-20	35.55	39.94	35.37	39.26	4089720
AAOI	2026-01-21	39.41	40	35.54	38.38	3450340
AAOI	2026-01-22	39.99	41.39	38.01	38.15	4269073
AAOI	2026-01-23	37.9	37.9	35.68	35.72	2976162
AAOI	2026-01-26	35.57	36.7493	34.54	34.89	3242980
AAOI	2026-01-27	35.99	38	35.1	37.39	3133991
AAOI	2026-01-28	37.87	46.2999	37.655	45.23	11717721
AAOI	2026-01-29	42.93	43	37.15	39.57	8572103
AAOI	2026-01-30	41.07	48.31	40.7501	43.61	12000992
AAOI	2026-02-02	42.01	49.11	42.01	44.16	8889389
AAOI	2026-02-03	46.2	47.44	42.25	46.12	5659411
AAOI	2026-02-04	47	47.01	37.9901	39.9	7206197
AAOI	2026-02-05	38.575	40.3999	37.0183	38.13	3848667
AAOI	2026-02-06	40.15	44.79	39.64	44.3	5410388
AAOI	2026-02-09	43.645	49.13	43.11	47.91	5961891
AAOI	2026-02-10	47.525	50.1	47.03	48.49	4352321
AAOI	2026-02-11	49.115	50.8	45.3001	48.4	3537914
AAOI	2026-02-12	48.86	48.95	42.5101	43.99	4200121
AAOI	2026-02-13	44.1	46.6623	42.05	44.46	2745300
AAOI	2026-02-17	43.2	45.49	41.12	43.91	3326930
AAOI	2026-02-18	44.34	44.675	42.56	43.44	1858639
AAOI	2026-02-19	43.25	47	42.71	46.98	3208438
AAOI	2026-02-20	46	54.3	45.9601	51.68	7979689
AAOI	2026-02-23	50.52	55.085	49.95	53.96	6239108
AAOI	2026-02-24	52.88	56.61	51	56.27	4197545
