ONTO|2026-08-07|96|HIGH|15.31|game_changer|2026-08-07 13:51:25.991166+00
OUST|2026-06-29|70|MODERATE|16.02|strong|2026-06-29 13:51:02.91542+00
PACS|2026-05-12|96|HIGH|22.26|strong|2026-05-12 11:00:50.831847+00
PD|2026-05-29|50.4|MODERATE|18.15|routine|2026-05-29 12:35:20.342619+00
PENG|2026-07-08|72|HIGH|10.52|game_changer|2026-07-08 13:55:30.24832+00
PGY|2026-06-04|66|HIGH|10.21|strong|2026-06-04 13:56:07.146838+00
PHR|2026-05-28|54|MODERATE|22.56|routine|2026-05-28 13:45:24.436351+00
PLTR|2026-08-04|96|HIGH|15.96|game_changer|2026-08-04 11:02:05.130318+00
PONY|2026-05-26|64.8|HIGH|12.66|strong|2026-05-26 11:50:39.50895+00
POWI|2026-05-26|84|HIGH|17.52|strong|2026-05-26 13:51:41.034407+00
PPTA|2026-05-22|72|HIGH|11|game_changer|2026-05-22 11:00:28.469729+00
PRAA|2026-08-07|84|MODERATE|16.61|strong|2026-08-07 13:51:00.665976+00
PRG|2026-07-15|80|MODERATE|21.65|strong|2026-07-15 11:20:17.232417+00
PRGO|2026-08-05|54|MODERATE|13.17|strong|2026-08-05 12:10:16.646508+00
PSIX|2026-08-07|68.4|MODERATE|25.77|routine|2026-08-07 13:50:29.441071+00
PUBM|2026-08-07|96|MODERATE|36.87|strong|2026-08-07 12:50:27.428547+00
PWR|2026-07-30|60|HIGH|12.09|game_changer|2026-07-30 11:20:16.895621+00
QBTS|2026-05-21|64.8|MODERATE|13.42|strong|2026-05-21 13:30:25.097465+00
QBTS|2026-07-27|54|HIGH|11.29|strong|2026-07-27 11:20:53.389502+00
QDEL|2026-06-29|54|MODERATE|33.47|routine|2026-06-29 13:50:18.206577+00
QFIN|2026-05-27|66|HIGH|25.3|routine|2026-05-27 13:50:15.215767+00
QNST|2026-08-07|96|HIGH|27.92|game_changer|2026-08-07 12:51:00.711432+00
QUBT|2026-05-21|64.8|MODERATE|11.51|strong|2026-05-21 11:00:59.954905+00
QURE|2026-06-17|80|HIGH|75.2|game_changer|2026-06-17 12:10:20.126271+00
RARE|2026-08-20|72|HIGH|11.39|game_changer|2026-08-20 11:01:17.125584+00
RCAT|2026-05-28|100.8|HIGH|16.07|strong|2026-05-28 11:01:02.129624+00
RDDT|2026-08-14|54.7|MODERATE|12.24|strong|2026-08-14 11:01:32.601916+00
RDW|2026-05-26|84|HIGH|15.04|strong|2026-05-26 11:00:48.679858+00
RDW|2026-08-06|64.8|HIGH|12.46|strong|2026-08-06 11:50:44.490842+00
RIOT|2026-08-11|115.2|HIGH|17.92|game_changer|2026-08-11 11:00:57.712123+00
RLAY|2026-05-21|72|HIGH|11.6|game_changer|2026-05-21 13:05:44.598411+00
ROCK|2026-08-05|60.5|MODERATE|14.9|strong|2026-08-05 13:50:42.258143+00
RPD|2026-08-11|84|none|16.78|strong|2026-08-11 13:50:38.339842+00
RUM|2026-06-04|84|HIGH|15.49|strong|2026-06-04 13:40:09.362172+00
RXT|2026-06-16|84|HIGH|17.5|strong|2026-06-16 11:20:18.82631+00
SAIC|2026-06-01|50.4|MODERATE|15.51|routine|2026-06-01 13:45:55.331687+00
SCSC|2026-08-20|96|none|20.58|strong|2026-08-20 13:25:26.3651+00
SE|2026-05-12|54|HIGH|13.26|strong|2026-05-12 11:55:24.748163+00
SE|2026-08-11|54.7|HIGH|10.58|strong|2026-08-11 11:25:20.720198+00
SEDG|2026-06-30|54.7|MODERATE|10.19|strong|2026-06-30 11:35:43.494287+00
SG|2026-07-17|56.4|none|15.16|routine|2026-07-17 13:50:21.638482+00
SHAZ|2026-06-12|86.4|HIGH|11.87|game_changer|2026-06-12 11:40:16.597456+00
SIBN|2026-05-12|51.6|HIGH|13.35|strong|2026-05-12 11:01:04.811559+00
SIMO|2026-07-30|80|HIGH|19.18|game_changer|2026-07-30 13:10:14.974337+00
SITM|2026-08-06|96|HIGH|28.88|game_changer|2026-08-06 11:00:28.178076+00
SKM|2026-06-01|50.4|MODERATE|10.69|strong|2026-06-01 13:55:56.507962+00
SLN|2026-08-10|84|MODERATE|18.83|strong|2026-08-10 11:00:13.75065+00
SLS|2026-05-20|100.8|HIGH|19.89|strong|2026-05-20 22:41:13.431854+00
SMCI|2026-07-22|70|HIGH|15.88|strong|2026-07-22 11:00:14.016154+00
SNOW|2026-05-28|53.3|MODERATE|35.23|routine|2026-05-28 13:45:24.05419+00
SNX|2026-06-25|72|HIGH|11.22|game_changer|2026-06-25 11:40:47.066895+00
SOUN|2026-08-06|62.4|MODERATE|25.19|routine|2026-08-06 13:45:17.473725+00
STAA|2026-05-14|96|HIGH|17.31|game_changer|2026-05-14 11:10:10.937356+00
STC|2026-05-19|50.4|MODERATE|10.54|strong|2026-05-19 11:00:57.371309+00
STDN|2026-08-14|53.3|MODERATE|12.9|strong|2026-08-14 13:55:19.002945+00
STUB|2026-05-14|54|HIGH|14.3|strong|2026-05-14 11:00:29.474994+00
SWBI|2026-06-18|70|HIGH|15.59|strong|2026-06-18 11:20:04.444212+00
SYRE|2026-06-22|60|HIGH|12.35|game_changer|2026-06-22 11:02:23.259587+00
TASK|2026-08-06|50.4|MODERATE|11.39|routine|2026-08-06 13:47:34.939417+00
TATT|2026-05-20|64.8|HIGH|21.57|routine|2026-05-20 22:41:05.427701+00
TATT|2026-08-05|61.9|HIGH|11.79|strong|2026-08-05 11:21:21.431539+00
TE|2026-05-12|84|HIGH|18.21|strong|2026-05-12 11:00:58.545324+00
TEAM|2026-08-07|115.2|HIGH|31.66|strong|2026-08-07 12:50:43.545455+00
TEM|2026-08-19|51.6|none|16.76|routine|2026-08-19 13:50:41.797849+00
TER|2026-07-29|60|HIGH|10.4|game_changer|2026-07-29 12:25:28.391085+00
TEVA|2026-07-29|50.4|HIGH|11.4|strong|2026-07-29 13:51:12.676285+00
TH|2026-08-10|50.4|HIGH|12.17|strong|2026-08-10 11:20:39.938145+00
THC|2026-07-24|60|HIGH|14.31|game_changer|2026-07-24 11:05:10.699527+00
TNDM|2026-06-01|54.7|MODERATE|10.52|strong|2026-06-01 12:45:33.577511+00
TRUP|2026-08-06|60|MODERATE|18|routine|2026-08-06 13:52:35.548185+00
TSAT|2026-08-04|60|HIGH|14.46|game_changer|2026-08-04 13:56:02.842965+00
TSEM|2026-07-14|80|HIGH|18.57|game_changer|2026-07-14 11:00:18.221288+00
TTAN|2026-06-05|100.8|HIGH|16.28|strong|2026-06-05 11:00:32.101254+00
TWLO|2026-08-07|84|HIGH|17.97|strong|2026-08-07 12:51:40.188115+00
TWST|2026-08-19|84|HIGH|16.7|strong|2026-08-19 13:55:09.997658+00
U|2026-08-06|96|HIGH|18.41|game_changer|2026-08-06 11:20:37.600878+00
UUUU|2026-06-18|72|HIGH|12.36|game_changer|2026-06-18 12:00:15.255441+00
UUUU|2026-08-21|51.6|HIGH|9.28|strong|2026-08-21 13:55:30.693278+00
VERA|2026-08-14|86.4|HIGH|14.23|game_changer|2026-08-14 11:25:13.497949+00
VG|2026-05-12|54.7|HIGH|10.07|strong|2026-05-12 11:55:32.376265+00
VIK|2026-05-14|57.6|HIGH|11.36|strong|2026-05-14 13:55:19.701696+00
VOYG|2026-08-04|80|HIGH|16.96|game_changer|2026-08-04 12:10:17.961984+00
VPG|2026-05-12|100.8|HIGH|17.12|strong|2026-05-12 11:25:18.400103+00
VSNT|2026-05-14|100.8|HIGH|15.38|strong|2026-05-14 11:50:14.558951+00
VSTS|2026-05-12|115.2|HIGH|20.22|strong|2026-05-12 12:55:17.842971+00
WDFC|2026-07-10|72|HIGH|14.23|game_changer|2026-07-10 11:40:13.45807+00
WEN|2026-06-24|54|MODERATE|25.34|routine|2026-06-24 13:00:06.387704+00
WKC|2026-07-24|60|HIGH|11.63|game_changer|2026-07-24 12:15:23.951869+00
WLDN|2026-08-07|51.6|MODERATE|14.67|strong|2026-08-07 12:53:27.758229+00
WULF|2026-07-06|96|HIGH|19.92|game_changer|2026-07-06 12:20:15.816184+00
WYFI|2026-05-11|51.6|MODERATE|12.99|strong|2026-05-11 11:00:32.438932+00
WYFI|2026-08-12|84|MODERATE|17.34|strong|2026-08-12 11:20:31.890714+00
XE|2026-06-15|50.4|none|17.64|routine|2026-06-15 13:56:03.414683+00
ZBRA|2026-05-12|100.8|HIGH|15.33|strong|2026-05-12 11:05:17.317488+00
ZBRA|2026-08-04|60|HIGH|10.75|game_changer|2026-08-04 12:35:51.898746+00
