ticker,alert_date,source,skip_reason,skip_category,ep_score,gap_pct,rel_volume,catalyst_quality,open_d0,close_d0,ret_1d,ret_5d,ret_20d,max_high_5d,max_high_20d,scan_time_et,rank_by_gap,projected_vol_multiple,pm_rvol,adv,adv_source,minutes_since_open,filter_reason
DNLI,2026-05-14,scan_filter,"routine catalyst, gap 8.1%",catalyst_downgrade,,8.13,0.01,,19.97,19.39,-0.06760140210315463,,,0.0015022533800701622,0.0015022533800701622,2026-05-14 11:55:00.019198+00:00,19,,15.585,1654002.074512,polygon_20d,,"routine catalyst, gap 8.1%"
FENC,2026-05-14,scan_filter,"quality filter: filter:adv_too_low: $919,605",adv_low,,23.93,0.21,,7.2,9.24,0.35416666666666663,,,0.4124861111111111,0.4124861111111111,2026-05-14 13:55:00.033271+00:00,3,3.3,,159612.1016115,polygon_20d,25,"quality filter: filter:adv_too_low: $919,605"
FHN,2026-05-14,scan_filter,outside top-20 gap cap (gap 8.8%),outside_top20,,8.83,0.0,,23.72,23.72,-0.006323777403035353,,,0.010118043844856746,0.010118043844856746,2026-05-14 13:40:00.032612+00:00,21,,,4434941.722085,polygon_20d,10,outside top-20 gap cap (gap 8.8%)
GOOS,2026-05-14,scan_filter,outside top-20 gap cap (gap 8.5%),outside_top20,,8.52,0.02,,11.1,9.89,-0.1378378378378378,,,0.04324324324324328,0.04324324324324328,2026-05-14 13:40:00.032612+00:00,25,,,416801.228977,polygon_20d,10,outside top-20 gap cap (gap 8.5%)
HTCO,2026-05-14,scan_filter,quality filter: filter:atr_too_high: 105.7% > 15.0%,atr_high,,10.34,0.48,,8.37,7.22,-0.23894862604540015,,,0.002389486260454164,0.002389486260454164,2026-05-14 13:55:00.033271+00:00,18,7.5,,675388.8572905,polygon_20d,25,quality filter: filter:atr_too_high: 105.7% > 15.0%
INV,2026-05-14,scan_filter,"routine catalyst, gap 8.1%",catalyst_downgrade,,8.11,0.02,,7.16,7.32,-0.0614525139664805,,,0.09776536312849164,0.09776536312849164,2026-05-14 11:15:00.017117+00:00,13,,1.174,2270278.3722484997,polygon_20d,,"routine catalyst, gap 8.1%"
IPST,2026-05-14,scan_filter,"quality filter: filter:adv_too_low: $284,600",adv_low,,21.95,1.26,,7.27,8.06,0.3328748280605227,,,0.46905089408528206,0.46905089408528206,2026-05-14 13:55:00.033271+00:00,4,19.7,,111661.378027,polygon_20d,25,"quality filter: filter:adv_too_low: $284,600"
JLHL,2026-05-14,scan_filter,"pre-mkt volume 5,626 < 25,000 shares",pm_rvol_low,,11.47,0.1,,18.01,19.78,0.29150471960022206,,,0.7130927262631869,0.7130927262631869,2026-05-14 13:55:00.033271+00:00,15,1.6,,57111.579022000005,polygon_20d,25,"pre-mkt volume 5,626 < 25,000 shares"
KPTI,2026-05-14,scan_filter,EP cooldown — alerted within last 60 days,cooldown,,13.11,0.26,,9.525,8.9,-0.19475065616797904,,,0.07400524934383206,0.07400524934383206,2026-05-14 13:50:00.050162+00:00,13,5.1,3.847,476437.7424455,polygon_20d,20,EP cooldown — alerted within last 60 days
LGN,2026-05-14,scan_filter,"filter:session_rvol_too_low: session_rvol=0.69x (today 31,954 / baseline 46,550 n=22) < 1.0x",session_rvol_low,,8.83,0.02,,104.375,89.0,-0.1923353293413174,,,0.027425149700598776,0.027425149700598776,2026-05-14 13:40:00.032612+00:00,20,,0.686,1907889.2932025,polygon_20d,10,"filter:session_rvol_too_low: session_rvol=0.69x (today 31,954 / baseline 46,550 n=22) < 1.0x"
LICN,2026-05-14,scan_filter,"pre-mkt volume 13,488 < 25,000 shares",pm_rvol_low,,9.24,0.31,,8.9904,8.39,-0.21249332621462888,,,0.009966186154120038,0.009966186154120038,2026-05-14 13:40:00.032612+00:00,18,,,43717.298523499994,polygon_20d,10,"pre-mkt volume 13,488 < 25,000 shares"
MOVE,2026-05-14,scan_filter,"pre-mkt volume 678 < 25,000 shares",pm_rvol_low,,9.09,0.01,,19.0,20.92,0.047368421052631504,,,0.15421052631578946,0.15421052631578946,2026-05-14 11:10:00.034223+00:00,12,,2.302,67537.82903600001,polygon_20d,,"pre-mkt volume 678 < 25,000 shares"
MTC,2026-05-14,scan_filter,"pre-mkt volume 8,910 < 25,000 shares",pm_rvol_low,,11.57,0.09,,5.55,5.39,-0.12612612612612617,,,0.05945945945945948,0.05945945945945948,2026-05-14 13:50:00.050162+00:00,15,1.8,,100424.09056350001,polygon_20d,20,"pre-mkt volume 8,910 < 25,000 shares"
MTSI,2026-05-14,scan_filter,"filter:session_rvol_too_low: session_rvol=0.39x (today 17,814 / baseline 45,313 n=22) < 1.0x",session_rvol_low,,9.61,0.02,,400.0,383.56,-0.06099999999999994,,,0.0031125000000000115,0.0031125000000000115,2026-05-14 13:40:00.032612+00:00,16,,0.393,1178319.482144,polygon_20d,10,"filter:session_rvol_too_low: session_rvol=0.39x (today 17,814 / baseline 45,313 n=22) < 1.0x"
NVMI,2026-05-14,scan_filter,outside top-20 gap cap (gap 8.1%),outside_top20,,8.06,0.15,,518.76,556.11,-0.01852494409746321,,,0.08913563112036396,0.08913563112036396,2026-05-14 13:55:00.033271+00:00,25,2.3,,351239.1056275,polygon_20d,25,outside top-20 gap cap (gap 8.1%)
OCC,2026-05-14,scan_filter,outside top-20 gap cap (gap 8.3%),outside_top20,,8.26,0.11,,11.8,13.13,-0.0016949152542374024,,,0.1305084745762711,0.1305084745762711,2026-05-14 13:55:00.033271+00:00,24,1.7,,292720.7773635,polygon_20d,25,outside top-20 gap cap (gap 8.3%)
ONDS,2026-05-14,scan_filter,M&A/buyout catalyst — no momentum trade,ma_filter,,10.33,0.79,,9.99,11.21,0.06306306306306296,,,0.2132132132132131,0.2132132132132131,2026-05-14 13:55:00.033271+00:00,20,12.3,5.232,53355438.2923145,polygon_20d,25,M&A/buyout catalyst — no momentum trade
PCT,2026-05-14,scan_filter,EP cooldown — alerted within last 60 days,cooldown,,16.18,0.5,,11.565,12.39,0.08862948551664508,,,0.1188932122784263,0.1188932122784263,2026-05-14 13:55:00.033271+00:00,7,7.8,4.972,4015537.459768,polygon_20d,25,EP cooldown — alerted within last 60 days
PLGO,2026-05-14,scan_filter,outside top-20 gap cap (gap 9.1%),outside_top20,,9.13,0.25,,20.77,23.46,0.11506981222917673,,,0.13673567645642754,0.13673567645642754,2026-05-14 13:55:00.033271+00:00,22,3.9,,467172.567459,pending,25,outside top-20 gap cap (gap 9.1%)
POET,2026-05-14,scan_filter,already up 102% in prior 5 days (extended),extension_gate,,37.58,0.58,,17.41,20.57,-0.08271108558299825,,,0.19529006318207917,0.19529006318207917,2026-05-14 13:55:00.033271+00:00,1,9.0,3.096,63546423.980158,polygon_20d,25,already up 102% in prior 5 days (extended)
SHAZ,2026-05-14,scan_filter,score 29 < 50 (catalyst=routine),score_below_50,28.8,13.12,0.08,routine,58.0,55.63,-0.07017241379310345,,,0.04573965517241384,0.04573965517241384,2026-05-14 13:10:00.030615+00:00,11,,10.7,402877.6850845,polygon_20d,,score 29 < 50 (catalyst=routine)
SPCB,2026-05-14,scan_filter,"pre-mkt volume 10,908 < 25,000 shares",pm_rvol_low,,9.1,0.16,,12.18,11.03,-0.11986863711001634,,,0.0,0.0,2026-05-14 13:40:00.032612+00:00,19,,,66239.4036985,polygon_20d,10,"pre-mkt volume 10,908 < 25,000 shares"
TRT,2026-05-14,scan_filter,quality filter: filter:atr_too_high: 25.9% > 15.0%,atr_high,,13.69,0.59,,12.0,14.02,0.6708333333333334,,,0.7816666666666666,0.7816666666666666,2026-05-14 13:55:00.033271+00:00,10,9.2,1.429,736807.108756,polygon_20d,25,quality filter: filter:atr_too_high: 25.9% > 15.0%
ULBI,2026-05-14,scan_filter,outside top-20 gap cap (gap 9.3%),outside_top20,,9.29,0.43,,6.07,6.1,0.0,,,0.05782537067545304,0.05782537067545304,2026-05-14 13:50:00.050162+00:00,22,8.4,,29079.0795975,polygon_20d,20,outside top-20 gap cap (gap 9.3%)
UMC,2026-05-14,scan_filter,outside top-20 gap cap (gap 8.1%),outside_top20,,8.13,0.04,,16.86,17.13,0.020166073546856456,,,0.03380782918149468,0.03380782918149468,2026-05-14 13:40:00.032612+00:00,27,,,14321864.648196999,polygon_20d,10,outside top-20 gap cap (gap 8.1%)
WWW,2026-05-14,scan_filter,outside top-20 gap cap (gap 8.8%),outside_top20,,8.82,0.01,,16.88,15.22,-0.09063981042654025,,,0.008293838862559275,0.008293838862559275,2026-05-14 13:40:00.032612+00:00,22,,,961934.2145695,polygon_20d,10,outside top-20 gap cap (gap 8.8%)
WYFI,2026-05-14,scan_filter,EP cooldown — alerted within last 60 days,cooldown,,8.03,0.13,,25.52,29.99,-0.051724137931034496,,,0.22315830721003135,0.22315830721003135,2026-05-14 12:00:00.020171+00:00,19,,10.226,1052371.5863445,polygon_20d,,EP cooldown — alerted within last 60 days
YETI,2026-05-14,scan_filter,outside top-20 gap cap (gap 9.8%),outside_top20,,9.8,0.18,,44.11,40.69,-0.03264565858082062,,,0.0005667649059169934,0.0005667649059169934,2026-05-14 13:55:00.033271+00:00,21,2.8,,1502336.1083614998,polygon_20d,25,outside top-20 gap cap (gap 9.8%)
BRUN,2026-05-13,scan_filter,quality filter: filter:adv_no_data,adv_low,,12.21,0.07,,20.72,21.0,0.2567567567567568,,,0.5202702702702704,0.5202702702702704,2026-05-13 11:55:00.018831+00:00,14,,,1517641.87652,pending,,quality filter: filter:adv_no_data
BRUNW,2026-05-13,scan_filter,"pre-mkt volume 4,961 < 25,000 shares",pm_rvol_low,,21.08,0.04,,9.94,9.91,0.41448692152917516,,,0.9969818913480888,0.9969818913480888,2026-05-13 11:55:00.018831+00:00,3,,,135903.0173,pending,,"pre-mkt volume 4,961 < 25,000 shares"
COHR,2026-05-13,scan_filter,outside top-20 gap cap (gap 8.2%),outside_top20,,8.25,0.04,,401.575,403.71,0.00837950569632076,,,0.028450476249766574,0.028450476249766574,2026-05-13 11:55:00.018831+00:00,24,,,6383458.7685305,polygon_20d,,outside top-20 gap cap (gap 8.2%)
DXYZ,2026-05-13,scan_filter,EP cooldown — alerted within last 60 days,cooldown,,12.83,0.2,,59.0,52.2,-0.2284745762711864,,,0.019584745762711925,0.019584745762711925,2026-05-13 11:55:00.018831+00:00,13,,7.039,2140488.7730115,polygon_20d,,EP cooldown — alerted within last 60 days
EDSA,2026-05-13,scan_filter,"filter:pm_rvol_too_low: pm_rvol=0.76x (today 5,353 / baseline 7,045 n=23) < 1.0x",pm_rvol_low,,8.52,0.01,,13.69,15.24,0.06720233747260775,,,0.1285536888239591,0.1285536888239591,2026-05-13 11:00:00.068436+00:00,16,,0.76,398014.08272149996,polygon_20d,,"filter:pm_rvol_too_low: pm_rvol=0.76x (today 5,353 / baseline 7,045 n=23) < 1.0x"
ENHA,2026-05-13,scan_filter,"pre-mkt volume 3,978 < 25,000 shares",pm_rvol_low,,10.53,0.02,,6.3,5.28,-0.3238095238095238,,,0.03809523809523813,0.03809523809523813,2026-05-13 11:55:00.018831+00:00,15,,,203799.550319,pending,,"pre-mkt volume 3,978 < 25,000 shares"
ERNA,2026-05-13,scan_filter,already up 221% in prior 5 days (extended),extension_gate,,8.91,2.92,,14.37,12.14,-0.33472512178148917,,,0.04384133611691029,0.04384133611691029,2026-05-13 11:55:00.018831+00:00,19,,,55271.3620845,polygon_20d,,already up 221% in prior 5 days (extended)
FCEL,2026-05-13,scan_filter,outside top-20 gap cap (gap 8.2%),outside_top20,,8.15,0.02,,17.665,19.92,0.2227568638550808,,,0.2923860741579394,0.2923860741579394,2026-05-13 11:55:00.018831+00:00,25,,,9679614.984708,polygon_20d,,outside top-20 gap cap (gap 8.2%)
GLBE,2026-05-13,scan_filter,"routine catalyst, gap 8.1%",catalyst_downgrade,,8.12,0.01,,28.71,27.54,-0.026819923371647493,,,0.04348659003831417,0.04348659003831417,2026-05-13 11:20:00.014776+00:00,19,,7.675,1372954.8938515,polygon_20d,,"routine catalyst, gap 8.1%"
HIMX,2026-05-13,scan_filter,outside top-20 gap cap (gap 8.4%),outside_top20,,8.42,0.07,,20.65,20.585,0.0014527845036320164,,,0.05278450363196126,0.05278450363196126,2026-05-13 11:55:00.018831+00:00,21,,,3374334.9035045,polygon_20d,,outside top-20 gap cap (gap 8.4%)
HTLD,2026-05-13,scan_filter,"pre-mkt volume 100 < 25,000 shares",pm_rvol_low,,10.28,0.0,,12.31,12.32,0.06742485783915517,,,0.10479285134037361,0.10479285134037361,2026-05-13 11:55:00.018831+00:00,16,,,444333.278675,polygon_20d,,"pre-mkt volume 100 < 25,000 shares"
IPWR,2026-05-13,scan_filter,"pre-mkt volume 5,821 < 25,000 shares",pm_rvol_low,,8.87,0.02,,5.57,5.38,0.3249551166965888,,,0.3554757630161579,0.3554757630161579,2026-05-13 11:55:00.018831+00:00,20,,,274300.873492,polygon_20d,,"pre-mkt volume 5,821 < 25,000 shares"
MRAM,2026-05-13,scan_filter,EP cooldown — alerted within last 60 days,cooldown,,13.61,0.58,,50.21,41.46,-0.1907986456881099,,,0.02569209320852418,0.02569209320852418,2026-05-13 11:55:00.018831+00:00,10,,3.115,1152078.6948455,polygon_20d,,EP cooldown — alerted within last 60 days
MTUS,2026-05-13,scan_filter,"pre-mkt volume 100 < 25,000 shares",pm_rvol_low,,8.91,0.0,,17.7,17.93,0.032203389830508494,,,0.035593220338982996,0.035593220338982996,2026-05-13 11:15:00.017739+00:00,14,,0.228,293642.61546450004,polygon_20d,,"pre-mkt volume 100 < 25,000 shares"
NBIS,2026-05-13,scan_filter,M&A/buyout catalyst — no momentum trade,ma_filter,,15.79,0.12,,203.845,207.27,0.08489293335622658,,,0.14660599965660176,0.14660599965660176,2026-05-13 11:55:00.018831+00:00,8,,6.388,16629564.897967998,polygon_20d,,M&A/buyout catalyst — no momentum trade
NVTS,2026-05-13,scan_filter,outside top-20 gap cap (gap 8.3%),outside_top20,,8.31,0.04,,20.81,21.17,0.07256126862085543,,,0.12397885631907746,0.12397885631907746,2026-05-13 11:55:00.018831+00:00,22,,,36656948.106185004,polygon_20d,,outside top-20 gap cap (gap 8.3%)
NXT,2026-05-13,scan_filter,M&A/buyout catalyst — no momentum trade,ma_filter,,16.22,0.03,,149.23,136.37,-0.04342290424177438,,,0.050593044294042835,0.050593044294042835,2026-05-13 11:55:00.018831+00:00,7,,41.3,1807441.6044245,polygon_20d,,M&A/buyout catalyst — no momentum trade
PENG,2026-05-13,scan_filter,score 0 < 50 (catalyst=routine),score_below_50,0.0,18.54,0.17,routine,51.105,48.27,-0.032579982389198694,,,0.0423637608844537,0.0423637608844537,2026-05-13 11:55:00.018831+00:00,6,,18.068,2121692.8602569997,polygon_20d,,score 0 < 50 (catalyst=routine)
PSFE,2026-05-13,scan_filter,"pre-mkt volume 8,217 < 25,000 shares",pm_rvol_low,,9.32,0.02,,9.9,9.34,-0.17676767676767677,,,0.014141414141414019,0.014141414141414019,2026-05-13 11:55:00.018831+00:00,18,,,334602.918982,polygon_20d,,"pre-mkt volume 8,217 < 25,000 shares"
PSNL,2026-05-13,scan_filter,score 46 < 50 (catalyst=strong),score_below_50,45.6,14.74,0.04,strong,6.82,6.39,-0.01612903225806456,,,0.08394428152492665,0.08394428152492665,2026-05-13 11:55:00.018831+00:00,9,,19.614,2019727.022509,polygon_20d,,score 46 < 50 (catalyst=strong)
QS,2026-05-13,scan_filter,outside top-20 gap cap (gap 8.1%),outside_top20,,8.08,0.05,,8.69,8.66,-0.010356731875719201,,,0.03337169159953981,0.03337169159953981,2026-05-13 11:55:00.018831+00:00,26,,,20421046.829333,polygon_20d,,outside top-20 gap cap (gap 8.1%)
REA,2026-05-13,scan_filter,outside top-20 gap cap (gap 8.3%),outside_top20,,8.28,0.01,,30.0,27.05,-0.24366666666666661,,,0.0006666666666666524,0.0006666666666666524,2026-05-13 11:55:00.018831+00:00,23,,,1145384.078112,polygon_20d,,outside top-20 gap cap (gap 8.3%)
SLS,2026-05-13,scan_filter,score 7 < 50 (catalyst=routine),score_below_50,7.2,18.77,0.19,routine,6.315,6.53,0.17498020585906562,,,0.2351543942992873,0.2351543942992873,2026-05-13 11:55:00.018831+00:00,5,,16.209,4405047.3449095,polygon_20d,,score 7 < 50 (catalyst=routine)
TSEM,2026-05-13,scan_filter,score 6 < 50 (catalyst=strong),score_below_50,6.0,13.21,0.08,strong,253.95,270.77,0.10529631817286872,,,0.1162035833825557,0.1162035833825557,2026-05-13 11:55:00.018831+00:00,11,,8.134,2620863.0940865,polygon_20d,,score 6 < 50 (catalyst=strong)
VELO,2026-05-13,scan_filter,quality filter: filter:mcap_too_small: $419M < $500M,mcap_low,,20.95,0.09,,16.74,21.01,0.18518518518518529,,,0.2903225806451615,0.2903225806451615,2026-05-13 11:55:00.018831+00:00,4,,3.927,2131497.0978545,polygon_20d,,quality filter: filter:mcap_too_small: $419M < $500M
VNET,2026-05-13,scan_filter,score 28 < 50 (catalyst=routine),score_below_50,27.6,12.86,0.09,routine,11.05,11.28,-0.05429864253393678,,,0.08778280542986415,0.08778280542986415,2026-05-13 11:55:00.018831+00:00,12,,6.687,5475276.701975,polygon_20d,,score 28 < 50 (catalyst=routine)
VSH,2026-05-13,scan_filter,"routine catalyst, gap 9.3%",catalyst_downgrade,,9.33,0.01,,36.39,38.5,0.04396812311074475,,,0.10112668315471282,0.10112668315471282,2026-05-13 11:35:00.018601+00:00,19,,12.424,3969111.8878530003,polygon_20d,,"routine catalyst, gap 9.3%"
WOLF,2026-05-13,scan_filter,score 6 < 50 (catalyst=routine),score_below_50,6.0,21.11,0.28,routine,66.63,62.6,0.04997748761818998,,,0.10670868977937865,0.10670868977937865,2026-05-13 11:55:00.018831+00:00,2,,21.45,6413585.2449595,polygon_20d,,score 6 < 50 (catalyst=routine)
WYFI,2026-05-13,scan_filter,EP cooldown — alerted within last 60 days,cooldown,,9.08,0.05,,27.5,27.03,0.09054545454545448,,,0.1350909090909091,0.1350909090909091,2026-05-13 11:20:00.014776+00:00,16,,4.56,968196.9581875,polygon_20d,,EP cooldown — alerted within last 60 days
ARMK,2026-05-12,scan_filter,"filter:session_rvol_too_low: session_rvol=0.23x (today 11,218 / baseline 48,224 n=21) < 1.0x",session_rvol_low,,11.24,0.0,,50.92,48.41,-0.0033385703063629557,,,0.0519442262372348,0.0519442262372348,2026-05-12 13:40:00.030944+00:00,12,,0.233,2734586.4900350003,polygon_20d,10,"filter:session_rvol_too_low: session_rvol=0.23x (today 11,218 / baseline 48,224 n=21) < 1.0x"
ARVN,2026-05-12,scan_filter,score 40 < 50 (catalyst=strong),score_below_50,39.6,9.27,0.05,strong,9.83,9.57,0.004069175991861561,,,0.02339776195320452,0.02339776195320452,2026-05-12 12:10:00.015030+00:00,17,,3.723,771738.2275195,polygon_20d,,score 40 < 50 (catalyst=strong)
AVEX,2026-05-12,scan_filter,already scored earlier today,duplicate_scan,,9.34,0.11,,25.77,28.15,0.004656577415599573,,,0.10826542491268915,0.10826542491268915,2026-05-12 13:30:00.027956+00:00,17,,6.143,1775282.80445,polygon_20d,1,already scored earlier today
BODI,2026-05-12,scan_filter,"pre-mkt volume 200 < 25,000 shares",pm_rvol_low,,8.11,0.0,,13.32,12.95,-0.053303303303303365,,,0.045045045045045015,0.045045045045045015,2026-05-12 11:25:00.013185+00:00,15,,,93639.6284185,polygon_20d,,"pre-mkt volume 200 < 25,000 shares"
BRUN,2026-05-12,scan_filter,quality filter: filter:adv_no_data,adv_low,,8.97,0.02,,21.7,18.42,-0.032258064516129004,,,0.4516129032258065,0.4516129032258065,2026-05-12 13:35:00.100072+00:00,17,,,1725097.51935,pending,5,quality filter: filter:adv_no_data
CDNL,2026-05-12,scan_filter,"pre-mkt volume 3,880 < 25,000 shares",pm_rvol_low,,15.29,0.01,,63.01,57.09,-0.1287890810982383,,,0.0026979844469132157,0.0026979844469132157,2026-05-12 12:35:00.031338+00:00,8,,,457261.9236675,polygon_20d,,"pre-mkt volume 3,880 < 25,000 shares"
