2026-04-02|Enterprise Server & AI Infrastructure Hardware|Accelerating||live|TSEM,PBF,BW,APA,PARR,PBR,ACDC,VAL,XLE,EQNR,VLO,MTDR,SOC,E,VIST,EOG,XOM,CRGY,LYB,FANG,CHRD,CVX,OVV,ICHR,ANNA,COP,HAL,SM,DOW,DBO,PTEN,VG,DELL,VET,SEDG,GTE,USO,PUMP,LRCX,AESI,LBRT,LNG,WDS,AMPX,BNO,TEN,GLNG,MPC,TALO,BATL,OXY
2026-04-02|Firearms & Personal Defense Manufacturing|Accelerating||live|SWBI,LINC
2026-04-02|IT Infrastructure Deployment & Data Center Systems Integration|Nascent||live|TSSI,CAR
2026-04-02|Lithium & Battery Critical Minerals Mining|Nascent||live|SGML,BMM
2026-04-02|Nylon & Engineered Polymer Intermediates|Nascent||live|DOW,OLN,LXU,CC,CE,MEOH,CLMT,KODK,RYAM,WLK,ASIX
2026-04-02|Power Semiconductor & Mixed-Signal Display Drivers|Fading||live|AOSL,HIMX
2026-04-02|Rare Earth Magnets & Critical Battery Materials|Nascent||live|EMAT,CENX
2026-04-02|Satellite Intelligence & Earth Observation|Accelerating||live|PL,FLY,AJRD,RKLB,LUNR,MNTS,SPIR,BKSY,ASTS
2026-04-02|Satellite Mobile & IoT Connectivity Services|Accelerating||live|NOC,PL,RTX,IRDM,GD,LMT
2026-04-02|Semiconductor Capital Equipment|Accelerating||live|UCTT,AMAT,AEHR,FORM,PLAB,KLAC,LRCX
2026-04-02|Workforce Solutions & Technical Staffing Services|Nascent||live|KELYB,TH
2026-04-06|AI Data Center Power Infrastructure|Fading||live|AGX,GEV,PWR,NXT,VRT
2026-04-06|AI Memory & Storage|Fading||live|STX,TSM,SNDK,MU,WDC
2026-04-06|CLO & Structured Credit Income|Fading||live|CRCL,XFLT
2026-04-06|Crypto Asset Recovery|Fading||live|HUT,BTBT
2026-04-06|Defense Electronics & Avionics Mission Systems|Fading||live|ISSC,KTOS
2026-04-06|Edge CDN & Cloud-Native Developer Platforms|Accelerating||live|BNAI,SVCO,DOCN,FSLY
2026-04-06|Enterprise Server & AI Infrastructure Hardware|Accelerating||live|OXY,LRCX,BNO,LYB,XOM,CVX,AMPX,TSEM,VET,MPC,TALO,ANNA,VAL,DELL,COP,MTDR,CRGY,OVV,PUMP,USO,PBR,AESI,APA,FANG,TEN,ICHR,PTEN,E,VIST,EOG,VLO,GTE,LBRT,SOC,WDS,DOW,VG,BATL,CHRD,BW,PBF,SEDG,XLE,ACDC,PARR,SM,DBO,EQNR,LNG,HAL,GLNG
2026-04-06|Firearms & Personal Defense Manufacturing|Accelerating||live|LINC,SWBI
2026-04-06|Independent Semiconductor Foundry & Specialty IC Manufacturing|Accelerating||live|TSEM,AAOI,COHR,AMD,LASR,UNIT,LITE,CIEN,GLW,AXTI,MRVL,ADTN,SVCO,VIAV,ARM,SNDK,PLAB
2026-04-06|IP Licensing & Ad-Tech Royalty Software|Accelerating||live|ADEA,AGRO,DAR,RYAM,SSL,YOU
2026-04-06|IT Infrastructure Deployment & Data Center Systems Integration|Nascent||live|CAR,TSSI
2026-04-06|Lithium & Battery Critical Minerals Mining|Nascent||live|SGML,BMM
2026-04-06|Network Security & Zero-Trust Edge|Fading||live|FTNT,DDOG
2026-04-06|Nitrogen Fertilizer & Ammonia Pure-Play Producers|Retired||live|SSL,CF,LXU,GPRE
2026-04-06|Nylon & Engineered Polymer Intermediates|Nascent||live|CE,WLK,LYB,ASIX,DOW,RYAM,CC,OLN,KODK,CLMT,LXU,MEOH
2026-04-06|Optical Networking & AI Data Transmission Infrastructure|Fading||live|AAOI,COHR,LASR,LITE,CIEN,GLW,AXTI,ADTN,MRVL,VIAV
2026-04-06|Physical AI & Robotics|Fading||live|IRBT,NVEI,BDTX,HYLN,BFLY,EDIT
2026-04-06|Power Semiconductor & Mixed-Signal Display Drivers|Fading||live|AOSL,HIMX
2026-04-06|Rare Earth Magnets & Critical Battery Materials|Fading||live|CENX,EMAT
2026-04-06|Satellite Intelligence & Earth Observation|Fading||live|PL,AJRD,MNTS,SPIR,RKLB,FLY,LUNR,BKSY,ASTS
2026-04-06|Satellite Mobile & IoT Connectivity Services|Fading||live|PL,LMT,IRDM,GD,NOC,RTX
2026-04-06|Semiconductor Capital Equipment|Fading||live|AEHR,UCTT,LRCX,KLAC,AMAT,PLAB,FORM
2026-04-06|Workforce Solutions & Technical Staffing Services|Fading||live|TH,KELYB
2026-04-07|Agri-Chemical & Crop Input Distributors|Mainstream||live|ADEA,DAR,AGRO,RYAM,SSL,YOU
2026-04-07|AI Data Center Power Infrastructure|Mainstream||live|NXT,VRT,PWR,AGX,GEV
2026-04-07|AI Memory & Storage|Mainstream||live|WDC,SNDK,TSM,STX
2026-04-07|Autonomous Military Drone Swarm & AI Defense Software|Nascent||live|SWMR,KYTX
2026-04-07|Cell & Genome Engineering Oncology|Nascent||live|VOR,ARCT
2026-04-07|CLO & Structured Credit Income|Fading||live|CRCL,XFLT
2026-04-07|Consumer Discretionary Home Furnishings Rebound|Nascent||live|LOVE,SEAT
2026-04-07|Crypto Asset Recovery|Fading||live|HUT,BTBT
2026-04-07|Defense Electronics & Avionics Mission Systems|Fading||live|ISSC,KTOS
2026-04-07|Edge CDN & Cloud-Native Developer Platforms|Accelerating||live|SVCO,BNAI,FSLY,DOCN
2026-04-07|Engineered Polymers & High-Performance Acetyl Chemicals|Nascent||live|ASIX,CLMT,GPRE,LXU,SSL,CF,WLK,RYAM,OLN,MEOH,CC,CE,KODK,LYB,DOW
2026-04-07|Enterprise Server & AI Infrastructure Hardware|Accelerating||live|GTE,FANG,ICHR,APA,XLE,DCH,EQNR,LBRT,VET,GLNG,VIST,HAL,PTEN,WDS,AESI,COP,PBF,MPC,ACDC,LNG,TEN,PARR,E,DBO,SM,OVV,SEDG,CVX,LYB,DELL,LRCX,SOC,TALO,CHRD,CRGY,MTDR,XOM,AMPX,USO,PBR,PUMP,OXY,VLO,VG,BW,EOG,BATL,BNO,CVE,VAL,ANNA,DOW
2026-04-07|Firearms & Personal Defense Manufacturing|Mainstream||live|LINC,SWBI
2026-04-07|Gold & Precious Metals Mining|Nascent||live|AU,AUGO
2026-04-07|Hemp & Cannabis-Derived Wellness Beverages|Nascent||live|MLEC,RYM
2026-04-07|IT Infrastructure Deployment & Data Center Systems Integration|Nascent||live|CAR,TSSI
2026-04-07|Lithium & Battery Critical Minerals Mining|Nascent||live|SGML,BMM
2026-04-07|Network Security & Zero-Trust Edge|Fading||live|DDOG,FTNT
2026-04-07|Optical Networking & AI Data Transmission Infrastructure|Retired||live|SVCO,VIAV,RJET,AXTI,SNDK,ADTN,SBAC,ARM,PARK,LITE,MRVL,GLW,LASR,TSEM,AMD,PLAB,CIEN,COHR,AAOI,UNIT
2026-04-07|Physical AI & Robotics|Fading||live|IRBT,NVEI,BDTX,HYLN,BFLY,EDIT
2026-04-07|Precision Frequency & Timing Defense Electronics|Nascent||live|ECOR,FEIM
2026-04-07|Rare Earth Magnets & Critical Battery Materials|Accelerating||live|CENX,EMAT
2026-04-07|Robo-Advisor & AI-Driven Wealth Management Platforms|Nascent||live|BETR,WLTH
2026-04-07|Satellite Intelligence & Earth Observation|Mainstream||live|AJRD,PL,FLY,MNTS,LUNR,BKSY,ASTS,SPIR,RKLB
2026-04-07|Satellite Mobile & IoT Connectivity Services|Accelerating||live|PL,LMT,NOC,GD,RTX,IRDM
2026-04-07|Semiconductor Wafer Foundry & Advanced IC Manufacturing|Accelerating||live|TSEM,LRCX,AMAT,AEHR,PLAB,FORM,UCTT,KLAC
2026-04-07|Single-Cell Genomics & Spatial Biology Instrumentation|Accelerating||live|TXG,INKT
2026-04-07|Uranium Mining & Nuclear Fuel Supply|Nascent||live|NUCL,ORLA
2026-04-07|Workforce Solutions & Technical Staffing Services|Accelerating||live|TH,KELYB,RCMT
2026-04-08|Agri-Chemical & Crop Input Distributors|Fading||live|AGRO,YOU,RYAM,ADEA,SSL,DAR
2026-04-08|AI Data Center Power Infrastructure|Fading||live|VRT,AGX,PWR,GEV,NXT
2026-04-08|AI Memory & Storage|Accelerating||live|TSM,STX,WDC,SNDK
2026-04-08|Autonomous Military Drone Swarm & AI Defense Software|Fading||live|SWMR,KYTX
2026-04-08|Cell & Genome Engineering Oncology|Nascent||live|ARCT,VOR
2026-04-08|CLO & Structured Credit Income|Fading||live|CRCL,XFLT
2026-04-08|Consumer Discretionary Home Furnishings Rebound|Fading||live|SEAT,LOVE
2026-04-08|Cybersecurity Network Edge & SD-WAN|Fading||live|FTNT,DDOG
2026-04-08|Defense Electronics & Avionics Mission Systems|Fading||live|ISSC,KTOS
2026-04-08|Edge CDN & Cloud-Native Developer Platforms|Fading||live|BNAI,FSLY,SVCO,DOCN
2026-04-08|Firearms & Personal Defense Manufacturing|Accelerating||live|SWBI,LINC
2026-04-08|Gold & Precious Metals Mining|Nascent||live|AU,NUCL,SSRM,AUGO,ARIS,ORLA
2026-04-08|Hemp & Cannabis-Derived Wellness Beverages|Fading||live|RYM,MLEC
2026-04-08|Inflammatory Disease & Immunology Biologics|Nascent||live|ORKA,SYRE
2026-04-08|IT Infrastructure Deployment & Data Center Systems Integration|Nascent||live|CAR,TSSI,DELL
2026-04-08|Large-Cap Upstream Oil & Gas E&P|Fading||live|USO,LRCX,EOG,DCH,VAL,CHRD,XLE,DELL,COP,VG,SEDG,OXY,SOC,VET,E,CVX,AMPX,TALO,WDS,PBF,LBRT,FANG,ICHR,APA,ACDC,LYB,GTE,BW,CVE,PARR,CRGY,VLO,BATL,BNO,XOM,GLNG,MPC,TEN,ANNA,PTEN,LNG,PBR,AESI,HAL,OVV,EQNR,DOW,SM,MTDR,DBO,VIST,PUMP
2026-04-08|Lithium & Battery Critical Minerals Mining|Nascent||live|SGML,BMM
2026-04-08|LNG Export Infrastructure & Floating LNG|Retired||live|E,GLNG,PTEN,LNG,EQNR,VG,PUMP
2026-04-08|Nylon & Engineered Polymer Intermediates|Nascent||live|GPRE,LYB,SSL,OLN,CE,WLK,CC,CF,LXU,ASIX,DOW,RYAM,CLMT,MEOH,KODK
2026-04-08|Optical Fiber & Specialty Photonic Component Manufacturing|Retired||live|MTZ,AAOI,MRVL,SNDK,TSEM,UNIT,VSAT,SVCO,CIEN,ADTN,LASR,PARK,AEIS,GLW,AMD,SBAC,RJET,COHR,ARM,AXTI,VIAV,LITE,PLAB,FN,ICHR
2026-04-08|Precision Frequency & Timing Defense Electronics|Fading||live|ECOR,FEIM
2026-04-08|Rare Earth Magnets & Critical Battery Materials|Fading||live|RYZ,EMAT,CENX
2026-04-08|Robo-Advisor & AI-Driven Wealth Management Platforms|Nascent||live|WLTH,BETR
2026-04-08|Satellite Intelligence & Earth Observation|Fading||live|BKSY,FLY,PL,LUNR,ASTS,RKLB,AJRD,SPIR,MNTS
2026-04-08|Satellite Mobile & IoT Connectivity Services|Accelerating||live|PL,LMT,NOC,IRDM,GD,RTX
2026-04-08|Semiconductor Probe Card & Front-End Test Equipment|Accelerating||live|KLAC,LRCX,ONTO,TSEM,UCTT,PLAB,AEHR,AMAT,TER,FORM
2026-04-08|Single-Cell Genomics & Spatial Biology Instrumentation|Fading||live|TXG,INKT
2026-04-08|Workforce Solutions & Technical Staffing Services|Fading||live|TH,RCMT,KELYB
2026-04-09|Aerospace MRO & Defense Parts Distribution|Retired||live|TH,VAL,BETR,BNO,DELL,E,CVE,LNG,ACDC,ANNA,LYB,SEDG,TALO,VIST,VG,MTDR,COP,MPC,HAL,AMPX,CHRD,EQNR,XOM,OXY,GTE,EOG,DCH,OVV,USO,LIFE,AESI,VET,SM,DBO,LBRT,PTEN,PBR,PARR,SOC,XLE,BATL,ICHR,VSEC,PUMP,DOW,WLTH,CRGY,TEN,LRCX,GLNG,APA,WDS,VLO,PBF,FANG,CVX,BW
2026-04-09|AI Data Center Power Infrastructure|Accelerating||live|GEV,VRT,AGX,NXT,PWR
2026-04-09|AI Memory & Storage|Accelerating||live|SNDK,TSM,STX,WDC
2026-04-09|Autonomous Military Drone Swarm & AI Defense Software|Fading||live|SWMR,KYTX
2026-04-09|Bitcoin Mining & Digital Asset Infrastructure|Accelerating||live|HUT,RIOT
2026-04-09|Cell & Genome Engineering Oncology|Nascent||live|VOR,ARCT
2026-04-09|Chip Architecture Licensing & CPU/GPU Compute Revival|Accelerating||live|STM,INFQ,ARM,AMD,ZBAI
2026-04-09|CLO & Structured Credit Income|Fading||live|XFLT,CRCL
2026-04-09|Compound Semiconductor & Specialty Photonic Materials|Mainstream||live|SBAC,VSAT,GLW,PLAB,CIEN,RJET,SVCO,LITE,PARK,ICHR,MTZ,AEIS,SNDK,MRVL,VIAV,UNIT,FN,ARM,AMD,LASR,COHR,AXTI,ADTN,AAOI,TSEM
2026-04-09|Consumer Discretionary Home Furnishings Rebound|Fading||live|SEAT,LOVE
2026-04-09|Defense Electronics & Avionics Mission Systems|Fading||live|ISSC,KTOS
2026-04-09|Edge CDN & Cloud-Native Developer Platforms|Mainstream||live|DOCN,BNAI,FSLY,SVCO
2026-04-09|Engineered Polymers & High-Performance Acetyl Chemicals|Nascent||live|RYAM,OLN,CC,CE,LYB,KODK,LXU,CLMT,DOW,CF,MEOH,GPRE,SSL,ASIX,WLK
2026-04-09|Firearms & Personal Defense Manufacturing|Accelerating||live|SWBI,LINC
2026-04-09|Gold & Precious Metals Mining|Nascent||live|AU,AUGO,NUCL,ARIS,SSRM,ORLA
2026-04-09|Gold & Silver Junior Miners Momentum|Nascent||live|SA,VMET,HYMC,HSLV,EQX
2026-04-09|Hemp & Cannabis-Derived Wellness Beverages|Fading||live|RYM,MLEC
2026-04-09|Inflammatory Disease & Immunology Biologics|Accelerating||live|DNTH,ORKA,SYRE
2026-04-09|IP Licensing & Ad-Tech Royalty Software|Accelerating||live|RYAM,ADEA,AGRO,YOU,SSL,DAR
2026-04-09|IT Infrastructure Deployment & Data Center Systems Integration|Mainstream||live|CAR,DELL,TSSI
2026-04-09|Lithium & Battery Critical Minerals Mining|Accelerating||live|BMM,SGML
2026-04-09|Network Security & Zero-Trust Edge|Fading||live|DDOG,FTNT
2026-04-09|Precious & Streaming Metals Royalty & Junior Miners|Accelerating||live|FSM,KGC,OR,PPTA
2026-04-09|Precision Frequency & Timing Defense Electronics|Fading||live|ECOR,FEIM
2026-04-09|Primary Aluminum Smelting & Rolling|Nascent||live|RYZ,AA,CSTM,CENX,EMAT
2026-04-09|Satellite & Space Intelligence Data Services|Accelerating||live|RTX,MNTS,ASTS,LUNR,NOC,IRDM,YSS,FLY,RKLB,LMT,GD,PL,AJRD,SPIR,BKSY
2026-04-09|Semiconductor Burn-In & Final-Test Equipment Pure-Play|Nascent||live|FORM,LRCX,PLAB,AMAT,ONTO,AEHR,TER,KLAC,UCTT,TSEM
2026-04-09|Silicon Carbide Power Semiconductors & EV Infrastructure|Accelerating||live|WOLF,INTC
2026-04-09|Single-Cell Genomics & Spatial Biology Instrumentation|Fading||live|INKT,TXG
2026-04-09|Workforce Solutions & Technical Staffing Services|Fading||live|TH,KELYB,RCMT
2026-04-10|Agri-Chemical & Crop Input Distributors|Fading||live|YOU,SSL,RYAM,DAR,ADEA,AGRO
2026-04-10|AI Data Center Power Infrastructure|Fading||live|NXT,GEV,VRT,PWR,AGX
2026-04-10|AI Memory & Storage|Accelerating||live|STX,TSM,WDC
2026-04-10|Autonomous Military Drone Swarm & AI Defense Software|Fading||live|KYTX,SWMR
2026-04-10|Bitcoin Mining & Digital Asset Infrastructure|Retired||live|HUT,RIOT
2026-04-10|Cell & Genome Engineering Oncology|Fading||live|VOR,ARCT
2026-04-10|Chip Architecture Licensing & CPU/GPU Compute Revival|Fading||live|ZBAI,STM,INFQ
2026-04-10|Consumer Discretionary Home Furnishings Rebound|Fading||live|SEAT,LOVE
2026-04-10|Edge Cloud & Developer CDN Platforms|Accelerating||live|FSLY,SVCO,BNAI,DOCN
2026-04-10|Firearms & Personal Defense Manufacturing|Fading||live|SWBI,LINC
2026-04-10|Gold & Precious Metals Mining|Fading||live|AUGO,ARIS,SSRM,ORLA,NUCL,AU
2026-04-10|Gold & Silver Junior Miners Momentum|Fading||live|EQX,HSLV,SA,VMET,HYMC
2026-04-10|Hemp & Cannabis-Derived Wellness Beverages|Fading||live|RYM,MLEC
2026-04-10|Independent Semiconductor Foundry & Specialty IC Manufacturing|Accelerating||live|MRVL,AAOI,ADTN,SNDK,FN,LASR,VIAV,RJET,ARM,PARK,SBAC,COHR,TSEM,AMD,PLAB,LITE,UNIT,AEIS,AXTI,MTZ,ICHR,SVCO,VSAT,GLW,CIEN
2026-04-10|Inflammatory Disease & Immunology Biologics|Accelerating||live|DNTH,SYRE,ORKA
2026-04-10|IT Infrastructure Deployment & Data Center Systems Integration|Mainstream||live|TSSI,DELL,CAR
2026-04-10|Lithium & Battery Critical Minerals Mining|Accelerating||live|SGML,BMM
2026-04-10|Network Security & Zero-Trust Edge|Fading||live|DDOG,FTNT
2026-04-10|Nitrogen & Specialty Crop Nutrient Producers|Accelerating||live|SSL,RYAM,WLK,DOW,CC,CLMT,CF,MEOH,CE,ASIX,OLN,KODK,LYB,LXU,GPRE
2026-04-10|Power Semiconductor & Mixed-Signal Display Drivers|Accelerating||live|HIMX,AOSL
2026-04-10|Precious & Streaming Metals Royalty & Junior Miners|Accelerating||live|PPTA,OR,KGC,FSM,AUGO,SSRM,ARIS
2026-04-10|Precision Frequency & Timing Defense Electronics|Fading||live|ECOR,FEIM
2026-04-10|Primary Aluminum Smelting & Rolling|Nascent||live|EMAT,RYZ,CSTM,CENX,AA
2026-04-10|Robo-Advisor & AI-Driven Wealth Management Platforms|Nascent||live|ACDC,ICHR,LIFE,XLE,EOG,LRCX,PARR,BNO,VET,PBF,PTEN,SNDK,BATL,EQNR,WDS,WLTH,ANNA,DOW,PBR,DBO,TEN,HAL,TALO,XOM,FANG,CHRD,LBRT,APA,E,LYB,VIST,GLNG,AESI,SEDG,LNG,VSEC,TH,MTDR,PUMP,BW,SM,COP,DCH,VAL,VLO,GTE,MPC,OVV,USO,CVE,SOC,BETR,VG,AMPX,DELL,CVX,OXY,CRGY
2026-04-10|Satellite & Space Intelligence Data Services|Accelerating||live|MNTS,RTX,IRDM,SPIR,RKLB,ASTS,BKSY,FLY,LMT,PL,NOC,YSS,LUNR,AJRD
2026-04-10|Semiconductor Probe Card & Front-End Test Equipment|Accelerating||live|LRCX,ONTO,TSEM,PLAB,KLAC,TER,FORM,UCTT,AEHR,AMAT
2026-04-10|Silicon Carbide Power Semiconductors & EV Infrastructure|Accelerating||live|INTC,WOLF
2026-04-10|Single-Cell Genomics & Spatial Biology Instrumentation|Accelerating||live|TXG,INKT
2026-04-10|Workforce Solutions & Technical Staffing Services|Fading||live|KELYB,RCMT,TH
2026-04-13|Agri-Chemical & Crop Input Distributors|Fading||live|AGRO,YOU,SSL,DAR,ADEA
2026-04-13|Agricultural Commodities & Agri-Business|Accelerating||live|LXU,MEOH,KODK,ASIX,DOW,RYAM,GPRE,LYB,CF,CC,CE,SSL,WLK,CLMT,OLN
2026-04-13|AI Data Center Power Infrastructure|Fading||live|GEV,VRT,NXT,PWR,AGX
2026-04-13|AI Memory & Storage|Accelerating||live|WDC,TSM,STX
2026-04-13|Autonomous Military Drone Swarm & AI Defense Software|Fading||live|KYTX,SWMR
2026-04-13|Cell & Genome Engineering Oncology|Fading||live|VOR,ARCT
2026-04-13|Chip Architecture Licensing & CPU/GPU Compute Revival|Accelerating||live|ZBAI,INFQ,STM
2026-04-13|CLO & Structured Credit Income|Retired||live|CRCL,XFLT
2026-04-13|Compound Semiconductor & Specialty Photonic Materials|Accelerating||live|GLW,LASR,ARM,SNDK,COHR,AMD,LITE,PARK,SBAC,AXTI,VIAV,VSAT,AAOI,ADTN,FN,TSEM,MTZ,SVCO,CIEN,PLAB,AEIS,UNIT,ICHR,RJET,MRVL,LWLG
2026-04-13|Consumer Discretionary Home Furnishings Rebound|Fading||live|SEAT,LOVE
2026-04-13|Crypto Asset Recovery|Fading||live|RIOT,BTBT,HUT
2026-04-13|Cybersecurity Network Edge & SD-WAN|Fading||live|FTNT,DDOG
2026-04-13|Defense Electronics & Avionics Mission Systems|Fading||live|ISSC,KTOS
2026-04-13|Edge Cloud & Developer CDN Platforms|Accelerating||live|DOCN,BNAI,FSLY,SVCO
2026-04-13|Firearms & Personal Defense Manufacturing|Fading||live|SWBI,LINC
2026-04-13|Gold & Silver Junior Miners Momentum|Accelerating||live|EQX,SA,HYMC,VMET,HSLV
2026-04-13|Hemp & Cannabis-Derived Wellness Beverages|Fading||live|RYM,MLEC
2026-04-13|Inflammatory Disease & Immunology Biologics|Fading||live|DNTH,ORKA,SYRE
2026-04-13|IT Infrastructure Deployment & Data Center Systems Integration|Fading||live|CAR,DELL,TSSI
2026-04-13|Lithium & Battery Critical Minerals Mining|Accelerating||live|SGML,BMM
2026-04-13|Niche Specialty Chemicals & Industrial Intermediates|Fading||live|LXU,MEOH,ASIX,RYAM,CC,CE
2026-04-13|Permian & U.S. Mid-Continent Pure-Play E&P|Nascent||live|LBRT,SNDK,APA,SOC,PTEN,OVV,PBR,E,CHRD,FANG,DCH,EOG,SEDG,GTE,MPC,COP,BETR,PBF,TH,TALO,LYB,ANNA,EQNR,VSEC,ICHR,CVE,DBO,DELL,HAL,XOM,WLTH,TEN,DOW,PARR,MTDR,GLNG,LIFE,PUMP,OXY,VLO,VET,BATL,VG,BNO,LNG,AESI,USO,SM,WDS,VAL,CVX,LRCX,CRGY,ACDC,BW,AMPX,VIST,XLE
2026-04-13|Physical AI & Robotics|Fading||live|IRBT,NVEI,HYLN,BFLY,EDIT
2026-04-13|Power Semiconductor & Mixed-Signal Display Drivers|Accelerating||live|AOSL,HIMX
2026-04-13|Precious & Streaming Metals Royalty & Junior Miners|Accelerating||live|AUGO,SSRM,FSM,KGC,PPTA,ARIS,OR
2026-04-13|Precision Frequency & Timing Defense Electronics|Fading||live|FEIM,ECOR
2026-04-13|Primary Aluminum Smelting & Rolling|Fading||live|AA,CSTM,CENX,RYZ,EMAT
2026-04-13|Semiconductor Capital Equipment|Accelerating||live|AEHR,FORM,AMAT,ONTO,TER,UCTT,PLAB,LRCX,KLAC,TSEM
2026-04-13|Silicon Carbide Power Semiconductors & EV Infrastructure|Fading||live|INTC,WOLF
2026-04-13|Single-Cell Genomics & Spatial Biology Instrumentation|Fading||live|TXG,INKT
2026-04-13|Space Economy|Accelerating||live|ASTS,NOC,BKSY,AJRD,YSS,LUNR,SPIR,LMT,RTX,IRDM,PL,FLY,MNTS,RKLB
2026-04-13|Uranium Mining & Nuclear Fuel Supply|Retired||live|NUCL
2026-04-13|U.S. Defense Primes & Aerospace|Retired||live|NOC,PL,LMT,RTX,IRDM
2026-04-13|Workforce Solutions & Technical Staffing Services|Fading||live|RCMT,KELYB,TH
2026-04-14|Agricultural Commodities & Agri-Business|Accelerating||live|AGRO,ADEA,SSL,CF,YOU,LXU,GPRE,DAR
2026-04-14|AI Datacenter Optical Interconnects & Components|Nascent|Optical Network Test & Monitoring Equipment|live|GLW,COHR,FN,LITE
2026-04-14|AI Data Center Power Infrastructure|Accelerating||live|PWR,AGX,NXT,GEV,VRT,BE
2026-04-14|AI Memory & Storage|Mainstream||live|STX,TSM,WDC
2026-04-14|AI-Native Enterprise Software & Agentic Platforms|Fading||live|BNAI,SVCO
2026-04-14|Autonomous Military Drone Swarm & AI Defense Software|Fading||live|KYTX,SWMR
2026-04-14|Cell & Genome Engineering Oncology|Mainstream||live|VOR,ARCT
2026-04-14|Chip Architecture Licensing & CPU/GPU Compute Revival|Accelerating||live|ZBAI,STM,INFQ
2026-04-14|Compound Semiconductor & III-V Materials|Fading||live|AXTI,SVCO
2026-04-14|Consumer Discretionary Home Furnishings Rebound|Fading||live|SEAT,LOVE
2026-04-14|Crypto Asset Recovery|Accelerating||live|HUT,RIOT
2026-04-14|Distributed & Utility-Scale Energy Storage Systems|Fading||live|AMPX,SEDG
2026-04-14|Earth Observation Data & Geospatial Intelligence|Nascent|Satellite Intelligence & Earth Observation|live|BKSY,PL,SPIR
2026-04-14|Edge Cloud & Developer CDN Platforms|Accelerating||live|DOCN,FSLY
2026-04-14|Engineered Polymers & High-Performance Acetyl Chemicals|Nascent||live|CE,MEOH,RYAM,CC,LXU,ASIX
2026-04-14|Enterprise Server & AI Infrastructure Hardware|Fading||live|TEN,DCH,SEDG,DELL,CVE
