date|ticker|source|target|target_today|group|target_members_at_branch|corr_at_branch|overlap|basket_n|verdict_at_branch|corr_today|verdict_today|current
2026-04-30|PTEN|Large-Cap Upstream Oil & Gas E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|PUMP|Large-Cap Upstream Oil & Gas E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|BKSY|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|FLY|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|INFQ|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|IONQ|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|IRDM|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|LUNR|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|MDA|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|MNTS|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|PL|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|RKLB|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|SPIR|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|STM|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|YSS|Space Launch & Orbital Services|Satellite Imagery & Geospatial Intelligence|Satellite Imagery & Geospatial Intelligence|satellite|0||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|AMPX|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|ANNA|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|APA|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|BATL|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|BNO|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|BW|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|CHRD|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|COP|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|CRGY|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|CVX|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|DBO|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|DELL|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|DOW|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|E|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|EOG|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|EQNR|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|FANG|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|GLNG|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|GTE|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|HAL|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|ICHR|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|LNG|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|LRCX|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|LYB|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|MPC|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|MTDR|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|OVV|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|OXY|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|PARR|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|PBF|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|PBR|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|SM|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|SOC|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|TALO|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|USO|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|VAL|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|VET|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|VG|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|VIST|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|VLO|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|WDS|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|XLE|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|XOM|Permian & U.S. Mid-Continent Pure-Play E&P|Pressure Pumping & Completion Services|Pressure Pumping & Completion Services|oil_gas|5||0|5|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|AGRO|Nitrogen Fertilizer & Ammonia Producers|Agricultural Commodities & Agri-Business|Agricultural Commodities & Agri-Business|agriculture|3||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|CF|Nitrogen Fertilizer & Ammonia Producers|Agricultural Commodities & Agri-Business|Agricultural Commodities & Agri-Business|agriculture|3||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|CLMT|Nitrogen Fertilizer & Ammonia Producers|Agricultural Commodities & Agri-Business|Agricultural Commodities & Agri-Business|agriculture|3||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|DAR|Nitrogen Fertilizer & Ammonia Producers|Agricultural Commodities & Agri-Business|Agricultural Commodities & Agri-Business|agriculture|3||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|DOW|Nitrogen Fertilizer & Ammonia Producers|Agricultural Commodities & Agri-Business|Agricultural Commodities & Agri-Business|agriculture|3||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|GPRE|Nitrogen Fertilizer & Ammonia Producers|Agricultural Commodities & Agri-Business|Agricultural Commodities & Agri-Business|agriculture|3||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|LXU|Nitrogen Fertilizer & Ammonia Producers|Agricultural Commodities & Agri-Business|Agricultural Commodities & Agri-Business|agriculture|3||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|LYB|Nitrogen Fertilizer & Ammonia Producers|Agricultural Commodities & Agri-Business|Agricultural Commodities & Agri-Business|agriculture|3||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|OLN|Nitrogen Fertilizer & Ammonia Producers|Agricultural Commodities & Agri-Business|Agricultural Commodities & Agri-Business|agriculture|3||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-04-30|SSL|Nitrogen Fertilizer & Ammonia Producers|Agricultural Commodities & Agri-Business|Agricultural Commodities & Agri-Business|agriculture|3||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-01)
2026-04-30|WLK|Nitrogen Fertilizer & Ammonia Producers|Agricultural Commodities & Agri-Business|Agricultural Commodities & Agri-Business|agriculture|3||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-01)
2026-05-01|AJRD|Satellite Mobile & IoT Connectivity Services|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|0||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-05)
2026-05-01|ALM|Satellite Mobile & IoT Connectivity Services|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-05)
2026-05-01|AVBP|Satellite Mobile & IoT Connectivity Services|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|0||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-05)
2026-05-01|DAWN|Satellite Mobile & IoT Connectivity Services|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|0||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-05)
2026-05-01|RVMD|Satellite Mobile & IoT Connectivity Services|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-05)
2026-05-01|ASIX|Niche Specialty Chemicals & Industrial Intermediates|Nylon & Engineered Polymer Intermediates|Nylon & Engineered Polymer Intermediates|chemicals|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-22)
2026-05-01|CC|Niche Specialty Chemicals & Industrial Intermediates|Nylon & Engineered Polymer Intermediates|Nylon & Engineered Polymer Intermediates|chemicals|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-22)
2026-05-01|CE|Niche Specialty Chemicals & Industrial Intermediates|Nylon & Engineered Polymer Intermediates|Nylon & Engineered Polymer Intermediates|chemicals|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-18)
2026-05-01|LXU|Niche Specialty Chemicals & Industrial Intermediates|Nylon & Engineered Polymer Intermediates|Nylon & Engineered Polymer Intermediates|chemicals|0||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-06)
2026-05-01|MEOH|Niche Specialty Chemicals & Industrial Intermediates|Nylon & Engineered Polymer Intermediates|Nylon & Engineered Polymer Intermediates|chemicals|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-22)
2026-05-01|BKSY|Satellite Imagery & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|5||0|2|unjudgeable:thin_basket||n/a|no (gone 2026-05-07)
2026-05-01|FLY|Satellite Imagery & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|5||0|2|unjudgeable:thin_basket||n/a|no (gone 2026-05-07)
2026-05-01|INFQ|Satellite Imagery & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|5||0|2|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|IONQ|Satellite Imagery & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|5||0|2|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|IRDM|Satellite Imagery & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|5||0|2|unjudgeable:thin_basket||n/a|no (gone 2026-05-06)
2026-05-01|LUNR|Satellite Imagery & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|5||0|2|unjudgeable:thin_basket||n/a|no (gone 2026-05-07)
2026-05-01|MDA|Satellite Imagery & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|5||0|2|unjudgeable:thin_basket||n/a|no (gone 2026-05-05)
2026-05-01|MNTS|Satellite Imagery & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|5||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-07)
2026-05-01|PL|Satellite Imagery & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|5||0|2|unjudgeable:thin_basket||n/a|no (gone 2026-05-07)
2026-05-01|RKLB|Satellite Imagery & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|5||0|2|unjudgeable:thin_basket||n/a|no (gone 2026-05-07)
2026-05-01|SPIR|Satellite Imagery & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|5||0|2|unjudgeable:thin_basket||n/a|no (gone 2026-05-07)
2026-05-01|YSS|Satellite Imagery & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|Satellite Earth Observation & Geospatial Intelligence|satellite|5||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-04)
2026-05-01|ACDC|Pressure Pumping & Completion Services|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|AESI|Pressure Pumping & Completion Services|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|BW|Pressure Pumping & Completion Services|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|0||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-04)
2026-05-01|ICHR|Pressure Pumping & Completion Services|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|LBRT|Pressure Pumping & Completion Services|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|PTEN|Pressure Pumping & Completion Services|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|PUMP|Pressure Pumping & Completion Services|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|0||0|0|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|ANNA|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|APA|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|BATL|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|BNO|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-04)
2026-05-01|CHRD|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|COP|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|CRGY|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|CVX|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|DBO|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-04)
2026-05-01|E|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|EOG|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|EQNR|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|FANG|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|GLNG|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-04)
2026-05-01|GTE|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|0|unjudgeable:no_history||n/a|no (gone 2026-05-04)
2026-05-01|HAL|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
2026-05-01|LNG|Permian & U.S. Mid-Continent Pure-Play E&P|Large-Cap Upstream Oil & Gas E&P|Large-Cap Upstream Oil & Gas E&P|oil_gas|7||0|6|unjudgeable:thin_basket||n/a|no (gone 2026-05-04)
