ticker|theme|stage|members_n|corr_in|verdict_in|corr_oos|oos_overlap|sector|paying
BR|B2B Digital Financial Infrastructure & Payment Rails Modernization|Fading|9|0.7174|admit|0.4467|9|Technology|False
HUT|Bitcoin Mining Equities Momentum Basket|Fading|5|0.9017|admit|0.8607|9|Financial Services|False
CLSK|Bitcoin Mining Equities Momentum Basket|Fading|5|0.9086|admit|0.9592|9|Financial Services|False
RIOT|Bitcoin Mining Equities Momentum Basket|Fading|5|0.8856|admit|0.8762|9|Financial Services|False
MARA|Bitcoin Mining Equities Momentum Basket|Fading|5|0.8665|admit|0.7848|9|Financial Services|False
WULF|Bitcoin Mining Equities Momentum Basket|Fading|5|0.854|admit|0.7337|9|Financial Services|False
GLXY|Bitcoin Treasury & Crypto Proxy Equities Correlation Basket|Nascent|8|0.7193|admit|0.7818|9|Financial Services|False
ASST|Bitcoin Treasury & Crypto Proxy Equities Correlation Basket|Nascent|8|0.785|admit|0.7689|9|Financial Services|False
COIN|Bitcoin Treasury & Crypto Proxy Equities Correlation Basket|Nascent|8|0.7705|admit|0.9294|9|Financial Services|False
SBET|Bitcoin Treasury & Crypto Proxy Equities Correlation Basket|Nascent|8|0.8516|admit|0.9494|9|Financial Services|False
CRCL|Bitcoin Treasury & Crypto Proxy Equities Correlation Basket|Nascent|8|0.7635|admit|0.896|9|Financial Services|False
PURR|Bitcoin Treasury & Crypto Proxy Equities Correlation Basket|Nascent|8|0.7691|admit|0.6285|9|Financial Services|False
IREN|Bitcoin Treasury & Crypto Proxy Equities Correlation Basket|Nascent|8|0.5062|admit|0.6742|9|Financial Services|False
BMNR|Bitcoin Treasury & Crypto Proxy Equities Correlation Basket|Nascent|8|0.8123|admit|0.8941|9|Financial Services|False
HTGC|Business Development Companies & Private Credit Lenders|Nascent|7|0.5982|admit|0.8129|9|Financial Services|False
FSK|Business Development Companies & Private Credit Lenders|Nascent|7|0.834|admit|0.5262|9|Financial Services|False
OBDC|Business Development Companies & Private Credit Lenders|Nascent|7|0.8214|admit|0.7252|9|Financial Services|False
ARCC|Business Development Companies & Private Credit Lenders|Nascent|7|0.8082|admit|0.4517|9|Financial Services|False
TRIN|Business Development Companies & Private Credit Lenders|Nascent|7|0.6162|admit|0.6689|9|Financial Services|False
CSWC|Business Development Companies & Private Credit Lenders|Nascent|7|0.6166|admit|0.9064|9|Financial Services|False
OTF|Business Development Companies & Private Credit Lenders|Nascent|7|0.7044|admit|0.7337|9|Financial Services|False
RY|Canadian Big Banks|Fading|5|0.9374|admit|0.9548|9|Financial Services|False
BMO|Canadian Big Banks|Fading|5|0.8821|admit|0.9538|9|Financial Services|False
BNS|Canadian Big Banks|Fading|5|0.8099|admit|0.91|9|Financial Services|False
TD|Canadian Big Banks|Fading|5|0.876|admit|0.9226|9|Financial Services|False
CM|Canadian Big Banks|Fading|5|0.8769|admit|0.8902|9|Financial Services|False
TWLO|Cloud Contact Center & CCaaS Communication Platforms|Fading|4|0.5054|admit|0.5663|9|Technology|False
FIVN|Cloud Contact Center & CCaaS Communication Platforms|Fading|4|0.792|admit|0.8527|9|Technology|False
NICE|Cloud Contact Center & CCaaS Communication Platforms|Fading|4|0.7418|admit|0.6428|9|Technology|False
RNG|Cloud Contact Center & CCaaS Communication Platforms|Fading|4|0.5771|admit|0.9063|9|Technology|False
HNI|Commercial, Office & Home Furniture Retailers and Manufacturers|Accelerating|6|0.7214|admit|0.5285|9|Consumer Cyclical|True
MLKN|Commercial, Office & Home Furniture Retailers and Manufacturers|Accelerating|6|0.6574|admit|0.0642|9|Consumer Cyclical|True
ETD|Commercial, Office & Home Furniture Retailers and Manufacturers|Accelerating|6|0.2606|reject|0.4463|9|Consumer Cyclical|True
W|Commercial, Office & Home Furniture Retailers and Manufacturers|Accelerating|6|0.4454|admit|0.4422|9|Consumer Cyclical|True
WSM|Commercial, Office & Home Furniture Retailers and Manufacturers|Accelerating|6|0.7428|admit|0.8281|9|Consumer Cyclical|True
ARHS|Commercial, Office & Home Furniture Retailers and Manufacturers|Accelerating|6|0.5072|admit|0.2238|9|Consumer Cyclical|True
PGY|Consumer Fintech & Digital Credit Platforms|Fading|14|0.4152|admit|0.8188|9|Technology|False
DAVE|Consumer Fintech & Digital Credit Platforms|Fading|14|0.5821|admit|0.6629|9|Technology|False
SLM|Consumer Fintech & Digital Credit Platforms|Fading|14|0.4576|admit|0.5185|9|Financial Services|False
XYZ|Consumer Fintech & Digital Credit Platforms|Fading|14|0.5597|admit|0.7875|9|Technology|False
KSPI|Consumer Fintech & Digital Credit Platforms|Fading|14|0.285|reject|0.5233|9|Technology|False
OMF|Consumer Fintech & Digital Credit Platforms|Fading|14|0.4837|admit|0.6453|9|Financial Services|False
SEZL|Consumer Fintech & Digital Credit Platforms|Fading|14|0.5483|admit|0.5559|9|Financial Services|False
INTR|Consumer Fintech & Digital Credit Platforms|Fading|14|0.4546|admit|0.1263|9|Financial Services|False
CHYM|Consumer Fintech & Digital Credit Platforms|Fading|14|0.3803|admit|0.7839|9|Technology|False
BFH|Consumer Fintech & Digital Credit Platforms|Fading|14|0.4416|admit|0.6315|9|Financial Services|False
NU|Consumer Fintech & Digital Credit Platforms|Fading|14|0.5103|admit|0.3684|9|Financial Services|False
SOFI|Consumer Fintech & Digital Credit Platforms|Fading|14|0.4831|admit|0.7016|9|Financial Services|False
PYPL|Consumer Fintech & Digital Credit Platforms|Fading|14|0.2283|reject|0.2841|9|Financial Services|False
PAGS|Consumer Fintech & Digital Credit Platforms|Fading|14|0.414|admit|0.1332|9|Technology|False
BHP|Copper Mining & Production|Fading|8|0.805|admit|0.8317|9|Basic Materials|False
TECK|Copper Mining & Production|Fading|8|0.7924|admit|0.7115|9|Basic Materials|False
HBM|Copper Mining & Production|Fading|8|0.9009|admit|0.9077|9|Basic Materials|False
ERO|Copper Mining & Production|Fading|8|0.8773|admit|0.8683|9|Basic Materials|False
RIO|Copper Mining & Production|Fading|8|0.73|admit|0.7587|9|Basic Materials|False
IE|Copper Mining & Production|Fading|8|0.7743|admit|0.8473|9|Basic Materials|False
SCCO|Copper Mining & Production|Fading|8|0.875|admit|0.9122|9|Basic Materials|False
FCX|Copper Mining & Production|Fading|8|0.94|admit|0.9346|9|Basic Materials|False
RTX|Defense Electronics & Aerospace Subsystem Suppliers|Fading|5|0.0431|reject|0.3098|9|Industrials|False
ATRO|Defense Electronics & Aerospace Subsystem Suppliers|Fading|5|0.3997|admit|0.2845|9|Industrials|False
ATI|Defense Electronics & Aerospace Subsystem Suppliers|Fading|5|0.4096|admit|0.8812|9|Industrials|False
ARXS|Defense Electronics & Aerospace Subsystem Suppliers|Fading|5|0.2433|reject|0.5999|9|Industrials|False
EMBJ|Defense Electronics & Aerospace Subsystem Suppliers|Fading|5|0.1932|reject|0.2916|9|Industrials|False
DLTR|Defensive Consumer Staples Rotation|Fading|16|0.5969|admit|0.461|9|Consumer Defensive|False
UTZ|Defensive Consumer Staples Rotation|Fading|16|-0.0259|reject|0.4526|9|Consumer Defensive|False
GIS|Defensive Consumer Staples Rotation|Fading|16|0.7202|admit|0.518|9|Consumer Defensive|False
DG|Defensive Consumer Staples Rotation|Fading|16|0.6207|admit|0.7695|9|Consumer Defensive|False
DEO|Defensive Consumer Staples Rotation|Fading|16|0.6181|admit|0.7735|9|Consumer Defensive|False
GO|Defensive Consumer Staples Rotation|Fading|16|0.3648|admit|0.8459|9|Consumer Defensive|False
KHC|Defensive Consumer Staples Rotation|Fading|16|0.7137|admit|-0.0068|9|Consumer Defensive|False
UL|Defensive Consumer Staples Rotation|Fading|16|0.6405|admit|0.8779|9|Consumer Defensive|False
EPC|Defensive Consumer Staples Rotation|Fading|16|0.5465|admit|0.3436|9|Consumer Defensive|False
TGT|Defensive Consumer Staples Rotation|Fading|16|0.6257|admit|0.6166|9|Consumer Defensive|False
PPC|Defensive Consumer Staples Rotation|Fading|16|0.5947|admit|0.2751|9|Consumer Defensive|False
KR|Defensive Consumer Staples Rotation|Fading|16|0.5968|admit|0.4949|9|Consumer Defensive|False
TBBB|Defensive Consumer Staples Rotation|Fading|16|0.207|reject|0.1006|9|Consumer Defensive|False
MKC|Defensive Consumer Staples Rotation|Fading|16|0.7572|admit|0.0952|9|Consumer Defensive|False
PM|Defensive Consumer Staples Rotation|Fading|16|0.5246|admit|0.8006|9|Consumer Defensive|False
MDLZ|Defensive Consumer Staples Rotation|Fading|16|0.7526|admit|0.5881|9|Consumer Defensive|False
GSHD|Digital Insurance Distribution & InsurTech Platforms|Fading|4|0.2477|reject|0.4112|9|Financial Services|False
LIFE|Digital Insurance Distribution & InsurTech Platforms|Fading|4|0.1823|reject|0.1652|9|Financial Services|False
PRCH|Digital Insurance Distribution & InsurTech Platforms|Fading|4|0.0846|reject|-0.4472|9|Financial Services|False
NP|Digital Insurance Distribution & InsurTech Platforms|Fading|4|0.3134|reject|-0.0614|9|Financial Services|False
OGE|Diversified Power Generation Capacity Expansion for AI Electricity Demand|Nascent|4|-0.0093|reject|0.0643|9|Utilities|False
CEG|Diversified Power Generation Capacity Expansion for AI Electricity Demand|Nascent|4|0.4831|admit|0.6528|9|Utilities|False
HNRG|Diversified Power Generation Capacity Expansion for AI Electricity Demand|Nascent|4|0.2373|reject|0.672|9|Utilities|False
KEP|Diversified Power Generation Capacity Expansion for AI Electricity Demand|Nascent|4|0.1878|reject|0.6918|9|Utilities|False
PAYX|Enterprise HR & Workforce Management SaaS|Mainstream|6|0.8274|admit|0.4875|9|Technology|True
ADP|Enterprise HR & Workforce Management SaaS|Mainstream|6|0.8362|admit|0.7058|9|Technology|True
PCTY|Enterprise HR & Workforce Management SaaS|Mainstream|6|0.8062|admit|0.7307|9|Technology|True
ALIT|Enterprise HR & Workforce Management SaaS|Mainstream|6|0.4432|admit|0.327|9|Technology|True
WDAY|Enterprise HR & Workforce Management SaaS|Mainstream|6|0.6876|admit|0.2427|9|Technology|True
PAYC|Enterprise HR & Workforce Management SaaS|Mainstream|6|0.6993|admit|0.3865|9|Technology|True
NTNX|Enterprise Server, Storage & Data Infrastructure Hardware|Fading|8|-0.2361|reject|-0.345|9|Technology|False
STX|Enterprise Server, Storage & Data Infrastructure Hardware|Fading|8|0.4781|admit|0.0388|9|Technology|False
NTAP|Enterprise Server, Storage & Data Infrastructure Hardware|Fading|8|0.4685|admit|0.8489|9|Technology|False
DELL|Enterprise Server, Storage & Data Infrastructure Hardware|Fading|8|0.7017|admit|0.7703|9|Technology|False
ANET|Enterprise Server, Storage & Data Infrastructure Hardware|Fading|8|0.6258|admit|0.6685|9|Technology|False
SMCI|Enterprise Server, Storage & Data Infrastructure Hardware|Fading|8|0.5101|admit|0.7406|9|Technology|False
HPE|Enterprise Server, Storage & Data Infrastructure Hardware|Fading|8|0.7508|admit|0.9216|9|Technology|False
CSCO|Enterprise Server, Storage & Data Infrastructure Hardware|Fading|8|0.4498|admit|0.3363|9|Technology|False
CTVA|Farm Economy Value Chain Re-Rating|Accelerating|7|0.6519|admit|0.8507|9|Basic Materials|True
CF|Farm Economy Value Chain Re-Rating|Accelerating|7|0.489|admit|0.6268|9|Basic Materials|True
NTR|Farm Economy Value Chain Re-Rating|Accelerating|7|0.5643|admit|0.7796|9|Basic Materials|True
CNH|Farm Economy Value Chain Re-Rating|Accelerating|7|0.4578|admit|0.7975|9|Industrials|True
FMC|Farm Economy Value Chain Re-Rating|Accelerating|7|0.3438|reject|0.1761|9|Basic Materials|True
MOS|Farm Economy Value Chain Re-Rating|Accelerating|7|0.587|admit|0.8445|9|Basic Materials|True
AGCO|Farm Economy Value Chain Re-Rating|Accelerating|7|0.5471|admit|0.7145|9|Industrials|True
CVSA|For-Profit Postsecondary & Vocational Education|Fading|5|0.8281|admit|0.9014|9|Consumer Defensive|False
PRDO|For-Profit Postsecondary & Vocational Education|Fading|5|0.9266|admit|0.9217|9|Consumer Defensive|False
LOPE|For-Profit Postsecondary & Vocational Education|Fading|5|0.8308|admit|0.8911|9|Consumer Defensive|False
STRA|For-Profit Postsecondary & Vocational Education|Fading|5|0.9315|admit|0.8654|9|Consumer Defensive|False
LAUR|For-Profit Postsecondary & Vocational Education|Fading|5|0.7555|admit|0.7319|9|Consumer Defensive|False
LW|Frozen Foods Producers|Fading|4|0.6783|admit|0.182|9|Consumer Defensive|False
CAG|Frozen Foods Producers|Fading|4|0.823|admit|0.794|9|Consumer Defensive|False
SJM|Frozen Foods Producers|Fading|4|0.805|admit|0.6975|9|Consumer Defensive|False
NOMD|Frozen Foods Producers|Fading|4|0.7234|admit|0.7212|9|Consumer Defensive|False
SRPT|Genetic Medicine: Gene Editing & Gene Therapy Innovators|Fading|4|0.369|admit|0.6528|9|Healthcare|False
FDMT|Genetic Medicine: Gene Editing & Gene Therapy Innovators|Fading|4|0.5203|admit|0.8972|9|Healthcare|False
MGTX|Genetic Medicine: Gene Editing & Gene Therapy Innovators|Fading|4|0.5432|admit|0.4861|9|Healthcare|False
QURE|Genetic Medicine: Gene Editing & Gene Therapy Innovators|Fading|4|0.3531|admit|0.7718|9|Healthcare|False
QGEN|Genomics & DNA Sequencing Tools|Fading|9|0.502|admit|0.4014|9|Healthcare|False
TWST|Genomics & DNA Sequencing Tools|Fading|9|0.6319|admit|0.6259|9|Healthcare|False
WGS|Genomics & DNA Sequencing Tools|Fading|9|0.6065|admit|0.7978|9|Healthcare|False
ILMN|Genomics & DNA Sequencing Tools|Fading|9|0.4788|admit|0.684|9|Healthcare|False
NTRA|Genomics & DNA Sequencing Tools|Fading|9|0.6154|admit|0.5117|9|Healthcare|False
GH|Genomics & DNA Sequencing Tools|Fading|9|0.5639|admit|0.4812|9|Healthcare|False
BRKR|Genomics & DNA Sequencing Tools|Fading|9|0.4493|admit|0.6216|9|Healthcare|False
TXG|Genomics & DNA Sequencing Tools|Fading|9|0.7567|admit|0.7053|9|Healthcare|False
GRAL|Genomics & DNA Sequencing Tools|Fading|9|0.6362|admit||7|Healthcare|False
BG|Global Agriculture Value Chain Recovery|Mainstream|9|0.4424|admit|0.5702|9|Consumer Defensive|True
CTVA|Global Agriculture Value Chain Recovery|Mainstream|9|0.575|admit|0.8649|9|Basic Materials|True
DOLE|Global Agriculture Value Chain Recovery|Mainstream|9|0.3055|reject|0.5354|9|Consumer Defensive|True
CNH|Global Agriculture Value Chain Recovery|Mainstream|9|0.4529|admit|0.8314|9|Industrials|True
FMC|Global Agriculture Value Chain Recovery|Mainstream|9|0.3702|admit|-0.0567|9|Basic Materials|True
ADM|Global Agriculture Value Chain Recovery|Mainstream|9|0.4962|admit|0.4667|9|Consumer Defensive|True
AGCO|Global Agriculture Value Chain Recovery|Mainstream|9|0.596|admit|0.788|9|Industrials|True
DE|Global Agriculture Value Chain Recovery|Mainstream|9|0.5627|admit|0.8262|9|Industrials|True
AGRO|Global Agriculture Value Chain Recovery|Mainstream|9|0.3869|admit|0.2283|9|Consumer Defensive|True
STLD|Global Steel & Metal Producers Recovery|Nascent|5|0.7394|admit|0.9449|9|Basic Materials|False
NUE|Global Steel & Metal Producers Recovery|Nascent|5|0.784|admit|0.8511|9|Basic Materials|False
MT|Global Steel & Metal Producers Recovery|Nascent|5|0.4111|admit|0.7953|9|Basic Materials|False
TX|Global Steel & Metal Producers Recovery|Nascent|5|0.5932|admit|0.7333|9|Basic Materials|False
CLF|Global Steel & Metal Producers Recovery|Nascent|5|0.6578|admit|0.7617|9|Basic Materials|False
HMY|Gold & Precious Metals Miners Rotation|Fading|19|0.8636|admit|0.9482|9|Basic Materials|False
SSRM|Gold & Precious Metals Miners Rotation|Fading|19|0.9213|admit|0.9311|9|Basic Materials|False
B|Gold & Precious Metals Miners Rotation|Fading|19|0.8938|admit|0.9257|9|Basic Materials|False
ARIS|Gold & Precious Metals Miners Rotation|Fading|19|0.9241|admit|0.9636|9|Basic Materials|False
AUGO|Gold & Precious Metals Miners Rotation|Fading|19|0.8562|admit|0.7737|9|Basic Materials|False
FNV|Gold & Precious Metals Miners Rotation|Fading|19|0.8372|admit|0.8784|9|Basic Materials|False
EGO|Gold & Precious Metals Miners Rotation|Fading|19|0.8901|admit|0.9111|9|Basic Materials|False
CGAU|Gold & Precious Metals Miners Rotation|Fading|19|0.8584|admit|0.8925|9|Basic Materials|False
AU|Gold & Precious Metals Miners Rotation|Fading|19|0.9196|admit|0.94|9|Basic Materials|False
AAUC|Gold & Precious Metals Miners Rotation|Fading|19|0.5278|admit|0.6657|9|Basic Materials|False
KGC|Gold & Precious Metals Miners Rotation|Fading|19|0.9547|admit|0.5304|9|Basic Materials|False
NEM|Gold & Precious Metals Miners Rotation|Fading|19|0.9384|admit|0.9123|9|Basic Materials|False
GFI|Gold & Precious Metals Miners Rotation|Fading|19|0.8347|admit|0.9483|9|Basic Materials|False
AEM|Gold & Precious Metals Miners Rotation|Fading|19|0.9018|admit|0.9239|9|Basic Materials|False
SBSW|Gold & Precious Metals Miners Rotation|Fading|19|0.8586|admit|0.9196|9|Basic Materials|False
MUX|Gold & Precious Metals Miners Rotation|Fading|19|0.8503|admit|0.9265|9|Basic Materials|False
RGLD|Gold & Precious Metals Miners Rotation|Fading|19|0.9038|admit|0.8157|9|Basic Materials|False
IAG|Gold & Precious Metals Miners Rotation|Fading|19|0.9287|admit|0.9665|9|Basic Materials|False
EQX|Gold & Precious Metals Miners Rotation|Fading|19|0.9249|admit|0.9776|9|Basic Materials|False
KIM|Grocery-Anchored Shopping Center REIT Momentum Reversal|Fading|4|0.9486|admit|0.8952|9|Real Estate|False
KRG|Grocery-Anchored Shopping Center REIT Momentum Reversal|Fading|4|0.9044|admit|0.8426|9|Real Estate|False
FRT|Grocery-Anchored Shopping Center REIT Momentum Reversal|Fading|4|0.9181|admit|0.8943|9|Real Estate|False
REG|Grocery-Anchored Shopping Center REIT Momentum Reversal|Fading|4|0.9514|admit|0.8979|9|Real Estate|False
THC|Hospital & Behavioral Health Facility Procedure Volume Recovery|Fading|5|0.5868|admit|0.7942|9|Healthcare|False
ACHC|Hospital & Behavioral Health Facility Procedure Volume Recovery|Fading|5|0.0609|reject|0.4836|9|Healthcare|False
UHS|Hospital & Behavioral Health Facility Procedure Volume Recovery|Fading|5|0.6732|admit|0.6201|9|Healthcare|False
MD|Hospital & Behavioral Health Facility Procedure Volume Recovery|Fading|5|0.565|admit|0.2863|9|Healthcare|False
EHC|Hospital & Behavioral Health Facility Procedure Volume Recovery|Fading|5|0.3669|admit|0.7893|9|Healthcare|False
TPC|Industrial Construction Execution & On-Site Supply Chain|Fading|7|0.2644|reject|-0.15|9|Industrials|False
TTEK|Industrial Construction Execution & On-Site Supply Chain|Fading|7|0.1199|reject|0.5473|9|Industrials|False
J|Industrial Construction Execution & On-Site Supply Chain|Fading|7|0.1204|reject|0.6063|9|Industrials|False
DNOW|Industrial Construction Execution & On-Site Supply Chain|Fading|7|0.5283|admit|0.3064|9|Industrials|False
ACA|Industrial Construction Execution & On-Site Supply Chain|Fading|7|0.0666|reject|0.2273|9|Industrials|False
KBR|Industrial Construction Execution & On-Site Supply Chain|Fading|7|0.253|reject|0.6046|9|Industrials|False
FLR|Industrial Construction Execution & On-Site Supply Chain|Fading|7|0.1337|reject|0.479|9|Industrials|False
FLS|Industrial Equipment & Flow Control – Capex Cycle Recovery|Fading|4|0.3086|reject|0.2912|9|Industrials|False
EMR|Industrial Equipment & Flow Control – Capex Cycle Recovery|Fading|4|0.5727|admit|0.4827|9|Industrials|False
VLTO|Industrial Equipment & Flow Control – Capex Cycle Recovery|Fading|4|0.0153|reject|-0.2836|9|Industrials|False
DCI|Industrial Equipment & Flow Control – Capex Cycle Recovery|Fading|4|0.555|admit|0.758|9|Industrials|False
CLDX|Inflammatory Disease & Immunology Biologics|Fading|13|0.4658|admit|0.1952|9|Healthcare|False
IMVT|Inflammatory Disease & Immunology Biologics|Fading|13|0.7632|admit|0.9627|9|Healthcare|False
TRAX|Inflammatory Disease & Immunology Biologics|Fading|13|0.1297|reject|0.833|9|Healthcare|False
CLYM|Inflammatory Disease & Immunology Biologics|Fading|13|0.4858|admit|0.8531|9|Healthcare|False
ZBIO|Inflammatory Disease & Immunology Biologics|Fading|13|0.4814|admit|0.7348|9|Healthcare|False
VERA|Inflammatory Disease & Immunology Biologics|Fading|13|0.5466|admit|0.4946|9|Healthcare|False
AUPH|Inflammatory Disease & Immunology Biologics|Fading|13|0.3504|admit|0.2833|9|Healthcare|False
DNTH|Inflammatory Disease & Immunology Biologics|Fading|13|0.6471|admit|0.6865|9|Healthcare|False
PHVS|Inflammatory Disease & Immunology Biologics|Fading|13|0.4816|admit|0.7531|9|Healthcare|False
ORKA|Inflammatory Disease & Immunology Biologics|Fading|13|0.6723|admit|0.7757|9|Healthcare|False
BHVN|Inflammatory Disease & Immunology Biologics|Fading|13|0.4728|admit|0.5476|9|Healthcare|False
NRIX|Inflammatory Disease & Immunology Biologics|Fading|13|0.4318|admit|0.9254|9|Healthcare|False
APGE|Inflammatory Disease & Immunology Biologics|Fading|13|0.4648|admit||0|Healthcare|False
BRO|Insurance Brokerage & Distribution Services|Fading|5|0.9137|admit|0.9336|9|Financial Services|False
RYAN|Insurance Brokerage & Distribution Services|Fading|5|0.7563|admit|0.4994|9|Financial Services|False
AJG|Insurance Brokerage & Distribution Services|Fading|5|0.8423|admit|0.9249|9|Financial Services|False
BWIN|Insurance Brokerage & Distribution Services|Fading|5|0.432|admit|0.8864|9|Financial Services|False
WTW|Insurance Brokerage & Distribution Services|Fading|5|0.6556|admit|0.8544|9|Financial Services|False
EXLS|IT Consulting & Business Process Outsourcing Services|Accelerating|9|0.8216|admit|0.8254|9|Technology|True
