id|ticker|alert_date|status|account_mode|entry_attempt|signal_type|skip_reason|orb_high|orb_low|atr_14|entry_price|stop_price|hard_stop|risk_dollars|risk_dollars_actual|entry_shares|total_pnl|partial_taken|hold_days|filled_at|closed_at|exits_json
31|ORKA|2026-04-27|skipped|paper|1|magna53|setup:faded_from_orb: last $87.96 < midpoint $89.35 (ORB H=$91.00 L=$87.69, faded 3.3%)||||||||||0|f|0|||[]
33|CRML|2026-04-28|skipped|paper|1|magna53|setup:faded_from_orb: last $12.41 < threshold $12.49 (ratio=0.25, ORB H=$12.92 L=$12.35, faded 3.9%)||||||||||0|f|0|||[]
37|CVLT|2026-04-28|skipped|paper|1|magna53|window:out_of_orb: detected 09:55 ET||||||||||0|f|0|||[]
36|KFRC|2026-04-28|skipped|paper|1|magna53|window:out_of_orb: detected 09:51 ET||||||||||0|f|0|||[]
35|LAC|2026-04-28|skipped|paper|1|magna53|setup:faded_from_orb: last $4.80 < threshold $4.88 (ratio=0.25, ORB H=$5.07 L=$4.81, faded 5.3%)||||||||||0|f|0|||[]
34|OMCL|2026-04-28|closed|paper|2|magna53||45.95|45|0.6635714285714295|46|45|45|992.88||432|-1506.6302400000022|f|0|2026-04-28 13:53:49.655179+00|2026-04-28 14:13:09.36006+00|[{"pnl": -1078.9502400000015, "time": "2026-04-28T13:36:08.363775", "price": 43.5, "reason": "stop_hit", "shares": 432.0, "source": "websocket", "attempt": 1}, {"pnl": -427.68000000000086, "time": "2026-04-28T14:13:09.359857", "price": 45.01, "reason": "stop_hit", "shares": 432.0, "source": "websocket", "attempt": 2}]
40|BE|2026-04-29|skipped|paper|1|magna53|block:circuit_breaker: 3 consecutive losses||||||||||0|f|0|||[]
41|KALV|2026-04-29|skipped|paper|1|magna53|block:circuit_breaker: 3 consecutive losses||||||||||0|f|0|||[]
43|NXPI|2026-04-29|skipped|paper|1|magna53|block:circuit_breaker: 3 consecutive losses||||||||||0|f|0|||[]
42|RSI|2026-04-29|skipped|paper|1|magna53|block:circuit_breaker: 3 consecutive losses||||||||||0|f|0|||[]
39|STX|2026-04-29|skipped|paper|1|magna53|block:circuit_breaker: 3 consecutive losses||||||||||0|f|0|||[]
45|BAND|2026-04-30|skipped|paper|1|magna53|setup:stop_too_wide: ORB range $2.22 (7.2%) > 1.5x ATR $1.30||||||||||0|f|0|||[]
54|FTAI|2026-04-30|skipped|paper|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
53|GKOS|2026-04-30|skipped|paper|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
52|PI|2026-04-30|skipped|paper|1|magna53|window:out_of_orb: detected 09:45 ET||||||||||0|f|0|||[]
46|TTMI|2026-04-30|skipped|paper|1|magna53|setup:stop_too_wide: ORB range $10.00 (5.9%) > 1.5x ATR $7.37||||||||||0|f|0|||[]
55|VIAV|2026-04-30|skipped|paper|1|magna53|window:out_of_orb: detected 09:56 ET||||||||||0|f|0|||[]
64|AXTI|2026-05-01|skipped|paper|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
57|TEAM|2026-05-01|closed|paper|2|magna53||85.13|82.79|2.8542857142857145|85.19|85.19|82.79|977.81||229|-269.019909999998|t|4|2026-05-01 15:31:45.135497+00|2026-05-06 20:05:00.033702+00|[{"pnl": -595.8099099999986, "time": "2026-05-01T14:21:05.211477", "price": 82.55821, "reason": "stop_hit", "shares": 229.0, "source": "websocket", "attempt": 1}, {"pnl": 328.32000000000056, "time": "2026-05-06T13:32:20.299374", "price": 89.51, "reason": "partial_profit", "shares": 76, "order_id": "9c2d2250-4d77-4910-b888-71730efcc267"}, {"pnl": -1.53, "time": "2026-05-06T13:51:08", "price": 85.18, "reason": "stop_hit", "shares": 153, "source": "backfill_5_07", "attempt": 2, "order_id": "3069e3fe-8283-4b42-b704-890bbfdf9720"}]
58|TWLO|2026-05-01|cancelled|paper|1|magna53|ORB window unfilled|179.475|177.28|3.9292857142857094|179.475|177.28|177.28|977.81||108|0|f|0|||[]
74|CYRX|2026-05-05|skipped|paper|1|magna53|window:out_of_orb: detected 09:51 ET||||||||||0|f|0|||[]
68|EVER|2026-05-05|skipped|paper|1|magna53|setup:stop_too_wide: ORB range $1.00 (5.5%) > 1.5x ATR $0.70||||||||||0|f|0|||[]
72|FTRE|2026-05-05|closed|paper|1|magna53||14.3119|13.96|0.3599999999999997|14.31|14.31|13.96|990.48||1384|138.23999999999953|t|6|2026-05-05 13:48:57.657426+00|2026-05-12 13:41:55.999822+00|[{"pnl": 193.61999999999998, "time": "2026-05-11T13:32:45.193550", "price": 14.73, "reason": "partial_profit", "shares": 461, "order_id": "fc255617-7209-471c-8110-b8da223d0980"}, {"pnl": -55.38000000000046, "time": "2026-05-12T13:41:55.999544", "price": 14.25, "reason": "stop_hit", "shares": 923.0, "source": "websocket", "attempt": 1}]
73|IART|2026-05-05|skipped|paper|1|magna53|window:out_of_orb: detected 09:51 ET||||||||||0|f|0|||[]
69|STRL|2026-05-05|skipped|paper|1|magna53|setup:stop_too_wide: ORB range $35.02 (5.0%) > 1.5x ATR $20.33||||||||||0|f|0|||[]
81|AMD|2026-05-06|closed|paper|2|magna53||413.26|405.63|19.735114285714285|413.309375|405.63|405.63|995.26||48|-831.4799040000025|f|0|2026-05-06 14:53:45.203749+00|2026-05-07 16:07:41.86522+00|[{"pnl": -460.9499040000019, "time": "2026-05-06T14:19:50.400826", "price": 405.571043, "reason": "stop_hit", "shares": 48.0, "source": "websocket", "attempt": 1}, {"pnl": -370.53000000000065, "time": "2026-05-07T16:07:41.865061", "price": 405.59, "reason": "stop_hit", "shares": 48.0, "source": "websocket", "attempt": 2}]
84|BLMN|2026-05-06|skipped|paper|1|magna53|window:out_of_orb: detected 09:52 ET||||||||||0|f|0|||[]
80|COMP|2026-05-06|cancelled|paper|1|magna53|ORB window unfilled|9.59|9.28|0.3889285714285717|9.59|9.28|9.28|995.26||2075|0|f|0|||[]
87|CRI|2026-05-06|skipped|paper|1|magna53|window:out_of_orb: detected 09:56 ET||||||||||0|f|0|||[]
79|FLEX|2026-05-06|cancelled|paper|1|magna53|ORB window unfilled|122|119|3.427592857142856|122|119|119|995.26||163|0|f|0|||[]
78|GEO|2026-05-06|cancelled|paper|1|magna53|ORB window unfilled|21.7|21.16|0.5780714285714286|21.7|21.16|21.16|995.26||917|0|f|0|||[]
85|GLW|2026-05-06|skipped|paper|1|magna53|window:out_of_orb: detected 09:52 ET||||||||||0|f|0|||[]
83|HUT|2026-05-06|skipped|paper|1|magna53|window:out_of_orb: detected 09:52 ET||||||||||0|f|0|||[]
86|LIVN|2026-05-06|skipped|paper|1|magna53|window:out_of_orb: detected 09:52 ET||||||||||0|f|0|||[]
82|SMCI|2026-05-06|closed|paper|2|magna53||32.5|31.26|1.620014285714285|32.567614|32.567614|31.26|995.26||612|-639.339263999999|t|5|2026-05-06 13:38:36.254991+00|2026-05-12 13:56:55.847281+00|[{"pnl": -720.7695360000012, "time": "2026-05-06T13:35:41.604111", "price": 31.228448, "reason": "stop_hit", "shares": 612.0, "source": "websocket", "attempt": 1}, {"pnl": 82.13692800000084, "time": "2026-05-12T13:34:43.472983", "price": 32.970246, "reason": "partial_profit", "shares": 204, "order_id": "4baad913-cee0-44b7-90a2-d70eb7812df4"}, {"pnl": -0.7066559999987589, "time": "2026-05-12T13:56:55.847113", "price": 32.565882, "reason": "stop_hit", "shares": 408.0, "source": "websocket", "attempt": 2}]
94|ARRY|2026-05-07|skipped|paper|1|magna53|block:max_positions: 5/5||||||||||0|f|0|||[]
91|FLNC|2026-05-07|skipped|paper|1|magna53|block:max_positions: 5/5||||||||||0|f|0|||[]
101|FTNT|2026-05-07|skipped|paper|1|magna53|block:max_positions: 5/5||||||||||0|f|0|||[]
92|JMIA|2026-05-07|skipped|paper|1|magna53|block:max_positions: 5/5||||||||||0|f|0|||[]
93|MTSI|2026-05-07|skipped|paper|1|magna53|block:max_positions: 5/5||||||||||0|f|0|||[]
97|PCT|2026-05-07|skipped|paper|1|magna53|block:max_positions: 5/5||||||||||0|f|0|||[]
96|SEZL|2026-05-07|skipped|paper|1|magna53|block:max_positions: 5/5||||||||||0|f|0|||[]
98|SITM|2026-05-07|skipped|paper|1|magna53|block:max_positions: 5/5||||||||||0|f|0|||[]
111|AKAM|2026-05-08|skipped|paper|1|magna53|block:circuit_breaker: cooldown until 2026-05-08T16:07:41.865220+00:00||||||||||0|f|0|||[]
113|BILL|2026-05-08|skipped|paper|1|magna53|block:circuit_breaker: cooldown until 2026-05-08T16:07:41.865220+00:00||||||||||0|f|0|||[]
118|CALY|2026-05-08|skipped|paper|1|magna53|window:out_of_orb: detected 09:55 ET||||||||||0|f|0|||[]
117|FROG|2026-05-08|skipped|paper|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
110|INOD|2026-05-08|skipped|paper|1|magna53|block:circuit_breaker: cooldown until 2026-05-08T16:07:41.865220+00:00||||||||||0|f|0|||[]
112|LASR|2026-05-08|skipped|paper|1|magna53|block:circuit_breaker: cooldown until 2026-05-08T16:07:41.865220+00:00||||||||||0|f|0|||[]
115|PGNY|2026-05-08|skipped|paper|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
114|WEST|2026-05-08|skipped|paper|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
116|WLDN|2026-05-08|skipped|paper|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
119|BW|2026-05-11|closed|paper|1|magna53||16.9999|16.49|1.3953714285714285|17.05|17.05|16.49|988.61||1163|2492.4803570000004|t|15|2026-05-11 13:53:45.29259+00|2026-05-27 13:37:08.289257+00|[{"pnl": 728.6401170000004, "time": "2026-05-15T13:33:38.030906", "price": 18.932791, "reason": "partial_profit", "shares": 387, "order_id": "9bfeff93-eb57-4109-8fed-256c9451c891"}, {"pnl": 1763.84024, "time": "2026-05-27T13:37:08.289141", "price": 19.32299, "reason": "sma_trail_stop", "shares": 776, "order_id": "db11453b-4196-4150-898d-4945e16e6257"}]
121|BZH|2026-05-11|cancelled|paper|1|magna53|ORB window unfilled|25.39|25.25|0.9974928571428574|25.39|25.25|25.25|988.61||778|0|f|0|||[]
122|MNDY|2026-05-11|closed|paper|2|magna53||86.6558|82.7|4.499642857142857|86.823333|82.7|82.7|988.58||228|-1014.2698560000015|f|0||2026-05-11 14:00:00.777037+00|[{"pnl": -1014.2698560000015, "time": "2026-05-11T13:48:27.994970", "price": 82.374781, "reason": "stop_hit", "shares": 228.0, "source": "websocket", "attempt": 1}]
120|MRAM|2026-05-11|closed|paper|2|magna53||36.425|34.07|2.4980928571428573|36.5|34.07|34.07|988.61||419|-2199.709776|f|0|2026-05-11 13:50:17.02788+00|2026-05-11 13:59:15.309283+00|[{"pnl": -1101.9297760000013, "time": "2026-05-11T13:42:02.739966", "price": 33.890096, "reason": "stop_hit", "shares": 419.0, "source": "websocket", "attempt": 1}, {"pnl": -1097.7799999999988, "time": "2026-05-11T13:59:15.309119", "price": 33.88, "reason": "stop_hit", "shares": 419.0, "source": "websocket", "attempt": 2}]
124|AMBQ|2026-05-12|skipped|paper|1|magna53|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'||||||||||0|f|0|||[]
125|HLIT|2026-05-12|skipped|paper|1|magna53|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'||||||||||0|f|0|||[]
123|PACS|2026-05-12|skipped|paper|1|magna53|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'||||||||||0|f|0|||[]
128|SE|2026-05-12|skipped|paper|1|magna53|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'||||||||||0|f|0|||[]
126|SIBN|2026-05-12|skipped|paper|1|magna53|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'||||||||||0|f|0|||[]
127|TE|2026-05-12|skipped|paper|1|magna53|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'||||||||||0|f|0|||[]
131|VG|2026-05-12|skipped|paper|1|magna53|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'||||||||||0|f|0|||[]
129|VPG|2026-05-12|skipped|paper|1|magna53|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'||||||||||0|f|0|||[]
130|VSTS|2026-05-12|skipped|paper|1|magna53|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'||||||||||0|f|0|||[]
132|ZBRA|2026-05-12|skipped|paper|1|magna53|setup:account_fetch_failed: 'ALPACA_LIVE_API_KEY'||||||||||0|f|0|||[]
134|AIP|2026-05-13|skipped|paper|1|magna53|setup:stop_too_wide: ORB range $3.18 (9.8%) > 1.5x ATR $3.02||||||||||0|f|0|||[]
133|EOSE|2026-05-13|cancelled|paper|1|magna53|ORB window unfilled|9.99|9.28|0.7474928571428573|9.99|9.28|9.28|968.98||1364|0|f|0|||[]
145|ARX|2026-05-14|skipped|paper|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
146|CPA|2026-05-14|skipped|paper|1|magna53|window:out_of_orb: detected 09:55 ET||||||||||0|f|0|||[]
137|CRMD|2026-05-14|closed|paper|1|magna53||8.65|8.45|0.3068214285714287|8.361409|8.45|8.45|957.96||2214|-778.0195260000007|f|0|2026-05-14 13:34:40.567147+00|2026-05-14 15:08:04.792249+00|[{"pnl": -778.0195260000007, "note": "Emergency close after WS entry-fill UPDATE failed (AmbiguousParameterError $2 numeric vs double precision). Stop leg auto-canceled by OTO bracket teardown.", "time": "2026-05-14T15:08:04.792249+00:00", "price": 8.01, "reason": "manual_emergency_close", "shares": 2214, "source": "manual_reconcile", "attempt": 1, "order_id": "9c1b57d2-7690-459b-8295-613a0b58f3a6"}]
138|CSCO|2026-05-14|closed|paper|1|magna53||117.55|115.03|2.5375000000000014|117.55|115.03|115.03|957.96||162|-406.499958|f|0|2026-05-14 13:39:09.767616+00|2026-05-14 13:58:53.190149+00|[{"pnl": -406.499958, "time": "2026-05-14T13:58:53.189985", "price": 115.040741, "reason": "stop_hit", "shares": 162, "source": "websocket", "attempt": 1, "order_id": "6c094f99-db84-4827-9554-d5dd1c80670c"}]
143|FPS|2026-05-14|skipped|paper|1|magna53|block:max_positions: 5/5 (mode=paper)||||||||||0|f|0|||[]
139|GO|2026-05-14|skipped|paper|1|magna53|setup:stop_too_wide: ORB range $0.71 (8.1%) > 1.5x ATR $0.60||||||||||0|f|0|||[]
136|KLAR|2026-05-14|closed|paper|1|magna53||15.92|15.18|0.6557142857142858|15.92|15.18|15.18|957.96||1203|-914.2799999999997|f|0|2026-05-14 13:35:29.134169+00|2026-05-14 13:43:04.161373+00|[{"pnl": -914.2799999999997, "time": "2026-05-14T13:43:04.161118", "price": 15.16, "reason": "stop_hit", "shares": 1203, "source": "websocket", "attempt": 1, "order_id": "49fd80cc-05c6-42c9-8b3e-3b2b190392d8"}]
140|STAA|2026-05-14|skipped|paper|1|magna53|block:max_positions: 5/5 (mode=paper)||||||||||0|f|0|||[]
141|STUB|2026-05-14|skipped|paper|1|magna53|block:max_positions: 5/5 (mode=paper)||||||||||0|f|0|||[]
147|VIK|2026-05-14|skipped|paper|1|magna53|window:out_of_orb: detected 09:55 ET||||||||||0|f|0|||[]
142|VSNT|2026-05-14|skipped|paper|1|magna53|block:max_positions: 5/5 (mode=paper)||||||||||0|f|0|||[]
148|GEMI|2026-05-15|cancelled|paper|1|magna53|ORB window unfilled|6.9599|6.56|0.3469499999999999|6.9599|6.56|6.56|826.16||2065|0|f|0|||[]
151|GLOB|2026-05-15|skipped|paper|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
158|AGYS|2026-05-19|cancelled|paper|1|magna53|ORB window unfilled|94.5229|90.23|3.5314285714285725|94.5229|90.23|90.23|797.87||185|0|f|0|||[]
162|IBRX|2026-05-20|skipped|paper|1|magna53|window:out_of_orb: detected 09:50 ET||||||||||0|f|0|||[]
165|INFQ|2026-05-21|cancelled|paper|1|magna53|ORB window unfilled|13.7|13.39|1.2557428571428575|13.7|13.39|13.39|812.67||1351|0|f|0|||[]
164|RLAY|2026-05-21|closed|paper|1|magna53|block:r3_reentry_disabled|15.22|14.8|0.9266571428571427|15.298413|14.8|14.8|812.67||1216|-642.5502080000006|f|0|2026-05-21 13:35:34.386398+00|2026-05-21 13:40:57.233588+00|[{"pnl": -642.5502080000006, "time": "2026-05-21T13:40:57.233343", "price": 14.77, "reason": "stop_hit", "shares": 1216.0, "source": "websocket", "attempt": 1}]
166|PPTA|2026-05-22|cancelled|paper|1|magna53|ORB window unfilled|29.15|27.5001|2.0867857142857145|29.15|27.5001|27.5001|844.71||511|0|f|0|||[]
168|PONY|2026-05-26|skipped|paper|1|magna53|setup:stop_too_wide: ORB range $0.74 (7.6%) > 1.5x ATR $0.73||||||||||0|f|0|||[]
170|POWI|2026-05-26|skipped|paper|1|magna53|window:out_of_orb: detected 09:52 ET||||||||||0|f|0|||[]
169|RDW|2026-05-26|cancelled|paper|1|magna53|expired|19.68|19.2|1.727478571428571|19.68|19.2|19.2|837.03||929|0|f|0|||[]
176|ANF|2026-05-27|skipped|paper|1|magna53|window:out_of_orb: detected 09:55 ET||||||||||0|f|0|||[]
175|BBWI|2026-05-27|skipped|paper|1|magna53|window:out_of_orb: detected 09:51 ET||||||||||0|f|0|||[]
172|CRSR|2026-05-27|closed|paper|1|magna53||8.7964|8.4|0.4857857142857143|8.772422|8.77|8.4|822||2073|1390.7991939999974|t|9|2026-05-27 13:39:53.344864+00|2026-06-08 19:22:50.746763+00|[{"pnl": 1394.146397999999, "time": "2026-06-01T16:19:09.426173", "price": 10.79, "reason": "partial_profit", "shares": 691, "order_id": "2af6d59f-77f6-4c56-b724-b726d7b4e10d"}, {"pnl": -3.3472040000014296, "time": "2026-06-08T19:22:50.746644+00:00", "price": 8.77, "reason": "stop_hit", "shares": 1382.0, "source": "websocket", "attempt": 1}]
171|DY|2026-05-27|closed|paper|1|magna53|block:r3_reentry_disabled|543.99|535.5|18.99621428571429|546.46|535.5|535.5|823.47||33|-438.24000000000285|f|0|2026-05-27 13:41:58.990087+00|2026-05-27 15:33:49.537591+00|[{"pnl": -438.24000000000285, "time": "2026-05-27T15:33:49.537484", "price": 533.18, "reason": "stop_hit", "shares": 33.0, "source": "websocket", "attempt": 1}]
174|QFIN|2026-05-27|skipped|paper|1|magna53|window:out_of_orb: detected 09:51 ET||||||||||0|f|0|||[]
178|AVAV|2026-05-28|cancelled|paper|1|magna53|cancelled|204.86|197.31|8.443664285714286|204.86|197.31|197.31|895.08||93|0|f|0|||[]
177|RCAT|2026-05-28|closed|paper|1|magna53||12.51|11.955|0.8224857142857142|12.57|12.57|11.955|894.95||1529|1165.5900000000004|t|7|2026-05-28 13:33:52.067047+00|2026-06-05 16:42:53.983457+00|[{"pnl": 1175.7900000000002, "time": "2026-06-01T17:15:10.820403", "price": 14.88, "reason": "partial_profit", "shares": 509, "order_id": "b533862e-b546-4d65-915c-2fed921e5bda"}, {"pnl": -10.199999999999783, "time": "2026-06-05T16:42:53.983338", "price": 12.56, "reason": "stop_hit", "shares": 1020.0, "source": "websocket", "attempt": 1}]
180|DELL|2026-05-29|closed|paper|1|magna53|block:r3_reentry_disabled|421.85|416.98|18.40777857142857|421.112609|416.98|416.98|951.43||46|-271.92003000000125|f|0|2026-05-29 13:39:35.863577+00|2026-05-29 13:46:14.41856+00|[{"pnl": -271.92003000000125, "time": "2026-05-29T13:46:14.418213", "price": 415.201304, "reason": "stop_hit", "shares": 46.0, "source": "websocket", "attempt": 1}]
185|ALOY|2026-06-01|skipped|paper|1|magna53|window:out_of_orb: detected 09:56 ET||||||||||0|f|0|||[]
190|GRRR|2026-06-02|cancelled|paper|1|magna53|ORB window unfilled|23.49|22.4|1.4102142857142856|23.49|22.4|22.4|957.15||860|0|f|0|||[]
189|HPE|2026-06-02|cancelled|paper|1|magna53|ORB window unfilled|63.95|61.7206|2.2963785714285723|63.95|61.7206|61.7206|957.15||315|0|f|0|||[]
188|MRVL|2026-06-02|cancelled|paper|1|magna53|cancelled|259.8|252.43|15.649457142857141|259.8|252.43|252.43|957.15||77|0|f|0|||[]
191|NVTS|2026-06-03|closed|paper|1|magna53|block:r3_reentry_disabled|31.63|30.55|3.158828571428572|31.79|30.55|30.55|962.51||632|-830.1402160000002|f|0|2026-06-03 13:42:30.615345+00|2026-06-03 13:49:07.660866+00|[{"pnl": -830.1402160000002, "time": "2026-06-03T13:49:07.660729", "price": 30.476487, "reason": "stop_hit", "shares": 632.0, "source": "websocket", "attempt": 1}]
194|PGY|2026-06-04|skipped|paper|1|magna53|window:out_of_orb: detected 09:56 ET||||||||||0|f|0|||[]
193|RUM|2026-06-04|closed|paper|1|magna53|block:r3_reentry_disabled|9.89|9.4|0.75785|9.935633|9.4|9.4|917.25||1871|-983.4593429999984|f|0|2026-06-04 13:44:14.381004+00|2026-06-04 13:49:09.037289+00|[{"pnl": -983.4593429999984, "time": "2026-06-04T13:49:09.037176", "price": 9.41, "reason": "stop_hit", "shares": 1871.0, "source": "websocket", "attempt": 1}]
196|AGX|2026-06-05|skipped|paper|1|magna53|block:max_positions: 5/5 (mode=paper)||||||||||0|f|0|||[]
195|TTAN|2026-06-05|cancelled|paper|1|magna53|ORB window unfilled|84.0775|82.76|4.1942785714285735|84.0775|82.76|82.76|937.75||227|0|f|0|||[]
201|NRIX|2026-06-08|closed|paper|1|magna53|block:r3_reentry_disabled|16.88|16.1|0.919278571428572|16.956238|16.1|16.1|315.12||404|-378.2401519999998|f|0|2026-06-08 13:45:45.421028+00|2026-06-08 13:55:03.263012+00|[{"pnl": -378.2401519999998, "time": "2026-06-08T13:55:03.262866+00:00", "price": 16.02, "reason": "stop_hit", "shares": 404.0, "source": "websocket", "attempt": 1}]
209|ELVN|2026-06-11|cancelled|paper|1|magna53|ORB window unfilled|45.5171|43.02|2.014464285714285|45.5171|43.02|43.02|290||116|0|f|0|||[]
211|IDCC|2026-06-11|skipped|paper|1|magna53|window:out_of_orb: detected 09:51 ET||||||||||0|f|0|||[]
208|NAVN|2026-06-11|closed|paper|1|magna53|block:r3_reentry_disabled|24.32|23.03|1.377071428571428|24.399071|23.03|23.03|291.54||226|-319.46998400000007|f|0|2026-06-11 13:44:17.84133+00|2026-06-11 14:01:39.954252+00|[{"pnl": -319.46998400000007, "time": "2026-06-11T14:01:39.954099+00:00", "price": 22.985487, "reason": "stop_hit", "shares": 226.0, "source": "websocket", "attempt": 1}]
217|AKTS|2026-06-12|skipped|paper|1|magna53|window:out_of_orb: detected 09:55 ET||||||||||0|f|0|||[]
213|SHAZ|2026-06-12|cancelled|paper|1|magna53|ORB window unfilled|74.77|67.29|9.401314285714284|74.77|67.29|67.29|351.56||47|0|f|0|||[]
220|RXT|2026-06-16|cancelled|paper|1|magna53|ORB window unfilled|7.16|6.61|0.7967357142857144|7.16|6.61|6.61|429.55||781|0|f|0|||[]
