149	KLAR	9m_day2	paper	2026-05-15	2026-05-15	2026-05-15	2026-05-15 13:35:39.702685+00	2026-05-15 15:43:36.107674+00	16.109307	1.149307	721	-854.3201100000002	-1.031	16.109307	0	\N	2026-05-15	1	extremes	0	\N	\N	\N	1.031	\N	1	f	f	\N	Bull	7.1344	1.5019	0	-1.5485
161	PURR	9m_day2	paper	2026-05-20	2026-05-20	2026-05-28	2026-05-20 13:38:55.783235+00	2026-05-28 13:31:42.455372+00	8.05	0.85	948	3.2898759999992535	0.0041	9.13	1.2706	\N	2026-05-26	4	daily_high+extremes	0	8.48	0.5059	2026-05-21	1.2665	0.0032	6	t	t	\N	Bull	10.559	1.4204	1.8047	0.0058
163	ROIV	9m_day2	paper	2026-05-21	2026-05-21	2026-05-26	2026-05-21 13:33:49.956839+00	2026-05-26 19:08:00.492854+00	32.34	2.99	286	-862.090086000001	-1.0081	32.71	0.1237	\N	2026-05-21	1	extremes+daily	0	30.88	-0.4883	2026-05-21	1.1318	-8.1496	3	f	f	\N	Bull	9.2455	2.6608	0.3291	-2.6824
164	RLAY	magna53	paper	2026-05-21	2026-05-21	2026-05-21	2026-05-21 13:35:34.386398+00	2026-05-21 13:40:57.233588+00	15.298413	0.498413	1216	-642.5502080000006	-1.0602	15.298413	0	\N	2026-05-21	1	extremes	0	\N	\N	\N	1.0602	\N	1	f	f	\N	Bull	3.2579	0.4459	0	-0.4728
167	IBM	9m_day2	paper	2026-05-22	2026-05-22	2026-06-10	2026-05-22 13:34:18.551165+00	2026-06-10 13:33:41.050825+00	263.168462	32.228462	26	396.3399860000003	0.473	341	2.415	\N	\N	\N	extremes	0	329.23	2.0498	2026-06-02	1.942	0.1959	13	t	t	\N	Bull	12.2463	4.2053	10.1559	1.9891
171	DY	magna53	paper	2026-05-27	2026-05-27	2026-05-27	2026-05-27 13:41:58.990087+00	2026-05-27 15:33:49.537591+00	546.46	10.96	33	-438.24000000000285	-1.2117	556.3	0.8978	\N	2026-05-27	1	extremes	0	\N	\N	\N	2.1095	-1.3496	1	f	f	\N	Bull	2.0056	0.4732	0.4248	-0.5734
172	CRSR	magna53	paper	2026-05-27	2026-05-27	2026-06-08	2026-05-27 13:39:53.344864+00	2026-06-08 19:22:50.746763+00	8.772422	0.372422	2073	1390.7991939999974	1.8015	13.3769	12.3636	\N	\N	\N	extremes	390	12.14	9.0424	2026-05-29	10.5621	0.1457	9	t	t	\N	Bull	4.2454	0.7746	9.5767	1.3954
177	RCAT	magna53	paper	2026-05-28	2026-05-28	2026-06-05	2026-05-28 13:33:52.067047+00	2026-06-05 16:42:53.983457+00	12.57	0.615	1529	1165.5900000000004	1.2395	15.79	5.2358	\N	2026-06-01	3	daily_high+extremes	0	14.95	3.8699	2026-06-02	3.9963	0.2367	7	t	t	\N	Bull	4.8926	0.7571	3.9638	0.9384
180	DELL	magna53	paper	2026-05-29	2026-05-29	2026-05-29	2026-05-29 13:39:35.863577+00	2026-05-29 13:46:14.41856+00	421.112609	4.132609	46	-271.92003000000125	-1.4304	421.112609	0	\N	2026-05-29	1	extremes	0	\N	\N	\N	1.4304	\N	1	f	f	\N	Bull	0.9814	0.1829	0	-0.2617
183	FPS	9m_day2	paper	2026-06-01	2026-06-01	2026-06-25	2026-06-01 13:41:08.078634+00	2026-06-25 13:43:28.150139+00	53.793681	6.143681	163	159.77693200000002	0.1596	66.89	2.1317	\N	\N	\N	extremes	0	64.59	1.7573	2026-06-04	1.9721	0.0749	18	t	t	\N	Bull	11.4208	1.4407	3.071	0.2299
191	NVTS	magna53	paper	2026-06-03	2026-06-03	2026-06-03	2026-06-03 13:42:30.615345+00	2026-06-03 13:49:07.660866+00	31.79	1.24	632	-830.1402160000002	-1.0593	31.79	0	\N	2026-06-03	1	extremes	0	\N	\N	\N	1.0593	\N	1	f	f	\N	Bull	3.9006	0.3068	0	-0.325
193	RUM	magna53	paper	2026-06-04	2026-06-04	2026-06-04	2026-06-04 13:44:14.381004+00	2026-06-04 13:49:09.037289+00	9.935633	0.535633	1871	-983.4593429999984	-0.9813	9.935633	0	\N	2026-06-04	1	extremes	0	\N	\N	\N	0.9813	\N	1	f	f	\N	Bull	5.391	0.6389	0	-0.6269
201	NRIX	magna53	paper	2026-06-08	2026-06-08	2026-06-08	2026-06-08 13:45:45.421028+00	2026-06-08 13:55:03.263012+00	16.956238	0.856238	404	-378.2401519999998	-1.0934	16.956238	0	\N	2026-06-08	1	extremes	0	\N	\N	\N	1.0934	\N	1	f	f	\N	Choppy	5.0497	0.9888	0	-1.0812
207	GLXY	9m_day2	paper	2026-06-10	2026-06-10	2026-06-11	2026-06-10 13:44:13.706601+00	2026-06-11 13:41:30.709747+00	32.362774	2.592774	137	-363.43003800000014	-1.0231	33.78	0.5466	\N	2026-06-10	1	extremes+daily	0	30.15	-0.8534	2026-06-10	1.5697	-1.8718	2	f	f	\N	Bull	8.0116	1.0406	0.5688	-1.0646
208	NAVN	magna53	paper	2026-06-11	2026-06-11	2026-06-11	2026-06-11 13:44:17.84133+00	2026-06-11 14:01:39.954252+00	24.399071	1.369071	226	-319.46998400000007	-1.0325	24.41	0.008	\N	2026-06-11	1	extremes	0	\N	\N	\N	1.0405	-129.0625	1	f	f	\N	Choppy	5.6112	0.9092	0.0073	-0.9388
221	QURE	magna53	paper	2026-06-17	2026-06-17	2026-07-02	2026-06-17 13:36:14.457573+00	2026-07-02 13:31:21.294445+00	44.69	2.19	200	215.6200000000007	0.4923	51	2.8813	\N	\N	\N	extremes	0	49.1	2.0137	2026-06-25	2.389	0.1709	11	t	t	\N	Choppy	4.9004	0.7594	2.188	0.3738
223	JBL	magna53	paper	2026-06-17	2026-06-17	2026-06-17	2026-06-17 13:40:23.54728+00	2026-06-17 14:02:10.034212+00	413.835454	6.435454	22	-164.11997800000086	-1.1592	416.99	0.4902	\N	2026-06-17	1	extremes	0	\N	\N	\N	1.6494	-2.3647	1	f	f	\N	Choppy	1.5551	0.3766	0.1846	-0.4365
228	SYRE	magna53	paper	2026-06-22	2026-06-22	2026-06-24	2026-06-22 13:52:47.532342+00	2026-06-24 13:32:58.217781+00	98.49	3.49	93	-1483.349999999999	-4.5702	102.06	1.0229	\N	2026-06-23	2	daily_high+extremes	0	100.32	0.5244	2026-06-22	5.5931	-4.4679	3	f	f	\N	Choppy	3.5435	0.6227	0.637	-2.8459
245	WULF	magna53	live	2026-07-06	2026-07-06	2026-07-06	2026-07-06 13:33:00.613734+00	2026-07-06 13:57:29.842241+00	24.62	0.82	40	-32.80000000000001	-1	25.01	0.4756	\N	2026-07-06	1	extremes	0	\N	\N	\N	1.4756	-2.1026	1	f	f	\N	Choppy	3.3306	0.3923	0.1866	-0.3923
250	CRCL	magna53	live	2026-07-10	2026-07-10	2026-07-10	2026-07-10 13:31:05.873424+00	2026-07-10 13:40:34.350753+00	70.65	1.36	14	-19.180000000000064	-1.0074	70.65	0	\N	2026-07-10	1	extremes	0	\N	\N	\N	1.0074	\N	1	f	f	\N	Choppy	1.925	0.2676	0	-0.2695
251	WDFC	magna53	live	2026-07-10	2026-07-10	2026-07-10	2026-07-10 13:31:19.680275+00	2026-07-10 13:40:35.912242+00	296.235	9.175	2	-19.029999999999973	-1.0371	296.235	0	\N	2026-07-10	1	extremes	0	\N	\N	\N	1.0371	\N	1	f	f	\N	Choppy	3.0972	1.1151	0	-1.1565
258	TSEM	magna53	live	2026-07-14	2026-07-14	2026-07-14	2026-07-14 13:32:52.439996+00	2026-07-14 13:44:34.431088+00	274	7.66	3	-23.010000000000048	-1.0013	274	0	\N	2026-07-14	1	extremes	0	\N	\N	\N	1.0013	\N	1	f	f	\N	Correcting	2.7956	0.4044	0	-0.405
261	MANE	magna53	live	2026-07-15	2026-07-15	2026-07-16	2026-07-15 13:33:02.531345+00	2026-07-16 13:30:06.279318+00	119.34	1.32	8	-2.3999999999999773	-0.2273	129.8	7.9242	\N	2026-07-15	1	extremes+daily	0	123.7	3.303	2026-07-15	8.1515	-0.0287	2	f	f	\N	Choppy	1.1061	0.1525	1.2087	-0.0347
266	HUT	magna53	live	2026-07-20	2026-07-20	2026-07-20	2026-07-20 13:31:06.601111+00	2026-07-20 13:31:57.29657+00	103.48	2.0318	9	-19.530000000000015	-1.068	103.48	0	\N	2026-07-20	1	extremes	0	\N	\N	\N	1.068	\N	1	f	f	\N	Correcting	1.9635	0.1981	0	-0.2116
271	SMCI	magna53	live	2026-07-22	2026-07-22	2026-07-27	2026-07-22 13:33:30.889226+00	2026-07-27 14:37:45.699612+00	29.47	0.97	22	-14.959999999999994	-0.701	32.585	3.2113	\N	2026-07-23	2	daily_high+extremes	68	31.2	1.7835	2026-07-23	3.9123	-0.2183	4	f	f	\N	Correcting	3.2915	0.5224	1.6776	-0.3662
273	NVCR	magna53	live	2026-07-23	2026-07-23	2026-07-24	2026-07-23 13:32:30.201565+00	2026-07-24 19:36:57.558497+00	19.15	1.15	21	-24.133199999999935	-0.9993	21.4506	2.0005	\N	2026-07-24	2	extremes+daily	0	19.99	0.7304	2026-07-23	2.9998	-0.4995	2	f	f	\N	Correcting	6.0052	1.1742	2.3489	-1.1733
275	THC	magna53	live	2026-07-24	2026-07-24	2026-07-24	2026-07-24 13:31:22.148201+00	2026-07-24 16:43:37.73624+00	241.67	8.09	2	-16.279999999999973	-1.0062	246.815	0.636	\N	2026-07-24	1	extremes	0	\N	\N	\N	1.6422	-1.5821	1	f	f	\N	Correcting	3.3475	0.945	0.601	-0.9509
276	WKC	magna53	live	2026-07-24	2026-07-24	2026-07-24	2026-07-24 13:33:18.540694+00	2026-07-24 16:02:39.726184+00	40.16	1.16	20	-23.799999999999955	-1.0259	41.2	0.8966	\N	2026-07-24	1	extremes	0	\N	\N	\N	1.9225	-1.1442	1	f	f	\N	Correcting	2.8884	1.1207	1.0048	-1.1497
279	QBTS	magna53	live	2026-07-27	2026-07-27	2026-07-28	2026-07-27 13:31:31.944506+00	2026-07-28 13:36:25.188082+00	18.17	0.42	53	-22.26000000000009	-1	19.74	3.7381	2026-07-27 20:00:00+00	2026-07-27	1	minute_bars	396	19.51	3.1905	2026-07-27	4.7381	-0.2675	2	f	f	\N	Correcting	2.3115	0.3529	1.3191	-0.3529
291	FTNT	magna53	live	2026-07-30	2026-07-30	2026-07-30	2026-07-30 13:32:08.510614+00	2026-07-30 13:37:50.539792+00	166.65	6.465	1	-6.6299999999999955	-1.0255	167.11	0.0712	2026-07-30 13:33:00+00	2026-07-30	1	minute_bars	5	\N	\N	\N	1.0967	-14.4031	1	f	f	\N	Crisis	3.8794	0.9264	0.066	-0.9501
303	BLZE	magna53	live	2026-08-04	2026-08-04	2026-08-04	2026-08-04 13:31:01.724141+00	2026-08-04 19:50:00.523877+00	21.8121	1.7121	21	-36.79410000000004	-1.0234	23.99	1.2721	2026-08-04 13:32:00+00	2026-08-04	1	minute_bars	379	\N	\N	\N	2.2955	-0.8045	1	f	f	\N	Choppy	7.8493	0.8727	1.1102	-0.8931
304	BTDR	magna53	live	2026-08-04	2026-08-04	2026-08-04	2026-08-04 13:34:50.844069+00	2026-08-04 13:46:20.105029+00	12.85	0.37	74	-28.119999999999926	-1.027	12.93	0.2162	2026-08-04 13:35:00+00	2026-08-04	1	minute_bars	12	\N	\N	\N	1.2432	-4.7502	1	f	f	\N	Choppy	2.8794	0.2852	0.0617	-0.2929
307	PLTR	magna53	live	2026-08-04	2026-08-04	2026-08-19	2026-08-04 13:31:11.297642+00	2026-08-19 14:03:18.965774+00	149.0545	5.7745	6	118.60200000000003	3.4232	180.18	5.3902	2026-08-14 13:32:00+00	2026-08-14	9	minute_bars	4333	179.01	5.1875	2026-08-13	1.967	0.6351	12	t	t	\N	Choppy	3.8741	0.8466	4.5632	2.898
328	NET	magna53	live	2026-08-07	2026-08-07	2026-08-07	2026-08-07 13:33:20.132317+00	2026-08-07 14:32:01.073202+00	316.13	5.13	3	-15.389999999999986	-1	324.73	1.6764	2026-08-07 14:00:00+00	2026-08-07	1	minute_bars	59	\N	\N	\N	2.6764	-0.5965	1	f	f	\N	Bull	1.6228	0.3073	0.5152	-0.3073
332	FIGS	magna53	live	2026-08-07	2026-08-07	2026-08-07	2026-08-07 13:32:31.83824+00	2026-08-07 13:51:02.672915+00	15.495082	0.305082	61	-6.838002000000003	-0.3674	16.38	2.9006	2026-08-07 13:33:00+00	2026-08-07	1	minute_bars	19	\N	\N	\N	3.268	-0.1267	1	t	t	\N	Bull	1.9689	0.4044	1.1731	-0.1486
333	TEAM	magna53	live	2026-08-07	2026-08-07	2026-08-07	2026-08-07 13:31:22.079081+00	2026-08-07 13:43:54.13041+00	147.13	3.92	6	-23.940000000000055	-1.0179	151.37	1.0816	2026-08-07 13:34:00+00	2026-08-07	1	minute_bars	12	\N	\N	\N	2.0995	-0.9411	1	f	f	\N	Bull	2.6643	0.4155	0.4494	-0.4229
342	FRMI	magna53	live	2026-08-11	2026-08-11	2026-08-11	2026-08-11 13:31:05.801705+00	2026-08-11 13:31:40.487398+00	7.29	0.24	134	-31.490000000000045	-0.9792	7.29	0	\N	2026-08-11	1	extremes	0	\N	\N	\N	0.9792	\N	1	f	f	\N	Bull	3.2922	0.3555	0	-0.3481
345	BW	magna53	live	2026-08-11	2026-08-11	2026-08-11	2026-08-11 13:31:49.609+00	2026-08-11 13:31:56.783978+00	12.07	0.57	80	-49.60000000000008	-1.0877	12.07	0	\N	2026-08-11	1	extremes	0	\N	\N	\N	1.0877	\N	1	f	f	\N	Bull	4.7225	0.5605	0	-0.6097
367	ETON	magna53	live	2026-08-14	2026-08-14	2026-08-14	2026-08-14 13:31:02.570624+00	2026-08-14 13:45:11.151019+00	55.2012	2.1912	17	19.323599999999942	0.5187	59.79	2.0942	2026-08-14 13:32:00+00	2026-08-14	1	minute_bars	14	\N	\N	\N	1.5755	0.2477	1	t	t	\N	Bull	3.9695	0.6602	1.3827	0.3425
373	MRVL	magna53	live	2026-08-19	2026-08-19	2026-08-19	2026-08-19 13:32:06.145346+00	2026-08-19 14:03:04.536415+00	241.5	11.35	4	-43.27999999999997	-0.9533	245.489	0.3515	2026-08-19 13:33:00+00	2026-08-19	1	minute_bars	31	\N	\N	\N	1.3048	-2.7121	1	f	f	\N	Bull	4.6998	0.7202	0.2531	-0.6865
